Anunciante,Marca,Modelo,Versao,Combustivel,Mes de Registo,Ano,Quilometros,Cilindrada [cm3],Potencia [cv],Segmento,Cor,Tipo de Caixa,Numero de Portas,Garantia de stand - incluida no preco [meses],Origem,Condicao,Preco,ID Anuncio,Data Anuncio,Consumo Urbano,Numero de Mudancas,Emissoes CO2 [g/km],Consumo Extra Urbano,Bateria,Autonomia Maxima,IUC,Sub-modelo,Consumo Combinado,Autonomia Electrica [km],Consumo [kWh/100km],Capacidade da Bateria [kWh],Classico,Site,Portugal,Valor Sem ISV,Link,Data
Profissional,Renault,Mégane,1.5 dCi Confort,Diesel,9,2014.0,204324.0,1461,95,Utilitário,Branco,Manual,5.0,18,Importado,Usados,9850,8088684463.0,5 Julho 2023,3.9,6.0,105.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Micra,0.9 IG-T N-Connecta S/S,Gasolina,11,2017.0,91167.0,898,90,Citadino,Cinzento,Manual,5.0,18,Importado,Usados,13300,8088809607.0,5 Julho 2023,6.3,5.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,,Gasolina,8,2019.0,88200.0,1199,82,Citadino,Preto,Manual,5.0,18,Importado,Usados,13490,8089967936.0,5 Julho 2023,,5.0,128.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,One,Standard,Gasolina,1,2015.0,149000.0,1198,102,Citadino,Verde,Manual,3.0,18,,Usados,14750,8088507693.0,5 Julho 2023,5.8,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,4,2016.0,82370.0,1560,100,SUV / TT,Cinzento,Manual,5.0,18,,Usados,14250,8089967927.0,5 Julho 2023,3.9,5.0,97.0,3.3,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Volvo,V40,1.6 D2 Eco Momentum,Diesel,1,2013.0,151000.0,1560,115,Utilitário,Azul,Manual,5.0,18,,Usados,11600,8089856896.0,5 Julho 2023,4.0,6.0,,,,,154.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C4 Picasso,1.6 e-HDi Seduction ETG6,Diesel,5,2014.0,156000.0,1560,115,Monovolume,Preto,Automática,5.0,36,,Usados,12200,8089861845.0,5 Julho 2023,4.4,6.0,,,,,154.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C4 Picasso,1.6 BlueHDi Intensive EAT6,Diesel,12,2015.0,379798.0,1560,120,Monovolume,Cinzento,Automática,5.0,18,Importado,Usados,9990,8089256206.0,5 Julho 2023,,,103.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 220,CDI Avantgarde BlueEfficiency Auto,Diesel,4,2011.0,463895.0,2143,170,Carrinha,Preto,Automática,5.0,18,Importado,Usados,11990,8089256514.0,5 Julho 2023,,,162.0,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,12,2016.0,232390.0,1461,90,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,9390,8087631212.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,308 SW,1.6 HDi Active,Diesel,1,2012.0,240000.0,1560,92,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,7950,8087849873.0,5 Julho 2023,5.3,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,308 SW,1.6 BlueHDi Access,Diesel,5,2018.0,190578.0,1560,100,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,12990,8088174828.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,Doblo,Combi 1.3 Multijet,Diesel,4,2010.0,227275.0,1248,90,Carrinha,Branco,Manual,6.0,18,Nacional,Usados,5990,8089256579.0,5 Julho 2023,,,136.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,5,2019.0,127628.0,1598,110,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,13890,8089062639.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Juke,1.6 Tekna S P.Ext.2 Red D.Xtronic,Gasolina,2,2014.0,124000.0,1598,117,SUV / TT,Vermelho,Automática,5.0,18,Nacional,Usados,14950,8089914693.0,5 Julho 2023,7.6,,142.0,5.2,,,150.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500,0.9 8V TwinAir Lounge,Gasolina,11,2011.0,110586.0,875,85,Pequeno citadino,Azul,Manual,3.0,24,Importado,Usados,9650,8088780944.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Renault,Mégane Sport Tourer,1.5 dCi Dynamique,Diesel,2,2013.0,180000.0,1461,110,Carrinha,Preto,Manual,5.0,0,Importado,Usados,7900,8089557083.0,5 Julho 2023,4.2,6.0,95.0,3.4,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,BMW,320,d Touring ED Line Luxury,Diesel,12,2014.0,199801.0,1995,163,Carrinha,Azul,Manual,5.0,0,,Usados,14990,8089102925.0,5 Julho 2023,5.4,,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Grand Scénic,1.5 dCi Bose Edition 7L EDC,Diesel,8,2011.0,162000.0,1461,110,Monovolume,Preto,Automática,5.0,18,Importado,Usados,11890,8089199105.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mitsubishi,Space Star,,Gasolina,3,2019.0,47700.0,999,71,Utilitário,Cinzento,Manual,5.0,18,,Usados,12350,8088747772.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Yaris,,Gasolina,10,2019.0,46731.0,998,72,Citadino,Branco,Manual,5.0,24,Importado,Usados,14750,8089193410.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel,Gasolina,7,2017.0,96544.0,1199,82,SUV / TT,Azul,Manual,5.0,18,Importado,Usados,14500,8089813706.0,5 Julho 2023,,5.0,116.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,5,2016.0,113000.0,999,71,Citadino,Vermelho,Manual,5.0,18,,Usados,10990,8089346534.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio,1.2 16V Fairway,Gasolina,4,2010.0,146000.0,1149,75,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,7990,8088016325.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Smart,ForTwo,0.9 Passion 90 Aut.,Gasolina,10,2019.0,27499.0,898,90,Pequeno citadino,Branco,Automática,2.0,0,Nacional,Usados,13000,8089636972.0,5 Julho 2023,6.2,6.0,145.0,4.9,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,2008,1.5 BlueHDi Style,Diesel,8,2018.0,144670.0,1499,102,SUV / TT,Preto,Manual,5.0,36,,Usados,14950,8089849115.0,4 Julho 2023,4.5,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,308,,Gasolina,9,2016.0,156000.0,1200,110,Utilitário,Branco,Manual,5.0,18,,Usados,13990,8089507862.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,1,2014.0,228000.0,1598,90,Carrinha,Azul,Manual,5.0,18,Nacional,Usados,10950,8089440575.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,11,2016.0,68000.0,999,71,Citadino,Cinzento,Manual,5.0,18,Importado,Usados,12950,8088148962.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Kia,Ceed SW,1.6 CRDi ECO,Diesel,1,2012.0,221785.0,1582,128,Carrinha,Cinzento,Manual,5.0,18,,Usados,8350,8089585852.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen ECO,Diesel,1,2018.0,173000.0,1461,110,Carrinha,Azul,Manual,5.0,18,Importado,Usados,14490,8088710995.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,5008,1.6 E-HDi 7L Allure 2-Tronic,Diesel,5,2013.0,201513.0,1560,115,Monovolume,Preto,Automática,5.0,18,,Usados,11900,8089780952.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Leon,1.6 TDi Ecomotive Style,Diesel,11,2012.0,174500.0,1598,105,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,12950,8088184198.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,3008,1.6 e-HDi Executive CMP6,Diesel,8,2011.0,309000.0,1560,112,SUV / TT,Cinzento,Automática,5.0,18,Nacional,Usados,9950,8089859852.0,5 Julho 2023,5.2,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line SS,Diesel,9,2015.0,218534.0,1461,110,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,11450,8089906205.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,12,2017.0,247911.0,1598,120,Carrinha,Azul,Manual,5.0,18,Nacional,Usados,13790,8089616885.0,5 Julho 2023,,,107.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Corsa,1.3 CDTi Enjoy EcoFLEX,Diesel,11,2011.0,247600.0,1248,95,Utilitário,Branco,Manual,5.0,18,Nacional,Usados,6400,8089923604.0,5 Julho 2023,4.6,5.0,95.0,3.2,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,B-Max,1.6 TDCi Trend,Diesel,5,2013.0,174000.0,1560,95,Monovolume,Branco,Manual,5.0,36,,Usados,11500,8089861544.0,5 Julho 2023,4.7,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Focus SW,1.6 TDCi Trend Easy,Diesel,3,2014.0,134399.0,1560,115,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,10790,8089963352.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Juke,1.5 dCi N-Tec S/S 104g,Diesel,4,2014.0,175000.0,1461,110,SUV / TT,Branco,Manual,5.0,18,Nacional,Usados,11190,8089375030.0,5 Julho 2023,6.0,6.0,104.0,5.0,,901.0,,,5.0,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Up!,1.0 BlueMotion Move,Gasolina,1,2015.0,127275.0,999,75,Pequeno citadino,Branco,Manual,5.0,18,Nacional,Usados,9399,8089602218.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra,1.0 Edition S/S,Gasolina,6,2019.0,100120.0,999,105,Utilitário,Cinzento,Manual,5.0,24,Nacional,Usados,13450,8089161256.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,308 SW,1.6 BlueHDi Active J17,Diesel,8,2016.0,180000.0,1560,120,Carrinha,Preto,Manual,5.0,0,Importado,Usados,14000,8089102752.0,5 Julho 2023,4.7,5.0,85.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mazda,2,1.3 MZR Comfort,Gasolina,2,2010.0,123000.0,1349,75,Citadino,Preto,Manual,5.0,36,,Usados,6250,8089967548.0,5 Julho 2023,6.4,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Nissan,Micra,1.2 Acenta Plus Exterior White,Gasolina,12,2014.0,85000.0,1198,80,Citadino,Branco,Manual,5.0,0,,Usados,7800,8089967542.0,5 Julho 2023,6.1,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Toyota,Yaris,1.4 D-4D AC,Diesel,7,2012.0,230000.0,1364,90,Utilitário,Cinzento,Manual,5.0,0,Nacional,Usados,8900,8089903451.0,5 Julho 2023,5.1,5.0,110.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Honda,Civic,1.6 i-DTEC Comfort Black Edition,Diesel,4,2015.0,165000.0,1597,120,Utilitário,Preto,Manual,5.0,0,Importado,Usados,14500,8089466034.0,5 Julho 2023,4.0,6.0,98.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Smart,ForTwo,Electric Drive Passion,Eléctrico,3,2018.0,29500.0,0,82,Cabrio,Cinzento,Automática,2.0,0,Nacional,Usados,15000,8088535149.0,5 Julho 2023,,,,,Própria,130.0,,,,130.0,20.0,22.0,Nao,StandVirtual,Yes,,,
Particular,Peugeot,3008,BlueHDi 120 Stop & Start EAT6 Active,Diesel,3,2016.0,115000.0,1560,120,SUV / TT,Preto,Automática,5.0,0,Importado,Usados,14250,8086734983.0,5 Julho 2023,4.7,6.0,108.0,3.9,,650.0,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Honda,Civic,1.6 i-DTEC Comfort Navi,Diesel,2,2014.0,180000.0,1597,120,Utilitário,Vermelho,Manual,5.0,18,Importado,Usados,12900,8089923581.0,5 Julho 2023,4.0,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Countryman,Cooper D Park Lane,Diesel,9,2015.0,148300.0,1598,112,SUV / TT,Branco,Manual,5.0,18,Importado,Usados,14999,8089859785.0,5 Julho 2023,4.9,6.0,116.0,4.1,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500,1.3 16V MJ Lounge S&S,Diesel,1,2010.0,91000.0,1248,95,Citadino,Branco,Manual,3.0,18,Nacional,Usados,8500,8089839495.0,5 Julho 2023,4.7,5.0,95.0,3.1,,,154.12,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,508 SW,1.6 e-HDi Active 2-Tronic 105g,Diesel,9,2013.0,210000.0,1560,115,Carrinha,Cinzento,Automática,5.0,18,,Usados,10850,8089390814.0,5 Julho 2023,4.6,6.0,105.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Captur,(ENERGY) dCi 90 LIMITED,Diesel,7,2015.0,98500.0,1461,90,SUV / TT,Preto,Manual,5.0,18,,Usados,12900,8089628062.0,5 Julho 2023,4.0,,,4.0,,,,,4.0,,,,Nao,StandVirtual,Yes,,,
Profissional,Mazda,CX-5,2.2 D Evolve HS Navi,Diesel,2,2015.0,220000.0,2191,150,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,14950,8089551584.0,5 Julho 2023,5.6,6.0,154.0,4.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,8,2017.0,134078.0,1560,75,Utilitário,Branco,Manual,5.0,18,Nacional,Usados,12900,8089107061.0,5 Julho 2023,4.2,,90.0,,,,150.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Karl,1.0,Gasolina,8,2015.0,90000.0,999,75,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,9990,8089161273.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Passat,1.6 TDI Confortline,Diesel,4,2016.0,183534.0,1598,120,Sedan,Preto,Manual,4.0,18,Nacional,Usados,13290,8087394489.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,,Gasolina,2,2014.0,65700.0,1199,82,Citadino,Preto,Manual,5.0,18,Importado,Usados,10997,8089781191.0,5 Julho 2023,,5.0,104.0,,,,108.32,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Zoe,Intens,Eléctrico,1,2017.0,75000.0,0,88,Citadino,Branco,Automática,5.0,18,Importado,Usados,12490,8089906869.0,5 Julho 2023,,,,,Própria,,,,,170.0,,22.0,Nao,StandVirtual,Yes,,,
Profissional,Ford,Fiesta,1.6 TDCi Titanium,Diesel,10,2010.0,144000.0,1560,90,Citadino,Cinzento,Manual,3.0,18,Nacional,Usados,8990,8088327833.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S SS,Diesel,11,2013.0,194500.0,1461,110,Carrinha,Castanho,Manual,5.0,0,Importado,Usados,9800,8089954438.0,4 Julho 2023,3.9,6.0,90.0,3.2,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf Variant,1.6 TDi GPS Edition,Diesel,3,2017.0,193454.0,1598,110,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12490,8087775611.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,6,2017.0,165045.0,1598,110,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,10990,8087569063.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Golf Variant,1.6 TDi GPS Edition,Diesel,2,2017.0,227963.0,1598,110,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12490,8087394276.0,5 Julho 2023,,,103.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Aygo,x,Gasolina,11,2017.0,96000.0,998,72,Citadino,Branco,Manual,3.0,18,,Usados,9499,8089389614.0,5 Julho 2023,4.9,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,A4 Avant,2.0 TDI,Diesel,1,2010.0,324264.0,1968,170,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12900,8089812188.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Adam,1.0 T Jam,Gasolina,3,2019.0,31132.0,999,90,Pequeno citadino,Vermelho,Manual,3.0,18,Nacional,Usados,14650,8087512164.0,5 Julho 2023,5.3,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,5008,1.6 BlueHDi Allure EAT6,Diesel,4,2016.0,199000.0,1560,120,Monovolume,Preto,Automática,5.0,18,Importado,Usados,14999,8089231821.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Captur,ENERGY dCi 90 S&S Dynamique,Diesel,12,2014.0,121000.0,1461,90,SUV / TT,Bege,Manual,5.0,18,Importado,Usados,13999,8089237149.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,5,2015.0,65000.0,1199,110,SUV / TT,Branco,Manual,5.0,18,,Usados,14900,8089804756.0,5 Julho 2023,,6.0,141.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Renault,Mégane Sport Tourer,1.6 dCi Bose Edition SS,Diesel,10,2012.0,330000.0,1598,130,Carrinha,Preto,Manual,5.0,0,,Usados,6400,8088785719.0,5 Julho 2023,4.8,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Crossland X,1.6 CDTi Edition,Diesel,3,2018.0,170000.0,1560,99,SUV / TT,Azul,Manual,5.0,18,Importado,Usados,15000,8085884796.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Polo,1.2 TDi Match,Diesel,3,2013.0,130000.0,1199,75,Citadino,Azul,Manual,5.0,18,Nacional,Usados,10900,8089159832.0,5 Julho 2023,4.6,5.0,89.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Focus SW,1.5 TDCi Trend+,Diesel,3,2016.0,63082.0,1499,120,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,14900,8087890516.0,5 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,A3 Sportback,1.2 TFSi Sport,Gasolina,9,2010.0,145000.0,1197,105,Utilitário,Preto,Manual,5.0,36,,Usados,9900,8089595330.0,5 Julho 2023,5.9,6.0,114.0,4.4,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Skoda,Fabia Break,1.0 Active Plus,Gasolina,3,2017.0,83310.0,999,75,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,9900,8089827155.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,118,d Line Urban,Diesel,2,2012.0,230000.0,1995,143,Utilitário,Branco,Manual,5.0,18,,Usados,13790,8089850094.0,5 Julho 2023,5.3,6.0,109.0,3.9,,,,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Corsa,1.2 120 Anos,Gasolina,1,2019.0,75340.0,1229,70,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,11900,8089827152.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,2,2019.0,51839.0,999,80,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,14400,8089370899.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Polo,1.0 Trendline,Gasolina,3,2017.0,77927.0,999,75,Citadino,Branco,Manual,5.0,18,Nacional,Usados,11900,8087904575.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Leon ST,1.6 TDI Style DSG S/S,Diesel,3,2015.0,216924.0,1598,110,Carrinha,Cinzento,Automática,5.0,18,,Usados,11499,8089861613.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Focus SW,1.5 TDCi Trend+,Diesel,1,2018.0,208109.0,1499,120,Carrinha,Branco,Manual,5.0,18,Nacional,Usados,13190,8088070034.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Polo,1.0 Confortline,Gasolina,3,2019.0,61681.0,999,80,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,14900,8089370897.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Polo,1.0 Trendline,Gasolina,3,2019.0,65594.0,999,80,Utilitário,Branco,Manual,5.0,18,Nacional,Usados,14900,8089370896.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza,1.4 TDi Style,Diesel,11,2015.0,125000.0,1422,90,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,12500,8088826543.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Insignia Sports Tourer,2.0 CDTi Executive S/S,Diesel,12,2014.0,147500.0,1956,140,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,14750,8088133907.0,5 Julho 2023,4.7,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Chevrolet,Spark,1.2 LT,Gasolina,4,2010.0,118000.0,1206,81,Pequeno citadino,Castanho,Manual,5.0,18,Nacional,Usados,6950,8089959172.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,7,2019.0,52800.0,999,100,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,14490,8089510396.0,5 Julho 2023,5.6,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,208,1.6 BlueHDi Style,Diesel,5,2017.0,117258.0,1560,100,Citadino,Cinzento,Manual,5.0,0,,Usados,11690,8089918281.0,5 Julho 2023,3.8,5.0,79.0,3.2,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,2,2019.0,137000.0,1499,102,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,13500,8089633232.0,5 Julho 2023,4.3,5.0,122.0,3.3,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,5,2019.0,54000.0,898,90,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,13900,8089461700.0,5 Julho 2023,5.1,5.0,,,,,105.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Aygo,1.0 X-Cite,Gasolina,12,2016.0,41000.0,998,69,Utilitário,Vermelho,Manual,5.0,18,Nacional,Usados,11500,8089911771.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra GTC,1.6 CDTi S/S,Diesel,11,2014.0,183716.0,1598,136,Coupé,Preto,Manual,3.0,18,Nacional,Usados,12990,8089941791.0,4 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Leaf,Acenta 30 kWh,Eléctrico,6,2017.0,73159.0,0,109,Utilitário,Cinzento,Automática,5.0,18,Nacional,Usados,14290,8088103944.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Qashqai,1.5 dCi Tekna J19,Diesel,11,2014.0,163000.0,1461,110,SUV / TT,Branco,Manual,5.0,18,Importado,Usados,13980,8089936806.0,5 Julho 2023,4.2,6.0,99.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Verso-S,,Diesel,2,2011.0,90000.0,1464,90,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,13950,8087358405.0,5 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,207,1.4 16V Active,Gasolina,7,2010.0,178258.0,1397,95,Citadino,Branco,Manual,5.0,36,,Usados,6850,8089781948.0,5 Julho 2023,7.7,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,118,d Line Urban,Diesel,3,2012.0,225000.0,1995,143,Utilitário,Preto,Manual,5.0,18,,Usados,14950,8088555685.0,5 Julho 2023,,6.0,,,,,,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Laguna Break,1.5 dCi Dynamique S,Diesel,7,2010.0,217749.0,1461,110,Citadino,Preto,Manual,5.0,36,,Usados,7250,8089781937.0,5 Julho 2023,6.1,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Opel,Astra Sports Tourer,1.6 CDTI Dynamic S/S,Diesel,8,2016.0,116900.0,1598,136,Carrinha,Cinzento,Manual,5.0,0,Nacional,Usados,10650,8089967008.0,5 Julho 2023,5.4,6.0,121.0,4.0,,,154.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Abarth,500C,1.4 T-Jet Elaborazione,Gasolina,6,2013.0,99473.0,1368,135,Cabrio,Cinzento,Manual,2.0,36,,Usados,14950,8088285740.0,5 Julho 2023,8.5,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Corsa,1.3 CDTi Enjoy ecoFLEX,Diesel,11,2010.0,240561.0,1248,95,Citadino,Branco,Manual,5.0,36,,Usados,6250,8086184788.0,5 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
