Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Classe do veículo,Tracção,Emissões CO2,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Inspecção válida até,Livro de Revisões completo,IVA Discriminado,Origem,Registo(s),Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,IUC,Capacidade da bateria,Bateria,Autonomia,Consumo Combinado,Consumo,Clássico,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,BMW,X2,sDrive18i M Sport,Gasolina,Agosto,2018,93 237 km,1 499 cm3,136 cv,,Sim,,SUV / TT,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,26 780        EUR,8089717330,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-sdrive18i-m-sport-ID8PtD1M.html,6,Classe 1,Tracção dianteira,128 g/km,Sim,,"7,10 l/100km","4,70 l/100km",Sim,,Sim,Sim,,1,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,RCZ,2.0 HDi,Diesel,Junho,2013,136 684 km,1 997 cm3,163 cv,,Sim,,Coupé,Branco,Metalizado,Manual,2,4,18 Meses,Usados,16 980        EUR,8090192474,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-rcz-2-0-hdi-ID8PwCDo.html,6,Classe 1,Tracção dianteira,139 g/km,Sim,,,,Sim,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mazda,MX-30,e-SKYACTIV First Edition+Vintage Leatherette,Eléctrico,Abril,2021,25 885 km,,145 cv,,Sim,,SUV / TT,Vermelho,Metalizado,Automática,5,5,18 Meses,Usados,25 890        EUR,8090058353,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-30-e-skyactiv-first-edition-vintage-leatherette-ID8Pw3K9.html,,Classe 1,Tracção dianteira,,Sim,,,,,,Sim,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel,Gasolina,Março,2021,64 133 km,1 199 cm3,110 cv,,Sim,,Utilitário,Laranja,Metalizado,Manual,5,5,18 Meses,Usados,17 980        EUR,8089717388,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-feel-ID8PtD2I.html,6,Classe 1,Tracção dianteira,135 g/km,Sim,,,,,,Sim,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,5008,1.2 PureTech Active,Gasolina,Maio,2019,79 490 km,1 199 cm3,130 cv,,Sim,,SUV / TT,Preto,Metalizado,Manual,5,7,18 Meses,Usados,23 980        EUR,8090192465,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-active-ID8PwCDf.html,6,Classe 1,Tracção dianteira,152 g/km,Sim,,,,,,Sim,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure EAT6,Diesel,Outubro,2022,122 000 km,1 560 cm3,120 cv,,Sim,Sim,Carrinha,Preto,,Automática,5,,24 Meses,Usados,19 900        EUR,8090284618,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-eat6-ID8Pv0BA.html,6,,Tracção dianteira,105 g/km,Sim,Sim,"4,50 l/100km","3,70 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Citroën,C5 Aircross,1.5 BlueHDi Shine EAT8,Diesel,Junho,2019,54 000 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Branco,Pérola,Automática,5,,,Usados,24 490        EUR,8090479926,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-shine-eat8-ID8PvPpI.html,8,,,,Sim,Sim,,,,01/03/2026,Sim,,,,,01/10/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Abarth,Grande Punto,1.4 T-Jet Supersport,Gasolina,Setembro,2010,145 000 km,1 368 cm3,180 cv,,Sim,Sim,Citadino,Cinzento,,Manual,3,,36 Meses,Usados,15 500        EUR,8089058463,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-grande-punto-1-4-t-jet-supersport-ID8PqRCT.html,,,,,Sim,Sim,"9,60 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,525,d Pack M Auto,Diesel,Novembro,2013,244 000 km,1 995 cm3,218 cv,,Sim,Sim,Carrinha,Azul,,Automática,5,,18 Meses,Usados,21 500        EUR,8090046858,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8Pw0KK.html,8,,Tracção traseira,134 g/km,Sim,Sim,"6,10 l/100km","4,50 l/100km",,,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A5,2.0 TDI S-line,Diesel,Agosto,2013,220 000 km,1 968 cm3,177 cv,,,,Coupé,Cinzento,,Manual,2,,36 Meses,Usados,19 500        EUR,8090325947,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-2-0-tdi-s-line-ID8Pvbmb.html,6,,Tracção dianteira,120 g/km,,,"5,60 l/100km","4,10 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Dacia,Jogger,1.0 ECO-G Extreme 7L Bi-Fuel,GPL,Junho,2023,1 km,999 cm3,101 cv,,,,Monovolume,Preto,,Manual,5,,,Usados,22 500        EUR,8090481414,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-jogger-1-0-eco-g-extreme-7l-bi-fuel-ID8PvPNI.html,6,,Tracção dianteira,136 g/km,,,"7,50 l/100km","6,10 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,218,i Pack M,Gasolina,Dezembro,2018,49 075 km,1 499 cm3,136 cv,,Sim,Sim,Citadino,Cinzento,,Manual,2,4,18 Meses,Usados,26 900        EUR,8090022910,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-218-i-pack-m-ID8PuUvu.html,6,,,,,Sim,,,,,,,Nacional,,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Março,2022,27 241 km,999 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,36 Meses,Usados,23 700        EUR,8089403362,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8PsjlM.html,,,,131 g/km,,Sim,,,,,,,Nacional,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C3,1.5 BlueHDi Shine Pack,Diesel,Setembro,2019,146 023 km,1 499 cm3,102 cv,Sim,Sim,Sim,Citadino,Vermelho,Metalizado,Manual,5,5,18 Meses,Usados,15 900        EUR,8090626831,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-shine-pack-ID8PxrD9.html,5,,Tracção dianteira,112 g/km,,,,,,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 180,d Avantgarde Aut.,Diesel,Fevereiro,2019,136 508 km,1 598 cm3,122 cv,Sim,Sim,,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,25 750        EUR,8090634935,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-avantgarde-aut-ID8PxtJR.html,9,Classe 1,,,Sim,Sim,,,,,Sim,,,1,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic,Diesel,Março,2018,119 000 km,1 999 cm3,150 cv,,,,SUV / TT,Branco,Pérola,Manual,5,5,18 Meses,Usados,28 990        EUR,8089992153,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-ID8PuMvp.html,6,Classe 1,Tracção dianteira,167 g/km,Sim,Sim,"6,30 l/100km","4,90 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,T-Cross,1.0 TSI Life DSG,Gasolina,Fevereiro,2022,36 004 km,999 cm3,110 cv,,Sim,Sim,SUV / TT,Prateado,,Automática,5,5,36 Meses,Usados,26 900        EUR,8089694395,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-dsg-ID8Ptx3R.html,,,,142 g/km,,Sim,,,,,,,Nacional,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,1.2 PureTech Active J17,Gasolina,Novembro,2017,68 000 km,1 199 cm3,130 cv,,Sim,Sim,Carrinha,Preto,,Manual,5,,18 Meses,Usados,17 900        EUR,8090047286,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-active-j17-ID8Pw0RE.html,6,,Tracção dianteira,111 g/km,Sim,Sim,"5,90 l/100km","4,10 l/100km",,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,i3,120Ah,Eléctrico,Março,2020,76 392 km,,170 cv,Sim,,,Utilitário,Dourado,,Automática,5,4,36 Meses,Usados,29 900        EUR,8089803621,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PtZtz.html,,,,,,,,,,,,,,,,19/09/2026,Série i,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,425,d Line Modern Auto,Diesel,Novembro,2014,80 153 km,1 995 cm3,218 cv,,,,Coupé,Cinzento,,Automática,2,4,36 Meses,Usados,27 990        EUR,8088738051,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-425-d-line-modern-auto-ID8PpvgX.html,8,Classe 1,Tracção traseira,129 g/km,,,"5,90 l/100km","4,30 l/100km",,,,,,,,,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Maio,2018,94 123 km,1 598 cm3,120 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,18 Meses,Usados,21 899        EUR,8088738057,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-limited-ID8Ppvh3.html,6,,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Agosto,2017,60 244 km,898 cm3,90 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,15 950        EUR,8090325931,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PvblW.html,5,Classe 1,,146 g/km,,,,,,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Jeep,Renegade,1.6 MJD Limited,Diesel,Maio,2016,119 000 km,1 598 cm3,120 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,17 750        EUR,8090613741,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-ID8Pxoe1.html,,,,,Sim,Sim,,,,25/05/2024,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A6 Avant,2.0 TDi S tronic,Diesel,Maio,2016,198 000 km,1 968 cm3,190 cv,Sim,Sim,Sim,Carrinha,Prateado,Metalizado,Automática,5,5,18 Meses,Usados,21 750        EUR,8090228748,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-s-tronic-ID8PwM4s.html,7,Classe 1,,,Sim,Sim,,,Sim,,,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Juke,1.0 DIG-T N-Design C.Two Tone B.,Gasolina,Junho,2021,59 000 km,999 cm3,114 cv,,Sim,Sim,SUV / TT,Vermelho,Metalizado,Manual,5,5,18 Meses,Usados,20 750        EUR,8089101922,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-design-c-two-tone-b-ID8Pr2WQ.html,,,,,Sim,Sim,,,,,Sim,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,GLA 180,d Style,Diesel,Novembro,2017,60 600 km,1 461 cm3,109 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,18 Meses,Usados,25 990        EUR,8089642419,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-style-ID8Ptjxx.html,6,,,,,Sim,,,Sim,,,,Importado,,,,Classe GLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,216 Gran Tourer,d Advantage Auto,Diesel,Junho,2016,138 000 km,1 496 cm3,116 cv,Sim,Sim,,Monovolume,Azul,,Automática,5,5,18 Meses,Usados,19 990        EUR,8090111641,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-advantage-auto-ID8PwhBD.html,6,Classe 1,,,,Sim,,,,,,,Nacional,,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Maio,2019,94 000 km,999 cm3,95 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,15 990        EUR,8090018206,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PuTiC.html,5,Classe 2,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel Business,Diesel,Novembro,2019,122 881 km,1 499 cm3,102 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,5,18 Meses,Usados,16 450        EUR,8087790580,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-business-ID8PlxNa.html,,Classe 1,Tracção dianteira,,Sim,Sim,,,Sim,,Sim,,,1,,,,"154,12 €",,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,2.0 BlueHDi GT Line EAT6,Diesel,Junho,2016,160 000 km,1 997 cm3,150 cv,Sim,,Sim,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,17 500        EUR,8088540297,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-2-0-bluehdi-gt-line-eat6-ID8PoGPn.html,,,,,Sim,,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,508 SW,2.0 BlueHDi Allure EAT8,Diesel,Outubro,2019,176 000 km,1 997 cm3,163 cv,Sim,,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,27 000        EUR,8086970670,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-2-0-bluehdi-allure-eat8-ID8Pi6uO.html,,,,,Sim,Sim,,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Maio,2019,135 000 km,1 496 cm3,116 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,26 990        EUR,8090145383,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PwqnR.html,7,Classe 1,Tracção traseira,133 g/km,Sim,Sim,,,,,Sim,,,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A4 Avant,2.0 TDI Advance S tronic,Diesel,Setembro,2018,76 989 km,1 968 cm3,150 cv,Sim,Sim,,Carrinha,Prateado,,Automática,5,5,18 Meses,Usados,26 990        EUR,8090112671,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-advance-s-tronic-ID8PwhSf.html,7,Classe 1,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,0.9 TCE Exclusive XMOD,Gasolina,Fevereiro,2020,26 000 km,898 cm3,90 cv,,Sim,Sim,SUV / TT,Azul,,Manual,5,5,18 Meses,Usados,16 900        EUR,8089851994,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-xmod-ID8Puc3M.html,5,Classe 1,Tracção dianteira,,Sim,Sim,"6,30 l/100km",,,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,e-208,Allure Pack,Eléctrico,Agosto,2022,7 000 km,,136 cv,,Sim,Sim,Citadino,Preto,,Automática,5,,36 Meses,Usados,29 900        EUR,8089235876,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-allure-pack-ID8PrBMo.html,,,,,Sim,Sim,,,,,,,,1,,,,,,Própria,380 km,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,508 SW,BlueHDi 120 EAT6 Stop&Start Allure,Diesel,Março,2016,105 000 km,1 560 cm3,120 cv,Sim,,Sim,Carrinha,Azul,Metalizado,Automática,5,,18 Meses,Usados,15 500        EUR,8090438808,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-bluehdi-120-eat6-stop-start-allure-ID8PvEIv.html,,,,,Sim,Sim,"4,70 l/100km",,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,218 Active Tourer,d Advantage Auto,Diesel,Outubro,2015,266 000 km,1 995 cm3,150 cv,Sim,Sim,Sim,Monovolume,Preto,,Automática,5,5,18 Meses,Usados,15 900        EUR,8090340165,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-218-active-tourer-d-advantage-auto-ID8Pvf3w.html,,Classe 1,,,Sim,Sim,,,Sim,,,,Nacional,1,,,Série 2,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line,Diesel,Abril,2019,140 500 km,1 461 cm3,115 cv,,,,Carrinha,Azul,,Manual,5,,36 Meses,Usados,16 500        EUR,8090536750,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8Px4ce.html,6,,Tracção dianteira,120 g/km,,,"5,50 l/100km","4,20 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C4 Spacetourer,1.5 BlueHDi Feel EAT8,Diesel,Agosto,2019,85 000 km,1 499 cm3,130 cv,,Sim,Sim,Monovolume,Branco,,Automática,5,7,18 Meses,Usados,23 900        EUR,8090320667,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-1-5-bluehdi-feel-eat8-ID8Pv9Z1.html,,,,,Sim,Sim,,,Sim,,Sim,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Abril,2020,35 026 km,999 cm3,115 cv,,,,Utilitário,Cinzento,Metalizado,Manual,5,5,24 Meses,Usados,18 750        EUR,8090455262,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PvIZU.html,6,Classe 1,Tracção dianteira,120 g/km,,Sim,"5,60 l/100km","4,20 l/100km",,,Sim,,Nacional,1,,,,108 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Peugeot,208,,Eléctrico,Março,2020,35 000 km,,136 cv,,,,Utilitário,Azul,,Automática,5,5,,Usados,22 500        EUR,8090592809,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PxiMp.html,,,,,,,,,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Março,2018,73 817 km,1 995 cm3,150 cv,Sim,,Sim,Carrinha,Cinzento,,Automática,5,,18 Meses,Usados,26 999        EUR,8087252405,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-sport-auto-ID8PjhMW.html,,,,,,,,,,,,,Nacional,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Maio,2017,90 000 km,898 cm3,90 cv,Sim,Sim,Sim,Utilitário,Bege,,Manual,5,5,18 Meses,Usados,16 500        EUR,8090634902,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PxtJk.html,5,Classe 1,,,Sim,,,,,,,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,Grand C4 Spacetourer,1.5 BlueHDi Feel,Diesel,Janeiro,2022,105 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,Monovolume,Preto,Metalizado,Manual,5,7,18 Meses,Usados,27 990        EUR,8090481400,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-1-5-bluehdi-feel-ID8PvPNu.html,6,Classe 1,,,Sim,Sim,,,,24/01/2026,Sim,Sim,Nacional,,,24/01/2025,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,e-208,Active,Eléctrico,Novembro,2021,13 400 km,,136 cv,,Sim,Sim,Citadino,Branco,Metalizado,Automática,5,5,18 Meses,Usados,28 990        EUR,8088904169,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-ID8Pqduh.html,,Classe 1,,,Sim,Sim,,,,11/11/2025,Sim,,,,,,,,,Própria,340 km,,"16,90 kWh/100km",,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,i3,94Ah +Comfort Package Advance,Eléctrico,Junho,2017,100 000 km,,170 cv,Sim,,Sim,Citadino,Preto,,Automática,5,,18 Meses,Usados,19 500        EUR,8090596541,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-94ah-comfort-package-advance-ID8PxjKB.html,,,,,Sim,,,,,,Sim,,,,,,Série i,,,Própria,200 km,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,116,d Line Sport Auto,Diesel,Março,2019,127 456 km,1 496 cm3,116 cv,,,,Sedan,Cinzento,,Automática,5,5,18 Meses,Usados,19 900        EUR,8090586760,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PxhcQ.html,,,,,,,,,,,,,Nacional,,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Toyota,Auris,1.4 D-4D Com. +P.Techno+P.Sport,Diesel,Outubro,2017,102 000 km,1 364 cm3,90 cv,,,,Sedan,Preto,,Manual,5,5,18 Meses,Usados,15 900        EUR,8090586759,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-auris-1-4-d-4d-com-p-techno-p-sport-ID8PxhcP.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Kia,Ceed SW,1.6 CRDi Drive,Diesel,Março,2019,120 001 km,1 598 cm3,115 cv,,,,Carrinha,Azul,,Manual,5,5,18 Meses,Usados,17 900        EUR,8090586758,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-6-crdi-drive-ID8PxhcO.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Opel,Astra,1.6 CDTI Ecotec Edition S/S,Diesel,Março,2019,114 000 km,1 598 cm3,110 cv,,,,Sedan,Cinzento,,Manual,5,5,18 Meses,Usados,16 500        EUR,8090586757,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-ecotec-edition-s-s-ID8PxhcN.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 200,CDi Urban,Diesel,Janeiro,2014,170 000 km,2 143 cm3,136 cv,,Sim,,Sedan,Cinzento,,Manual,4,5,18 Meses,Usados,20 990        EUR,8090634832,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-cdi-urban-ID8PxtIc.html,6,Classe 1,,,,Sim,,,,,Sim,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,5008,1.6 BlueHDi Allure J17,Diesel,Novembro,2017,86 834 km,1 560 cm3,120 cv,,Sim,,SUV / TT,Verde,Metalizado,Manual,5,7,18 Meses,Usados,26 500        EUR,8090586747,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-j17-ID8PxhcD.html,6,Classe 1,Tracção dianteira,,Sim,Sim,,,,18/11/2025,Sim,,Importado,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,116,,Diesel,Março,2018,57 000 km,1 500 cm3,116 cv,Sim,Sim,Sim,Citadino,Cinzento,,Manual,5,5,18 Meses,Usados,22 490        EUR,8089559240,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-ID8PsXTV.html,6,Classe 1,,,Sim,Sim,,,,,,,Nacional,1,,,Série 1,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Ford,Focus,1.0 EcoBoost MHEV ST-Line,Gasolina,Setembro,2022,16 766 km,998 cm3,125 cv,Sim,Sim,Sim,Utilitário,Azul,,Manual,5,5,18 Meses,Usados,28 990        EUR,8090449255,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-mhev-st-line-ID8PvHr1.html,6,Classe 1,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Golf Variant,1.0 TSI Confortline,Gasolina,Setembro,2017,65 038 km,999 cm3,110 cv,Sim,Sim,Sim,Carrinha,Vermelho,,Manual,5,5,18 Meses,Usados,15 490        EUR,8090449254,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-0-tsi-confortline-ID8PvHr0.html,6,Classe 1,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Leon,1.0 EcoTSI FR S/S,Gasolina,Janeiro,2020,80 833 km,999 cm3,115 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,18 Meses,Usados,19 490        EUR,8090192492,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-fr-s-s-ID8PwCDG.html,6,Classe 1,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
