Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Possibilidade de financiamento,Origem,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,VIN,IVA Discriminado,Registo(s),Sub-modelo,Inspecção válida até,IUC,Garantia de Fábrica até,Consumo Combinado,Bateria,Autonomia Máxima,Capacidade da bateria,Autonomia,Consumo,ou até,Site,Portugal,Data
Profissional,Peugeot,3008,Gasolina,Maio,2023,26 124 km,1 199 cm3,130 cv,SUV / TT,Branco,Metalizado,Manual,,5,,,,36 Meses,,,,Usados,31 950,8091956758,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-pack-ID8PD1BA.html,1.2 PureTech Allure Pack,,,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,508,Híbrido (Gasolina),Julho,2023,6 800 km,1 598 cm3,181 cv,Sedan,Branco,Metalizado,Automática,,5,,,,36 Meses,,,,Usados,42 450,8091838272,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-ID8PCvMv.html,,,,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 250,Diesel,Março,2017,177 794 km,2 143 cm3,204 cv,Coupé,Cinzento,Metalizado,Automática,9,2,4,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,Usados,32 900,8089661164,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8PtopS.html,d Aut.,,Sim,Nacional,112 g/km,,,Mostrar VIN,,1,Classe C,29 Março 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,430 Gran Coupé,Diesel,Outubro,2018,83 615 km,2 993 cm3,258 cv,Coupé,Azul,,Automática,,5,5,,,18 Meses,Sim,,Sim,Usados,39 990,8087011162,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-430-gran-coup-d-pack-m-auto-ID8Pih1U.html,d Pack M Auto,Sim,Sim,Nacional,,,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Land Rover,Discovery Sport,Diesel,Maio,2015,134 520 km,2 179 cm3,150 cv,SUV / TT,Cinzento,,Automática,,5,7,,,18 Meses,Sim,Sim,Sim,Usados,31 900,8091411519,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-discovery-sport-2-2-td4-hse-luxury-7l-auto-ID8PAJLp.html,2.2 Td4 HSE Luxury 7L Auto,Sim,Sim,Importado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,Arteon,Diesel,Março,2021,96 467 km,1 968 cm3,150 cv,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,Sim,,Sim,Usados,32 490,8091398711,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8PAGqP.html,2.0 TDI Elegance DSG,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Particular,Mercedes-Benz,GLC 350,Híbrido (Gasolina),Novembro,2017,124 000 km,1 991 cm3,320 cv,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Integral,,Sim,Sim,Sim,Usados,39 999,8089754959,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-ID8PtMOH.html,,,,Nacional,64 g/km,,,,,,Classe GLC,,,,,,35 km,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,X4,Diesel,Janeiro,2017,160 000 km,1 995 cm3,190 cv,SUV / TT,Branco,Metalizado,Manual,6,5,5,Classe 2,,18 Meses,,,,Usados,31 900,8092065443,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-xline-ID8PDtSz.html,20 d xDrive XLine,Sim,Sim,,,,,,,1,Série X,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,Vito Tourer,Diesel,Junho,2018,33 059 km,2 143 cm3,163 cv,Monovolume,Azul,,Automática,,4,9,,,18 Meses,,Sim,Sim,Usados,39 990,8091839766,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-116-cdi-32-pro-aut-ID8PCxaC.html,116 CDi/32 Pro Aut.,,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,520,Diesel,Fevereiro,2020,8 500 km,1 995 cm3,190 cv,Sedan,Cinzento,,Automática,8,4,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,33 999,8091998203,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PDco3.html,d Pack M Auto,Sim,Sim,Nacional,,,,,,1,Série 5,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,SEAT,Alhambra,Diesel,Abril,2019,63 318 km,1 968 cm3,150 cv,Monovolume,Preto,Metalizado,Automática,8,5,7,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,34 000,8089051190,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-xcellence-dsg-ID8PqPJA.html,2.0 TDi Xcellence DSG,Sim,Sim,Nacional,,,,,,,,1 Abril 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Renault,Trafic,Diesel,Outubro,2021,50 000 km,2 000 cm3,110 cv,Monovolume,Cinzento,,Manual,6,5,9,,,18 Meses,Sim,Sim,Sim,Usados,39 999,8090921748,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-trafic-ID8PyGlS.html,,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,420,Gasolina,Novembro,2019,70 000 km,1 998 cm3,184 cv,Coupé,Cinzento,Metalizado,Automática,,2,4,,,18 Meses,Sim,Sim,Sim,Usados,33 889,8089406668,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-i-line-sport-auto-ID8Pskd6.html,i Line Sport Auto,,,,,,,,Sim,,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,3008,Gasolina,Janeiro,2023,10 928 km,1 199 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,31 500,8091127118,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8PzxMi.html,1.2 PureTech Active Pack,Sim,Sim,Nacional,,,,,,,,31 Janeiro 2027,,31 Janeiro 2026,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,A4 Avant,Diesel,Junho,2021,149 000 km,1 968 cm3,163 cv,Carrinha,Branco,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,Usados,31 850,8091280445,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-35-tdi-s-line-s-tronic-ID8PAbFj.html,35 TDI S line S tronic,,,Importado,131 g/km,"4,30 l/100km","3,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Ford,Puma,Gasolina,Novembro,2022,115 km,998 cm3,155 cv,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,31 500,8089849087,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-gold-sip-ID8PubiT.html,1.0 EcoBoost MHEV ST-Line X Gold SIP,Sim,Sim,Nacional,,,,,,,,1 Novembro 2026,,1 Novembro 2025,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,508,Híbrido (Gasolina),Dezembro,2020,61 500 km,1 598 cm3,225 cv,Sedan,Preto,Metalizado,Automática,8,5,5,,,18 Meses,,,Sim,Usados,33 900,8090414531,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-ID8PvyoX.html,,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,320,Diesel,Abril,2021,38 477 km,1 995 cm3,190 cv,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Integral,18 Meses,Sim,,Sim,Usados,37 780,8091820490,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-xdrive-aut-advantage-ID8PCs9I.html,d Touring xDrive Aut. Advantage,,Sim,,,,,,Sim,,Série 3,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,A6,Híbrido (Gasolina),Abril,2020,127 658 km,1 984 cm3,367 cv,Sedan,Cinzento,Metalizado,Automática,7,4,5,Classe 1,Integral,18 Meses,Sim,,,Usados,40 490,8091663349,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-ID8PBNhb.html,,Sim,Sim,Nacional,36 g/km,,,,Sim,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,M140i,Gasolina,Outubro,2017,92 239 km,2 998 cm3,340 cv,Coupé,Branco,,Automática,,5,5,Classe 1,Tracção traseira,18 Meses,,,,Usados,42 900,8091587297,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-m140i-ID8PBtux.html,,,Sim,Importado,,,,Mostrar VIN,,,Série 1,10 Outubro 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,A6,Híbrido (Gasolina),Abril,2020,127 658 km,1 984 cm3,367 cv,Sedan,Cinzento,Metalizado,Automática,7,4,5,Classe 1,Integral,18 Meses,Sim,,,Usados,40 490,8091663349,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-ID8PBNhb.html,,Sim,Sim,Nacional,36 g/km,,,,Sim,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,M140i,Gasolina,Outubro,2017,92 239 km,2 998 cm3,340 cv,Coupé,Branco,,Automática,,5,5,Classe 1,Tracção traseira,18 Meses,,,,Usados,42 900,8091587297,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-m140i-ID8PBtux.html,,,Sim,Importado,,,,Mostrar VIN,,,Série 1,10 Outubro 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,218 Gran Coupé,Gasolina,Março,2021,22 451 km,1 499 cm3,140 cv,Coupé,Azul,,Automática,,5,5,Classe 1,,18 Meses,,,,Usados,36 900,8091587287,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-218-gran-coup-ID8PBtun.html,,,,Nacional,,,,Mostrar VIN,,,Série 2,10 Março 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLA 180,Gasolina,Julho,2019,51 564 km,1 595 cm3,122 cv,SUV / TT,Vermelho,,Manual,6,5,5,,,36 Meses,Sim,Sim,,Usados,32 000,8090847419,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-urban-ID8Pyn11.html,Urban,,Sim,Nacional,,,,,,1,Classe GLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,X5,Diesel,Outubro,2015,151 200 km,1 995 cm3,218 cv,SUV / TT,Branco,,Automática,8,5,7,Classe 2,,18 Meses,Sim,Sim,Sim,Usados,39 900,8092036590,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-pack-m-ID8PDmnc.html,25 d sDrive Pack M,Sim,Sim,Nacional,152 g/km,,,,,1,Série X,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Fiat,500e C,Eléctrico,Outubro,2022,40 km,,118 cv,Citadino,Cinzento,,Automática,1,2,4,Classe 1,Tracção dianteira,36 Meses,Sim,,Sim,Usados,30 100,8091623145,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-c-icon-ID8PBCOJ.html,Icon,Sim,Sim,Nacional,,,,Mostrar VIN,Sim,1,,,,,,Própria,,,303 km,"14,70 kWh/100km",,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,Vito,Diesel,Fevereiro,2018,63 068 km,1 950 cm3,136 cv,Monovolume,Branco,,Manual,6,4,9,,Tracção dianteira,36 Meses,Sim,,,Usados,37 500,8091560184,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-ID8PBmre.html,,Sim,Sim,,174 g/km,,,,Sim,1,,,,,"6,60 l/100km",,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 60,Diesel,Agosto,2019,105 000 km,1 969 cm3,190 cv,SUV / TT,Preto,,Manual,6,5,5,,,18 Meses,Sim,Sim,Sim,Usados,38 900,8089662221,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-ID8PtoGW.html,2.0 D4 Momentum,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Alfa Romeo,Tonale,Híbrido (Gasolina),Dezembro,2022,39 km,1 469 cm3,160 cv,SUV / TT,Cinzento,,Automática,7,5,5,Classe 1,Tracção dianteira,36 Meses,Sim,,Sim,Usados,39 200,8091623866,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-tonale-1-5-hybrid-veloce-ID8PBD0m.html,1.5 Hybrid Veloce,,,Nacional,135 g/km,,,Mostrar VIN,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLC 250,Diesel,Janeiro,2019,80 726 km,2 143 cm3,204 cv,SUV / TT,Cinzento,,Automática,,5,5,,,18 Meses,,,,Usados,44 500,8091636757,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PBGmh.html,d AMG Line 4-Matic,Sim,Sim,Nacional,,,,,,,Classe GLC,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 220,Diesel,Fevereiro,2020,97 774 km,1 950 cm3,190 cv,Sedan,Cinzento,,Automática,8,4,5,,Tracção dianteira,36 Meses,,,,Usados,36 600,8091075237,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-style-plus-aut-ID8Pzkhw.html,d Style Plus Aut.,Sim,,,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 180,Diesel,Setembro,2020,98 091 km,1 461 cm3,116 cv,Carrinha,Cinzento,Metalizado,,,5,5,,Tracção dianteira,36 Meses,Sim,,,Usados,32 900,8091560122,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PBmqe.html,,Sim,,,123 g/km,,,,Sim,1,Classe CLA,,,,"4,70 l/100km",,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,C 300,Diesel,Novembro,2019,62 642 km,1 950 cm3,306 cv,Carrinha,Cinzento,Metalizado,Automática,,,,,Tracção dianteira,36 Meses,Sim,,,Usados,38 000,8091563687,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-ID8PBnlJ.html,,Sim,,,33 g/km,,,,Sim,1,Classe C,,,,"1,30 l/100km",,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,420 Gran Coupé,Diesel,Março,2019,90 085 km,1 995 cm3,190 cv,Sedan,Preto,,Manual,6,5,5,,Tracção traseira,36 Meses,,,,Usados,33 900,8091075201,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PzkgW.html,d Pack M,Sim,Sim,,,,,,Sim,,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,308 SW,Diesel,Janeiro,2023,13 624 km,1 499 cm3,130 cv,Carrinha,Prateado,,Manual,6,5,5,Classe 1,Tracção dianteira,36 Meses,Sim,,Sim,Usados,31 300,8091718770,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-pack-ID8PC1H4.html,1.5 BlueHDi Active Pack,Sim,Sim,Nacional,122 g/km,"4,40 l/100km","3,30 l/100km",Mostrar VIN,Sim,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 40,Gasolina,Janeiro,2020,49 900 km,1 477 cm3,163 cv,SUV / TT,Cinzento,,Manual,,5,5,,,36 Meses,,Sim,,Usados,33 900,8091147888,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t3-r-design-ID8PzDbi.html,1.5 T3 R-Design,,Sim,Nacional,,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Porsche,Macan,Diesel,Julho,2014,139 000 km,2 967 cm3,258 cv,SUV / TT,Outra,Metalizado,Automática,6,5,5,Classe 1,Integral,18 Meses,,Sim,Sim,Usados,44 990,8091374074,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/porsche-macan-s-ID8PAA1s.html,S,Sim,Sim,Nacional,,"6,70 l/100km",,,,,,,650 €,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,A5,Diesel,Janeiro,2018,101 000 km,1 968 cm3,190 cv,Coupé,Cinzento,,Manual,6,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,32 500,8088719469,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-2-0-tdi-sport-ID8Pprrf.html,2.0 TDI Sport,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,e-tron,Eléctrico,Março,2019,109 865 km,,408 cv,SUV / TT,Azul,Metalizado,Automática,,5,5,,Integral,18 Meses,Sim,Sim,,Usados,39 490,8091898840,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-e-tron-55-quattro-advanced-ID8PCMxq.html,55 quattro Advanced,Sim,Sim,Nacional,,,,,Sim,1,,,,,,Própria,,95 kWh,446 km,,,StandVirtual,Yes,2024-03-16
Profissional,Toyota,C-HR,Híbrido (Gasolina),Fevereiro,2022,33 000 km,1 798 cm3,122 cv,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,Sim,Sim,,Usados,32 900,8091588013,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-exclusive-ID8PBtG5.html,1.8 Hybrid Exclusive,,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Abril,2021,33 856 km,1 950 cm3,116 cv,Citadino,Preto,Metalizado,Automática,,5,5,,,36 Meses,Sim,Sim,,Usados,34 500,8086183815,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PeNNB.html,d AMG Line Aut.,Sim,,Nacional,132 g/km,,,,,,Classe A,,235 €,1 Abril 2023,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,GLA 200,Gasolina,Agosto,2020,37 938 km,1 332 cm3,163 cv,SUV / TT,Preto,,Automática,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,41 900,8090229432,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-ID8PwMfu.html,,Sim,Sim,Importado,148 g/km,,,,,,Classe GLA,13 Agosto 2024,"180,34 €",,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,530,Híbrido Plug-In,Fevereiro,2020,37 000 km,1 998 cm3,252 cv,Sedan,Preto,,Automática,,4,5,,,36 Meses,Sim,Sim,,Usados,38 900,8090984753,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8PyVK5.html,e iPerformance,,Sim,Nacional,,,,,,1,Série 5,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180 Limousine,Diesel,Julho,2021,124 803 km,1 461 cm3,116 cv,Sedan,Cinzento,Metalizado,Automática,6,4,5,,Tracção dianteira,18 Meses,,Sim,Sim,Usados,30 700,8091736720,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-style-aut-ID8PC6mA.html,d Style Aut.,,,Importado,,,,,,,Classe A,5 Julho 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mazda,MX-30,Híbrido Plug-In,Novembro,2023,2 214 km,830 cm3,170 cv,SUV / TT,Cinzento,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,68 Meses,Sim,Sim,Sim,Usados,37 990,8091855119,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-mx-30-r-ev-0-8-e-skyactiv-prime-line-ID8PCBaf.html,R-EV 0.8 e- Skyactiv Prime-Line,,Sim,Nacional,21 g/km,,,Mostrar VIN,,,,,,27 Novembro 2029,,,,,,,150 000 km,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Outubro,2022,21 000 km,1 950 cm3,116 cv,Utilitário,Cinzento,,Automática,8,5,5,Classe 1,,36 Meses,Sim,Sim,,Usados,37 900,8089785341,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PtUIJ.html,d AMG Line Aut.,,Sim,Nacional,,,,,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,e-208,Eléctrico,Abril,2023,5 km,,136 cv,Citadino,Branco,,Automática,,5,,,,36 Meses,Sim,Sim,Sim,Usados,33 950,8089780622,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-ID8PtTuC.html,,,Sim,Nacional,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,318,Diesel,Novembro,2019,78 500 km,1 995 cm3,150 cv,Sedan,Branco,,Automática,8,4,5,,,18 Meses,,,Sim,Usados,31 900,8091229804,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8PzYuv.html,d Line Sport Auto,Sim,Sim,Nacional,,,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Hyundai,i30 N,Gasolina,Março,2018,92 500 km,1 998 cm3,275 cv,Utilitário,Azul,,Manual,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,31 900,8087499640,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-n-2-0-t-gdi-pack-performance-ID8Pkk6A.html,2.0 T-GDi Pack Performance,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 180,Diesel,Junho,2022,27 420 km,1 950 cm3,116 cv,Carrinha,Branco,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,31 890,8091564792,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-business-solutions-grande-frota-aut-ID8PBnDy.html,d Shooting Brake Business Solutions.Grande Frota Aut.,Sim,Sim,Nacional,,"5,50 l/100km",,,Sim,1,Classe CLA,,,17 Junho 2025,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 180,Diesel,Março,2021,114 000 km,1 461 cm3,116 cv,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,,,Sim,Usados,35 900,8091034881,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8Pz9MB.html,d AMG Line Aut.,Sim,Sim,Nacional,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 40,Diesel,Janeiro,2020,112 000 km,1 969 cm3,150 cv,SUV / TT,Prateado,Metalizado,Automática,,5,5,Classe 1,,36 Meses,,,Sim,Usados,33 500,8091535017,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-ID8PBfTj.html,,,Sim,,157 g/km,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Hyundai,i30 N,Gasolina,Março,2018,92 500 km,1 998 cm3,275 cv,Utilitário,Azul,,Manual,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,31 900,8087499640,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-n-2-0-t-gdi-pack-performance-ID8Pkk6A.html,2.0 T-GDi Pack Performance,,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 180,Diesel,Junho,2022,27 420 km,1 950 cm3,116 cv,Carrinha,Branco,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,31 890,8091564792,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-business-solutions-grande-frota-aut-ID8PBnDy.html,d Shooting Brake Business Solutions.Grande Frota Aut.,Sim,Sim,Nacional,,"5,50 l/100km",,,Sim,1,Classe CLA,,,17 Junho 2025,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,CLA 180,Diesel,Março,2021,114 000 km,1 461 cm3,116 cv,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,,,Sim,Usados,35 900,8091034881,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-amg-line-aut-ID8Pz9MB.html,d AMG Line Aut.,Sim,Sim,Nacional,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 40,Diesel,Janeiro,2020,112 000 km,1 969 cm3,150 cv,SUV / TT,Prateado,Metalizado,Automática,,5,5,Classe 1,,36 Meses,,,Sim,Usados,33 500,8091535017,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-ID8PBfTj.html,,,Sim,,157 g/km,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,530,Diesel,Julho,2018,99 586 km,2 993 cm3,265 cv,Carrinha,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,,Sim,Usados,38 890,8090610919,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-d-pack-m-auto-ID8Pxnuw.html,d Pack M Auto,Sim,Sim,Nacional,,,,,Sim,1,Série 5,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 45 AMG,Gasolina,Setembro,2016,125 000 km,1 991 cm3,381 cv,Utilitário,Branco,Metalizado,Automática,7,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,39 500,8091766974,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4-matic-ID8PCeey.html,4-Matic,Sim,Sim,,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
