Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Possibilidade de financiamento,Origem,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,VIN,IVA Discriminado,Registo(s),Sub-modelo,Inspecção válida até,IUC,Garantia de Fábrica até,Consumo Combinado,Bateria,Autonomia Máxima,Capacidade da bateria,Autonomia,Consumo,ou até,Site,Portugal,Data
Profissional,Peugeot,2008,Diesel,Fevereiro,2018,125 413 km,1 560 cm3,75 cv,SUV / TT,Cinzento,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,16 490,8091279424,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-allure-ID8PAboQ.html,1.6 BlueHDi Allure,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,520,Diesel,Abril,2016,50 594 km,1 995 cm3,190 cv,Citadino,Preto,,Automática,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,26 950,8091850530,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PCzYe.html,d Auto,,Sim,Nacional,,,,,,,Série 5,12 Abril 2024,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Outubro,2018,53 000 km,1 461 cm3,116 cv,Utilitário,Preto,,Automática,7,5,,,Tracção dianteira,18 Meses,Sim,,Sim,Usados,28 250,8091402190,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PAHkV.html,d AMG Line Aut.,,,,123 g/km,,,Mostrar VIN,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Citroën,Berlingo,Diesel,Julho,2018,135 208 km,1 560 cm3,100 cv,Monovolume,Cinzento,Metalizado,Manual,5,5,7,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,16 450,8090573186,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-berlingo-1-6-bluehdi-feel-7l-ID8PxdFU.html,1.6 BlueHDi Feel 7L,Sim,Sim,Nacional,113 g/km,"4,60 l/100km","3,90 l/100km",Mostrar VIN,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Renault,Mégane,Gasolina,Agosto,2016,97 135 km,1 197 cm3,130 cv,Utilitário,Preto,,Manual,6,5,,,Tracção dianteira,18 Meses,,Sim,Sim,Usados,16 000,8092065451,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-2-tce-gt-line-ss-ID8PDtSH.html,1.2 TCE GT Line SS,,,,124 g/km,"6,70 l/100km","4,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Fiat,500,Gasolina,Janeiro,2023,14 505 km,1 242 cm3,69 cv,Utilitário,Branco,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,36 Meses,Sim,Sim,Sim,Usados,15 990,8091956750,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8PD1Bs.html,1.2 Lounge S&S,,,Nacional,99 g/km,"6,20 l/100km","4,20 l/100km",Mostrar VIN,,1,,27 Janeiro 2027,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,308 SW,Gasolina,Janeiro,2023,18 308 km,1 199 cm3,130 cv,Carrinha,Preto,Metalizado,Manual,,5,,,,36 Meses,,,,Usados,27 500,8091956746,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-active-pack-ID8PD1Bo.html,1.2 PureTech Active Pack,,,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Opel,Crossland X,Gasolina,Abril,2019,89 268 km,1 199 cm3,110 cv,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,17 900,8091411520,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-s-s-auto-120-anos-ID8PAJLq.html,1.2 S&S Auto 120 Anos,Sim,Sim,Importado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,2008,Diesel,Março,2020,124 266 km,1 499 cm3,102 cv,SUV / TT,Azul,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,19 950,8089882076,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-ID8PujSY.html,1.5 BlueHDi Active,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,320,Diesel,Fevereiro,2017,65 151 km,1 995 cm3,190 cv,Carrinha,Cinzento,,Automática,,5,5,,,18 Meses,Sim,,Sim,Usados,27 890,8088557444,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-advantage-auto-ID8PoLhV.html,d Touring Advantage Auto,Sim,Sim,Nacional,,,,,,,Série 3,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,2008,Diesel,Fevereiro,2018,125 413 km,1 560 cm3,75 cv,SUV / TT,Cinzento,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,16 490,8091279424,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-allure-ID8PAboQ.html,1.6 BlueHDi Allure,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,520,Diesel,Abril,2016,50 594 km,1 995 cm3,190 cv,Citadino,Preto,,Automática,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,26 950,8091850530,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PCzYe.html,d Auto,,Sim,Nacional,,,,,,,Série 5,12 Abril 2024,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Outubro,2018,53 000 km,1 461 cm3,116 cv,Utilitário,Preto,,Automática,7,5,,,Tracção dianteira,18 Meses,Sim,,Sim,Usados,28 250,8091402190,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PAHkV.html,d AMG Line Aut.,,,,123 g/km,,,Mostrar VIN,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Citroën,Berlingo,Diesel,Julho,2018,135 208 km,1 560 cm3,100 cv,Monovolume,Cinzento,Metalizado,Manual,5,5,7,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,16 450,8090573186,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-berlingo-1-6-bluehdi-feel-7l-ID8PxdFU.html,1.6 BlueHDi Feel 7L,Sim,Sim,Nacional,113 g/km,"4,60 l/100km","3,90 l/100km",Mostrar VIN,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Renault,Mégane,Gasolina,Agosto,2016,97 135 km,1 197 cm3,130 cv,Utilitário,Preto,,Manual,6,5,,,Tracção dianteira,18 Meses,,Sim,Sim,Usados,16 000,8092065451,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-2-tce-gt-line-ss-ID8PDtSH.html,1.2 TCE GT Line SS,,,,124 g/km,"6,70 l/100km","4,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,Polo,Diesel,Março,2019,141 045 km,1 598 cm3,80 cv,Utilitário,Preto,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,15 990,8089862678,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-6-tdi-confortline-ID8PueQ6.html,1.6 TDI Confortline,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,SEAT,Leon ST,Diesel,Julho,2019,107 288 km,1 598 cm3,115 cv,Carrinha,Branco,,Automática,,5,5,,,18 Meses,Sim,,Sim,Usados,18 990,8090326143,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-dsg-s-s-ID8Pvbpl.html,1.6 TDI Style DSG S/S,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,Arteon,Diesel,Setembro,2017,255 193 km,1 968 cm3,150 cv,Citadino,Preto,,Automática,7,4,5,,,18 Meses,,,,Usados,18 250,8090903712,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-r-line-dsg-ID8PyBEY.html,2.0 TDI R-Line DSG,,Sim,Importado,,,,,,,,1 Setembro 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Ford,Focus SW,Gasolina,Dezembro,2019,67 660 km,998 cm3,125 cv,Carrinha,Castanho,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,18 450,8091690216,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-active-x-aut-ID8PBUgv.html,1.0 EcoBoost Active X Aut.,Sim,,Nacional,100 g/km,"4,40 l/100km",4 l/100km,,,,,31 Dezembro 2024,,,"5,20 l/100km",,1 181 km,,,,,StandVirtual,Yes,2024-03-16
Profissional,Citroën,Grand C4 Spacetourer,Diesel,Julho,2019,68 319 km,1 499 cm3,130 cv,Monovolume,Cinzento,,Manual,,5,7,,,18 Meses,Sim,,Sim,Usados,19 990,8091024373,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-1-5-bluehdi-feel-ID8Pz737.html,1.5 BlueHDi Feel,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Opel,Astra Sports Tourer,Diesel,Dezembro,2020,102 701 km,1 496 cm3,122 cv,Carrinha,Azul,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,16 990,8090731312,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-5-d-gs-line-s-s-ID8PxSOk.html,1.5 D GS Line S/S,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Dacia,Logan MCV,Diesel,Junho,2020,53 219 km,1 461 cm3,95 cv,Carrinha,Branco,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,18 490,8091398714,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-1-5-blue-dci-stepway-ID8PAGqS.html,1.5 Blue dCi Stepway,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,SEAT,Arona,Gasolina,Abril,2022,17 205 km,999 cm3,110 cv,SUV / TT,Azul,,Manual,,5,5,,,36 Meses,,,,Usados,21 100,8091115277,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PzuHj.html,1.0 TSI FR,Sim,,Nacional,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Volvo,XC 40,Diesel,Outubro,2018,173 274 km,1 969 cm3,150 cv,SUV / TT,Preto,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,24 490,8090586313,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-ID8Pxh5D.html,2.0 D3 Momentum,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,SEAT,Arona,Gasolina,Setembro,2023,7 000 km,999 cm3,110 cv,Utilitário,Branco,,Manual,,5,5,,,36 Meses,,,,Usados,24 900,8091587323,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-xperience-ID8PBtuX.html,1.0 TSI Xperience,Sim,,Nacional,,,,Mostrar VIN,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Land Rover,Range Rover Evoque,Diesel,Junho,2015,153 000 km,2 179 cm3,150 cv,SUV / TT,Branco,,Manual,6,5,5,,,18 Meses,,,Sim,Usados,23 500,8091621859,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-td4-pure-ID8PBCtZ.html,2.2 TD4 Pure,,Sim,,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Hyundai,Kauai,Eléctrico,Agosto,2021,31 250 km,,136 cv,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,36 Meses,Sim,,Sim,Usados,23 500,8091898600,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-39kwh-vanguard-tms-ID8PCMty.html,EV 39kWh Vanguard+TMS,Sim,Sim,,,,,Mostrar VIN,Sim,,,,,,,Própria,,39 kWh,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Novembro,2019,133 550 km,1 461 cm3,116 cv,Utilitário,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,24 950,8091023046,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8Pz6HI.html,d Progressive Aut.,Sim,Sim,,,,,Mostrar VIN,,,Classe A,,"158,29 €",,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Nissan,Micra,Gasolina,Fevereiro,2020,61 514 km,999 cm3,100 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,15 490,8091632268,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PBFbS.html,1.0 IG-T Acenta,,Sim,Nacional,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,e-Golf,Eléctrico,Novembro,2019,32 000 km,,136 cv,Citadino,Cinzento,,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Usados,23 900,8090923593,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PyGPD.html,AC/DC,,Sim,,,,,,Sim,1,,,,,,Própria,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,Golf,Diesel,Outubro,2014,231 363 km,1 968 cm3,184 cv,Utilitário,Cinzento,,Manual,6,3,5,Classe 1,,18 Meses,,,,Usados,18 900,8091411754,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-ID8PAJPc.html,2.0 TDI GTD,,Sim,Importado,,,,Mostrar VIN,,,,21 Outubro 2023,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,SEAT,Ibiza,Gasolina,Julho,2022,31 981 km,999 cm3,95 cv,Utilitário,Branco,,Manual,,5,5,,,36 Meses,,,,Usados,16 700,8091115002,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-ID8PzuCS.html,1.0 TSI Style,Sim,,Nacional,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Lexus,IS 300H,Híbrido (Gasolina),Março,2018,130 410 km,2 494 cm3,223 cv,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,Sim,,Sim,Usados,25 490,8091279400,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/lexus-is-300h-executive-ID8PAbos.html,Executive+,Sim,Sim,Nacional,,,,,,,IS,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,420 Gran Coupé,Diesel,Novembro,2014,108 087 km,1 995 cm3,184 cv,Sedan,Cinzento,Pérola,Manual,,5,,,,18 Meses,,Sim,Sim,Usados,29 990,8088538251,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PoGin.html,d Pack M,Sim,Sim,Importado,,,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Citroën,C3,Gasolina,Janeiro,2022,54 000 km,1 199 cm3,110 cv,Citadino,Cinzento,,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,16 750,8092032933,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PDlqd.html,1.2 PureTech Shine,Sim,Sim,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Setembro,2015,209 607 km,1 461 cm3,109 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,15 850,8092000655,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-urban-ID8PDd1B.html,CDI (BlueEFFICIENCY) Urban,,Sim,,,,,,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,116,Diesel,Junho,2018,97 328 km,1 496 cm3,116 cv,Utilitário,Preto,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,18 990,8091995522,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PDbGO.html,d Advantage,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,e-Golf,Eléctrico,Novembro,2019,32 000 km,,136 cv,Citadino,Cinzento,,Automática,,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Usados,23 900,8090923593,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PyGPD.html,AC/DC,,Sim,,,,,,Sim,1,,,,,,Própria,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,Golf,Diesel,Outubro,2014,231 363 km,1 968 cm3,184 cv,Utilitário,Cinzento,,Manual,6,3,5,Classe 1,,18 Meses,,,,Usados,18 900,8091411754,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-ID8PAJPc.html,2.0 TDI GTD,,Sim,Importado,,,,Mostrar VIN,,,,21 Outubro 2023,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,SEAT,Ibiza,Gasolina,Julho,2022,31 981 km,999 cm3,95 cv,Utilitário,Branco,,Manual,,5,5,,,36 Meses,,,,Usados,16 700,8091115002,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-ID8PzuCS.html,1.0 TSI Style,Sim,,Nacional,,,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Lexus,IS 300H,Híbrido (Gasolina),Março,2018,130 410 km,2 494 cm3,223 cv,Sedan,Cinzento,,Automática,,4,5,,,18 Meses,Sim,,Sim,Usados,25 490,8091279400,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/lexus-is-300h-executive-ID8PAbos.html,Executive+,Sim,Sim,Nacional,,,,,,,IS,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,420 Gran Coupé,Diesel,Novembro,2014,108 087 km,1 995 cm3,184 cv,Sedan,Cinzento,Pérola,Manual,,5,,,,18 Meses,,Sim,Sim,Usados,29 990,8088538251,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PoGin.html,d Pack M,Sim,Sim,Importado,,,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Citroën,C3,Gasolina,Janeiro,2022,54 000 km,1 199 cm3,110 cv,Citadino,Cinzento,,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,16 750,8092032933,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PDlqd.html,1.2 PureTech Shine,Sim,Sim,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Setembro,2015,209 607 km,1 461 cm3,109 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,15 850,8092000655,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-blueefficiency-urban-ID8PDd1B.html,CDI (BlueEFFICIENCY) Urban,,Sim,,,,,,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,116,Diesel,Junho,2018,97 328 km,1 496 cm3,116 cv,Utilitário,Preto,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,18 990,8091995522,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PDbGO.html,d Advantage,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Opel,Insignia Grand Sport,Diesel,Agosto,2019,143 884 km,1 598 cm3,136 cv,Sedan,Preto,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,16 990,8091995564,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-insignia-grand-sport-1-6-cdti-business-edition-ID8PDbHu.html,1.6 CDTi Business Edition,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Renault,Talisman Sport Tourer,Diesel,Fevereiro,2018,123 059 km,1 598 cm3,130 cv,Carrinha,Prateado,,Manual,,5,5,,,18 Meses,Sim,,Sim,Usados,17 990,8091995651,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-talisman-sport-tourer-1-6-dci-intens-ID8PDbIT.html,1.6 dCi Intens,Sim,Sim,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Particular,Cupra,Leon,Híbrido Plug-In,Maio,2021,28 000 km,1 395 cm3,245 cv,Utilitário,Branco,Pérola,Automática,6,5,5,Classe 1,Tracção dianteira,,Sim,Sim,Sim,Usados,29 700,8091920280,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-leon-1-4-e-hybrid-dsg-ID8PCS7e.html,1.4 e-Hybrid DSG,,,,28 g/km,,,Mostrar VIN,,2,,,"148,22 €",,,,59 km,,,,,StandVirtual,Yes,2024-03-16
Profissional,Peugeot,2008,Gasolina,Novembro,2021,65 400 km,1 199 cm3,130 cv,SUV / TT,Branco,,Automática,,5,5,,,18 Meses,,,,Usados,23 900,8092065439,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-gt-pack-eat8-ID8PDtSw.html,1.2 PureTech GT Pack EAT8,Sim,Sim,Importado,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Hyundai,Veloster,Gasolina,Abril,2014,160 788 km,1 591 cm3,186 cv,Coupé,Branco,Metalizado,Manual,6,4,4,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,,Usados,18 900,8090596089,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-veloster-1-6-t-gdi-style-ID8PxjDj.html,1.6 T-GDi Style,,Sim,Importado,157 g/km,,,Mostrar VIN,,1,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,MINI,Electric,Eléctrico,Outubro,2020,20 406 km,,184 cv,Citadino,Preto,Metalizado,Automática,,3,4,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,22 900,8090596837,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-greenwich-ID8PxjPn.html,Cooper SE Greenwich,Sim,Sim,,,,,,Sim,1,,,,,,Própria,,32 kWh,233 km,14 kWh/100km,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180 Limousine,Diesel,Agosto,2019,86 926 km,1 461 cm3,116 cv,Sedan,Preto,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,26 500,8091490272,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-business-solutions-aut-ID8PB4fC.html,d Business Solutions Aut.,Sim,Sim,,120 g/km,"4,70 l/100km","3,90 l/100km",,Sim,,Classe A,6 Agosto 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,VW,T-Roc,Diesel,Dezembro,2019,73 575 km,1 598 cm3,115 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,21 500,8091997044,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-6-tdi-style-ID8PDc5m.html,1.6 TDI Style,Sim,Sim,Nacional,138 g/km,"4,90 l/100km","3,90 l/100km",,Sim,1,,26 Dezembro 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Particular,Land Rover,Range Rover Evoque,Diesel,Dezembro,2016,85 582 km,2 179 cm3,150 cv,SUV / TT,Cinzento,,Manual,,4,,,,,,,,Usados,27 500,8091421128,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-ID8PAMgo.html,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Audi,A5,Diesel,Maio,2014,163 800 km,1 968 cm3,177 cv,Coupé,Cinzento,Metalizado,Automática,6,2,4,Classe 1,,18 Meses,,,,Usados,22 900,8088188999,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-2-0-tdi-multitronic-s-line-ID8Pndrh.html,2.0 TDI Multitronic S-line,Sim,Sim,Importado,,"5,50 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Alfa Romeo,Giulietta,Diesel,Março,2019,95 000 km,1 598 cm3,120 cv,Utilitário,Branco,,Automática,6,5,,,Tracção dianteira,18 Meses,Sim,Sim,Sim,Usados,15 990,8090588877,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-tct-ID8PxhKZ.html,1.6 JTDm Sport TCT,Sim,,Nacional,153 g/km,"5,10 l/100km","4,50 l/100km",Mostrar VIN,,1,,1 Março 2025,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,Mercedes-Benz,A 180,Diesel,Abril,2019,86 500 km,1 461 cm3,116 cv,Utilitário,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Usados,27 900,8089519291,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PsNwB.html,d AMG Line Aut.,Sim,Sim,Nacional,,,,Mostrar VIN,,1,Classe A,,,,,,,,,,,StandVirtual,Yes,2024-03-16
Profissional,BMW,X3,Diesel,Setembro,2015,120 000 km,1 995 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,Tracção traseira,18 Meses,Sim,Sim,Sim,Usados,26 990,8091956578,16 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-xline-auto-ID8PD1yG.html,18 d sDrive xLine Auto,,Sim,Nacional,,,,,,,Série X,30 Setembro 2024,,,,,,,,,,StandVirtual,Yes,2024-03-16
