Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,IUC,Filtro de partículas,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,IVA Discriminado,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Clássico,Site,Portugal
Profissional,Mercedes-Benz,EQA,250 AMG,Eléctrico,Janeiro,2023,50 km,,190 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,Classe 1,,,,,36 Meses,1,Nacional,,Sim,Sim,,Usados,64 500        EUR,8089235932,5 Julho 2023,Sim,,,,,Sim,,,,,426 km,"17,70 kWh/100km",,Própria,,,StandVirtual,Yes
Profissional,Maserati,Levante,3.0 V6,Diesel,Dezembro,2016,169 000 km,2 987 cm3,275 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,,,"765,06 €",,18 Meses,,,Sim,Sim,Sim,,Usados,68 500        EUR,8085906486,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Fevereiro,2022,6 301 km,,286 cv,,,SUV / TT,Azul,Metalizado,Automática,,5,5,,Tracção traseira,,,,24 Meses,,,,,,,Usados,69 450        EUR,8089734779,5 Julho 2023,,,,,,,,,Série X,,450 km,"18,60 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,iX,xDrive 40,Eléctrico,Agosto,2022,11 137 km,,326 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,,,Integral,,,,24 Meses,,,,,,,Usados,88 750        EUR,8089734999,5 Julho 2023,,,,,,,,,Série X,,425 km,"19,40 kWh/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d 4Matic,Diesel,Janeiro,2021,59 665 km,2 925 cm3,330 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,9,4,4,Classe 1,Integral,177 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,"8,60 l/100km",Usados,128 750        EUR,8089860211,5 Julho 2023,,,"5,10 l/100km",,,,,,Classe S,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350 +,Eléctrico,Janeiro,2022,12 600 km,,292 cv,Sim,,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,,,,,18 Meses,1,,,,,,Usados,79 500        EUR,8089103213,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,,Híbrido (Diesel),Setembro,2022,4 428 km,1 950 cm3,320 cv,Sim,,SUV / TT,Preto,,Automática,,5,5,,,,,,36 Meses,1,Nacional,,,,,Usados,98 900        EUR,8089155587,5 Julho 2023,Sim,,,,,Sim,,01/01/0001,Classe GLE,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Janeiro,2023,2 500 km,1 993 cm3,265 cv,Sim,,Carrinha,Preto,,Automática,,5,5,,,,,,36 Meses,1,Nacional,,,,,Usados,68 500        EUR,8089491860,5 Julho 2023,Sim,,,,,,,01/01/0001,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Porsche,992,Carrera S PDK,Gasolina,Agosto,2019,20 000 km,2 981 cm3,450 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,8,2,4,,Tracção traseira,241 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,"11,60 l/100km",Usados,159 000        EUR,8089757268,5 Julho 2023,Sim,,"7,60 l/100km",,,,,,911 (Todos),,,,,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,4S,Eléctrico,Março,2021,24 900 km,,530 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,,,,,,,18 Meses,,,,,,,Usados,132 000        EUR,8087771956,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Defender,3.0 I6 130 AWD First Edition,Gasolina,Novembro,2020,43 500 km,2 996 cm3,400 cv,Sim,,SUV / TT,Azul,Metalizado,Automática,8,5,7,,Integral,261 g/km,,,18 Meses,1,Nacional,Sim,,Sim,,Usados,97 500        EUR,8089921020,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q4 Sportback e-tron,40 82 kWH,Eléctrico,Dezembro,2022,5 320 km,,204 cv,Sim,,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,Tracção traseira,,,,36 Meses,1,Nacional,Sim,Sim,,,Usados,61 980        EUR,8089600612,5 Julho 2023,,,,,,Sim,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQB,250 AMG Line,Eléctrico,Setembro,2022,3 845 km,,190 cv,Sim,,SUV / TT,Preto,Metalizado,Automática,,5,7,Classe 1,Tracção dianteira,,,,36 Meses,1,Nacional,Sim,Sim,,,Usados,63 980        EUR,8089600622,5 Julho 2023,,,,,,Sim,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Agosto,2018,33 000 km,2 894 cm3,462 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,,,,,Sim,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,93 500        EUR,8089383358,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Mustang Mach-E,Standard AWD,Eléctrico,Dezembro,2022,29 km,,269 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,,,,18 Meses,,,,,,,Usados,63 490        EUR,8089330871,5 Julho 2023,,,,01/12/2026,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,S 4Matic+,Gasolina,Maio,2020,43 000 km,1 991 cm3,421 cv,Sim,Sim,Citadino,Preto,,Automática,,5,5,,Integral,,,,18 Meses,,Nacional,,,,,Usados,67 900        EUR,8089236342,5 Julho 2023,,,,26/05/2024,,,,,Classe A,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D R-Dynamic,Diesel,Março,2018,81 500 km,1 999 cm3,241 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,Sim,18 Meses,,Nacional,Sim,,Sim,,Usados,61 500        EUR,8089540604,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 45 AMG,S 4Matic+,Gasolina,Junho,2020,40 000 km,1 991 cm3,421 cv,,,Utilitário,Preto,,Automática,8,5,5,,Integral,205 g/km,,,18 Meses,,,,,,,Usados,68 750        EUR,8089965549,5 Julho 2023,,,,,,,,,Classe A,,,,,,,,StandVirtual,Yes
Profissional,BMW,640 Gran Coupé,d xDrive Pack M,Diesel,Setembro,2018,31 900 km,2 993 cm3,313 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,,Integral,158 g/km,,,24 Meses,,,,Sim,Sim,"6,80 l/100km",Usados,71 246        EUR,8089141315,5 Julho 2023,Sim,,,,,,,,Série 6,,,,,,,,StandVirtual,Yes
Profissional,VW,Tiguan,1.4 TSI eHybrid R-Line DSG,Híbrido (Gasolina),Maio,2023,30 km,1 395 cm3,245 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,,,,,,,18 Meses,,,Sim,Sim,Sim,,Usados,62 950        EUR,8089470758,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,E-Pace,1.5 P300e R-Dynamic S AWD Aut.,Híbrido (Gasolina),Março,2023,4 000 km,1 498 cm3,309 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,36 Meses,,Nacional,Sim,,Sim,,Usados,61 500        EUR,8089256498,5 Julho 2023,Sim,Sim,,,,Sim,,01/03/2028,,,,,,,150 000 km,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,d Coupé 4Matic,Diesel,Dezembro,2019,68 000 km,1 950 cm3,245 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,9,5,5,Classe 1,,,,,24 Meses,1,,Sim,Sim,,,Usados,66 650        EUR,8089757578,5 Julho 2023,,,,,,,,,Classe GLC,,,,,,,,StandVirtual,Yes
Profissional,Rolls Royce,Wraith,,Gasolina,Janeiro,2014,53 000 km,6 592 cm3,632 cv,Sim,,Coupé,Cinzento,,Automática,8,3,4,Classe 1,,,,,18 Meses,,Nacional,,,,,Usados,260 000        EUR,8084183475,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Tesla,Model X,100 kWh Performance AWD,Eléctrico,Agosto,2019,156 000 km,,760 cv,,,SUV / TT,Branco,Pérola,Automática,,5,7,Classe 1,Integral,,,,,1,Nacional,Sim,Sim,Sim,,Usados,66 000        EUR,8089104011,5 Julho 2023,,,,,,,430 km,28/08/2027,,,430 km,235 kWh/100km,100 kWh,Própria,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Novembro,2021,11 120 km,,286 cv,,,SUV / TT,Azul,Metalizado,Automática,,5,,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8088429907,5 Julho 2023,,,,,,,,,Série X,,453 km,"18,90 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Setembro,2021,16 437 km,,286 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8089140645,5 Julho 2023,,,,,,,,,Série X,,450 km,"18,60 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Dezembro,2021,4 798 km,,286 cv,,,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8088429737,5 Julho 2023,,,,,,,,,Série X,,450 km,"18,60 kWh/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 220,d AMG Line,Diesel,Junho,2022,19 100 km,1 950 cm3,194 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,,,,24 Meses,,Nacional,Sim,Sim,Sim,"5,70 l/100km",Usados,72 900        EUR,8089601760,5 Julho 2023,Sim,Sim,"4,20 l/100km",,,,,,Classe CLS,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,G 63 AMG,Standard,Gasolina,Agosto,2016,67 000 km,5 461 cm3,571 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,,,,36 Meses,,,Sim,,,,Usados,134 900        EUR,8088608751,5 Julho 2023,Sim,,,,,,,,Classe G,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Novembro,2021,13 670 km,,286 cv,,,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8088429858,5 Julho 2023,,,,,,,,,Série X,,453 km,"18,90 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Janeiro,2021,4 812 km,,286 cv,,,SUV / TT,Azul,Metalizado,Automática,,5,5,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8089140632,5 Julho 2023,,,,,,,,,Série X,,453 km,"18,90 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Julho,2021,21 736 km,,286 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8088429192,5 Julho 2023,,,,,,,,,Série X,,453 km,"18,90 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Setembro,2021,6 700 km,,286 cv,,,SUV / TT,Azul,Metalizado,Automática,,5,,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8088429256,5 Julho 2023,,,,,,,,,Série X,,453 km,"18,90 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Desportiva M,Eléctrico,Novembro,2022,9 500 km,,340 cv,Sim,Sim,Sedan,Branco,Metalizado,Automática,,5,5,Classe 1,,,,,36 Meses,,,,Sim,Sim,,Usados,68 046        EUR,8089124274,5 Julho 2023,Sim,,,,,,,,Série i,,577 km,"16,50 kWh/100km",,Própria,,,StandVirtual,Yes
Particular,Porsche,Macan,2.0,Gasolina,Abril,2019,45 500 km,1 984 cm3,245 cv,,,SUV / TT,Preto,,Automática,,5,5,,,,,,,,,,,,,Usados,77 000        EUR,8089514719,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,G 63 AMG,,Gasolina,Junho,2020,36 500 km,3 982 cm3,585 cv,,,SUV / TT,Preto,Mate,Automática,,5,,,,,,,,,,,,,,Usados,245 000        EUR,8089959192,5 Julho 2023,,,,,,,,,Classe G,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,AMG GT,S,Gasolina,Maio,2015,70 517 km,3 982 cm3,510 cv,,,Coupé,Branco,,Automática,7,3,,,,,,,,,,Sim,Sim,,"12,20 l/100km",Usados,115 000        EUR,8089514586,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover,2.0 Si4 PHEV LWB Autobiography,Híbrido (Gasolina),Março,2019,75 500 km,1 997 cm3,404 cv,,,SUV / TT,Preto,,Automática,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,99 500        EUR,8089920649,5 Julho 2023,Sim,,,,,Sim,,06/07/2026,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,d AMG Line 4Matic Aut.,Diesel,Maio,2022,20 280 km,1 993 cm3,265 cv,Sim,Sim,Cabrio,Branco,,Automática,9,2,4,Classe 1,Integral,161 g/km,,,24 Meses,,Nacional,Sim,Sim,Sim,"7,70 l/100km",Usados,94 900        EUR,8089756277,5 Julho 2023,Sim,Sim,"4,90 l/100km",,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Outubro,2020,42 700 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,Tracção traseira,,,,24 Meses,,,,Sim,Sim,,Usados,64 246        EUR,8086772224,5 Julho 2023,Sim,,,,,,,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,,Eléctrico,Maio,2021,9 000 km,,326 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,,,24 Meses,,Importado,,Sim,Sim,,Usados,102 246        EUR,8086763128,5 Julho 2023,Sim,,,,,,,,Série X,,,,,Própria,,,StandVirtual,Yes
Profissional,BMW,330,d Touring Auto,Diesel,Setembro,2020,32 700 km,2 993 cm3,265 cv,Sim,Sim,Carrinha,Preto,,Automática,,5,5,Classe 1,,,,,24 Meses,,Nacional,,Sim,Sim,,Usados,66 246        EUR,8086489948,5 Julho 2023,Sim,,,,,,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,4 E-Hybrid,Híbrido (Gasolina),Março,2019,67 000 km,2 894 cm3,462 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,,,,,18 Meses,,Nacional,Sim,,Sim,,Usados,99 999        EUR,8089409729,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q5 Sportback,35 TDI Advance S tronic,Diesel,Julho,2022,10 265 km,1 968 cm3,163 cv,,,SUV / TT,Cinzento,,Automática,,5,5,,,,,,18 Meses,,Nacional,,,,,Usados,72 000        EUR,8089296132,5 Julho 2023,Sim,,,,"5,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M3,Competition,Gasolina,Junho,2021,82 936 km,2 993 cm3,510 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,8,4,5,,Tracção traseira,223 g/km,,,36 Meses,,,,,,,Usados,99 990        EUR,8089965510,5 Julho 2023,,,,,,,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover,2.0 Si4 PHEV LWB Autobiography,Híbrido (Gasolina),Novembro,2018,95 900 km,1 997 cm3,404 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 2,Integral,,,,18 Meses,2,Nacional,Sim,Sim,Sim,,Usados,110 000        EUR,8089075388,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Spirit,Gasolina,Setembro,2019,76 100 km,1 984 cm3,245 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,,Classe 1,Integral,232 g/km,,,18 Meses,2,Importado,Sim,Sim,Sim,"9,50 l/100km",Usados,73 500        EUR,8088192567,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 63 AMG,Longo 4-Matic,Gasolina,Fevereiro,2015,70 300 km,5 461 cm3,585 cv,Sim,Sim,Sedan,Preto,,Automática,8,4,4,Classe 1,Integral,,,,18 Meses,1,Importado,Sim,Sim,Sim,"14,10 l/100km",Usados,110 000        EUR,8089129894,5 Julho 2023,,,,,,,,,Classe S,,,,,,,,StandVirtual,Yes
Profissional,Porsche,718 Cayman,2.0 PDK,Gasolina,Novembro,2018,22 862 km,1 988 cm3,300 cv,Sim,Sim,Coupé,Preto,Metalizado,Automática,7,2,,Classe 1,Tracção traseira,,,Sim,18 Meses,,Nacional,Sim,Sim,Sim,"10,60 l/100km",Usados,69 000        EUR,8087994553,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,S e-Hybrid,Híbrido (Gasolina),Maio,2016,79 000 km,2 995 cm3,416 cv,Sim,Sim,Utilitário,Azul,Metalizado,Automática,8,5,4,Classe 1,Tracção traseira,71 g/km,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,65 000        EUR,8089561895,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Junho,2022,15 540 km,1 950 cm3,194 cv,Sim,Sim,Cabrio,Preto,Metalizado,Automática,9,2,4,,Tracção traseira,141 g/km,,,24 Meses,,,,,,"5,90 l/100km",Usados,64 490        EUR,8089965488,5 Julho 2023,Sim,Sim,"4,80 l/100km",,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Janeiro,2021,45 930 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,,33 g/km,,,18 Meses,,Importado,,Sim,Sim,,Usados,61 500        EUR,8089920375,5 Julho 2023,,Sim,,,,Sim,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,BMW,545,e xDrive Pack M,Híbrido (Gasolina),Maio,2021,28 589 km,2 998 cm3,394 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,,Integral,42 g/km,,,24 Meses,,,,,,,Usados,76 990        EUR,8089965443,5 Julho 2023,,,,,,,,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,Audi,e-tron,55 quattro S line,Eléctrico,Janeiro,2020,66 000 km,,408 cv,Sim,Sim,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,67 500        EUR,8088781694,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Setembro,2021,29 361 km,,286 cv,,,SUV / TT,Azul,,Automática,,5,5,,,,,,18 Meses,,Nacional,,,,,Usados,64 900        EUR,8088087623,5 Julho 2023,,,,,,,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Desportiva M,Eléctrico,Julho,2022,11 000 km,,340 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,1,Importado,Sim,,Sim,,Usados,69 990        EUR,8089519088,5 Julho 2023,,,,,,Sim,500 km,,Série i,,577 km,"16,50 kWh/100km",,Própria,,,StandVirtual,Yes
Particular,Porsche,Taycan Cross Turismo,4,Eléctrico,Julho,2021,21 400 km,,476 cv,,,Carrinha,Outra,Metalizado,Automática,,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Sim,,Usados,107 800        EUR,8088069200,5 Julho 2023,,,,,,,,31/07/2024,,,562 km,18 kWh/100km,94 kWh,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQB,350 4Matic AMG Line,Eléctrico,Setembro,2022,5 250 km,,292 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,69 900        EUR,8089467402,4 Julho 2023,,,,,,Sim,419 km,,,,419 km,"18,10 kWh/100km",,Própria,,,StandVirtual,Yes
Particular,BMW,M6,Cabrio,Gasolina,Maio,2015,85 000 km,4 395 cm3,560 cv,,,Cabrio,Preto,Metalizado,Automática,8,2,4,Classe 1,Tracção traseira,231 g/km,,,,,,Sim,Sim,Sim,"14,40 l/100km",Usados,79 990        EUR,8089199349,5 Julho 2023,Sim,,,,,,,,Série 6,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,30 d xDrive,Diesel,Abril,2019,30 500 km,2 993 cm3,265 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,,Integral,198 g/km,,,24 Meses,,,,Sim,Sim,,Usados,83 246        EUR,8083916143,5 Julho 2023,Sim,,,,"7,60 l/100km",,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Inspiring,Eléctrico,Novembro,2021,22 380 km,,286 cv,,,SUV / TT,Preto,,Automática,,5,5,,,,,,24 Meses,,,,,,,Usados,64 900        EUR,8089140097,5 Julho 2023,,,,,,,,,Série X,,450 km,"18,60 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,M235i Gran Coupé,xDrive,Gasolina,Agosto,2020,12 000 km,1 998 cm3,306 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Integral,,,,24 Meses,,,,Sim,Sim,,Usados,62 746        EUR,8087148407,5 Julho 2023,Sim,,,,,,,,Série 2,,,,,,,,StandVirtual,Yes
Profissional,BMW,620 Gran Turismo,d Pack M,Diesel,Janeiro,2022,46 700 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,,Automática,,5,5,Classe 1,Tracção traseira,,,,24 Meses,,,,Sim,Sim,,Usados,84 246        EUR,8087606993,5 Julho 2023,Sim,,,,,,,,Série 6,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Abril,2021,38 200 km,,286 cv,,,SUV / TT,Branco,Metalizado,Automática,,5,,,,,,,24 Meses,,,,,,,Usados,68 490        EUR,8088429912,5 Julho 2023,,,,,,,,,Série X,,453 km,"18,90 kWh/100km",,,,,StandVirtual,Yes
Profissional,BMW,520,d Pack M Auto,Diesel,Março,2020,55 500 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,131 g/km,,,24 Meses,,Nacional,,Sim,Sim,,Usados,61 900        EUR,8082387741,5 Julho 2023,Sim,,,,"5,30 l/100km",,,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,GT3,Gasolina,Novembro,2017,7 000 km,3 996 cm3,500 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Manual,6,2,2,Classe 1,Tracção traseira,290 g/km,,,18 Meses,1,,Sim,Sim,Sim,"19,70 l/100km",Usados,210 000        EUR,8089920078,5 Julho 2023,,,"8,80 l/100km",,,,,,911 (Todos),,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,Standard,Gasolina,Janeiro,2023,1 400 km,1 984 cm3,265 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,,,,18 Meses,,Nacional,,,,,Usados,97 900        EUR,8089331615,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,S,Gasolina,Março,2015,17 000 km,3 982 cm3,510 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,,3,2,,,219 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,"12,20 l/100km",Usados,125 000        EUR,8089408699,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,30 d xDrive xLine,Diesel,Junho,2019,36 000 km,2 993 cm3,265 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 2,Integral,,,,24 Meses,,Nacional,,Sim,Sim,,Usados,83 146        EUR,8080900084,5 Julho 2023,Sim,,,,,,,,Série X,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX,xDrive 40,Eléctrico,Março,2023,2 592 km,,326 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,Integral,,,,24 Meses,,,,,,,Usados,89 990        EUR,8089965479,5 Julho 2023,,,,,,,,,Série X,,425 km,"19,40 kWh/100km",,Própria,,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Desportiva M,Eléctrico,Junho,2022,9 198 km,,340 cv,,Sim,Sedan,Branco,Metalizado,Automática,,5,5,Classe 1,,,,,36 Meses,1,,,Sim,Sim,,Usados,68 000        EUR,8089372171,5 Julho 2023,Sim,,,,,Sim,,20/06/2030,Série i,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,100D,Eléctrico,Dezembro,2017,133 744 km,,525 cv,,Sim,Sedan,Branco,,Automática,,5,5,Classe 1,,,,,36 Meses,1,,,Sim,Sim,,Usados,63 900        EUR,8089017458,5 Julho 2023,Sim,,,,,Sim,,14/12/2025,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model X,100D,Eléctrico,Dezembro,2018,148 960 km,,525 cv,,Sim,Monovolume,Preto,,Automática,,5,7,Classe 1,,,,,36 Meses,1,,,Sim,Sim,,Usados,65 000        EUR,8089035409,5 Julho 2023,Sim,,,,,Sim,,19/12/2026,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,400 4Matic,Eléctrico,Janeiro,2021,27 540 km,,408 cv,,Sim,SUV / TT,Preto,,Automática,,5,5,,,,,,36 Meses,1,,,Sim,Sim,,Usados,63 900        EUR,8088736793,5 Julho 2023,Sim,,,,,Sim,,19/01/2029,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5 M,Standard,Gasolina,Agosto,2015,98 500 km,4 395 cm3,575 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,,Integral,258 g/km,,,36 Meses,,,,,,"14,70 l/100km",Usados,78 900        EUR,8089748466,5 Julho 2023,Sim,,9 l/100km,,,,,,Série X,,,,,,,,StandVirtual,Yes
