Anunciante,Marca,Modelo,Sub-modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Origem,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Emissões CO2,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,VIN,IUC,Consumo Extra Urbano,Autonomia Máxima,IVA Discriminado,Consumo Combinado,Autonomia,Bateria,Garantia de Fábrica até,Capacidade da bateria,Consumo,ou até,Site,Portugal,Data
Profissional,Nissan,Micra,,,Gasolina,Fevereiro,2018,68 705 km,898 cm3,90 cv,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Usados,12 900,8092181945,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-ID8PDYbD.html,Metalizado,,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Nissan,Qashqai,,1.5 dCi Acenta,Diesel,Julho,2015,150 000 km,1 461 cm3,110 cv,Sim,Sim,SUV / TT,Preto,Manual,6,5,5,,Tracção dianteira,,18 Meses,,Nacional,Usados,14 950,8092118314,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-ID8PDHDk.html,Metalizado,99 g/km,,,,"4,20 l/100km",Mostrar VIN,,"3,60 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,308 SW,,BlueHDi 130 EAT8 Stop & Start Active,Diesel,Junho,2020,154 000 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,,,,,36 Meses,,,Usados,13 990,8092224409,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-bluehdi-130-eat8-stop-start-active-ID8PE9ex.html,Metalizado,,,,,"4,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Audi,A5,,2.0 TDI Business Line Advance,Diesel,Outubro,2014,295 000 km,1 968 cm3,190 cv,,,Coupé,Preto,Manual,6,2,4,Classe 1,Tracção dianteira,29 Outubro 2023,36 Meses,1,Nacional,Usados,14 990,8089249217,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-2-0-tdi-business-line-advance-ID8PrFfz.html,,,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,208,,1.2 PureTech Allure,Gasolina,Março,2016,138 456 km,1 199 cm3,110 cv,,Sim,Utilitário,Branco,Manual,5,3,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Usados,13 490,8087935615,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8Pm9vr.html,Pérola,99 g/km,,Sim,Sim,,,"108,32 €",,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,208,,1.2 PureTech GT Line,Gasolina,Janeiro,2016,110 389 km,1 199 cm3,110 cv,,,Coupé,Vermelho,Manual,,3,5,,,,18 Meses,,Nacional,Usados,13 890,8090803648,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-ID8PybD2.html,,99 g/km,Sim,Sim,Sim,,Mostrar VIN,108 €,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Hyundai,i30 CW,,,Diesel,Dezembro,2017,125 000 km,1 582 cm3,110 cv,,,Carrinha,Azul,Manual,6,5,5,Classe 1,Tracção dianteira,31 Dezembro 2025,36 Meses,,Nacional,Usados,12 990,8091826066,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-cw-ID8PCtBE.html,,,Sim,Sim,Sim,"5,10 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,2008,,1.2 PureTech Style,Gasolina,Agosto,2016,105 500 km,1 199 cm3,82 cv,,,SUV / TT,Branco,Manual,5,5,5,,Tracção dianteira,,18 Meses,1,,Usados,10 990,8091342065,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PArHb.html,Metalizado,114 g/km,Sim,Sim,Sim,6 l/100km,,,"4,30 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Nissan,Micra,,,Gasolina,Fevereiro,2019,90 111 km,999 cm3,101 cv,Sim,Sim,Utilitário,Vermelho,Manual,5,5,5,Classe 1,,1 Fevereiro 2025,18 Meses,,,Usados,12 990,8090901704,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-ID8PyB8A.html,Metalizado,,Sim,Sim,Sim,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,308 SW,,1.6 BlueHDi Allure J17 EAT6,Diesel,Dezembro,2017,153 956 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Preto,Automática,6,5,5,Classe 1,,,18 Meses,,,Usados,13 900,8090901699,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-j17-eat6-ID8PyB8w.html,Metalizado,,Sim,Sim,Sim,,,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Skoda,Fabia,,1.2 TSI Style,Gasolina,Julho,2016,96 354 km,1 197 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,Usados,9 990,8092106351,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-fabia-1-2-tsi-style-ID8PDEvn.html,Metalizado,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Clio,,TCe 100 INTENS,Gasolina,Julho,2020,91 083 km,999 cm3,100 cv,Sim,Sim,Citadino,Preto,Manual,6,5,5,,,,18 Meses,,Importado,Usados,13 990,8092106318,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-tce-100-intens-ID8PDEwQ.html,Metalizado,,,,,,Mostrar VIN,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Toyota,Auris Touring Sports,,,Diesel,Maio,2014,187 947 km,1 364 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Usados,12 990,8089765073,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-auris-touring-sports-ID8PtPrP.html,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Particular,Fiat,Tipo,,,Diesel,Junho,2019,100 000 km,1 248 cm3,95 cv,,,Citadino,Cinzento,Manual,,5,,,,,,,,Usados,12 500,8090810668,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-ID8Pydsg.html,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,MINI,Countryman,,Cooper D,Diesel,Novembro,2014,135 000 km,1 598 cm3,112 cv,,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,2,Nacional,Usados,12 899,8092224397,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-d-ID8PE9el.html,Pérola,111 g/km,Sim,Sim,Sim,"4,70 l/100km",,,"3,90 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Particular,Renault,Kangoo,,dCi 110 FAP Grand,Diesel,Dezembro,2018,180 000 km,1 461 cm3,110 cv,,,Carrinha,Branco,Manual,,5,2,Classe 1,,,,,,Usados,12 400,8092224245,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kangoo-dci-110-fap-grand-ID8PE9bT.html,,,,,,,,35 €,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Dacia,Sandero,,0.9 TCe Confort Bi-Fuel,Gasolina,Março,2016,81 104 km,898 cm3,90 cv,Sim,Sim,SUV / TT,Branco,Manual,,5,,,,,18 Meses,,Nacional,Usados,10 990,8092126877,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-confort-bi-fuel-ID8PDJRr.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane Sport Tourer,,1.5 Blue dCi Bose Edition,Diesel,Junho,2017,176 000 km,1 461 cm3,115 cv,Sim,Sim,Carrinha,Branco,Manual,,5,5,,,,18 Meses,,,Usados,12 990,8090887861,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-bose-edition-ID8Pyxxj.html,Pérola,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Honda,Civic Tourer,,1.6 i-DTEC Comfort,Diesel,Junho,2016,104 288 km,1 597 cm3,120 cv,,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Usados,13 490,8092047501,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-tourer-1-6-i-dtec-comfort-ID8PDpdb.html,,117 g/km,Sim,Sim,Sim,"3,70 l/100km",Mostrar VIN,,"3,50 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Clio,,1.5 Blue dCi Exclusive,Diesel,Setembro,2020,148 000 km,1 461 cm3,115 cv,Sim,Sim,Citadino,Cinzento,Manual,,5,,,,,18 Meses,,,Usados,13 900,8091851678,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-exclusive-ID8PCAgK.html,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,108,,1.0 VTi Active,Gasolina,Novembro,2014,79 901 km,998 cm3,69 cv,Sim,Sim,Pequeno citadino,Prateado,Manual,5,5,4,,,,18 Meses,,Nacional,Usados,9 990,8091871442,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-active-ID8PCFpv.html,Metalizado,,,,Sim,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Smart,ForFour,,1.0 Passion 71,Gasolina,Abril,2017,140 351 km,999 cm3,71 cv,Sim,Sim,Pequeno citadino,Preto,Manual,5,5,4,,,,18 Meses,,Nacional,Usados,9 850,8091871878,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8PCFvy.html,Metalizado,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Toyota,Aygo,,1.0 X-Play+AC,Gasolina,Abril,2017,148 235 km,998 cm3,69 cv,Sim,Sim,Citadino,Branco,Manual,5,5,4,,,,18 Meses,,,Usados,8 990,8091867577,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-ac-ID8PCEpb.html,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Fiat,Tipo Cross,,1.0 GSE T3,Gasolina,Maio,2021,85 303 km,999 cm3,101 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,5,,,1 Maio 2025,18 Meses,,Importado,Usados,14 990,8091407459,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-0-gse-t3-ID8PAIHW.html,Metalizado,,Sim,Sim,Sim,,Mostrar VIN,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,SEAT,Ibiza ST,,1.4 TDi Reference,Diesel,Abril,2016,116 730 km,1 422 cm3,90 cv,,,Carrinha,Cinzento,Manual,,5,5,,,6 Abril 2024,18 Meses,1,Nacional,Usados,11 890,8090803340,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-4-tdi-reference-ID8Pyby4.html,,,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Fiat,Panda,,1.2 Lounge S&S,Gasolina,Julho,2019,93 200 km,1 242 cm3,69 cv,,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Usados,8 999,8089491154,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-s-s-ID8PsGbM.html,,,,Sim,Sim,"6,60 l/100km",,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Mercedes-Benz,C 220,Classe C,BlueTEC Avantgarde,Diesel,Janeiro,2015,299 245 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,2,,Usados,17 990,8090618410,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-ID8Pxprk.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Grand Scénic,,1.7 Blue dCi Limited,Diesel,Julho,2020,98 000 km,1 749 cm3,120 cv,,Sim,Monovolume,Cinzento,Manual,,5,7,,,,18 Meses,,Importado,Usados,23 980,8090641502,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-7-blue-dci-limited-ID8PxwrM.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,3008,,1.5 BlueHDi Allure EAT8,Diesel,Setembro,2021,141 577 km,1 499 cm3,130 cv,,,SUV / TT,Branco,Automática,,5,5,,,,18 Meses,,Importado,Usados,25 980,8091882488,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PCIhG.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Captur,,1.5 dCi Exclusive,Diesel,Abril,2019,150 000 km,1 461 cm3,90 cv,,,Utilitário,Cinzento,Manual,,5,5,,,,18 Meses,,Importado,Usados,15 980,8091364183,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PAxrW.html,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,508 SW,,,Diesel,Março,2017,167 791 km,1 560 cm3,120 cv,,,Sedan,Branco,Automática,,5,5,,,,18 Meses,,Importado,Usados,16 980,8091216897,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-ID8PzW8l.html,,,,Sim,Sim,,,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,VW,Golf,,1.6 TDI Confortline,Diesel,Agosto,2018,139 700 km,1 598 cm3,115 cv,,,Citadino,Cinzento,Manual,,5,5,,,,18 Meses,,Importado,Usados,17 980,8091550664,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-confortline-ID8PBjXG.html,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane Sport Tourer,,1.5 Blue dCi Zen,Diesel,Maio,2019,110 000 km,1 461 cm3,95 cv,,Sim,Carrinha,Cinzento,Manual,,5,5,,,,18 Meses,,Importado,Usados,16 980,8090712615,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-zen-ID8PxNVL.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane,,,Diesel,Agosto,2018,110 160 km,1 461 cm3,110 cv,,,Carrinha,Cinzento,Automática,,5,5,,,,18 Meses,,Importado,Usados,15 980,8091408238,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-ID8PAIUu.html,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Opel,Crossland X,,1.2 S&S Limited Edition,Gasolina,Abril,2019,69 700 km,1 199 cm3,110 cv,,,SUV / TT,Preto,Manual,,5,5,,,,18 Meses,,Importado,Usados,16 980,8091962742,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-s-s-limited-edition-ID8PD3a6.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Mercedes-Benz,A 160,Classe A,Style,Gasolina,Março,2023,14 586 km,1 332 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Manual,,5,,,,,24 Meses,,Nacional,Usados,27 240,8092219347,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PE7UT.html,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Ford,Focus SW,,,Diesel,Dezembro,2021,138 766 km,1 499 cm3,120 cv,,,Carrinha,Preto,Automática,,5,5,,,,18 Meses,,Importado,Usados,23 980,8092031703,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-ID8PDl6n.html,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane,,1.5 Blue dCi Equilibre,Diesel,Abril,2021,134 000 km,1 461 cm3,115 cv,,,Utilitário,Branco,Manual,,5,5,,,,18 Meses,,Importado,Usados,18 980,8091997499,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-equilibre-ID8PDccH.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Fiat,500,,1.0 Hybrid Dolcevita,Gasolina,Março,2022,17 733 km,999 cm3,70 cv,,Sim,Pequeno citadino,Azul,Manual,,3,1,,,,18 Meses,,Importado,Usados,16 980,8090973399,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PyTMX.html,,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,BMW,i3,Série i,s 120Ah,Eléctrico,Janeiro,2019,87 277 km,,184 cv,Sim,Sim,Utilitário,Castanho,Automática,,5,5,Classe 1,Tracção dianteira,31 Janeiro 2025,18 Meses,1,,Usados,24 990,8091958030,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-i3-s-120ah-ID8PD1V6.html,Metalizado,,Sim,Sim,Sim,,Mostrar VIN,,,320 km,Sim,,320 km,Própria,,,,,StandVirtual,Yes,2024-04-10
Profissional,Honda,Civic,,1.0 i-VTEC Executive CVT,Gasolina,Maio,2018,57 900 km,988 cm3,129 cv,Sim,Sim,Sedan,Preto,Automática,1,5,5,Classe 1,Tracção dianteira,29 Maio 2024,18 Meses,1,,Usados,22 900,8088084191,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-1-0-i-vtec-executive-cvt-ID8PmMaP.html,Metalizado,114 g/km,Sim,Sim,Sim,"5,70 l/100km",,,"4,60 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane Sport Tourer,,1.5 Blue dCi Limited,Diesel,Dezembro,2018,90 765 km,1 461 cm3,115 cv,Sim,,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,18 Dezembro 2024,18 Meses,1,Nacional,Usados,16 900,8090280042,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PwZpM.html,Metalizado,,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane,,TCe 140 GPF INTENS,Gasolina,Novembro,2019,76 351 km,1 332 cm3,140 cv,Sim,Sim,Utilitário,Azul,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,Usados,19 800,8090698481,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-tce-140-gpf-intens-ID8PxKgN.html,Metalizado,123 g/km,Sim,Sim,Sim,"7,20 l/100km",,,"4,70 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,SEAT,Ibiza,,1.0 TSI FR,Gasolina,Fevereiro,2023,29 978 km,999 cm3,110 cv,Sim,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,1 Fevereiro 2027,18 Meses,,Nacional,Usados,22 000,8092224537,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PE9gB.html,Metalizado,,Sim,Sim,Sim,,,,,,,,,,19 Fevereiro 2026,,,,StandVirtual,Yes,2024-04-10
Profissional,BMW,X1,Série X,16 d sDrive Line Sport,Diesel,Outubro,2017,137 000 km,1 496 cm3,116 cv,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,1 Janeiro 2026,18 Meses,1,,Usados,19 900,8091958021,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-line-sport-ID8PD1WX.html,Metalizado,104 g/km,Sim,Sim,Sim,,Mostrar VIN,"154,36 €",,1 200 km,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Nissan,Juke,,1.0 DIG-T N-Connecta,Gasolina,Abril,2021,44 784 km,999 cm3,114 cv,Sim,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Usados,21 000,8092224534,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-n-connecta-ID8PE9gy.html,Metalizado,,Sim,Sim,Sim,,,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Mercedes-Benz,C 220,Classe C,d AMG Line Aut.,Diesel,Julho,2016,185 000 km,2 143 cm3,170 cv,,Sim,Carrinha,Branco,Automática,9,5,5,Classe 1,Tracção traseira,,18 Meses,2,Importado,Usados,26 500,8091774307,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PCg8P.html,Metalizado,118 g/km,Sim,Sim,Sim,"5,30 l/100km",Mostrar VIN,,"3,80 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Particular,Mercedes-Benz,A 180,Classe A,d AMG Line Aut.,Diesel,Fevereiro,2019,165 000 km,1 461 cm3,116 cv,Sim,,Utilitário,Cinzento,Automática,,5,,,,,,,,Usados,25 000,8091561194,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PBmHv.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,BMW,220,Série 2,d Line Luxury Auto,Diesel,Abril,2015,119 000 km,1 995 cm3,190 cv,Sim,Sim,Cabrio,Cinzento,Automática,8,2,4,Classe 1,Tracção traseira,,18 Meses,,Nacional,Usados,24 900,8091170612,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-220-d-line-luxury-auto-ID8PzJ5O.html,Metalizado,,Sim,Sim,Sim,"4,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,VW,Sharan,,2.0 TDI Confortline,Diesel,Abril,2017,107 952 km,1 968 cm3,150 cv,Sim,Sim,Monovolume,Cinzento,Manual,,5,7,,,,18 Meses,,Nacional,Usados,25 990,8091958014,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-confortline-ID8PD1WQ.html,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,VW,Golf,,1.0 TSI Confortline,Gasolina,Abril,2018,64 968 km,999 cm3,110 cv,Sim,Sim,Sedan,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,Usados,17 490,8091817756,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-confortline-ID8PCrrC.html,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Mercedes-Benz,A 180 Limousine,Classe A,d Progressive Aut.,Diesel,Dezembro,2019,141 000 km,1 461 cm3,116 cv,,Sim,Sedan,Preto,Automática,7,4,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Usados,25 900,8091737021,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PC6rr.html,Metalizado,,,Sim,Sim,,,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,SEAT,Arona,,1.0 TSI Style,Gasolina,Janeiro,2023,24 000 km,999 cm3,95 cv,Sim,,Utilitário,Branco,Manual,,5,5,,,,18 Meses,,Nacional,Usados,19 480,8092224525,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PE9gp.html,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Mégane,,1.5 Blue dCi Limited,Diesel,Junho,2021,59 073 km,1 461 cm3,115 cv,,Sim,Citadino,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Usados,18 500,8092182276,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-limited-ID8PDYgY.html,Metalizado,,Sim,,Sim,,Mostrar VIN,,,,Sim,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Peugeot,Traveller,,1.5 BlueHDi L2H1 Allure Standard,Diesel,Novembro,2018,89 974 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Vermelho,Manual,,5,8,,,,18 Meses,,Nacional,Usados,29 890,8091059658,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-5-bluehdi-l2h1-allure-standard-ID8Pzgee.html,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,Renault,Captur,,0.9 TCE Exclusive,Gasolina,Junho,2020,39 000 km,898 cm3,90 cv,Sim,Sim,Utilitário,Preto,Manual,,5,5,,,,18 Meses,,Nacional,Usados,17 990,8091014584,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8Pz4we.html,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,VW,Sharan,,2.0 TDI Confortline DSG,Diesel,Junho,2016,136 000 km,1 968 cm3,150 cv,,,Monovolume,Azul,Automática,6,5,7,,Tracção dianteira,,18 Meses,,,Usados,23 990,8092092172,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-confortline-dsg-ID8PDAPG.html,Metalizado,137 g/km,,Sim,Sim,"6,20 l/100km",,,"4,70 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
Profissional,VW,New Beetle Cabriolet,,1.2 TSI Design,Gasolina,Junho,2017,69 884 km,1 197 cm3,105 cv,Sim,Sim,Cabrio,Preto,Manual,6,2,5,Classe 1,Tracção dianteira,,18 Meses,1,,Usados,22 750,8091400275,10 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-new-beetle-cabriolet-1-2-tsi-design-ID8PAGQ3.html,Metalizado,125 g/km,Sim,Sim,Sim,"6,60 l/100km",Mostrar VIN,,"4,70 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-10
