Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Bateria,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Número de Mudanças,Origem,Tipo de cor,Classe do veículo,Tracção,IUC,Não fumador,2º Chave,Livro de Revisões completo,IVA Discriminado,Registo(s),Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,ou até,Capacidade da bateria,Autonomia Máxima,Sub-modelo,Autonomia,Consumo Combinado,Consumo,Site,Portugal,Data
Profissional,Renault,Grand Scénic,Diesel,Abril,2018,257 603 km,1 461 cm3,110 cv,,Sim,Sim,Monovolume,Preto,Manual,5,7,,18 Meses,Usados,13 990,8091866124,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-intens-hybrid-assist-ss-ID8PCE1K.html,1.5 dCi Intens Hybrid Assist SS,6,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Tipo Station Wagon,Diesel,Janeiro,2019,189 204 km,1 248 cm3,95 cv,,Sim,Sim,Carrinha,Branco,Manual,5,5,,18 Meses,Usados,11 990,8091898557,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PCMsR.html,1.3 M-Jet Lounge,5,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Ford,Focus SW,Diesel,Março,2018,222 193 km,1 499 cm3,120 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,11 990,8091876179,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-titanium-ID8PCGDW.html,1.5 TDCi Titanium,6,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,Tipo,Diesel,Setembro,2019,199 284 km,1 248 cm3,95 cv,,Sim,Sim,Utilitário,Azul,Manual,5,5,,18 Meses,Usados,11 490,8091898686,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PCMuV.html,1.3 M-Jet Lounge,5,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,308 SW,Diesel,Maio,2019,175 062 km,1 499 cm3,102 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,11 490,8091898732,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PCMwG.html,1.5 BlueHDi Style,6,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Kangoo,Diesel,Junho,2018,107 243 km,1 461 cm3,90 cv,,Sim,Sim,Carrinha,Branco,Manual,5,5,112 g/km,18 Meses,Usados,13 490,8091876245,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-dynamique-s-s-ID8PCGEZ.html,1.5 dCi Dynamique S/S,5,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Smart,ForTwo Coupé,Eléctrico,Abril,2018,34 685 km,,82 cv,,Sim,Sim,Coupé,Branco,Automática,3,2,,18 Meses,Usados,11 490,8091898791,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-passion-ID8PCMvD.html,Electric Drive Passion,,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Corsa,Diesel,Setembro,2018,223 849 km,1 248 cm3,95 cv,,Sim,Sim,Utilitário,Branco,Manual,5,5,94 g/km,18 Meses,Usados,8 190,8091898800,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-business-edition-ID8PCMvM.html,1.3 CDTi Business Edition,5,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Citroën,Berlingo,Diesel,Março,2019,271 147 km,1 499 cm3,102 cv,,Sim,Sim,Carrinha,Branco,Manual,5,5,135 g/km,18 Meses,Usados,13 490,8091876247,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-berlingo-1-5-bluehdi-m-feel-ID8PCGF1.html,1.5 BlueHDi M Feel,5,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Corsa,Gasolina,Fevereiro,2020,81 333 km,1 199 cm3,75 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,,24 Meses,Usados,14 700,8090673913,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-ID8PxDSx.html,,5,Nacional,Metalizado,Classe 1,Tracção dianteira,,,Sim,,Sim,1,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Nissan,Leaf,Eléctrico,Dezembro,2016,62 578 km,,109 cv,Própria,Sim,Sim,Utilitário,Branco,Automática,5,5,,18 Meses,Usados,10 990,8091898825,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-visia-30-kwh-ID8PCMxb.html,Visia+ 30 kWh,,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Clio,Diesel,Janeiro,2018,164 619 km,1 461 cm3,90 cv,,Sim,Sim,Utilitário,Cinzento,Manual,5,5,128 g/km,18 Meses,Usados,10 890,8091775067,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PCgl5.html,1.5 dCi Zen,5,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,308,Diesel,Abril,2018,226 636 km,1 499 cm3,130 cv,,Sim,Sim,Utilitário,Preto,Manual,5,5,82 g/km,18 Meses,Usados,9 790,8091898831,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-active-ID8PCMxh.html,1.5 BlueHDi Active,6,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,308 SW,Diesel,Abril,2019,183 227 km,1 499 cm3,102 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,120 g/km,18 Meses,Usados,11 490,8091898833,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-business-line-ID8PCMxj.html,1.5 BlueHDi Business Line,6,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Skoda,Octavia Break,Diesel,Julho,2018,190 447 km,1 598 cm3,115 cv,,Sim,Sim,Carrinha,Preto,Automática,5,5,139 g/km,18 Meses,Usados,13 790,8091898848,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-1-6-tdi-ambition-dsg-ID8PCMxy.html,1.6 TDI Ambition DSG,7,Nacional,,Classe 1,Tracção dianteira,,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Toyota,Yaris,Gasolina,Fevereiro,2016,90 000 km,998 cm3,69 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,,18 Meses,Usados,10 990,8092180695,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-ps-style-p-techno-p-sport-ID8PDXRt.html,1.0 VVT-i Comfort +PS Style +P.Techno +P.Sport,5,,Metalizado,Classe 1,,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,2008,Diesel,Agosto,2018,71 991 km,1 499 cm3,102 cv,,Sim,Sim,Carrinha,Preto,Manual,5,5,,18 Meses,Usados,15 250,8091688562,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-style-ID8PBTPQ.html,1.5 BlueHDi Style,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Smart,Fortwo Cabrio,Gasolina,Fevereiro,2017,27 739 km,898 cm3,109 cv,,Sim,Sim,Citadino,Preto,Automática,2,2,,18 Meses,Usados,21 500,8090820198,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-0-9-brabus-ID8PyfWY.html,0.9 Brabus,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Countryman,Híbrido Plug-In,Junho,2019,44 990 km,1 499 cm3,224 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,,18 Meses,Usados,27 500,8092065437,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-auto-ID8PDtSt.html,Cooper SE ALL4 Auto,,Nacional,,,,,,,,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,T-Roc Cabrio,Gasolina,Julho,2021,24 500 km,999 cm3,115 cv,,Sim,Sim,SUV / TT,Preto,Manual,2,4,,18 Meses,Usados,29 900,8091521475,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-cabrio-1-0-tsi-style-ID8PBcmT.html,1.0 TSI Style,6,Importado,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,1,"6,30 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500X,Diesel,Fevereiro,2018,89 000 km,1 248 cm3,95 cv,,Sim,Sim,SUV / TT,Cinzento,Manual,5,5,126 g/km,18 Meses,Usados,15 980,8091240420,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-urban-ID8PA1fK.html,1.3 MJ Urban,5,Nacional,Metalizado,Classe 1,Tracção dianteira,113 €,Sim,Sim,Sim,,1,"4,90 l/100km","3,50 l/100km",,15 Fevereiro 2026,,,,1 000 km,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Golf Variant,Diesel,Fevereiro,2017,100 000 km,1 598 cm3,110 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,16 900,8087396210,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-gps-edition-ID8PjTcm.html,1.6 TDi GPS Edition,,Nacional,,Classe 1,,,Sim,Sim,Sim,,,"4,70 l/100km",,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Leon ST,Diesel,Julho,2019,79 000 km,1 598 cm3,115 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,21 900,8088085025,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-fr-s-s-ID8PmMoh.html,1.6 TDI FR S/S,,Nacional,,Classe 1,,,Sim,Sim,Sim,,,"4,80 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Clubman,Diesel,Dezembro,2019,32 503 km,1 496 cm3,116 cv,,Sim,Sim,Carrinha,Cinzento,Automática,6,5,,18 Meses,Usados,23 900,8091544152,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-4business-auto-ID8PBigE.html,One D 4Business Auto,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,3008,Diesel,Setembro,2019,61 260 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,Usados,21 800,8092028640,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-style-ID8PDkiY.html,1.5 BlueHDi Style,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500L,Diesel,Janeiro,2020,61 500 km,1 248 cm3,95 cv,,Sim,Sim,Monovolume,Cinzento,Automática,5,5,,36 Meses,Usados,17 900,8091561097,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-city-cross-mta-ID8PBmFX.html,1.3 MJ City Cross MTA,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,A 160,Gasolina,Março,2022,17 000 km,1 332 cm3,109 cv,,Sim,,Utilitário,Branco,Manual,5,5,,18 Meses,Usados,29 900,8090906260,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-progressive-ID8PyCk4.html,Progressive,,Nacional,,,,,,,,,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X2,Diesel,Junho,2018,69 007 km,1 995 cm3,150 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,,18 Meses,Usados,29 900,8091382526,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-advantage-ID8PACdM.html,18 d sDrive Auto Advantage,,,,,,,,,,,,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Grandland X,Diesel,Fevereiro,2020,66 675 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,Usados,19 900,8091384600,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-business-edition-ID8PACLe.html,1.5 CDTI Business Edition,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Smart,Fortwo Cabrio,Gasolina,Agosto,2017,50 238 km,898 cm3,109 cv,,Sim,Sim,Cabrio,Branco,Automática,2,2,,18 Meses,Usados,21 500,8091374448,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-0-9-brabus-ID8PAA7u.html,0.9 Brabus,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Cooper,Gasolina,Março,2019,22 252 km,1 499 cm3,136 cv,,Sim,Sim,Citadino,Vermelho,Automática,3,4,,18 Meses,Usados,22 900,8091875194,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PCGo2.html,Auto,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Golf Variant,Diesel,Novembro,2019,90 037 km,1 598 cm3,115 cv,,Sim,,Carrinha,Branco,Manual,5,5,,18 Meses,Usados,17 900,8091881060,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PCHUE.html,1.6 TDi Confortline,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,118,Gasolina,Janeiro,2021,64 568 km,1 499 cm3,140 cv,,Sim,,Utilitário,Preto,Automática,5,5,,18 Meses,Usados,24 900,8091875193,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-i-corporate-edition-auto-ID8PCGo1.html,i Corporate Edition Auto,,Nacional,,,,,,,,,,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-04-03
Profissional,Dacia,Sandero,Gasolina,Dezembro,2022,35 313 km,999 cm3,91 cv,,Sim,,SUV / TT,Preto,Manual,5,5,,36 Meses,Usados,15 250,8091882239,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-tce-stepway-essential-ID8PCIdF.html,1.0 TCe Stepway Essential,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Audi,A1 Sportback,Diesel,Outubro,2016,95 458 km,1 422 cm3,90 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,5,,18 Meses,Usados,15 250,8091636768,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-4-tdi-sport-ID8PBGms.html,1.4 TDI Sport,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Cabrio,Diesel,Maio,2018,32 912 km,1 496 cm3,116 cv,,Sim,,Cabrio,Verde,Manual,2,4,,18 Meses,Usados,23 750,8091874081,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-d-ID8PCG65.html,Cooper D,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Captur,Diesel,Junho,2017,92 000 km,1 461 cm3,90 cv,,Sim,Sim,SUV / TT,Azul,Manual,5,5,,18 Meses,Usados,15 500,8091653038,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PBKAS.html,1.5 dCi Exclusive,5,Nacional,,Classe 1,,,Sim,Sim,,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Golf Variant,Diesel,Março,2016,70 000 km,1 598 cm3,110 cv,,Sim,,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,15 900,8091812187,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-bluemotion-confortline-ID8PCpZN.html,1.6 TDi BlueMotion Confortline,6,,,Classe 1,,,Sim,,,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,208,Gasolina,Junho,2023,14 166 km,1 199 cm3,75 cv,,Sim,,Citadino,Cinzento,Manual,5,,,18 Meses,Usados,17 800,8092181454,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PDY3I.html,1.2 PureTech Active Pack,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Audi,A4 Avant,Diesel,Outubro,2017,190 000 km,1 968 cm3,150 cv,,Sim,Sim,Carrinha,Cinzento,Automática,5,5,125 g/km,18 Meses,Usados,21 990,8091631119,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-line-s-tronic-ID8PBETl.html,2.0 TDI S-line S tronic,7,,,Classe 1,,,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Sharan,Diesel,Abril,2017,77 000 km,1 968 cm3,150 cv,,Sim,Sim,Monovolume,Cinzento,Manual,5,7,,18 Meses,Usados,28 900,8088184379,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-confortline-ID8PnceL.html,2.0 TDI Blue Confortline,,Nacional,,Classe 1,,,Sim,Sim,,,,6 l/100km,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,116,Diesel,Maio,2020,107 000 km,1 496 cm3,116 cv,,,,Utilitário,Azul,Automática,5,5,124 g/km,18 Meses,Usados,25 500,8091401505,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PAH9T.html,d Line Sport Auto,7,Nacional,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,1,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-04-03
Profissional,Citroën,Grand C4 Spacetourer,Diesel,Janeiro,2019,84 000 km,1 499 cm3,130 cv,,,Sim,Monovolume,Preto,Manual,5,7,,18 Meses,Usados,19 900,8088784442,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-1-5-bluehdi-shine-ID8PpIlc.html,1.5 BlueHDi Shine,6,Nacional,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,1,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Renault,Clio,Diesel,Março,2020,73 000 km,1 461 cm3,115 cv,,Sim,Sim,Utilitário,Preto,Manual,5,5,,18 Meses,Usados,16 900,8091618088,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-rs-line-ID8PBBwa.html,1.5 Blue dCi RS Line,6,Nacional,Metalizado,Classe 1,,,Sim,Sim,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Leon,Híbrido Plug-In,Março,2021,25 814 km,1 395 cm3,204 cv,,Sim,,Citadino,Branco,Automática,5,,,18 Meses,Usados,26 490,8091870527,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-4-e-hybrid-fr-dsg-ID8PCFaL.html,1.4 e-Hybrid FR DSG,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Grandland X,Diesel,Outubro,2019,91 300 km,1 499 cm3,130 cv,,Sim,Sim,Monovolume,Cinzento,Automática,5,5,,18 Meses,Usados,19 990,8089061095,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-edition-at-ID8PqSjl.html,1.5 CDTI Edition AT,6,Nacional,,Classe 1,Tracção dianteira,,,Sim,Sim,,1,"4,60 l/100km",,,1 Outubro 2025,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Cooper,Gasolina,Dezembro,2014,112 714 km,1 998 cm3,192 cv,,Sim,Sim,Coupé,Preto,Automática,3,4,,18 Meses,Usados,21 950,8091737249,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-auto-desportiva-ID8PC6w7.html,S Auto Desportiva,6,Importado,,Classe 1,Tracção dianteira,,,,,,2,,,,18 Dezembro 2024,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,3008,Diesel,Maio,2021,96 674 km,1 499 cm3,130 cv,,,,SUV / TT,Preto,Automática,5,5,142 g/km,36 Meses,Usados,28 000,8091505263,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-eat8-ID8PB89p.html,1.5 BlueHDi Active Pack EAT8,8,,,,Tracção dianteira,,,,,,,"4,10 l/100km","3,60 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,SEAT,Leon ST,Diesel,Julho,2019,79 000 km,1 598 cm3,115 cv,,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Usados,21 900,8088085025,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-fr-s-s-ID8PmMoh.html,1.6 TDI FR S/S,,Nacional,,Classe 1,,,Sim,Sim,Sim,,,"4,80 l/100km",,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Clubman,Diesel,Dezembro,2019,32 503 km,1 496 cm3,116 cv,,Sim,Sim,Carrinha,Cinzento,Automática,6,5,,18 Meses,Usados,23 900,8091544152,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-4business-auto-ID8PBigE.html,One D 4Business Auto,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Peugeot,3008,Diesel,Setembro,2019,61 260 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,Usados,21 800,8092028640,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-style-ID8PDkiY.html,1.5 BlueHDi Style,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500L,Diesel,Janeiro,2020,61 500 km,1 248 cm3,95 cv,,Sim,Sim,Monovolume,Cinzento,Automática,5,5,,36 Meses,Usados,17 900,8091561097,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-city-cross-mta-ID8PBmFX.html,1.3 MJ City Cross MTA,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,A 160,Gasolina,Março,2022,17 000 km,1 332 cm3,109 cv,,Sim,,Utilitário,Branco,Manual,5,5,,18 Meses,Usados,29 900,8090906260,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-progressive-ID8PyCk4.html,Progressive,,Nacional,,,,,,,,,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X2,Diesel,Junho,2018,69 007 km,1 995 cm3,150 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,,18 Meses,Usados,29 900,8091382526,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-advantage-ID8PACdM.html,18 d sDrive Auto Advantage,,,,,,,,,,,,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,Opel,Grandland X,Diesel,Fevereiro,2020,66 675 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,Usados,19 900,8091384600,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-business-edition-ID8PACLe.html,1.5 CDTI Business Edition,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Smart,Fortwo Cabrio,Gasolina,Agosto,2017,50 238 km,898 cm3,109 cv,,Sim,Sim,Cabrio,Branco,Automática,2,2,,18 Meses,Usados,21 500,8091374448,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-0-9-brabus-ID8PAA7u.html,0.9 Brabus,,Nacional,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,MINI,Cooper,Gasolina,Março,2019,22 252 km,1 499 cm3,136 cv,,Sim,Sim,Citadino,Vermelho,Automática,3,4,,18 Meses,Usados,22 900,8091875194,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-auto-ID8PCGo2.html,Auto,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,VW,Golf Variant,Diesel,Novembro,2019,90 037 km,1 598 cm3,115 cv,,Sim,,Carrinha,Branco,Manual,5,5,,18 Meses,Usados,17 900,8091881060,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PCHUE.html,1.6 TDi Confortline,,Nacional,,,,,,,,,1,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,118,Gasolina,Janeiro,2021,64 568 km,1 499 cm3,140 cv,,Sim,,Utilitário,Preto,Automática,5,5,,18 Meses,Usados,24 900,8091875193,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-i-corporate-edition-auto-ID8PCGo1.html,i Corporate Edition Auto,,Nacional,,,,,,,,,,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-04-03
