Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Número de Mudanças,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Garantia de Fábrica até,ou até,Origem,VIN,Valor Fixo,IVA Discriminado,Inspecção válida até,IUC,Bateria,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,BMW,116,d Pack M Auto,Diesel,Junho,2022,69 000 km,1 496 cm3,116 cv,Sim,Utilitário,Preto,Automática,5,36 Meses,,,,,,,"4,50 l/100km",Usados,32 800,8091560968,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PBmDS.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,Kia,XCeed,1.6 GDi PHEV Drive,Híbrido Plug-In,Agosto,2023,13 000 km,1 580 cm3,141 cv,,SUV / TT,Branco,Automática,5,36 Meses,,Sim,,Sim,,,,Usados,32 490,8091601572,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-gdi-phev-drive-ID8PBxcM.html,Metalizado,6,5,Classe 1,Tracção dianteira,,32 g/km,15 Agosto 2030,150 000 km,Nacional,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,GLA 180,d AMG Line Aut.,Diesel,Janeiro,2018,110 000 km,1 461 cm3,109 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,31 900,8088085999,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-amg-line-aut-ID8PmMDZ.html,,7,5,Classe 1,Tracção dianteira,,,11 Outubro 2023,,,,,,,,,Classe GLA,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Julho,2020,92 000 km,1 950 cm3,306 cv,Sim,Carrinha,Branco,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,39 950,8091875525,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PCGtn.html,,9,5,Classe 1,Tracção traseira,55 km,,,,Importado,,,Sim,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Particular,Skoda,Kodiaq,2.0 TDI Style DSG,Diesel,Janeiro,2021,43 933 km,1 968 cm3,150 cv,,SUV / TT,Preto,Automática,5,,1,Sim,Sim,Sim,,,,Usados,35 950,8091622314,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-kodiaq-2-0-tdi-style-dsg-ID8PBCBk.html,Metalizado,7,7,Classe 1,Tracção dianteira,800 km,144 g/km,,,Nacional,Mostrar VIN,,,25 Janeiro 2025,"258,73 €",,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,e-2008,Allure Pack,Eléctrico,Maio,2023,12 500 km,,136 cv,Sim,SUV / TT,Cinzento,Automática,5,36 Meses,,,,,,,,Usados,34 900,8091561038,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-allure-pack-ID8PBmF0.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X1,25 e xDrive,Híbrido Plug-In,Junho,2021,62 500 km,1 499 cm3,220 cv,Sim,SUV / TT,Castanho,Automática,5,36 Meses,,,,,,,"0,70 l/100km",Usados,36 900,8091560970,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-ID8PBmDU.html,,,5,,Integral,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C5 Aircross,,Híbrido (Gasolina),Outubro,2022,16 519 km,1 598 cm3,225 cv,Sim,SUV / TT,Azul,Automática,5,36 Meses,,,,,,,"1,40 l/100km",Usados,37 990,8091422838,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-ID8PAMHY.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,530,,Híbrido (Gasolina),Setembro,2018,60 000 km,1 998 cm3,252 cv,Sim,Sedan,Cinzento,Automática,4,36 Meses,,,,,,,,Usados,32 500,8091233699,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-ID8PzZwl.html,,,5,,,,44 g/km,12 Março 2027,,Importado,Mostrar VIN,Sim,,,,,Série 5,,,,StandVirtual,Yes,2024-03-12
Particular,BMW,330,e Pack 50 anos M Auto,Híbrido Plug-In,Junho,2020,54 800 km,1 998 cm3,292 cv,,Sedan,Preto,Automática,4,,,Sim,Sim,Sim,,,,Usados,42 500,8092018155,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-pack-50-anos-m-auto-ID8PDhzR.html,Metalizado,8,5,Classe 1,Tracção traseira,,31 g/km,,,,Mostrar VIN,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 200,d Station 9G-TRONIC Avantgarde,Diesel,Fevereiro,2021,161 000 km,1 597 cm3,160 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,1,Sim,Sim,Sim,5 l/100km,,,Usados,32 600,8091499687,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-station-9g-tronic-avantgarde-ID8PB6Ht.html,Metalizado,9,5,Classe 1,Tracção traseira,,,,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 250,d Coupe 9G-TRONIC AMG Line,Diesel,Novembro,2017,108 000 km,2 143 cm3,204 cv,Sim,Coupé,Branco,Automática,2,18 Meses,1,Sim,Sim,Sim,"4,80 l/100km",,,Usados,36 600,8089610722,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-coupe-9g-tronic-amg-line-ID8Ptbii.html,,9,4,Classe 1,Tracção traseira,,,,,Nacional,,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 250,d Coupe 9G-TRONIC AMG Line,Diesel,Abril,2017,224 000 km,2 143 cm3,204 cv,Sim,Coupé,Cinzento,Automática,2,18 Meses,1,Sim,Sim,Sim,"4,80 l/100km",,,Usados,32 900,8090761766,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-coupe-9g-tronic-amg-line-ID8Py0Jv.html,Metalizado,,,Classe 1,Tracção traseira,,,,,Nacional,,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X5,25 d sDrive Pack M,Diesel,Setembro,2017,170 000 km,1 995 cm3,231 cv,Sim,SUV / TT,Castanho,Automática,5,18 Meses,1,Sim,Sim,Sim,"5,90 l/100km",,,Usados,39 999,8090958703,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-pack-m-ID8PyPXW.html,Metalizado,8,7,Classe 1,Tracção traseira,,,,,Nacional,,Sim,,,,,Série X,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Fevereiro,2023,25 100 km,1 496 cm3,116 cv,Sim,Sedan,Cinzento,Automática,4,36 Meses,1,Sim,Sim,Sim,,,,Usados,36 950,8092020643,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PDidZ.html,Metalizado,,5,Classe 1,Tracção traseira,,,28 Fevereiro 2026,,,,,,,,,Série 2,,,,StandVirtual,Yes,2024-03-12
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV eMotion,Híbrido Plug-In,Outubro,2022,27 000 km,2 360 cm3,202 cv,,SUV / TT,Vermelho,Automática,5,36 Meses,,Sim,,Sim,,,,Usados,36 990,8091601678,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-emotion-ID8PBxeu.html,,1,5,,Integral,,46 g/km,15 Outubro 2027,100 000 km,Nacional,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-12
Particular,Mercedes-Benz,A 45 AMG,4-Matic,Gasolina,Outubro,2017,62 000 km,1 991 cm3,381 cv,,Utilitário,Vermelho,Automática,5,,,,,,"9,20 l/100km","5,60 l/100km",,Usados,42 350,8092020635,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4-matic-ID8PDidR.html,,7,5,,Integral,,162 g/km,,,,Mostrar VIN,,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna Xtronic,Gasolina,Maio,2023,8 500 km,1 332 cm3,158 cv,Sim,SUV / TT,Azul,Automática,5,26 Meses,,,,,,,"6,40 l/100km",Usados,38 990,8091560939,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-xtronic-ID8PBmDp.html,,,5,,,,,30 Maio 2026,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308,1.5 BlueHDi Allure EAT8,Diesel,Julho,2023,15 500 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"4,60 l/100km",Usados,33 990,8091877194,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-allure-eat8-ID8PCGUi.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure Pack EAT8,Diesel,Setembro,2023,9 500 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Automática,5,36 Meses,,,,,,,"4,60 l/100km",Usados,33 990,8091877196,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-pack-eat8-ID8PCGUk.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C5 Aircross,1.2 Hybrid C-Series e-DSC6,Híbrido (Gasolina),Dezembro,2022,24 472 km,1 199 cm3,136 cv,Sim,SUV / TT,Branco,Automática,5,36 Meses,,,,,,,"1,40 l/100km",Usados,37 990,8091877192,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-2-hybrid-c-series-e-dsc6-ID8PCGUg.html,,,5,,,,,1 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Tesla,Model Y,Long Range Dual Motor AWD,Eléctrico,Novembro,2022,19 900 km,,514 cv,Sim,SUV / TT,Branco,Automática,5,18 Meses,1,,Sim,Sim,,,,Usados,43 799,8091560848,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PBmBV.html,,,5,Classe 1,,,,,,Importado,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 200 Limousine,AMG Line Aut.,Gasolina,Março,2022,8 500 km,1 332 cm3,163 cv,Sim,Sedan,Cinzento,Automática,4,24 Meses,,,,,,,"5,70 l/100km",Usados,41 000,8091422548,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-limousine-amg-line-aut-ID8PAMDi.html,,,5,,,,,,,Nacional,Mostrar VIN,Sim,,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.5 e-Power N-Connecta,Híbrido (Gasolina),Abril,2023,9 400 km,1 497 cm3,190 cv,Sim,SUV / TT,Prateado,Automática,5,36 Meses,,,,,,,,Usados,37 890,8091560940,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-e-power-n-connecta-ID8PBmDq.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane E-Tech,,Eléctrico,Junho,2023,12 164 km,,218 cv,Sim,Utilitário,Cinzento,Manual,5,36 Meses,,,,,,,,Usados,39 950,8091385000,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ID8PACRG.html,,,,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Novembro,2019,85 000 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,,,Sim,Sim,,,,Usados,34 900,8091422236,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PAMyg.html,,8,5,Classe 1,,,,,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Citroën,C5 Aircross,,Híbrido (Gasolina),Outubro,2022,16 519 km,1 598 cm3,225 cv,Sim,SUV / TT,Azul,Automática,5,36 Meses,,,,,,,"1,40 l/100km",Usados,37 990,8091422336,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-ID8PAMzS.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Countryman,One D Northwood Edition Auto,Diesel,Maio,2021,40 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Automática,5,36 Meses,,,,,,,"4,90 l/100km",Usados,34 900,8091384885,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-northwood-edition-auto-ID8PACPP.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Cooper,S Resolute Edition Auto Desportiva,Gasolina,Março,2023,15 000 km,1 998 cm3,178 cv,Sim,Utilitário,Verde,Automática,5,36 Meses,,,,,,,"5,90 l/100km",Usados,39 990,8091011648,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-resolute-edition-auto-desportiva-ID8Pz3JS.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Cupra,Born,58 kWh,Eléctrico,Agosto,2022,27 250 km,,204 cv,,Utilitário,Cinzento,Automática,5,36 Meses,,,,,,,,Usados,33 990,8090787768,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8Py7uU.html,,,5,,,,,,,Nacional,Mostrar VIN,Sim,Sim,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta Xtronic,Gasolina,Julho,2023,9 800 km,1 332 cm3,158 cv,Sim,SUV / TT,Branco,Automática,5,36 Meses,,,,,,,"6,40 l/100km",Usados,35 990,8091422577,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-xtronic-ID8PAMDL.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,116,d Line Sport Auto,Diesel,Junho,2022,54 000 km,1 496 cm3,116 cv,Sim,Utilitário,Preto,Automática,5,36 Meses,,,,,,,"4,60 l/100km",Usados,31 800,8091560965,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PBmDP.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,Série 1,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,530,e iPerformance Pack M,Híbrido Plug-In,Fevereiro,2018,70 000 km,1 998 cm3,252 cv,Sim,Sedan,Azul,Automática,4,18 Meses,1,Sim,Sim,Sim,,,,Usados,34 990,8090586529,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Pxh97.html,Metalizado,,5,Classe 1,,,,,,Nacional,,Sim,,,,,Série 5,,,,StandVirtual,Yes,2024-03-12
Profissional,Renault,Mégane E-Tech,,Eléctrico,Setembro,2023,5 204 km,,218 cv,Sim,Utilitário,Cinzento,Manual,5,36 Meses,,,,,,,,Usados,43 750,8091385003,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ID8PACRJ.html,,,,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Peugeot,3008,1.5 BlueHDi GT EAT8,Diesel,Fevereiro,2023,13 569 km,1 499 cm3,130 cv,Sim,SUV / TT,Azul,Automática,5,36 Meses,,,,,,,"5,50 l/100km",Usados,37 490,8091560855,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-eat8-ID8PBmC3.html,,,5,,,,,12 Março 2027,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Julho,2023,12 981 km,1 332 cm3,218 cv,Sim,Utilitário,Branco,Automática,5,24 Meses,,,,Sim,,,"0,80 l/100km",Usados,37 000,8091861979,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PCCVT.html,,,5,,Tracção dianteira,,,,,Nacional,Mostrar VIN,Sim,Sim,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido Plug-In,Julho,2023,10 575 km,1 332 cm3,218 cv,,Utilitário,Prateado,Automática,5,24 Meses,,,,Sim,,,"0,80 l/100km",Usados,37 700,8091861982,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PCCVV.html,,,5,,Tracção dianteira,,,,,Nacional,Mostrar VIN,Sim,Sim,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,MINI,Clubman,Cooper D Premium Yours Auto,Diesel,Janeiro,2020,30 000 km,1 995 cm3,150 cv,Sim,Carrinha,Azul,Automática,6,18 Meses,1,Sim,Sim,Sim,,,,Usados,31 990,8090112315,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-premium-yours-auto-ID8PwhMw.html,Metalizado,,5,Classe 1,Tracção dianteira,,,,,Nacional,,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2020,58 200 km,1 461 cm3,116 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,,,,,,,,Usados,33 750,8091543975,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PBidN.html,,,5,,Tracção traseira,,,,,Nacional,,Sim,,2 Fevereiro 2024,,,Classe CLA,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,520,d Line Luxury Auto,Diesel,Agosto,2019,63 500 km,1 995 cm3,190 cv,Sim,Carrinha,Azul,Automática,5,18 Meses,1,,,,,,,Usados,35 500,8090888220,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PyxD6.html,,,5,,Tracção traseira,,,,,Nacional,,Sim,,8 Agosto 2025,,,Série 5,,,,StandVirtual,Yes,2024-03-12
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sim,Sedan,Cinzento,Automática,4,18 Meses,1,Sim,Sim,Sim,,,,Usados,31 990,8090757275,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,,8,5,Classe 1,Integral,,148 g/km,,,Nacional,,Sim,,1 Julho 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,1,Sim,Sim,Sim,,,,Usados,33 750,8091790481,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Metalizado,9,5,Classe 1,Integral,,,,,Nacional,,Sim,Sim,23 Setembro 2025,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 200,d AMG Line Aut.,Diesel,Junho,2023,17 010 km,1 950 cm3,150 cv,,Utilitário,Preto,Automática,5,24 Meses,,,,Sim,,,"4,90 l/100km",Usados,40 000,8091833742,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-amg-line-aut-ID8PCwBs.html,,,5,,,,,,,Nacional,Mostrar VIN,Sim,Sim,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV Black Edition,Híbrido Plug-In,Agosto,2023,7 037 km,2 360 cm3,188 cv,,SUV / TT,Cinzento,Automática,5,53 Meses,,,,,,,2 l/100km,Usados,43 000,8091793191,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-black-edition-ID8PCl3p.html,,,5,,,,,28 Agosto 2028,,Nacional,Mostrar VIN,Sim,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Tesla,Model S,100D,Eléctrico,Junho,2017,41 000 km,,525 cv,Sim,Sedan,Cinzento,Automática,5,18 Meses,,,Sim,Sim,,,,Usados,45 000,8091618792,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-s-100d-ID8PBBGv.html,Metalizado,,5,Classe 1,Integral,539 km,,,,Nacional,Mostrar VIN,,,,,,,539 km,,,StandVirtual,Yes,2024-03-12
Profissional,Hyundai,Santa Fe,2.2 CRDi 4WD Auto Premium,Diesel,Março,2019,78 000 km,2 199 cm3,200 cv,Sim,SUV / TT,Branco,Automática,5,18 Meses,,Sim,Sim,Sim,"7,10 l/100km",,,Usados,35 000,8091396763,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-santa-fe-2-2-crdi-4wd-auto-premium-ID8PAFWp.html,Pérola,,5,,Integral,,,,,Importado,,,,,,,,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Dezembro,2019,107 090 km,1 950 cm3,306 cv,Sim,Sedan,Cinzento,Automática,4,36 Meses,1,Sim,Sim,Sim,,,,Usados,34 990,8091937584,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PCVCk.html,,9,5,Classe 1,Tracção traseira,,,,,Nacional,,,,,,,Classe C,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido Plug-In,Novembro,2020,78 400 km,1 332 cm3,218 cv,Sim,Carrinha,Preto,Automática,5,18 Meses,,Sim,Sim,Sim,,,2 l/100km,Usados,36 900,8091843314,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8PCy5Q.html,Metalizado,,5,Classe 1,Tracção dianteira,68 km,,,,,,Sim,,11 Novembro 2024,,,Classe CLA,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Junho,2022,25 700 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,Automática,4,24 Meses,,Sim,,Sim,,,5 l/100km,Usados,36 000,8091885513,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8PCJ4t.html,,,5,,Tracção dianteira,,,,,Nacional,Mostrar VIN,Sim,Sim,,,,Classe A,,,,StandVirtual,Yes,2024-03-12
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Agosto,2016,159 000 km,1 950 cm3,194 cv,Sim,Sedan,Preto,Automática,4,18 Meses,,Sim,Sim,Sim,,,,Usados,32 990,8091937500,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PCVAY.html,,,5,Classe 1,,,119 g/km,,,,,Sim,,,,,Classe E,,,,StandVirtual,Yes,2024-03-12
Particular,Mercedes-Benz,GLC 300,4Matic 9G-TRONIC Exclusive,Gasolina,Dezembro,2017,72 000 km,1 991 cm3,245 cv,,SUV / TT,Cinzento,Automática,5,,,,,,"9,70 l/100km","6,60 l/100km",,Usados,32 000,8091843282,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-300-4matic-9g-tronic-exclusive-ID8PCy5k.html,Metalizado,9,,Classe 2,Integral,520 km,,,,Importado,,,,8 Agosto 2024,,,Classe GLC,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,320,d Touring Pack M Auto,Diesel,Dezembro,2019,116 000 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Automática,5,18 Meses,,Sim,Sim,Sim,,,,Usados,35 990,8091937495,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-auto-ID8PCVAT.html,Metalizado,,5,Classe 1,,,138 g/km,,,,,Sim,,,,,Série 3,,,,StandVirtual,Yes,2024-03-12
Particular,Mercedes-Benz,GLC 250,d Coupe 4Matic 9G-TRONIC,Diesel,Fevereiro,2018,170 000 km,2 143 cm3,204 cv,,Coupé,Azul,Automática,5,,,,,,"6,90 l/100km",,,Usados,42 800,8088839495,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-coupe-4matic-9g-tronic-ID8PpVF9.html,,9,,Classe 1,,,,,,,,,,,,,Classe GLC,,,,StandVirtual,Yes,2024-03-12
Particular,Mercedes-Benz,GLC 250,d Coupe 4Matic 9G-TRONIC,Diesel,Fevereiro,2018,170 000 km,2 143 cm3,204 cv,,Coupé,Azul,Automática,5,,,,,,"6,90 l/100km",,,Usados,42 800,8088839495,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-coupe-4matic-9g-tronic-ID8PpVF9.html,,9,,Classe 1,,,,,,,,,,,,,Classe GLC,,,,StandVirtual,Yes,2024-03-12
Profissional,BMW,X4,xDrive20d Aut.,Diesel,Novembro,2017,51 900 km,1 995 cm3,190 cv,Sim,SUV / TT,Preto,Automática,5,18 Meses,1,Sim,,Sim,,,,Usados,35 900,8092001525,12 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x4-xdrive20d-aut-ID8PDdfD.html,,,5,Classe 1,,,,,,Importado,,,,,,,Série X,,,,StandVirtual,Yes,2024-03-12
