Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Inspecção válida até,Origem,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Livro de Revisões completo,Registo(s),Consumo Combinado,Autonomia Máxima,IUC,Sub-modelo,Garantia de Fábrica até,Autonomia,Bateria,Capacidade da bateria,ou até,Consumo,Site,Portugal,Data
Profissional,BMW,420,i Line Sport Auto,Gasolina,Novembro,2019,70 000 km,1 998 cm3,184 cv,Coupé,Cinzento,Metalizado,Automática,,2,4,,,,,,Sim,Sim,,,Usados,,33 889,8089406668,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-i-line-sport-auto-ID8Pskd6.html,,Sim,,18 Meses,Sim,,,,,Série 4,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,E 220,,Diesel,Outubro,2017,132 000 km,1 950 cm3,194 cv,Cabrio,Preto,,Automática,9,2,4,Classe 1,,,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,44 450,8091867381,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8PCEm1.html,Sim,,Sim,18 Meses,,,,,,Classe E,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Audi,A4 Avant,35 TDI S line S tronic,Diesel,Junho,2021,149 000 km,1 968 cm3,163 cv,Carrinha,Branco,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,131 g/km,,Importado,,Sim,"4,30 l/100km","3,60 l/100km",Usados,,31 850,8091280445,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-35-tdi-s-line-s-tronic-ID8PAbFj.html,,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,C 200,AMG Line Aut.,Gasolina,Março,2020,57 000 km,1 497 cm3,184 cv,Cabrio,Branco,Metalizado,Automática,9,2,4,Classe 1,Tracção traseira,170 g/km,,Importado,,Sim,"8,70 l/100km","5,60 l/100km",Usados,Mostrar VIN,42 500,8091820427,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-amg-line-aut-ID8PCs8H.html,,,Sim,18 Meses,Sim,,,,,Classe C,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,330,e Aut. M Sport,Híbrido Plug-In,Outubro,2019,91 000 km,1 998 cm3,184 cv,Sedan,Cinzento,,Automática,8,4,,,Tracção traseira,38 g/km,,,Sim,Sim,,,Usados,,34 999,8091898428,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-aut-m-sport-ID8PCMqM.html,Sim,,Sim,18 Meses,Sim,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Agosto,2019,81 000 km,2 143 cm3,190 cv,SUV / TT,Cinzento,,Automática,8,5,5,Classe 1,Tracção traseira,146 g/km,,Nacional,Sim,Sim,"6,10 l/100km","4,80 l/100km",Usados,Mostrar VIN,32 450,8089849254,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PublA.html,Sim,,Sim,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Peugeot,508,,Híbrido (Gasolina),Dezembro,2020,61 500 km,1 598 cm3,225 cv,Sedan,Preto,Metalizado,Automática,8,5,5,,,,,Nacional,,Sim,,,Usados,,33 900,8090414531,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-ID8PvyoX.html,Sim,,Sim,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido Plug-In,Junho,2021,14 660 km,1 332 cm3,218 cv,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,32 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,39 900,8089554219,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PsVAX.html,,Sim,Sim,18 Meses,Sim,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Outubro,2014,175 000 km,1 991 cm3,360 cv,Sedan,Preto,,Automática,7,4,5,Classe 1,,,,,Sim,Sim,,,Usados,,34 500,8091331050,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8PAoPv.html,Sim,,Sim,18 Meses,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Janeiro,2018,82 000 km,1 995 cm3,231 cv,SUV / TT,Preto,,Automática,,5,7,Classe 2,,139 g/km,,Nacional,Sim,Sim,"5,90 l/100km",,Usados,Mostrar VIN,44 900,8088991907,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PqAjp.html,Sim,,Sim,18 Meses,,,,,,Série X,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,116,d Advantage,Diesel,Março,2023,8 728 km,1 496 cm3,116 cv,Citadino,Preto,,Manual,,5,,,,,,Nacional,,,,,Usados,,32 490,8091622420,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PBCD2.html,Sim,,,18 Meses,,,,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,GLA 180,Urban,Gasolina,Julho,2019,51 564 km,1 595 cm3,122 cv,SUV / TT,Vermelho,,Manual,6,5,5,,,,,Nacional,Sim,,,,Usados,,32 000,8090847419,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-urban-ID8Pyn11.html,,,Sim,36 Meses,Sim,1,,,,Classe GLA,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,518,d Line Luxury Auto,Diesel,Junho,2019,93 000 km,1 995 cm3,150 cv,Carrinha,Cinzento,,Automática,8,5,5,,Tracção traseira,156 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,31 450,8090257433,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-518-d-line-luxury-auto-ID8PwTx7.html,,,,18 Meses,,,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-10
Particular,Land Rover,Range Rover Sport,3.0 SDV6 HSE,Diesel,Outubro,2014,140 000 km,2 993 cm3,292 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 2,Integral,199 g/km,22 Outubro 2024,Nacional,Sim,Sim,"8,70 l/100km",,Usados,Mostrar VIN,43 500,8089414931,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-sport-3-0-sdv6-hse-ID8Psmmn.html,,,,,Sim,1,,,,,,,,,100 000 km,,StandVirtual,Yes,2024-03-10
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Janeiro,2019,80 726 km,2 143 cm3,204 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,,Nacional,,,,,Usados,,44 500,8091636757,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PBGmh.html,Sim,,Sim,18 Meses,,,,,,Classe GLC,,,,,,,StandVirtual,Yes,2024-03-10
Profissional,BMW,520,d Pack M Auto,Diesel,Março,2018,107 200 km,1 995 cm3,190 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,,,Nacional,Sim,Sim,,,Usados,,33 800,8088719530,10 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Pprse.html,,,Sim,18 Meses,Sim,,,,,Série 5,,,,,,,StandVirtual,Yes,2024-03-10
