Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Autonomia,Capacidade da bateria,Bateria,Lotação,Origem,IVA Discriminado,IVA dedutível,Número de Mudanças,Emissões CO2,IUC,Inspecção válida até,Registo(s),Consumo Extra Urbano,Consumo Combinado,Autonomia Máxima,Filtro de partículas,Clássico,Sub-modelo,ou até,Garantia de Fábrica até,Consumo,Site,Portugal
Profissional,Citroën,C5 Aircross,1.5 BlueHDi Feel Pack,Diesel,Março,2021,27 800 km,1 499 cm3,130 cv,,,,SUV / TT,Preto,,Manual,5,,,36 Meses,,,,"4,60 l/100km",Usados,30 750        EUR,8090038402,3 Agosto 2023,,,,5,Nacional,,,,106 g/km,,,1,"3,80 l/100km","4,10 l/100km",,,,,,,,StandVirtual,Yes
Particular,Tesla,Model S,75D AWD,Eléctrico,Outubro,2017,125 000 km,,332 cv,Sim,,,Sedan,Cinzento,,Automática,5,,,,,,Sim,,Usados,39 900        EUR,8089237853,3 Agosto 2023,360 km,75 kWh,Própria,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,135 280 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,34 990        EUR,8089608724,3 Agosto 2023,,,,5,Nacional,Sim,Sim,8,155 g/km,"271,56 €",27/11/2025,1,,,,,,Série 5,,,,StandVirtual,Yes
Profissional,VW,Passat,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Julho,2020,93 000 km,1 395 cm3,218 cv,Sim,Sim,Sim,Sedan,Cinzento,,Automática,4,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,31 750        EUR,8089077636,3 Agosto 2023,,,,5,Nacional,,Sim,,,144 €,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6,3.0 TDi V6 quattro S tronic,Diesel,Maio,2017,167 000 km,2 967 cm3,218 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,4,Classe 1,Integral,18 Meses,Sim,Sim,Sim,"5,50 l/100km",Usados,33 900        EUR,8087476929,3 Agosto 2023,,,,5,Nacional,Sim,Sim,7,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Jaguar,F-Pace,2.0 i4D Prestige Aut.,Diesel,Setembro,2019,144 000 km,1 999 cm3,180 cv,Sim,,,SUV / TT,Cinzento,Metalizado,Automática,5,,Integral,,,Sim,Sim,,Usados,35 900        EUR,8088508294,3 Agosto 2023,,,,5,Importado,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,320,d Touring Line Sport Auto,Diesel,Junho,2020,29 800 km,1 995 cm3,190 cv,,,,Carrinha,Preto,Metalizado,Automática,5,Classe 1,Tracção traseira,,,Sim,Sim,,Usados,38 500        EUR,8089657849,3 Agosto 2023,,,,5,Importado,,,8,126 g/km,,01/06/2024,2,,,,,,Série 3,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 i4D R-Sport Aut.,Diesel,Julho,2017,130 000 km,1 999 cm3,180 cv,Sim,Sim,Sim,SUV / TT,Preto,,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,"6,20 l/100km",Usados,37 990        EUR,8087167638,3 Agosto 2023,,,,5,Nacional,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Particular,Skoda,Octavia Break,1.4 TSI iV Style DSG,Híbrido (Gasolina),Fevereiro,2021,38 000 km,1 395 cm3,204 cv,,,,Carrinha,Branco,Pérola,Automática,5,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,Usados,33 000        EUR,8090087456,3 Agosto 2023,60 km,,,5,,,,6,,,,,,,700 km,,,,,,"14,30 kWh/100km",StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech GT Line EAT8,Gasolina,Agosto,2022,20 800 km,1 199 cm3,130 cv,,Sim,Sim,Citadino,Branco,Pérola,Automática,5,,Tracção dianteira,36 Meses,,Sim,Sim,,Usados,30 900        EUR,8089948895,3 Agosto 2023,,,,5,,,,8,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.2 PureTech GT Pack EAT8,Gasolina,Abril,2022,21 100 km,1 199 cm3,130 cv,,Sim,Sim,Monovolume,Cinzento,Metalizado,Automática,5,,,24 Meses,,Sim,Sim,"6,10 l/100km",Usados,35 900        EUR,8089440107,3 Agosto 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,2.0 TSI S&S DSG Cupra 290,Gasolina,Julho,2019,45 400 km,1 984 cm3,290 cv,,,Sim,Utilitário,Branco,Metalizado,Automática,5,,,36 Meses,,,,,Usados,33 950        EUR,8090221167,3 Agosto 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Dezembro,2021,103 066 km,,204 cv,Sim,,Sim,SUV / TT,Preto,,Automática,5,,Tracção dianteira,18 Meses,Sim,Sim,,,Usados,30 990        EUR,8088737640,3 Agosto 2023,375 km,64 kWh,Própria,5,Nacional,Sim,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,30 TFSI S line S tronic,Gasolina,Abril,2022,19 000 km,999 cm3,110 cv,,Sim,Sim,Citadino,Preto,,Automática,5,,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,33 500        EUR,8090045505,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Ioniq 5,73kWh Vanguard,Eléctrico,Fevereiro,2022,33 000 km,,218 cv,Sim,,,Sedan,Cinzento,,Automática,5,Classe 1,,36 Meses,,,Sim,,Usados,44 950        EUR,8089963848,3 Agosto 2023,,,,5,Importado,Sim,,,,,,1,,,,,,,,01/01/0001,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 64kWh Premium+LED,Eléctrico,Abril,2021,21 000 km,,204 cv,,Sim,,SUV / TT,Branco,,Automática,5,,,18 Meses,Sim,,Sim,,Usados,34 500        EUR,8089553130,3 Agosto 2023,,,Própria,5,Nacional,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Julho,2021,35 134 km,1 496 cm3,116 cv,,Sim,Sim,Coupé,Azul,,Automática,4,Classe 1,Tracção dianteira,18 Meses,,,Sim,,Usados,40 450        EUR,8088712554,3 Agosto 2023,,,,5,Nacional,,,7,,,,,,,,,,Série 2,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2018,100 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,,Usados,33 500        EUR,8088881574,3 Agosto 2023,,,,5,Nacional,Sim,Sim,,,,,1,,,,,,Série 5,,,,StandVirtual,Yes
Profissional,Jeep,Compass,1.3 TG 4Xe Limited,Híbrido (Gasolina),Agosto,2021,38 000 km,1 332 cm3,190 cv,,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,5,Classe 1,Integral,18 Meses,Sim,Sim,Sim,,Usados,33 490        EUR,8089763390,3 Agosto 2023,49 km,,,5,,,,7,,140 €,,1,,,,,,,,31/07/2023,"16,60 kWh/100km",StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,34 600 km,1 950 cm3,116 cv,Sim,,,Utilitário,Branco,,Automática,5,,,24 Meses,,,,,Usados,32 500        EUR,8089159369,3 Agosto 2023,,,,5,Nacional,,,,,,,,,5 l/100km,,,,Classe A,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,39 601 km,1 950 cm3,116 cv,Sim,,,Utilitário,Branco,,Automática,5,,,24 Meses,,,,,Usados,32 500        EUR,8089159277,3 Agosto 2023,,,,5,Nacional,,,,,,,,,5 l/100km,,,,Classe A,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Setembro,2019,39 000 km,1 969 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Cinzento,,Automática,5,Classe 1,,18 Meses,Sim,,Sim,,Usados,44 999        EUR,8089989232,3 Agosto 2023,,,,5,Nacional,,Sim,8,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,2.0 TDI Style,Diesel,Abril,2022,19 873 km,1 968 cm3,115 cv,,Sim,Sim,SUV / TT,Branco,,Manual,5,,Tracção dianteira,18 Meses,,,Sim,,Usados,33 950        EUR,8089277004,3 Agosto 2023,,,,5,Nacional,,,6,129 g/km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Coupe 9G-TRONIC AMG Line,Diesel,Julho,2016,110 000 km,2 143 cm3,170 cv,,Sim,Sim,Coupé,Branco,Pérola,Automática,2,,,18 Meses,Sim,,Sim,5 l/100km,Usados,33 900        EUR,8089664866,3 Agosto 2023,,,,,Importado,,,,,,,,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line 7L,Diesel,Março,2019,118 000 km,1 950 cm3,194 cv,,Sim,Sim,Carrinha,Preto,,Automática,5,Classe 1,,18 Meses,Sim,,Sim,"5,80 l/100km",Usados,41 500        EUR,8089665600,3 Agosto 2023,,,,7,Nacional,,Sim,9,,,,,,,,,,Classe E,,,,StandVirtual,Yes
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Agosto,2022,9 km,,136 cv,,Sim,Sim,SUV / TT,Preto,,Automática,5,,,36 Meses,,,,,Usados,43 500        EUR,8088993353,3 Agosto 2023,,,Própria,,Importado,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Mokka-e,GS,Eléctrico,Agosto,2022,8 km,,136 cv,,Sim,Sim,SUV / TT,Cinzento,,Automática,5,,,36 Meses,,,,,Usados,44 500        EUR,8088993205,3 Agosto 2023,,,Própria,,Importado,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C5 Aircross,1.6 Hybrid Shine e-EAT8,Híbrido (Gasolina),Maio,2022,22 414 km,1 598 cm3,225 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Pérola,Automática,5,Classe 1,Tracção dianteira,36 Meses,,,,,Usados,39 450        EUR,8088905136,3 Agosto 2023,,,,5,Nacional,,,8,39 g/km,,,1,,"1,70 l/100km",,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D3 Momentum,Diesel,Outubro,2018,156 585 km,1 969 cm3,150 cv,Sim,,Sim,SUV / TT,Branco,,Manual,5,,Tracção dianteira,18 Meses,Sim,Sim,,,Usados,30 990        EUR,8088905160,3 Agosto 2023,,,,5,Nacional,Sim,Sim,,131 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,,Diesel,Outubro,2019,89 984 km,1 995 cm3,150 cv,Sim,,,Carrinha,Cinzento,,Manual,5,,,36 Meses,,,,"5,60 l/100km",Usados,36 900        EUR,8089491398,3 Agosto 2023,,,,5,Nacional,,,,,,,,"4,20 l/100km","4,80 l/100km",,,,Série 3,,03/08/2026,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 Diesel 16V AT8 Q4 B-Tech,Diesel,Julho,2018,119 852 km,2 143 cm3,210 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,5,Classe 1,Integral,18 Meses,Sim,Sim,Sim,"6,70 l/100km",Usados,37 500        EUR,8089300397,3 Agosto 2023,,,,5,Nacional,,,8,,240 €,01/06/2024,,,,,Sim,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC AMG Line,Diesel,Março,2019,77 415 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,,24 Meses,Sim,Sim,Sim,"5,20 l/100km",Usados,36 750        EUR,8089624681,3 Agosto 2023,,,,5,Nacional,Sim,,9,,,01/03/2025,1,,,,Sim,,Classe C,,,,StandVirtual,Yes
Profissional,BMW,X2,20 d sDrive Auto,Diesel,Agosto,2019,49 000 km,1 995 cm3,190 cv,Sim,Sim,,SUV / TT,Amarelo,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,,Sim,Sim,,Usados,37 950        EUR,8089189188,3 Agosto 2023,,,,5,Importado,,,8,137 g/km,,,1,,,,,,Série X,,,,StandVirtual,Yes
Profissional,Peugeot,5008,BlueHDI 130 EAT8 Active Pack,Diesel,Fevereiro,2020,139 000 km,1 499 cm3,130 cv,Sim,,,Monovolume,Cinzento,,Automática,5,Classe 1,,18 Meses,,,Sim,,Usados,30 950        EUR,8089944322,3 Agosto 2023,,,,7,Importado,Sim,,8,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,Shooting Brake AMG Line Aut.,Gasolina,Fevereiro,2022,18 000 km,1 332 cm3,163 cv,Sim,,,Carrinha,Preto,,Automática,5,Classe 1,,36 Meses,,Sim,Sim,,Usados,39 950        EUR,8089346856,3 Agosto 2023,,,,5,Importado,,,7,,,,1,,,,,,Classe CLA,,01/01/0001,,StandVirtual,Yes
Profissional,BMW,330,i Pack M Auto,Gasolina,Dezembro,2018,42 000 km,1 998 cm3,252 cv,,,Sim,Sedan,Branco,,Automática,4,,,18 Meses,,,,,Usados,41 500        EUR,8090220883,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,Série 3,,,,StandVirtual,Yes
Profissional,VW,Amarok,3.0 TDI CD Highline Plus 4Motion Aut.,Diesel,Março,2018,166 000 km,2 967 cm3,224 cv,Sim,,,SUV / TT,Preto,,Automática,4,Classe 2,Integral,18 Meses,,Sim,Sim,,Usados,39 950        EUR,8089635453,3 Agosto 2023,,,,5,,,,,,,,1,,,,,,,,,,StandVirtual,Yes
Particular,Jeep,Renegade,1.3 TG 4Xe Upland,Híbrido (Gasolina),Abril,2023,3 500 km,1 332 cm3,240 cv,Sim,,,SUV / TT,Azul,Mate,Automática,5,Classe 1,Integral,,Sim,Sim,Sim,,Usados,41 500        EUR,8090109961,3 Agosto 2023,,,,5,Nacional,,,6,43 g/km,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2022,16 000 km,1 950 cm3,116 cv,Sim,,,Utilitário,Cinzento,,Automática,5,,,24 Meses,,,,,Usados,40 400        EUR,8089720469,3 Agosto 2023,,,,5,Nacional,,,,,,,,,5 l/100km,,,,Classe A,,,,StandVirtual,Yes
Profissional,BMW,425,d Pack M Auto,Diesel,Fevereiro,2016,119 226 km,1 995 cm3,218 cv,Sim,Sim,Sim,Coupé,Cinzento,,Automática,2,Classe 1,,18 Meses,,,Sim,,Usados,30 900        EUR,8089862312,3 Agosto 2023,,,,4,Nacional,,,8,,,,1,,,,,,Série 4,,,,StandVirtual,Yes
Particular,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Junho,2021,35 000 km,,513 cv,,,,Sedan,Cinzento,Mate,Automática,4,,Integral,,,Sim,Sim,,Usados,43 500        EUR,8089371167,3 Agosto 2023,567 km,,,5,Nacional,,,,,,,,,,,,,,,,"16,60 kWh/100km",StandVirtual,Yes
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Agosto,2017,98 760 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,4,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,,Usados,33 900        EUR,8090148698,3 Agosto 2023,,,,5,,,,8,33 g/km,,,,,,,,,Série 5,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Cabrio 9G-TRONIC AMG Line,Diesel,Maio,2017,98 000 km,2 143 cm3,170 cv,Sim,,,Cabrio,Cinzento,Metalizado,Automática,2,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,"5,20 l/100km",Usados,37 990        EUR,8088332610,3 Agosto 2023,,,,4,,,,9,,,,,,,,,,Classe C,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Março,2019,87 993 km,,513 cv,Sim,,Sim,Sedan,Preto,,Automática,4,,,18 Meses,Sim,Sim,,,Usados,41 490        EUR,8088799292,3 Agosto 2023,602 km,74 kWh,Própria,5,Nacional,Sim,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Abril,2022,21 100 km,1 950 cm3,116 cv,Sim,,,Citadino,Preto,,Automática,4,,,24 Meses,,,,"8,30 l/100km",Usados,36 000        EUR,8090058318,3 Agosto 2023,,,,,Nacional,,,,,,,,"5,60 l/100km","6,60 l/100km",,,,Classe CLA,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.5 BlueHDi GT EAT8,Diesel,Março,2022,28 511 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,,Automática,5,,Tracção dianteira,18 Meses,Sim,Sim,,,Usados,31 990        EUR,8089372986,3 Agosto 2023,,,,5,Nacional,Sim,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Fevereiro,2020,34 000 km,,204 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,32 980        EUR,8089945007,3 Agosto 2023,500 km,64 kWh,Própria,5,,Sim,Sim,6,,,,1,,,500 km,,,,,,"12,50 kWh/100km",StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Maio,2021,40 395 km,1 950 cm3,116 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,Classe 1,Tracção dianteira,36 Meses,Sim,Sim,Sim,"5,50 l/100km",Usados,37 890        EUR,8088806038,3 Agosto 2023,,,,5,Importado,,,9,136 g/km,,,1,,,,Sim,,Classe CLA,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Pack EAT8,Diesel,Julho,2022,7 000 km,1 499 cm3,130 cv,Sim,,,SUV / TT,Branco,Metalizado,Automática,5,Classe 1,,36 Meses,,Sim,Sim,,Usados,38 950        EUR,8089289316,3 Agosto 2023,,,,5,Importado,,,8,,,,1,,,,,,,,01/01/0001,,StandVirtual,Yes
Profissional,BMW,116,d Pack M Auto,Diesel,Novembro,2020,27 000 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Automática,5,Classe 1,,18 Meses,Sim,Sim,Sim,,Usados,32 950        EUR,8089398335,3 Agosto 2023,,,,5,Nacional,,,,,147 €,,1,,,,Sim,,Série 1,,04/11/2025,,StandVirtual,Yes
Profissional,Peugeot,2008,1.5 BlueHDi GT EAT8,Diesel,Fevereiro,2022,29 712 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Azul,,Automática,5,,Tracção dianteira,18 Meses,Sim,Sim,,,Usados,31 990        EUR,8089373097,3 Agosto 2023,,,,5,Nacional,Sim,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,,Diesel,Dezembro,2010,233 000 km,2 967 cm3,240 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,Classe 2,Integral,18 Meses,Sim,Sim,Sim,,Usados,34 990        EUR,8087999961,3 Agosto 2023,,,,5,Importado,,,8,,,,2,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,ES 300h,Executive+,Híbrido (Gasolina),Março,2019,86 824 km,2 487 cm3,218 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,4,,,36 Meses,Sim,,Sim,5 l/100km,Usados,43 500        EUR,8089527912,3 Agosto 2023,,,,5,Nacional,Sim,,,,,,,,,,,,ES,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Executive+,Híbrido (Gasolina),Abril,2019,50 286 km,2 494 cm3,197 cv,Sim,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,5,,,36 Meses,Sim,,Sim,"5,10 l/100km",Usados,44 500        EUR,8089516749,3 Agosto 2023,,,,5,,Sim,,,,,,,,,,,,NX,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake 8G-DCT,Diesel,Janeiro,2020,159 000 km,1 950 cm3,150 cv,Sim,,,Carrinha,Preto,,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,,Sim,,Usados,30 999        EUR,8089931426,3 Agosto 2023,,,,5,,Sim,Sim,8,130 g/km,,,1,,,,Sim,,Classe CLA,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Executive+ + TAE,Híbrido (Gasolina),Julho,2019,68 677 km,2 494 cm3,197 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,,,36 Meses,Sim,Sim,Sim,"5,10 l/100km",Usados,43 500        EUR,8089372231,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,NX,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Style Aut.,Diesel,Agosto,2019,89 300 km,1 461 cm3,116 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,4,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,,Usados,32 900        EUR,8090148386,3 Agosto 2023,,,,5,,,,7,119 g/km,155 €,,1,,,,,,Classe CLA,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Fevereiro,2019,98 450 km,1 969 cm3,190 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,Classe 1,,18 Meses,Sim,,Sim,"5,40 l/100km",Usados,37 500        EUR,8088935759,3 Agosto 2023,,,,5,Nacional,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M,Diesel,Maio,2021,32 330 km,1 496 cm3,116 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,Classe 1,,18 Meses,Sim,,Sim,,Usados,30 800        EUR,8089018118,3 Agosto 2023,,,,5,Nacional,,,,,,,,,,,,,Série 1,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.2 PureTech Allure EAT8,Gasolina,Março,2022,33 000 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Azul,,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"6,10 l/100km",Usados,33 990        EUR,8088720208,3 Agosto 2023,,,,5,Nacional,Sim,,8,145 g/km,"144,61 €",11/03/2026,1,,,,,,,,10/03/2024,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Janeiro,2022,15 860 km,1 496 cm3,116 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,4,,,18 Meses,Sim,Sim,Sim,,Usados,39 900        EUR,8087800161,3 Agosto 2023,,,,,Nacional,,,,,,,,,,,,,Série 2,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,BlueTEC Elegance Auto,Diesel,Janeiro,2016,135 000 km,2 143 cm3,204 cv,,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,4,Classe 1,Tracção traseira,18 Meses,Sim,,Sim,"5,30 l/100km",Usados,32 500        EUR,8089687457,3 Agosto 2023,,,,5,Nacional,,,9,118 g/km,270 €,,1,"3,90 l/100km",,,,,Classe E,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2022,33 000 km,1 950 cm3,116 cv,Sim,Sim,Sim,Utilitário,Azul,,Automática,5,Classe 1,,24 Meses,Sim,Sim,Sim,"5,30 l/100km",Usados,39 900        EUR,8088471275,3 Agosto 2023,,,,5,Nacional,Sim,,,,,,,,,,,,Classe A,,,,StandVirtual,Yes
Profissional,VW,Sharan,2.0 TDI Blue Confortline,Diesel,Abril,2017,77 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Manual,5,Classe 1,,18 Meses,,Sim,Sim,6 l/100km,Usados,31 450        EUR,8088184379,3 Agosto 2023,,,,7,Nacional,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Abril,2020,119 365 km,1 950 cm3,306 cv,Sim,Sim,Sim,Carrinha,Preto,,Automática,5,,Tracção traseira,18 Meses,Sim,Sim,Sim,,Usados,37 500        EUR,8089966126,3 Agosto 2023,,,,5,Importado,Sim,Sim,,39 g/km,,,1,,,,,,Classe C,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,GT,Eléctrico,Março,2021,10 782 km,,136 cv,,Sim,Sim,Citadino,Azul,Metalizado,Automática,5,,Tracção dianteira,18 Meses,,,,,Usados,35 500        EUR,8088242671,3 Agosto 2023,350 km,,Própria,5,Importado,,Sim,,,,,,,,,,,,,,15 kWh/100km,StandVirtual,Yes
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Abril,2019,66 528 km,1 998 cm3,252 cv,Sim,Sim,Sim,Sedan,Azul,Metalizado,Automática,4,Classe 1,,18 Meses,Sim,,Sim,,Usados,43 800        EUR,8088887673,3 Agosto 2023,,,,,Nacional,,Sim,,,,,,,,,,,Série 5,,,,StandVirtual,Yes
Particular,Audi,A4 Avant,2.0 TDI S-line S tronic,Diesel,Abril,2018,90 350 km,1 968 cm3,150 cv,,,,Carrinha,Preto,Metalizado,Automática,5,,,,,,,"4,90 l/100km",Usados,30 700        EUR,8090220459,3 Agosto 2023,,,,,,,,,,,,,,,,Sim,,,,,,StandVirtual,Yes
Particular,Renault,Mégane,1.8 TCe R.S. Trophy,Gasolina,Abril,2019,46 000 km,1 798 cm3,300 cv,,,,Utilitário,Amarelo,Metalizado,Manual,5,Classe 1,Tracção dianteira,,,Sim,Sim,,Usados,38 250        EUR,8090220474,3 Agosto 2023,,,,5,Nacional,,,6,185 g/km,,01/04/2025,,,,600 km,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Agosto,2019,183 338 km,,400 cv,Sim,,Sim,SUV / TT,Preto,,Automática,5,,,18 Meses,Sim,Sim,,,Usados,36 990        EUR,8089169040,3 Agosto 2023,480 km,90 kWh,Própria,5,Nacional,Sim,Sim,,,,,1,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,75,Eléctrico,Outubro,2017,60 000 km,,320 cv,Sim,,Sim,Sedan,Preto,Metalizado,Automática,5,Classe 1,Tracção traseira,18 Meses,Sim,Sim,Sim,,Usados,41 700        EUR,8089913786,3 Agosto 2023,400 km,,,5,,Sim,Sim,10,,,,,,,,,,,240 000 km,15/10/2025,,StandVirtual,Yes
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Maio,2017,76 000 km,1 969 cm3,190 cv,,Sim,Sim,Carrinha,Azul,Metalizado,Automática,5,Classe 1,Tracção dianteira,18 Meses,Sim,Sim,Sim,"5,60 l/100km",Usados,34 900        EUR,8089783387,3 Agosto 2023,,,,5,Nacional,,Sim,8,153 g/km,,,1,"4,40 l/100km",,,,,,,,,StandVirtual,Yes
