Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Número de Mudanças,Emissões CO2,Registo(s),Tipo de cor,Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,Sub-modelo,Consumo Combinado,IUC,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Autonomia Máxima,Site,Portugal,Data
Profissional,BMW,420 Gran Coupé,d Pack M,Diesel,Julho,2015,109 000 km,1 995 cm3,190 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Sim,Usados,26 250,8091454772,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-ID8PAW12.html,,6,,,Metalizado,,,,,,Série 4,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge Tech J17,Diesel,Maio,2019,73 642 km,1 248 cm3,95 cv,,,Carrinha,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,15 990,8091844410,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-tech-j17-ID8PCynv.html,,5,,1,Metalizado,"5,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Março,2023,47 849 km,999 cm3,110 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,Tracção dianteira,36 Meses,Nacional,,Sim,Sim,Usados,22 890,8091703879,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8PBXOT.html,,6,132 g/km,,,,,Mostrar VIN,,1 Janeiro 0001,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Polo,1.0 TSI Life,Gasolina,Fevereiro,2022,60 493 km,999 cm3,95 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,Tracção dianteira,36 Meses,Importado,,Sim,Sim,Usados,19 490,8091703905,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-life-ID8PBXPj.html,,5,,,,,,Mostrar VIN,,1 Janeiro 0001,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Renault,Talisman Sport Tourer,1.6 dCi Intens EDC,Diesel,Outubro,2017,133 000 km,1 598 cm3,130 cv,,,Carrinha,Preto,Automática,5,5,Classe 1,Tracção dianteira,,,,Sim,Sim,Usados,19 000,8091754029,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-talisman-sport-tourer-1-6-dci-intens-edc-ID8PCaRL.html,,6,,,Metalizado,5 l/100km,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,BMW,120,d Pack M,Diesel,Julho,2016,73 650 km,1 995 cm3,190 cv,,,Utilitário,Cinzento,Manual,5,,,,,,,,,Usados,19 490,8091876120,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-120-d-pack-m-ID8PCGCY.html,,,,,Metalizado,,,,,,Série 1,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,220,,Diesel,Abril,2014,117 035 km,1 995 cm3,185 cv,,Sim,Coupé,Preto,Manual,3,,,,36 Meses,,,,,Usados,26 400,8091844399,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-220-ID8PCynl.html,,,,,Metalizado,,,,,,Série 2,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,318,d Auto Line Sport,Diesel,Outubro,2014,208 613 km,1 995 cm3,143 cv,,Sim,Sedan,Preto,Automática,4,5,Classe 1,Tracção traseira,18 Meses,Nacional,,,Sim,Usados,17 950,8090817091,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-auto-line-sport-ID8Pyf7R.html,,8,,,Metalizado,,,Mostrar VIN,23 Outubro 2024,,Série 3,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Hyundai,Ioniq,Elektro Premium,Eléctrico,Março,2018,83 000 km,,120 cv,Sim,Sim,Sedan,Cinzento,Automática,5,5,,Tracção dianteira,18 Meses,Importado,Sim,Sim,Sim,Usados,20 400,8089760663,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-elektro-premium-ID8PtOiH.html,Sim,,,,Metalizado,,,,,,,,,,,,Própria,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Pop,Diesel,Abril,2019,81 000 km,1 248 cm3,95 cv,,Sim,Carrinha,Branco,Manual,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Sim,Usados,15 900,8091877304,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-pop-ID8PCGV4.html,,5,,1,,"5,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Audi,A3 Sportback,30 TFSI Advanced,Gasolina,Junho,2022,32 303 km,999 cm3,110 cv,Sim,,Utilitário,Cinzento,Manual,5,5,,,36 Meses,Nacional,,,,Usados,24 790,8091149311,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-advanced-ID8PzDyf.html,Sim,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Clio,1.5 Blue dCi Zen,Diesel,Novembro,2020,75 781 km,1 461 cm3,100 cv,,Sim,Citadino,Laranja,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,,Sim,Sim,Usados,18 400,8089346988,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-zen-ID8Ps4Gv.html,,6,,,Metalizado,,,,1 Novembro 2024,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Golf,1.4 TSI e-Hybrid DSG,Híbrido Plug-In,Agosto,2015,195 120 km,1 395 cm3,204 cv,Sim,Sim,Utilitário,Branco,Automática,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,Sim,Sim,Sim,Usados,15 950,8091876859,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-e-hybrid-dsg-ID8PCGOT.html,,6,21 g/km,1,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 200,d Station 9G-TRONIC AMG Line,Diesel,Janeiro,2020,162 000 km,1 597 cm3,160 cv,Sim,Sim,Carrinha,Cinzento,Automática,5,5,Classe 1,Tracção traseira,18 Meses,Importado,Sim,Sim,Sim,Usados,29 950,8091624472,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-station-9g-tronic-amg-line-ID8PBDa8.html,,9,111 g/km,1,Metalizado,5 l/100km,"3,70 l/100km",Mostrar VIN,,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Jeep,Avenger,1.2 GSE T3 Altitude,Gasolina,Outubro,2023,30 km,1 199 cm3,101 cv,Sim,Sim,SUV / TT,Branco,Manual,5,,,Tracção dianteira,36 Meses,,,,,Usados,27 400,8091233901,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-avenger-1-2-gse-t3-altitude-ID8PzZyB.html,Sim,6,126 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Leaf,Acenta,Eléctrico,Setembro,2023,1 000 km,,150 cv,Sim,Sim,Utilitário,Branco,Automática,5,,,,36 Meses,Nacional,,,,Usados,28 999,8091263876,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PA7m4.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Kia,Ceed SW,1.6 CRDi GT Line,Diesel,Abril,2018,70 000 km,1 582 cm3,136 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,17 450,8091838297,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-6-crdi-gt-line-ID8PCvMW.html,Sim,6,102 g/km,1,Metalizado,"4,40 l/100km","3,60 l/100km",Mostrar VIN,,20 Abril 2025,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,T-Roc,1.6 TDI,Diesel,Outubro,2019,204 000 km,1 598 cm3,115 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,5,Classe 1,,36 Meses,Nacional,,Sim,,Usados,21 950,8090536582,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-6-tdi-ID8Px49v.html,,6,115 g/km,,,,,,,1 Janeiro 0001,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Maio,2020,52 000 km,999 cm3,115 cv,,Sim,Citadino,Preto,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,,Sim,Sim,Usados,16 900,8091820656,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PCsco.html,Sim,6,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,420 Gran Coupé,d Aut. Luxury Line,Diesel,Outubro,2015,189 000 km,1 995 cm3,190 cv,,Sim,Coupé,Preto,Automática,5,5,Classe 1,Tracção traseira,18 Meses,,Sim,Sim,Sim,Usados,22 900,8091250429,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-aut-luxury-line-ID8PA3Rb.html,,8,,1,Metalizado,"5,20 l/100km",,,,,Série 4,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Abril,2022,39 724 km,999 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,,,,36 Meses,Nacional,,,,Usados,19 999,8091256473,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PA5qF.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Bose Edition,Diesel,Janeiro,2019,120 000 km,1 461 cm3,115 cv,,Sim,Carrinha,Azul,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,18 900,8091573594,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-bose-edition-ID8PBpWv.html,,6,,1,Metalizado,"5,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,Novembro,2018,98 000 km,1 560 cm3,120 cv,,Sim,Carrinha,Branco,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Usados,16 900,8091768300,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-ID8PCezV.html,,6,,1,Metalizado,"4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,Novembro,2018,162 000 km,1 560 cm3,120 cv,,Sim,Carrinha,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Usados,15 900,8091768353,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-ID8PCeAN.html,,6,,1,Metalizado,"4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Hyundai,i30 SW,1.6 CRDi Comfort+Navi,Diesel,Outubro,2017,73 050 km,1 582 cm3,110 cv,Sim,Sim,Carrinha,Vermelho,Manual,5,5,,,18 Meses,Nacional,,,Sim,Usados,15 700,8091841640,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-sw-1-6-crdi-comfort-navi-ID8PCxEQ.html,,6,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,318,d Touring,Diesel,Maio,2014,190 000 km,1 995 cm3,143 cv,,,Carrinha,Azul,Manual,5,5,Classe 1,Tracção traseira,36 Meses,,,,,Usados,15 950,8090564310,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-ID8PxbmK.html,,6,124 g/km,,,"5,40 l/100km",4 l/100km,Mostrar VIN,,,Série 3,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Dezembro,2019,58 000 km,999 cm3,115 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,5,Classe 1,,18 Meses,Nacional,,Sim,Sim,Usados,18 950,8091396445,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PAFQh.html,,6,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,208,1.5 BlueHDi Allure,Diesel,Maio,2020,66 000 km,1 499 cm3,102 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,,18 Meses,,,Sim,Sim,Usados,21 750,8090803244,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-allure-ID8Pybvv.html,,6,108 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,29 044 km,999 cm3,95 cv,Sim,Sim,SUV / TT,Preto,Manual,5,,,,36 Meses,Nacional,,,,Usados,18 199,8091256474,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PA5qG.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Mercedes-Benz,A 180,,Diesel,Novembro,2018,180 000 km,1 461 cm3,114 cv,,,Citadino,Branco,Automática,4,5,Classe 1,Tracção traseira,,Nacional,Sim,Sim,Sim,Usados,20 000,8091872646,25 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PCFIV.html,,,,1,Pérola,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,C 250,(BlueTEC) d 4Matic Station 7G-TRONIC Avantgarde,Diesel,Dezembro,2014,198 000 km,2 143 cm3,204 cv,Sim,,Carrinha,Preto,Automática,5,5,Classe 1,Tracção traseira,18 Meses,,Sim,Sim,Sim,Usados,22 000,8090975203,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-bluetec-d-4matic-station-7g-tronic-avantgarde-ID8PyUg3.html,,7,129 g/km,2,Metalizado,6 l/100km,"4,40 l/100km",Mostrar VIN,10 Dezembro 2024,,Classe C,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,BMW,520,d Pack M Auto,Diesel,Fevereiro,2014,175 000 km,1 995 cm3,184 cv,,,Sedan,Preto,Automática,4,5,,Tracção traseira,,Importado,Sim,Sim,Sim,Usados,22 000,8091521778,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PBcrM.html,,1,124 g/km,2,Metalizado,"5,50 l/100km","4,30 l/100km",Mostrar VIN,27 Fevereiro 2025,,Série 5,,279 €,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,T-Roc,1.0 TSI Style,Gasolina,Abril,2022,16 515 km,999 cm3,110 cv,,Sim,SUV / TT,Azul,Manual,5,5,,Tracção dianteira,18 Meses,Nacional,,,Sim,Usados,25 500,8091751725,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-0-tsi-style-ID8PCagB.html,,6,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,208,1.5 BlueHDi Allure,Diesel,Maio,2020,66 000 km,1 499 cm3,102 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,,18 Meses,,,Sim,Sim,Usados,21 750,8090803244,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-allure-ID8Pybvv.html,,6,108 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,29 044 km,999 cm3,95 cv,Sim,Sim,SUV / TT,Preto,Manual,5,,,,36 Meses,Nacional,,,,Usados,18 199,8091256474,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PA5qG.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Golf,1.0 TSI Life,Gasolina,Junho,2023,10 km,999 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,,,,36 Meses,Nacional,,,,Usados,27 499,8091256557,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-life-ID8PA5s1.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Março,2016,161 000 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,Classe 1,,18 Meses,Nacional,,Sim,,Usados,21 950,8090694808,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8PxJjy.html,,6,102 g/km,,,,,,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Ford,Transit,330 L3 2.2 TDCi H2 Ambiente,Diesel,Abril,2016,214 000 km,2 198 cm3,125 cv,Sim,,Monovolume,Branco,Manual,5,9,Classe 2,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,27 950,8090023024,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-transit-330-l3-2-2-tdci-h2-ambiente-ID8PuUyk.html,,6,182 g/km,2,,"7,90 l/100km","6,90 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Polo,1.0 TSI Trendline,Gasolina,Junho,2018,66 000 km,999 cm3,95 cv,Sim,Sim,Citadino,Branco,Manual,5,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,15 950,8087527232,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-trendline-ID8PkrhC.html,,5,101 g/km,2,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Mégane Grand Coupe,1.5 Blue dCi Executive,Diesel,Junho,2021,68 834 km,1 461 cm3,115 cv,Sim,Sim,Sedan,Preto,Manual,4,,,,36 Meses,Nacional,,,,Usados,22 499,8091256426,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-grand-coupe-1-5-blue-dci-executive-ID8PA5pU.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Setembro,2016,98 777 km,1 461 cm3,109 cv,Sim,Sim,Sedan,Branco,Automática,5,5,,,18 Meses,Importado,,,,Usados,21 990,8091708175,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PBYVb.html,,,,,,,,Mostrar VIN,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Mégane Sport Tourer,1.3 TCe GT Line,Gasolina,Dezembro,2020,86 630 km,1 332 cm3,140 cv,Sim,Sim,Carrinha,Preto,Manual,5,,,,36 Meses,Nacional,,,,Usados,19 499,8091256416,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-3-tce-gt-line-ID8PA5pK.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,116,d Pack M,Diesel,Novembro,2016,127 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,Classe 1,,18 Meses,,,Sim,,Usados,19 950,8090788263,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8Py7CT.html,,6,104 g/km,,,,,,,,Série 1,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Alfa Romeo,Giulietta,1.6 JTDm,Diesel,Abril,2016,151 000 km,1 598 cm3,120 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,,18 Meses,Nacional,,Sim,Sim,Usados,15 950,8088059309,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-ID8PmFHw.html,,6,99 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Qashqai,1.3 DIG-T N-GO,Gasolina,Fevereiro,2022,61 093 km,1 332 cm3,140 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,,,,36 Meses,Nacional,,,,Usados,26 999,8091256305,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-go-ID8PA5nX.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Julho,2022,34 673 km,1 332 cm3,140 cv,Sim,Sim,SUV / TT,Azul,Manual,5,,,,36 Meses,Nacional,,,,Usados,26 499,8091256301,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PA5nT.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Ford,EcoSport,1.0 EcoBoost Titanium Plus,Gasolina,Julho,2020,77 420 km,998 cm3,125 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,5,,,18 Meses,Nacional,,,,Usados,17 990,8090979421,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ecosport-1-0-ecoboost-titanium-plus-ID8PyWm5.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Jeep,Renegade,1.6 MJD Longitude,Diesel,Novembro,2022,14 200 km,1 598 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,,,Tracção dianteira,36 Meses,,Sim,Sim,,Usados,26 900,8091244144,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-longitude-ID8PA2dO.html,Sim,6,131 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Audi,A6 Allroad,,Diesel,Maio,2014,330 000 km,2 967 cm3,204 cv,,,Carrinha,Branco,Automática,5,5,,Integral,,,,,,Usados,21 900,8091817615,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-allroad-ID8PCrpl.html,,7,159 g/km,,,7 l/100km,"5,50 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Setembro,2019,125 000 km,1 461 cm3,85 cv,,,Citadino,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,,,Sim,Usados,16 500,8089390409,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PsfYR.html,,6,,1,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,218 Gran Tourer,d Advantage Auto,Diesel,Novembro,2017,105 000 km,1 995 cm3,150 cv,Sim,Sim,Monovolume,Preto,Automática,5,7,Classe 1,,18 Meses,Nacional,Sim,Sim,Sim,Usados,22 800,8089386750,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-218-gran-tourer-d-advantage-auto-ID8Psf1Q.html,,,118 g/km,,Metalizado,,,Mostrar VIN,,30 Abril 2025,Série 2,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,BMW,520,d Line Luxury Auto,Diesel,Maio,2017,91 000 km,1 995 cm3,190 cv,,,Carrinha,Cinzento,Automática,5,5,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Sim,Usados,26 900,8091472099,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PAZvw.html,,8,135 g/km,1,Metalizado,,,,,,Série 5,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Ibiza,1.6 TDI S&S Style,Diesel,Outubro,2020,66 960 km,1 598 cm3,95 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,Sim,Sim,Sim,Usados,16 800,8091383586,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-s-s-style-ID8PACuS.html,,,,1,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2023,11 000 km,1 499 cm3,102 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,,,36 Meses,Nacional,,,Sim,Usados,21 900,8090653647,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8PxyBF.html,Sim,6,,,Metalizado,,,,,9 Fevereiro 2026,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Jeep,Compass,1.6 M-Jet Longitude,Diesel,Fevereiro,2018,78 500 km,1 598 cm3,120 cv,Sim,Sim,SUV / TT,Azul,Manual,5,5,,Tracção dianteira,18 Meses,Nacional,Sim,,,Usados,19 990,8090022015,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-longitude-ID8PuUi3.html,,6,117 g/km,,,"6,20 l/100km",4 l/100km,,1 Fevereiro 2026,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Maio,2017,149 000 km,1 598 cm3,115 cv,,,SUV / TT,Branco,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,,,Sim,Usados,19 900,8088636800,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8Pp5WS.html,,6,,1,Metalizado,"5,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
