Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Registo(s),Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Aceita retoma,Tipo de cor,Inspecção válida até,Filtro de partículas,IUC,Sub-modelo,Autonomia Máxima,Clássico,Capacidade da bateria,Bateria,Autonomia,Consumo,Consumo Combinado,Garantia de Fábrica até,Gancho de Reboque,ou até,Site,Portugal,Data
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Abril,2017,115 519 km,1 560 cm3,75 cv,Utilitário,Cinzento,Manual,5,5,5,,,1,Sim,Sim,,,Usados,13 750        EUR,8089944334,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8PuA58.html,Sim,,Sim,Classe 1,18 Meses,,,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Maio,2019,50 890 km,999 cm3,100 cv,Utilitário,Preto,Manual,5,5,5,Tracção dianteira,,1,Sim,Sim,"5,60 l/100km",,Usados,14 950        EUR,8089440580,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8Pst24.html,,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Ford,Fiesta,1.4 TDCi Titanium,Diesel,Fevereiro,2010,99 164 km,1 399 cm3,68 cv,Citadino,Preto,Manual,5,5,5,,,,,Sim,,,Usados,8 450        EUR,8090045565,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-4-tdci-titanium-ID8Pw0pT.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,01/02/2024,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Particular,BMW,520,d Line Luxury,Diesel,Julho,2014,328 000 km,1 995 cm3,184 cv,Carrinha,Azul,Manual,6,5,,Tracção traseira,,2,Sim,Sim,"5,90 l/100km",,Usados,14 900        EUR,8090480584,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-ID8PvPAk.html,,,,Classe 3,,Nacional,Sim,,Metalizado,01/09/2024,,,Série 5,,Sim,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Fevereiro,2019,170 767 km,1 461 cm3,90 cv,Utilitário,Branco,Manual,,5,5,,,,,Sim,,,Usados,12 900        EUR,8090596731,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PxjNF.html,Sim,Sim,,,18 Meses,Nacional,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Up!,1.0 BMT Move,Gasolina,Janeiro,2019,40 000 km,999 cm3,60 cv,Pequeno citadino,Branco,Manual,,5,4,,102 g/km,,Sim,Sim,,,Usados,12 490        EUR,8090256108,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bmt-move-ID8PwTbK.html,Sim,Sim,Sim,Classe 1,18 Meses,,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Junho,2018,109 258 km,1 248 cm3,95 cv,Utilitário,Cinzento,Manual,,5,5,Tracção dianteira,94 g/km,1,Sim,,,,Usados,11 490        EUR,8089791935,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-business-edition-ID8PtVr5.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Volvo,V40,2.0 D3 Momentum,Diesel,Dezembro,2018,215 428 km,1 969 cm3,150 cv,Utilitário,Cinzento,Manual,,5,5,Tracção dianteira,121 g/km,1,Sim,,,,Usados,14 990        EUR,8089411690,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8Pslv6.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Junho,2018,180 142 km,1 248 cm3,95 cv,Utilitário,Preto,Manual,,5,5,Tracção dianteira,,1,Sim,,,,Usados,11 890        EUR,8088030945,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8Pmyk1.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Astra,,Gasolina,Fevereiro,2017,53 735 km,999 cm3,105 cv,Utilitário,Cinzento,Manual,,5,5,,,,,Sim,,,Usados,13 790        EUR,8087076032,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-ID8PixUc.html,Sim,,Sim,,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Kia,e-Soul,EV,Eléctrico,Setembro,2016,113 000 km,,110 cv,SUV / TT,Azul,Automática,,5,,,,,,,,,Usados,14 900        EUR,8090306003,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-soul-ev-ID8Pv6aw.html,Sim,,Sim,,36 Meses,,,,,,,,,,,27 kWh,Própria,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Dacia,Logan MCV,1.5 dCi Comfort,Diesel,Setembro,2016,71 000 km,1 461 cm3,90 cv,Carrinha,Prateado,Manual,5,5,5,Tracção dianteira,90 g/km,1,,Sim,"3,70 l/100km","3,40 l/100km",Usados,12 480        EUR,8090604693,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-1-5-dci-comfort-ID8PxlS5.html,,,,Classe 1,18 Meses,Nacional,Sim,,Metalizado,15/09/2025,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Ibiza ST,1.2 TDI CR Ecomotive Style 4YOU,Diesel,Junho,2010,179 000 km,1 199 cm3,75 cv,Carrinha,Cinzento,Manual,5,5,5,,,1,Sim,Sim,"4,10 l/100km",,Usados,7 950        EUR,8090253433,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-2-tdi-cr-ecomotive-style-4you-ID8PwSuB.html,,,Sim,Classe 1,36 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Scénic,XMOD 1.5 dCi Bose Edition SS,Diesel,Julho,2013,169 000 km,1 461 cm3,110 cv,Monovolume,Branco,Manual,6,5,5,Tracção dianteira,,2,Sim,Sim,"4,50 l/100km",,Usados,10 950        EUR,8090326164,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-scnic-xmod-1-5-dci-bose-edition-ss-ID8PvbpG.html,,,Sim,Classe 1,36 Meses,Importado,,Sim,Pérola,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Junho,2018,228 591 km,1 461 cm3,90 cv,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,85 g/km,1,Sim,,,,Usados,12 490        EUR,8089412255,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8PslFd.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen,Diesel,Maio,2018,209 347 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,95 g/km,1,Sim,,,,Usados,12 990        EUR,8089411971,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-zen-ID8PslAD.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Setembro,2018,223 849 km,1 248 cm3,95 cv,Utilitário,Branco,Manual,,5,5,Tracção dianteira,94 g/km,1,Sim,,,,Usados,9 990        EUR,8089411551,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-business-edition-ID8PsltR.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Smart,ForFour,Electric Drive Passion,Eléctrico,Novembro,2018,15 772 km,,82 cv,Citadino,Branco,Automática,,5,4,,,,Sim,Sim,,,Usados,14 900        EUR,8088887715,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-electric-drive-passion-ID8Pq9cT.html,Sim,,Sim,,18 Meses,,Sim,,,01/11/2024,,,,150 km,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,308,1.6 BlueHDi Allure EAT6,Diesel,Janeiro,2016,222 822 km,1 560 cm3,120 cv,Carrinha,Castanho,Automática,6,5,5,,,2,,Sim,,,Usados,10 950        EUR,8089470656,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-allure-eat6-ID8PsARa.html,Sim,,,Classe 1,18 Meses,,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio,,Diesel,Dezembro,2013,113 000 km,1 461 cm3,90 cv,Citadino,Vermelho,Manual,,5,5,,,1,Sim,Sim,,,Usados,10 990        EUR,8090596697,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PxjN7.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line SS,Diesel,Março,2014,182 116 km,1 461 cm3,110 cv,Utilitário,Azul,Manual,6,5,,Tracção dianteira,93 g/km,,,Sim,"3,90 l/100km","3,40 l/100km",Usados,12 990        EUR,8090596662,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-ss-ID8PxjMy.html,,,Sim,,18 Meses,,Sim,Sim,,06/03/2024,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Mégane Cabrio,,Diesel,Abril,2012,146 552 km,1 461 cm3,110 cv,Cabrio,Preto,Manual,6,3,4,,,2,Sim,Sim,,,Usados,12 700        EUR,8088893319,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-cabrio-ID8PqaFh.html,Sim,,Sim,Classe 1,18 Meses,Importado,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C4 Grand Picasso,1.6 e-HDi FAP EGS6 (7L) Exclusive,Diesel,Janeiro,2012,170 000 km,1 560 cm3,112 cv,Monovolume,Cinzento,Automática,,5,7,,,,,,"5,40 l/100km",,Usados,8 750        EUR,8090596694,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-e-hdi-fap-egs6-7l-exclusive-ID8PxjN4.html,,,Sim,,36 Meses,,,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Fiat,500,1.3 16V MJ New Lounge S&S,Diesel,Setembro,2015,97 000 km,1 248 cm3,95 cv,Pequeno citadino,Preto,Manual,5,3,4,Tracção dianteira,,1,Sim,Sim,"4,60 l/100km",,Usados,12 500        EUR,8087290228,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-3-16v-mj-new-lounge-s-s-ID8PjrCY.html,,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Leon ST,1.6 TDI Style Ecomotive,Diesel,Maio,2016,182 000 km,1 598 cm3,110 cv,Carrinha,Preto,Manual,6,5,5,,,,Sim,Sim,,,Usados,12 900        EUR,8090645908,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-style-ecomotive-ID8PxvAQ.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio Sport Tourer,0.9 TCe GT Line,Gasolina,Abril,2018,52 270 km,898 cm3,90 cv,Carrinha,Cinzento,Manual,5,5,5,Tracção dianteira,133 g/km,,,,,,Usados,14 980        EUR,8090619746,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-gt-line-ID8PxpMS.html,,,Sim,,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Setembro,2019,199 284 km,1 248 cm3,95 cv,Utilitário,Azul,Manual,5,5,5,Tracção dianteira,,1,Sim,,,,Usados,12 190        EUR,8090618996,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PxpAM.html,Sim,Sim,Sim,Classe 1,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,MINI,Countryman,One D,Diesel,Fevereiro,2014,176 000 km,1 598 cm3,90 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,111 g/km,1,Sim,Sim,"4,70 l/100km","3,90 l/100km",Usados,13 990        EUR,8090228670,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-ID8PwM3c.html,,,,Classe 1,18 Meses,Nacional,Sim,,Metalizado,04/02/2024,Sim,154 €,,800 km,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,DS3,Cabrio 1.6 THP Sport Chic,Gasolina,Setembro,2013,114 475 km,1 598 cm3,155 cv,Cabrio,Cinzento,Manual,6,2,5,,,,Sim,Sim,,,Usados,10 490        EUR,8090619096,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds3-cabrio-1-6-thp-sport-chic-ID8PxpCo.html,Sim,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Pulsar,1.5 dCi Acenta,Diesel,Junho,2016,95 800 km,1 461 cm3,110 cv,Utilitário,Branco,Manual,,5,5,,94 g/km,,,Sim,,,Usados,13 900        EUR,8090412380,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-pulsar-1-5-dci-acenta-ID8PvxQg.html,,,Sim,,18 Meses,Nacional,,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Toyota,Aygo,1.0 X-Play+AC+X-Touch,Gasolina,Setembro,2017,75 727 km,998 cm3,69 cv,Pequeno citadino,Branco,Manual,5,3,4,,,1,,Sim,,,Usados,11 370        EUR,8088035940,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-ac-x-touch-ID8PmzCA.html,Sim,,Sim,Classe 1,18 Meses,Importado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,DS5,2.0 HDi Hybrid4 Sport Chic CMP6,Híbrido (Diesel),Outubro,2012,181 569 km,1 997 cm3,200 cv,Sedan,Branco,Automática,,5,5,,,1,Sim,Sim,"4,20 l/100km",,Usados,14 900        EUR,8090518344,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds5-2-0-hdi-hybrid4-sport-chic-cmp6-ID8PvZpm.html,Sim,,Sim,Classe 1,18 Meses,Importado,Sim,Sim,Pérola,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Ford,Fiesta,1.5 TDCi Titanium,Diesel,Abril,2014,191 000 km,1 499 cm3,75 cv,Utilitário,Cinzento,Manual,,5,5,,,,,Sim,,,Usados,8 900        EUR,8090596690,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-5-tdci-titanium-ID8PxjN0.html,,,Sim,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Maio,2020,76 506 km,998 cm3,72 cv,Citadino,Preto,Manual,,5,4,Tracção dianteira,109 g/km,1,Sim,,,,Usados,10 980        EUR,8090455300,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8PvJ0v.html,,Sim,,Classe 1,18 Meses,,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C4 Cactus,1.6 e-HDi Shine Ed.Moonlight ETG6,Diesel,Março,2015,183 419 km,1 560 cm3,92 cv,SUV / TT,Branco,Automática,,5,5,,,,,,,,Usados,12 750        EUR,8089554327,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-e-hdi-shine-ed-moonlight-etg6-ID8PsVCH.html,Sim,,Sim,,18 Meses,Importado,,Sim,,01/03/2024,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Mii,1.0 Style,Gasolina,Junho,2014,151 956 km,999 cm3,75 cv,Pequeno citadino,Branco,Manual,5,5,4,Tracção dianteira,,2,Sim,Sim,"5,40 l/100km",,Usados,7 500        EUR,8089150113,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-mii-1-0-style-ID8Prft7.html,,,,Classe 1,18 Meses,,,,,13/06/2024,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Setembro,2018,221 970 km,1 598 cm3,115 cv,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,130 g/km,1,Sim,,,,Usados,14 190        EUR,8089747202,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PtKNA.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Renault,Clio,0.9 TCE,Gasolina,Junho,2016,105 462 km,898 cm3,90 cv,Citadino,Branco,Manual,,5,5,,,,,,,,Usados,10 749        EUR,8090255822,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-ID8PwT78.html,Sim,,Sim,,18 Meses,,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Micra,1.5 DCi Visia S/S,Diesel,Julho,2018,120 487 km,1 461 cm3,90 cv,Citadino,Branco,Manual,,5,5,,,1,,,,,Usados,14 900        EUR,8089397772,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-visia-s-s-ID8PshTC.html,Sim,,,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Junho,2017,132 754 km,1 598 cm3,110 cv,Carrinha,Preto,Manual,,5,5,Tracção dianteira,,1,Sim,,,,Usados,12 490        EUR,8087704638,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8Plbr0.html,Sim,Sim,Sim,,18 Meses,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Micra,0.9 IG-T Tekna S/S,Gasolina,Junho,2018,81 000 km,898 cm3,90 cv,Citadino,Prateado,Manual,5,5,5,,,1,Sim,Sim,,,Usados,13 990        EUR,8090617255,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-tekna-s-s-ID8Pxp8H.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Mitsubishi,ASX,1.6 DI-D Tokyo Edition,Diesel,Março,2016,149 950 km,1 560 cm3,114 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,119 g/km,1,Sim,Sim,"5,20 l/100km","4,20 l/100km",Usados,15 000        EUR,8090584492,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-6-di-d-tokyo-edition-ID8PxgCg.html,,,,Classe 1,18 Meses,Nacional,Sim,,Metalizado,24/03/2024,,150 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Ford,B-Max,1.0 EcoBoost Titanium,Gasolina,Fevereiro,2017,84 200 km,998 cm3,100 cv,Monovolume,Castanho,Manual,5,5,5,Tracção dianteira,,,,Sim,,,Usados,14 290        EUR,8088429972,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-b-max-1-0-ecoboost-titanium-ID8Poe7V.html,,,Sim,Classe 1,18 Meses,,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Corsa,1.2 Enjoy,Gasolina,Agosto,2010,153 699 km,1 229 cm3,85 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,,,Sim,Sim,,,Usados,8 590        EUR,8088327806,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-enjoy-ID8PnNy6.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Smart,ForTwo Coupé,1.0 Passion 71,Gasolina,Janeiro,2015,61 565 km,999 cm3,71 cv,Pequeno citadino,Branco,Manual,5,3,2,Tracção dianteira,,,Sim,Sim,,,Usados,10 550        EUR,8088438225,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-passion-71-ID8Pogh3.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,VW,Polo,1.2 TSi Lounge,Gasolina,Maio,2015,125 842 km,1 197 cm3,90 cv,Citadino,Preto,Manual,,5,5,,,,,Sim,,,Usados,12 990        EUR,8088534452,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-2-tsi-lounge-ID8PoFj6.html,,,Sim,,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Março,2016,138 456 km,1 199 cm3,110 cv,Utilitário,Branco,Manual,5,3,5,Tracção dianteira,99 g/km,,Sim,Sim,,,Usados,13 690        EUR,8087935615,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-allure-ID8Pm9vr.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,Pérola,,,"108,32 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Ford,KA,1.2 Titanium X,Gasolina,Julho,2015,121 749 km,1 242 cm3,69 cv,Pequeno citadino,Vermelho,Manual,5,3,4,Tracção dianteira,,,,Sim,,,Usados,8 690        EUR,8088772592,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-2-titanium-x-ID8PpFg4.html,,,Sim,Classe 1,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,SEAT,Ibiza,SC 1.2 TSi Style,Gasolina,Novembro,2013,110 702 km,1 197 cm3,105 cv,Citadino,Branco,Manual,5,3,5,Tracção dianteira,,,Sim,Sim,,,Usados,10 390        EUR,8088772573,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-2-tsi-style-ID8PpFfL.html,,,Sim,Classe 1,18 Meses,,Sim,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Citroën,C4 Cactus,,Diesel,Novembro,2014,135 641 km,1 560 cm3,92 cv,SUV / TT,Cinzento,Automática,6,5,5,Tracção dianteira,92 g/km,,,Sim,,,Usados,13 890        EUR,8088677555,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-ID8Ppgxd.html,,,Sim,Classe 1,18 Meses,Nacional,Sim,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Smart,ForTwo Coupé,1.0 mhd Passion 71,Gasolina,Agosto,2013,91 206 km,999 cm3,71 cv,Pequeno citadino,Branco,Automática,,3,2,Tracção dianteira,99 g/km,,Sim,Sim,,,Usados,9 350        EUR,8089353497,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-mhd-passion-71-ID8Ps6nw.html,,,Sim,Classe 1,18 Meses,Nacional,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Micra,1.5 DCi N-Connecta Lifestyle S/S,Diesel,Julho,2019,111 847 km,1 461 cm3,90 cv,Utilitário,Prateado,Manual,5,5,5,,85 g/km,,Sim,,,,Usados,14 750        EUR,8090478937,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-n-connecta-lifestyle-s-s-ID8PvP9L.html,Sim,,Sim,Classe 1,18 Meses,Importado,,Sim,Metalizado,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Nissan,Pulsar,1.5 dCi Acenta J17,Diesel,Agosto,2016,74 093 km,1 461 cm3,110 cv,Sedan,Branco,Manual,6,5,5,,94 g/km,,Sim,,,,Usados,13 900        EUR,8090478912,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-pulsar-1-5-dci-acenta-j17-ID8PvP9m.html,Sim,,Sim,Classe 1,18 Meses,Importado,,Sim,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Peugeot,308,PureTech 110 Stop & Start Allure,Gasolina,Janeiro,2017,90 000 km,1 199 cm3,110 cv,Utilitário,Branco,Manual,5,5,5,Tracção dianteira,107 g/km,1,,,"5,80 l/100km",,Usados,14 850        EUR,8089470501,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-puretech-110-stop-start-allure-ID8PsAOF.html,,,Sim,Classe 1,18 Meses,Importado,Sim,,Metalizado,31/01/2025,,108 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
Profissional,Opel,Meriva,1.4 T FlexFluel,GPL,Março,2016,91 116 km,1 364 cm3,120 cv,Monovolume,Branco,Manual,6,5,5,,,2,,Sim,,,Usados,12 950        EUR,8090256515,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-meriva-1-4-t-flexfluel-ID8PwTij.html,Sim,,Sim,Classe 1,18 Meses,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-20
