Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Origem,Consumo Urbano,Tracção,Inspecção válida até,Número de Mudanças,Emissões CO2,Consumo Extra Urbano,VIN,Valor Fixo,IVA Discriminado,Livro de Revisões completo,Consumo Combinado,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,IUC,Sub-modelo,Consumo,Site,Portugal,Data
Profissional,Audi,A3 Sportback,1.2 TFSi Advance,Gasolina,Novembro,2015,45 041 km,1 197 cm3,110 cv,Sim,Utilitário,Branco,,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,17 900,8092015706,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-2-tfsi-advance-ID8PDgVm.html,,,Tracção dianteira,11 Novembro 2024,6,,,,Sim,,Sim,4 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Toyota,Aygo X,1.0 Play,Gasolina,Maio,2022,19 531 km,998 cm3,72 cv,,Utilitário,Branco,Metalizado,Manual,5,4,,,1,Sim,Sim,Usados,15 900,8092034001,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-x-1-0-play-ID8PDlHr.html,Nacional,,Tracção dianteira,,5,108 g/km,,Mostrar VIN,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Maio,2019,137 980 km,1 499 cm3,102 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,16 990,8089854872,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PucOc.html,Nacional,"3,90 l/100km",Tracção dianteira,27 Maio 2025,6,118 g/km,"3,20 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,"156,21 €",,,StandVirtual,Yes,2024-04-07
Particular,MINI,Cooper,Standard,Gasolina,Julho,2017,83 000 km,1 499 cm3,136 cv,,Cabrio,Preto,Metalizado,Manual,3,4,Classe 1,,,Sim,,Usados,22 000,8091619675,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-standard-ID8PBBUL.html,Nacional,,Tracção dianteira,25 Março 2025,6,125 g/km,,Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Dacia,Spring,Electric 45 Expression,Eléctrico,Abril,2023,7 250 km,,45 cv,Sim,Utilitário,Branco,,Automática,5,4,,24 Meses,,,,Usados,18 790,8090770090,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-spring-electric-45-expression-ID8Py2TM.html,Nacional,,,,,,,Mostrar VIN,Sim,,,,28 Abril 2026,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,MINI,Cabrio,Cooper S,Gasolina,Julho,2015,59 322 km,1 598 cm3,184 cv,Sim,Cabrio,Branco,,Manual,3,4,Classe 1,18 Meses,,Sim,Sim,Usados,21 900,8089127063,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-s-ID8Pr9tl.html,,,Tracção dianteira,1 Julho 2024,6,,,,Sim,,Sim,"5,10 l/100km",,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Volvo,XC 40,1.5 T3 Momentum Plus Geartronic,Gasolina,Janeiro,2020,97 000 km,1 477 cm3,163 cv,,SUV / TT,Preto,Metalizado,Automática,5,5,Classe 1,,2,Sim,Sim,Usados,29 800,8090086142,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t3-momentum-plus-geartronic-ID8PwaYm.html,Nacional,"8,30 l/100km",Tracção dianteira,31 Janeiro 2026,8,166 g/km,"5,40 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Nissan,Qashqai,1.2 DIG-T N-Connecta,Gasolina,Outubro,2018,49 540 km,1 197 cm3,115 cv,Sim,SUV / TT,Branco,,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,18 900,8091816616,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-n-connecta-ID8PCr9e.html,,,Tracção dianteira,10 Outubro 2024,6,,,,Sim,,Sim,5 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,CLA 180,Shooting Brake d AMG Line,Diesel,Maio,2018,167 000 km,1 461 cm3,109 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,19 990,8091249810,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-shooting-brake-d-amg-line-ID8PA3Hc.html,Importado,"4,40 l/100km",,9 Agosto 2024,6,,,,Sim,,Sim,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Março,2016,148 000 km,1 461 cm3,109 cv,Sim,Utilitário,Branco,,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,20 150,8092065617,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8PDtWn.html,Importado,"4,30 l/100km",,,,98 g/km,"3,40 l/100km",,,,Sim,"3,70 l/100km",,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,DS,DS7 Crossback,1.5 BlueHDi Be Chic,Diesel,Maio,2018,149 488 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,,Manual,5,5,,18 Meses,,Sim,Sim,Usados,27 800,8087886694,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-1-5-bluehdi-be-chic-ID8PlVNo.html,,"4,50 l/100km",,15 Maio 2024,6,,,,,,Sim,,,,,,,,147 €,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Mégane,1.5 Blue dCi Zen,Diesel,Julho,2019,70 000 km,1 461 cm3,95 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,16 450,8090308320,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-zen-ID8Pv6LS.html,Nacional,,Tracção dianteira,,6,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.5 BlueHDi Allure,Diesel,Junho,2018,142 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Azul,Metalizado,Manual,5,7,Classe 1,18 Meses,1,Sim,Sim,Usados,23 750,8091014376,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-ID8Pz4rS.html,Nacional,,Tracção dianteira,21 Junho 2024,6,,,,,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Leon ST,1.0 TSI Style,Gasolina,Janeiro,2022,12 000 km,999 cm3,110 cv,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,22 900,8087702184,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-0-tsi-style-ID8PlaNq.html,Nacional,,Tracção dianteira,,6,,,,Sim,Sim,Sim,,1 Março 2025,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V60,2.0 D3 Momentum Plus,Diesel,Outubro,2019,95 000 km,1 969 cm3,150 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,25 900,8091808929,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-plus-ID8PCp9f.html,Nacional,,Tracção dianteira,24 Outubro 2026,6,,,,,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Leon ST,1.0 TSI Style,Gasolina,Janeiro,2022,12 000 km,999 cm3,110 cv,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,22 900,8087702184,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-0-tsi-style-ID8PlaNq.html,Nacional,,Tracção dianteira,,6,,,,Sim,Sim,Sim,,1 Março 2025,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Volvo,V60,2.0 D3 Momentum Plus,Diesel,Outubro,2019,95 000 km,1 969 cm3,150 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,25 900,8091808929,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-momentum-plus-ID8PCp9f.html,Nacional,,Tracção dianteira,24 Outubro 2026,6,,,,,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Setembro,2022,39 356 km,1 199 cm3,101 cv,Sim,Citadino,Cinzento,,Manual,5,5,,36 Meses,,Sim,Sim,Usados,17 475,8091890997,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PCKuW.html,Nacional,"5,20 l/100km",Tracção dianteira,30 Setembro 2026,6,113 g/km,"3,70 l/100km",Mostrar VIN,,Sim,Sim,,30 Setembro 2025,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line,Diesel,Dezembro,2019,137 326 km,1 461 cm3,115 cv,Sim,Carrinha,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,,,Sim,Usados,18 900,8091665426,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8PBNOG.html,Importado,,,,6,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,VW,Golf Variant,1.6 TDi Highline,Diesel,Novembro,2017,121 968 km,1 598 cm3,115 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,,,Sim,Usados,16 900,8091665414,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-highline-ID8PBNOu.html,Importado,,,,5,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,B 180,d AMG Line Aut.,Diesel,Janeiro,2019,88 720 km,1 461 cm3,116 cv,Sim,Monovolume,Azul,,Automática,5,5,Classe 1,24 Meses,,,Sim,Usados,28 740,8092171046,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-amg-line-aut-ID8PDWlQ.html,Nacional,,Tracção dianteira,,7,126 g/km,,Mostrar VIN,Sim,,Sim,,,,,,,,,Classe B,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,C 200,d Avantgarde,Diesel,Maio,2017,186 757 km,1 598 cm3,136 cv,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,22 500,8091628968,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-ID8PBEkE.html,,,,,6,,,,,,Sim,,,,,,,,,Classe C,,StandVirtual,Yes,2024-04-07
Profissional,Citroën,C4,1.5 BlueHDi Feel Pack,Diesel,Janeiro,2022,42 479 km,1 499 cm3,110 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,Classe 1,36 Meses,1,Sim,,Usados,22 800,8091215212,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-1-5-bluehdi-feel-pack-ID8PzUHa.html,Nacional,,Tracção dianteira,27 Janeiro 2026,6,114 g/km,,Mostrar VIN,,,Sim,,27 Janeiro 2025,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Janeiro,2021,17 355 km,1 461 cm3,116 cv,Sim,Utilitário,Cinzento,,Manual,5,5,Classe 1,24 Meses,,,Sim,Usados,27 990,8092011552,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-ID8PDfRm.html,Nacional,"4,70 l/100km",Tracção dianteira,,6,119 g/km,"3,60 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Clio,1.0 TCe Evolution,Gasolina,Dezembro,2022,25 084 km,999 cm3,90 cv,Sim,Citadino,Preto,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,16 900,8092015442,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-evolution-ID8PDgS6.html,,,Tracção dianteira,12 Dezembro 2026,6,,,,Sim,,Sim,4 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Dezembro,2023,14 885 km,1 199 cm3,75 cv,Sim,Citadino,Cinzento,,Manual,5,,,36 Meses,,Sim,Sim,Usados,17 200,8091890996,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PCKuU.html,Nacional,"4,80 l/100km",Tracção dianteira,27 Fevereiro 2027,5,118 g/km,"3,70 l/100km",Mostrar VIN,,Sim,Sim,,27 Fevereiro 2026,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Maio,2023,14 878 km,1 199 cm3,102 cv,Sim,SUV / TT,Preto,,Manual,5,5,,36 Meses,,Sim,Sim,Usados,21 200,8091890961,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PCKul.html,Nacional,"5,50 l/100km",Tracção dianteira,26 Maio 2027,6,123 g/km,4 l/100km,Mostrar VIN,,Sim,Sim,,26 Maio 2026,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Zoe,Intens 50 Flex,Eléctrico,Julho,2020,44 382 km,,136 cv,Sim,Citadino,Branco,Metalizado,Automática,5,5,Classe 1,18 Meses,,,Sim,Usados,18 900,8091816287,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-flex-ID8PCr3W.html,,,Tracção dianteira,7 Julho 2024,,,,,Sim,,Sim,,,,,Própria,398 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,MINI,Clubman,Cooper D,Diesel,Outubro,2017,68 100 km,1 995 cm3,150 cv,Sim,Carrinha,Branco,Metalizado,Manual,6,5,Classe 1,18 Meses,1,,Sim,Usados,21 990,8091442636,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-ID8PARRi.html,Nacional,,Tracção dianteira,31 Outubro 2025,6,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Peugeot,Partner,1.6 BlueHDi Confort,Diesel,Fevereiro,2019,63 000 km,1 560 cm3,100 cv,,Carrinha,Preto,,Manual,5,3,,,,,,Usados,18 500,8092200313,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-partner-1-6-bluehdi-confort-ID8PE2XT.html,,"4,30 l/100km",Tracção dianteira,,6,109 g/km,"4,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.5 BlueHDi Active,Diesel,Dezembro,2020,117 004 km,1 499 cm3,102 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,Classe 1,18 Meses,,,Sim,Usados,16 750,8091868413,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-ID8PCECF.html,Nacional,,Tracção dianteira,14 Dezembro 2024,6,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Renault,Captur,1.0 TCe Exclusive,Gasolina,Outubro,2022,20 046 km,999 cm3,90 cv,Sim,SUV / TT,Prateado,Metalizado,Manual,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,19 900,8091894335,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-exclusive-ID8PCLmL.html,,"6,30 l/100km",Tracção dianteira,,6,133 g/km,"4,70 l/100km",,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,3008,1.2 PureTech Allure EAT8,Gasolina,Novembro,2019,78 562 km,1 199 cm3,130 cv,Sim,SUV / TT,Laranja,Metalizado,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,22 800,8092049479,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-eat8-ID8PDpJ5.html,Nacional,,Tracção dianteira,,8,,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,508 SW,1.5 BlueHDi Active Pack Business EAT8,Diesel,Janeiro,2020,111 043 km,1 499 cm3,130 cv,Sim,Carrinha,Preto,Metalizado,Automática,5,5,Classe 1,18 Meses,6,Sim,Sim,Usados,21 500,8091887134,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-active-pack-business-eat8-ID8PCJuC.html,Nacional,,Tracção dianteira,7 Janeiro 2026,8,,,,Sim,Sim,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Jaguar,F-Pace,2.0 i4D R-Sport AWD Aut.,Diesel,Novembro,2017,200 000 km,1 999 cm3,180 cv,,SUV / TT,Cinzento,,Automática,5,5,,,,,,Usados,27 600,8092200311,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-r-sport-awd-aut-ID8PE2XR.html,,,Integral,,8,182 g/km,,Mostrar VIN,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,BMW,520,,Diesel,Julho,2016,355 000 km,1 995 cm3,190 cv,,Carrinha,Cinzento,,Automática,5,5,,,,,,Usados,15 500,8092086673,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-ID8PDzoZ.html,,,,,,123 g/km,,Mostrar VIN,,,,,,,,,,,,Série 5,,StandVirtual,Yes,2024-04-07
Particular,Mercedes-Benz,CLA 200,(CDI) d AMG Line,Diesel,Maio,2015,82 000 km,2 143 cm3,136 cv,,Coupé,Branco,Pérola,Manual,4,,,,,,,Usados,22 850,8092082156,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-cdi-d-amg-line-ID8PDye8.html,,"5,20 l/100km",,,,,,,Sim,,,,,,,,,,,Classe CLA,,StandVirtual,Yes,2024-04-07
Particular,MINI,Electric,Cooper SE,Eléctrico,Agosto,2020,41 241 km,,184 cv,,Utilitário,Cinzento,Metalizado,Automática,3,4,Classe 1,,2,,Sim,Usados,23 490,8091997349,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PDcah.html,Nacional,,Tracção dianteira,1 Agosto 2024,1,,,Mostrar VIN,,,Sim,,,230 km,,Própria,200 km,,,,"15,50 kWh/100km",StandVirtual,Yes,2024-04-07
Profissional,Renault,Clio,,Gasolina,Fevereiro,2023,27 647 km,999 cm3,67 cv,Sim,Citadino,Branco,,Manual,5,5,Classe 1,24 Meses,1,Sim,Sim,Usados,15 900,8092015295,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PDgPJ.html,,,Tracção dianteira,2 Fevereiro 2027,5,,,,Sim,,Sim,4 l/100km,2 Março 2025,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,SEAT,Leon ST,1.0 EcoTSI Style S/S,Gasolina,Setembro,2019,20 450 km,999 cm3,115 cv,,Carrinha,Outra,,Manual,5,5,,18 Meses,,,,Usados,16 000,8092104859,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-0-ecotsi-style-s-s-ID8PDE8j.html,Nacional,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,308,1.2 PureTech Style,Gasolina,Junho,2019,39 000 km,1 199 cm3,110 cv,,Citadino,Branco,,Manual,5,5,,18 Meses,,,,Usados,15 950,8091997134,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-style-ID8PDc6O.html,Importado,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,Renault,Grand Scénic,1.6 dCi Intens SS,Diesel,Maio,2017,188 500 km,1 598 cm3,130 cv,,Monovolume,Preto,,Manual,5,7,Classe 1,,1,,Sim,Usados,16 000,8092190664,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-6-dci-intens-ss-ID8PE0sg.html,Nacional,"5,30 l/100km",Tracção dianteira,26 Maio 2024,6,119 g/km,"4,20 l/100km",Mostrar VIN,,,Sim,,,,,,600 km,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Agosto,2022,30 000 km,1 199 cm3,101 cv,Sim,Utilitário,Branco,,Manual,5,5,Classe 1,18 Meses,,Sim,Sim,Usados,17 980,8090916644,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PyF1y.html,Nacional,"5,20 l/100km",Tracção dianteira,,6,113 g/km,"3,70 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Janeiro,2022,31 000 km,999 cm3,95 cv,Sim,SUV / TT,Cinzento,,Manual,5,5,Classe 1,36 Meses,,Sim,Sim,Usados,21 450,8090915667,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8PyELN.html,Nacional,"5,90 l/100km",Tracção dianteira,,5,131 g/km,"4,40 l/100km",Mostrar VIN,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack,Diesel,Janeiro,2020,85 000 km,1 499 cm3,130 cv,,Monovolume,Verde,,Manual,5,7,,18 Meses,,,,Usados,23 850,8091997126,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-ID8PDc6G.html,Importado,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Peugeot,2008,1.2 PureTech Active,Gasolina,Dezembro,2020,18 000 km,1 199 cm3,102 cv,,SUV / TT,Outra,,Manual,5,5,,18 Meses,,,,Usados,19 950,8091997140,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-ID8PDc6U.html,Importado,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Hyundai,Kauai,EV 64kWh Vanguard,Eléctrico,Junho,2022,52 536 km,,204 cv,Sim,SUV / TT,Preto,,Automática,5,5,Classe 1,36 Meses,,Sim,Sim,Usados,28 250,8091794696,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-ID8PClrG.html,Nacional,,,,,,,,Sim,,Sim,,8 Junho 2029,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Hyundai,Kauai,EV 64kWh Vanguard+TMS,Eléctrico,Junho,2023,15 km,,204 cv,,SUV / TT,Preto,,Automática,5,5,,36 Meses,,,,Usados,43 660,8092105161,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-tms-ID8PDEdb.html,Nacional,,,,,,,Mostrar VIN,Sim,,,,29 Junho 2023,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Hyundai,i30,,Gasolina,Maio,2023,10 000 km,1 998 cm3,280 cv,,Utilitário,Cinzento,,Automática,5,5,,73 Meses,,,,Usados,42 500,8092130780,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-ID8PDKSo.html,Nacional,,,,,,,Mostrar VIN,Sim,,,"8,40 l/100km",31 Maio 2030,,,,,,,,,StandVirtual,Yes,2024-04-07
Particular,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Junho,2022,41 700 km,1 968 cm3,150 cv,,Coupé,Cinzento,Metalizado,Automática,4,5,Classe 1,,1,Sim,Sim,Usados,39 000,8091894700,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8PCLsE.html,Nacional,"4,50 l/100km",Tracção dianteira,,7,134 g/km,"3,70 l/100km",Mostrar VIN,,,Sim,,27 Junho 2024,,,,1 200 km,,,,,StandVirtual,Yes,2024-04-07
Particular,Porsche,Macan,S,Diesel,Outubro,2014,221 950 km,2 967 cm3,258 cv,,SUV / TT,Preto,,Automática,5,5,,,,,,Usados,42 500,8091707889,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/porsche-macan-s-ID8PBYRz.html,,"6,70 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,BMW,320,d Touring Aut. Sport Line,Diesel,Outubro,2020,136 355 km,1 995 cm3,190 cv,Sim,Carrinha,Branco,,Automática,5,5,Classe 1,18 Meses,1,Sim,Sim,Usados,33 490,8091586344,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-aut-sport-line-ID8PBtfa.html,,,Tracção traseira,,8,,,,,,Sim,,,,,,,,,Série 3,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Setembro,2022,41 530 km,1 332 cm3,218 cv,,Utilitário,Branco,Metalizado,Automática,5,5,,24 Meses,,Sim,Sim,Usados,36 700,8091250815,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8PA3Xp.html,Nacional,,Tracção dianteira,,8,,,,Sim,,,,,,,,,,,Classe A,,StandVirtual,Yes,2024-04-07
Profissional,Mitsubishi,Eclipse Cross,,Híbrido Plug-In,Fevereiro,2022,32 279 km,2 360 cm3,188 cv,Sim,SUV / TT,Cinzento,,Automática,5,5,,48 Meses,,,,Usados,34 990,8089465261,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-ID8Pszs9.html,Nacional,,,,,,,Mostrar VIN,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-07
Profissional,Mercedes-Benz,E 300,D Avantgarde+ 7L,Diesel,Julho,2018,144 000 km,1 950 cm3,245 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,5,7,Classe 1,18 Meses,2,Sim,Sim,Usados,36 490,8089102478,7 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-d-avantgarde-7l-ID8Pr34O.html,,"6,70 l/100km",Tracção traseira,1 Julho 2025,9,,,Mostrar VIN,,,Sim,,,,,,,,,Classe E,,StandVirtual,Yes,2024-04-07
