Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Sub-modelo,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),IUC,Registo(s),Garantia de Fábrica até,IVA Discriminado,Consumo Combinado,ou até,Autonomia Máxima,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,Site,Portugal,Data
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,44 000 km,2 143 cm3,210 cv,Sedan,Cinzento,Automática,8,4,5,Integral,148 g/km,,,Nacional,Sim,Sim,Sim,,,Usados,33 990        EUR,8090757275,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,MINI,Countryman,Cooper SE ALL4 Auto,Híbrido (Gasolina),Fevereiro,2018,42 129 km,1 499 cm3,224 cv,Citadino,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,31 490        EUR,8090590777,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-auto-ID8PxifD.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV eMotion,Híbrido (Gasolina),Novembro,2022,26 132 km,2 360 cm3,202 cv,SUV / TT,Cinzento,Automática,7,5,5,Integral,46 g/km,,,Nacional,Sim,Sim,Sim,,,Usados,38 990        EUR,8090279719,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-emotion-ID8PwZkz.html,,,Sim,Sim,Metalizado,,36 Meses,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 220,d Coupe 9G-TRONIC Night Edition,Diesel,Janeiro,2018,101 700 km,2 143 cm3,170 cv,Coupé,Branco,Automática,,2,4,,,,,Importado,Sim,,Sim,,,Usados,34 990        EUR,8089153329,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-9g-tronic-night-edition-ID8PrgiZ.html,Classe C,Sim,,Sim,,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC Avantgarde,Diesel,Junho,2017,147 000 km,1 950 cm3,194 cv,Carrinha,Cinzento,Automática,,5,5,,,Sim,,Importado,Sim,Sim,Sim,,,Usados,31 900        EUR,8090293416,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-avantgarde-ID8Pv2Tu.html,Classe E,Sim,Sim,Sim,,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Sharan,2.0 TDI Blue Confortline,Diesel,Abril,2017,77 000 km,1 968 cm3,150 cv,Monovolume,Cinzento,Manual,,5,7,,,,,Nacional,,Sim,Sim,6 l/100km,,Usados,31 450        EUR,8088184379,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-confortline-ID8PnceL.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,BMW,X5,25 d sDrive Comfort 7L,Diesel,Janeiro,2016,230 067 km,1 995 cm3,231 cv,SUV / TT,Preto,Automática,8,5,7,Tracção traseira,139 g/km,,31/01/2024,Nacional,Sim,Sim,Sim,"5,90 l/100km","4,90 l/100km",Usados,30 900        EUR,8090321344,7 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8Pva9V.html,Série X,,,,Metalizado,Classe 1,,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Golf,2.0 TSI GTi TCR DSG,Gasolina,Novembro,2019,25 900 km,1 984 cm3,290 cv,Utilitário,Branco,Automática,,5,5,,,,01/11/2023,Importado,Sim,,Sim,,,Usados,42 950        EUR,8089829852,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-tcr-dsg-ID8Pu6iE.html,,,Sim,Sim,Metalizado,,24 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,520,d Pack M Auto,Diesel,Abril,2016,71 523 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,,5,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090590747,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Pxif9.html,Série 5,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,530,d Auto,Diesel,Setembro,2018,85 989 km,2 993 cm3,265 cv,Carrinha,Azul,Automática,8,5,5,Tracção traseira,159 g/km,,14/09/2024,Nacional,Sim,Sim,Sim,,,Usados,35 850        EUR,8090493363,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-d-auto-ID8PvSUr.html,Série 5,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Julho,2020,34 989 km,1 969 cm3,150 cv,SUV / TT,Azul,Automática,7,5,5,,,,,Nacional,Sim,Sim,Sim,"5,90 l/100km",,Usados,39 950        EUR,8089292611,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8PrQxt.html,,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,418 Gran Coupé,d Corporate Edition Auto,Diesel,Junho,2021,29 999 km,1 995 cm3,150 cv,Sedan,Preto,Automática,8,5,5,Tracção traseira,146 g/km,,,Nacional,Sim,Sim,Sim,"5,30 l/100km","4,10 l/100km",Usados,33 950        EUR,8090457850,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-corporate-edition-auto-ID8PvJFE.html,Série 4,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,GLC 250,d Exclusive 4-Matic,Diesel,Junho,2018,114 989 km,2 143 cm3,204 cv,SUV / TT,Azul,Automática,9,5,5,Integral,129 g/km,Sim,05/06/2024,Nacional,Sim,Sim,Sim,7 l/100km,,Usados,42 650        EUR,8089217896,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8Prx6o.html,Classe GLC,,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 250,d,Diesel,Novembro,2017,70 999 km,2 143 cm3,204 cv,Coupé,Azul,Automática,,3,,,,,,Nacional,,,,,,Usados,44 990        EUR,8090590674,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PxidY.html,Classe C,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X3,20 d xDrive Advantage,Diesel,Fevereiro,2018,134 989 km,1 995 cm3,190 cv,SUV / TT,Preto,Automática,8,5,5,Integral,154 g/km,,10/02/2024,Nacional,Sim,Sim,Sim,,,Usados,33 850        EUR,8090642870,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-advantage-ID8PxwNQ.html,Série X,,,,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Urban Aut.,Diesel,Outubro,2018,102 105 km,2 143 cm3,136 cv,Carrinha,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090590660,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-urban-aut-ID8PxidK.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,S3 Limousine,2.0 TFSi quattro S tronic,Gasolina,Dezembro,2016,155 000 km,1 984 cm3,300 cv,Utilitário,Preto,Automática,,4,5,,,,,,,Sim,,"8,80 l/100km",,Usados,33 500        EUR,8089444217,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-s3-limousine-2-0-tfsi-quattro-s-tronic-ID8PstYJ.html,,Sim,,Sim,Metalizado,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X2,18 i sDrive Auto Pack M,Gasolina,Junho,2018,44 866 km,1 499 cm3,140 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090590639,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-i-sdrive-auto-pack-m-ID8Pxidp.html,Série X,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,320,d Touring Auto,Diesel,Abril,2020,46 336 km,1 995 cm3,190 cv,Carrinha,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,42 490        EUR,8090590610,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-auto-ID8PxicV.html,Série 3,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X1,16 d sDrive Pack M Auto,Diesel,Outubro,2021,10 458 km,1 496 cm3,116 cv,SUV / TT,Outra,Automática,,5,,,,,,Nacional,,,,,,Usados,43 990        EUR,8090590595,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-auto-ID8PxicH.html,Série X,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,216 Gran Coupé,,Diesel,Junho,2021,71 278 km,1 496 cm3,116 cv,Coupé,Cinzento,Automática,7,5,5,,,,,Nacional,,,Sim,,,Usados,32 950        EUR,8090023304,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-ID8PuUCQ.html,Série 2,,Sim,Sim,,,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Tiguan Allspace,2.0 TDI Confortline DSG,Diesel,Setembro,2019,119 248 km,1 968 cm3,150 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,37 490        EUR,8090590568,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-confortline-dsg-ID8Pxicg.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,530,e iPerformance,Híbrido (Gasolina),Outubro,2017,69 714 km,1 998 cm3,252 cv,Sedan,Cinzento,Automática,,4,,,,,,Nacional,,,,,,Usados,36 990        EUR,8090590522,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-ID8Pxibv.html,Série 5,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Opel,Grandland X,1.5 CDTI GS Line,Diesel,Maio,2021,46 146 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,30 990        EUR,8090590514,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-5-cdti-gs-line-ID8Pxibo.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.6 BlueHDi Active,Diesel,Julho,2017,70 948 km,1 560 cm3,120 cv,SUV / TT,Azul,Manual,,5,,,,,,Nacional,,,,,,Usados,31 490        EUR,8090590502,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-active-ID8Pxibc.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Cupra,Formentor,1.5 TSI Base DSG,Gasolina,Setembro,2022,5 964 km,1 498 cm3,150 cv,SUV / TT,Preto,Automática,7,5,5,Tracção dianteira,,,,Nacional,Sim,Sim,Sim,"6,50 l/100km",5 l/100km,Usados,34 850        EUR,8089944954,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-base-dsg-ID8PuAf8.html,,,Sim,Sim,Metalizado,,18 Meses,,,20/09/2025,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,GLC 250,d Off-Road 4-Matic,Diesel,Setembro,2015,118 413 km,2 143 cm3,204 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,39 990        EUR,8090590379,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-off-road-4-matic-ID8Pxi9d.html,Classe GLC,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Setembro,2019,97 495 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,,5,5,,,,,Nacional,,,,"5,50 l/100km",,Usados,37 500        EUR,8089077183,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PqVuP.html,Classe C,Sim,,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2016,117 078 km,1 950 cm3,194 cv,Sedan,Cinzento,Automática,,5,,,112 g/km,,,Nacional,,,,"6,10 l/100km",,Usados,39 500        EUR,8089257955,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PrHvw.html,Classe E,,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Zoe,Limited 50,Eléctrico,Abril,2022,16 419 km,,109 cv,Pequeno citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,31 500        EUR,8089077227,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8PqVwx.html,,Sim,,Sim,,,18 Meses,,,21/04/2025,,,,,,395 km,"17,30 kWh/100km",,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Julho,2019,49 983 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,8,5,5,Tracção dianteira,,,,,,Sim,Sim,"4,40 l/100km","3,90 l/100km",Usados,30 990        EUR,8090610126,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PxnhI.html,,,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,520,d Touring Aut. Luxury Line,Diesel,Setembro,2018,119 000 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,8,5,5,Tracção dianteira,,Sim,,Nacional,Sim,Sim,Sim,,,Usados,31 990        EUR,8090320644,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-touring-aut-luxury-line-ID8Pv9YE.html,Série 5,Sim,Sim,Sim,Metalizado,Classe 1,36 Meses,250 €,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Sharan,2.0 TDI Conforline DSG,Diesel,Janeiro,2019,97 000 km,1 968 cm3,177 cv,Monovolume,Preto,Automática,,5,7,,,,,Nacional,Sim,Sim,Sim,,,Usados,35 250        EUR,8089845506,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-conforline-dsg-ID8Puan8.html,,Sim,Sim,Sim,Metalizado,,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Ford,Mustang,2.3i EcoBoost,Gasolina,Julho,2016,59 000 km,2 261 cm3,314 cv,Coupé,Azul,Manual,,2,4,,,,,,,,,,,Usados,42 500        EUR,8089429014,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-mustang-2-3i-ecoboost-ID8Psq1v.html,,Sim,Sim,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2016,142 984 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,36 990        EUR,8090590300,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8Pxi7V.html,Classe E,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,330,i Pack M Auto,Gasolina,Maio,2018,114 413 km,1 998 cm3,252 cv,Sedan,Preto,Automática,8,4,5,Tracção traseira,,Sim,,Importado,Sim,Sim,Sim,"7,40 l/100km",,Usados,33 990        EUR,8089579969,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-i-pack-m-auto-ID8Pt3ih.html,Série 3,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
