Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Condição,Preco,ID Anuncio,Data Anuncio,Link,Inspecção válida até,2º Chave,Consumo Urbano,Consumo Extra Urbano,VIN,Não fumador,Consumo Combinado,IUC,Bateria,Sub-modelo,Garantia de Fábrica até,Autonomia Máxima,Autonomia,Consumo,Capacidade da bateria,ou até,Site,Portugal,Data
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Dezembro,2018,157 116 km,1 499 cm3,102 cv,,,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,Usados,14 750,8091989167,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PDa2j.html,20 Dezembro 2024,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Dacia,Spring,Electric 45 Comfort Plus,Eléctrico,Julho,2022,45 000 km,,45 cv,Sim,,Sim,Citadino,Cinzento,Metalizado,Automática,1,5,4,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Usados,14 500,8091215124,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-spring-electric-45-comfort-plus-ID8PzUFK.html,,Sim,,,Mostrar VIN,Sim,,,Própria,,,,230 km,"13,90 kWh/100km",,,StandVirtual,Yes,2024-04-01
Profissional,Smart,ForFour,0.9 Passion 90,Gasolina,Julho,2016,87 000 km,898 cm3,90 cv,Sim,,Sim,Utilitário,Vermelho,,Manual,5,5,4,Classe 1,Tracção traseira,134 g/km,18 Meses,,Nacional,Sim,Usados,11 450,8090026646,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-0-9-passion-90-ID8PuWuK.html,,Sim,"6,70 l/100km","4,60 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Aygo,1.0 X-Play,Gasolina,Setembro,2020,100 000 km,998 cm3,72 cv,Sim,,Sim,Pequeno citadino,Branco,,Manual,5,5,4,Classe 1,,,18 Meses,,,Sim,Usados,9 990,8090342685,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-ID8PvfI9.html,,Sim,,,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,BMW,318,d Touring Auto Line Modern,Diesel,Maio,2014,239 000 km,1 995 cm3,143 cv,,,,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,124 g/km,,,,,Usados,13 500,8092037031,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-line-modern-ID8PDmuj.html,,,"5,70 l/100km","4,10 l/100km",Mostrar VIN,,,240 €,,Série 3,,860 km,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Março,2018,75 000 km,898 cm3,90 cv,Sim,,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,,Importado,Sim,Usados,11 900,8092074048,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-edition-ID8PDv7m.html,,Sim,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Agosto,2018,148 700 km,1 499 cm3,130 cv,,,Sim,Carrinha,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,13 900,8092157939,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PDRVr.html,,Sim,"4,40 l/100km",,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Polo,1.0 Confortline,Gasolina,Março,2018,72 000 km,999 cm3,75 cv,Sim,,Sim,Utilitário,Cinzento,,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,,Usados,13 980,8091718994,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PC1KG.html,,Sim,,,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited Edition,Gasolina,Outubro,2016,101 804 km,898 cm3,90 cv,Sim,,Sim,Carrinha,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,105 g/km,18 Meses,,Nacional,,Usados,11 900,8092104772,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-limited-edition-ID8PDE6U.html,31 Outubro 2024,Sim,5 l/100km,4 l/100km,,Sim,4 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Dezembro,2016,85 600 km,1 560 cm3,100 cv,,,Sim,Carrinha,Preto,,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,,Usados,13 900,8092127020,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PDJTK.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.2 PureTech Origins,Gasolina,Outubro,2019,109 000 km,1 199 cm3,110 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,131 g/km,18 Meses,,,,Usados,13 850,8092109342,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-origins-ID8PDFiC.html,,Sim,"5,70 l/100km",4 l/100km,,Sim,,"111,46 €",,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Junho,2020,177 934 km,1 461 cm3,85 cv,Sim,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,,,,18 Meses,1,Nacional,Sim,Usados,13 250,8091934779,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PCWT5.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,VW,Golf,1.6 TDI (BlueMotion ) Trendline,Diesel,Janeiro,2015,198 000 km,1 600 cm3,115 cv,,,,Utilitário,Branco,Pérola,Manual,,5,,,,,,,,,Usados,14 990,8091792105,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-bluemotion-trendline-ID8PCkLT.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,,Gasolina,Janeiro,2018,54 000 km,1 199 cm3,82 cv,,,Sim,Citadino,Azul,,Manual,,5,5,,,,18 Meses,,,,Usados,12 990,8092081782,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-ID8PDy86.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Polo,1.0 TSI United,Gasolina,Janeiro,2019,54 000 km,999 cm3,95 cv,,,,Citadino,Cinzento,Metalizado,Manual,5,5,5,,Tracção dianteira,121 g/km,24 Meses,,,Sim,Usados,14 600,8092157913,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-united-ID8PDRV1.html,,Sim,"5,30 l/100km","4,10 l/100km",,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Lancia,Ypsilon,,Gasolina,Junho,2021,9 014 km,1 242 cm3,69 cv,,,Sim,Citadino,Branco,,Manual,,3,5,,,,18 Meses,,,,Usados,12 490,8092081658,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/lancia-ypsilon-ID8PDy66.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Honda,Civic,1.6 i-DTEC Sport,Diesel,Fevereiro,2014,204 000 km,1 597 cm3,120 cv,Sim,,Sim,Utilitário,Branco,,Manual,6,5,5,Classe 1,,,18 Meses,2,Nacional,Sim,Usados,11 999,8089151447,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-1-6-i-dtec-sport-ID8PrfOD.html,29 Fevereiro 2024,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,DS3,1.6 BlueHDi Be Chic,Diesel,Outubro,2015,167 000 km,1 560 cm3,100 cv,Sim,,Sim,Citadino,Preto,,Manual,5,3,5,Classe 1,,,18 Meses,2,Importado,,Usados,11 950,8090930105,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds3-1-6-bluehdi-be-chic-ID8PyIvF.html,28 Outubro 2024,Sim,"3,80 l/100km",,,Sim,,130 €,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Renault,Mégane,1.5 dCi Zen ECO,Diesel,Março,2014,196 000 km,1 461 cm3,110 cv,,,,Carrinha,Cinzento,,Manual,,5,,,,,,,,,Usados,9 000,8090959909,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-zen-eco-ID8PyQhn.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Smart,ForTwo Coupé,,Eléctrico,Setembro,2020,21 900 km,,82 cv,Sim,Sim,,Citadino,Branco,,Automática,,3,2,Classe 1,,,18 Meses,1,Importado,Sim,Usados,13 750,8092072165,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-ID8PDwCZ.html,,Sim,,,Mostrar VIN,,,,Própria,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308 SW,1.5 BlueHDi Active Pack EAT8,Diesel,Novembro,2019,176 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,129 g/km,18 Meses,1,Importado,Sim,Usados,16 450,8090102806,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-pack-eat8-ID8Pwfj8.html,,Sim,,,Mostrar VIN,Sim,,148 €,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Mercedes-Benz,A 180,CDi BE Urban,Diesel,Julho,2014,151 000 km,1 461 cm3,109 cv,Sim,,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,102 g/km,18 Meses,,Nacional,,Usados,16 750,8091755796,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-urban-ID8PCbkg.html,,Sim,"4,50 l/100km","3,30 l/100km",,Sim,,147 €,,Classe A,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Junho,2020,140 000 km,1 499 cm3,130 cv,Sim,,Sim,Sedan,Cinzento,,Manual,,5,5,Classe 1,,,18 Meses,,,,Usados,15 990,8091586887,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PBtnW.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Mercedes-Benz,A 180,,Diesel,Novembro,2017,73 000 km,1 461 cm3,109 cv,,,,Utilitário,Branco,,Manual,6,5,5,,Tracção dianteira,102 g/km,,,Nacional,,Usados,22 500,8092037700,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PDmF6.html,21 Novembro 2025,Sim,"4,50 l/100km","3,60 l/100km",Mostrar VIN,Sim,,,,Classe A,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2023,15 591 km,1 499 cm3,102 cv,,,,Sedan,Branco,Metalizado,Manual,,5,,,,,36 Meses,,Nacional,,Usados,23 940,8092092145,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8PDAPf.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3 Aircross,1.5 BlueHDi C-Series,Diesel,Setembro,2022,30 211 km,1 499 cm3,110 cv,Sim,,,SUV / TT,Preto,,Manual,6,5,5,Classe 1,,94 g/km,36 Meses,,Nacional,,Usados,21 950,8091556741,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-5-bluehdi-c-series-ID8PBlxH.html,,Sim,,,,Sim,,,,,1 Janeiro 0001,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C5 Aircross,1.5 BlueHDi Feel,Diesel,Outubro,2019,158 598 km,1 499 cm3,130 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,130 g/km,18 Meses,1,Nacional,Sim,Usados,18 990,8091679312,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-ID8PBRqE.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Volvo,V60,2.0 D3,Diesel,Dezembro,2018,208 770 km,1 969 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,135 g/km,18 Meses,1,Nacional,Sim,Usados,18 490,8091678940,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-ID8PBRkE.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A3 Limousine,30 TDI,Diesel,Outubro,2019,233 662 km,1 598 cm3,116 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Manual,6,4,5,,Tracção dianteira,135 g/km,18 Meses,1,Nacional,Sim,Usados,15 490,8091678023,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-30-tdi-ID8PBR5R.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Passat Variant,2.0 TDi Business Package DSG,Diesel,Dezembro,2018,152 818 km,1 968 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,144 g/km,18 Meses,1,Nacional,Sim,Usados,18 490,8091676047,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-business-package-dsg-ID8PBQzZ.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Maio,2020,52 000 km,999 cm3,115 cv,,Sim,Sim,Citadino,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,Usados,16 900,8091820656,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PCsco.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Mercedes-Benz,GLA 180,d Urban Aut.,Diesel,Outubro,2018,88 550 km,1 461 cm3,109 cv,Sim,,Sim,SUV / TT,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,109 g/km,18 Meses,,Importado,Sim,Usados,27 890,8091759222,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-urban-aut-ID8PCcdv.html,,Sim,,,Mostrar VIN,Sim,,,,Classe GLA,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500e,Icon,Eléctrico,Junho,2021,15 290 km,,118 cv,,,,Citadino,Cinzento,Metalizado,Automática,,3,4,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,27 500,8091844985,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-icon-ID8PCyvN.html,,Sim,,,,Sim,,,,,,,320 km,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Maio,2022,30 328 km,999 cm3,110 cv,,,,Utilitário,Branco,Pérola,Manual,6,5,5,,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,21 500,8091949452,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PCZHK.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,BMW,520,d Line Luxury Auto,Diesel,Junho,2015,244 259 km,1 995 cm3,190 cv,,,,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,18 Meses,2,Nacional,Sim,Usados,22 900,8091844924,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PCywO.html,,Sim,,,,Sim,,,,Série 5,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,BMW,225,d Coupe Aut. M Sport,Diesel,Setembro,2015,213 409 km,1 995 cm3,224 cv,,,,Coupé,Cinzento,Metalizado,Automática,,2,,,,,18 Meses,2,Nacional,,Usados,24 750,8091843616,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-225-d-coupe-aut-m-sport-ID8PCyaI.html,,Sim,"5,70 l/100km",,,Sim,,,,Série 2,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,3008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2023,14 863 km,1 199 cm3,130 cv,,,,SUV / TT,Cinzento,,Manual,6,5,5,,Tracção dianteira,138 g/km,36 Meses,,,Sim,Usados,28 750,8092064043,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8PDtwZ.html,,Sim,"5,90 l/100km","4,40 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Novembro,2021,40 094 km,999 cm3,90 cv,,,,Citadino,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,118 g/km,18 Meses,,Nacional,Sim,Usados,17 900,8092064078,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PDtvy.html,,Sim,"6,20 l/100km","4,20 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Novembro,2016,199 000 km,2 143 cm3,177 cv,,,Sim,Carrinha,Cinzento,,Automática,7,5,5,Classe 1,Tracção dianteira,108 g/km,18 Meses,,,,Usados,23 500,8091876417,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-amg-line-aut-ID8PCGHL.html,,Sim,"4,90 l/100km","3,80 l/100km",,Sim,,,,Classe CLA,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4,35 TDI Advanced S tronic,Diesel,Janeiro,2020,120 000 km,1 968 cm3,163 cv,,Sim,,Sedan,Cinzento,,Automática,,4,5,,,,18 Meses,,Nacional,,Usados,29 990,8091598041,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-advanced-s-tronic-ID8PBvhP.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Qashqai,1.6 dCi Tekna Bose,Diesel,Dezembro,2018,153 000 km,1 598 cm3,130 cv,,,Sim,SUV / TT,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,116 g/km,18 Meses,1,Nacional,Sim,Usados,21 500,8089854579,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-bose-ID8PucJt.html,,Sim,"5,10 l/100km","4,10 l/100km",,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308,1.5 BlueHDi Allure EAT8,Diesel,Abril,2023,4 748 km,1 499 cm3,130 cv,Sim,,Sim,Sedan,Verde,,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,29 990,8091382620,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-allure-eat8-ID8PACfi.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Fevereiro,2020,117 000 km,1 199 cm3,130 cv,,,Sim,SUV / TT,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,102 g/km,18 Meses,,Importado,Sim,Usados,19 290,8090959641,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8PyQd3.html,,Sim,,,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4,2.0 TDI Multitronic Sport,Diesel,Fevereiro,2015,186 000 km,1 968 cm3,150 cv,,,Sim,Sedan,Cinzento,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,2,Importado,Sim,Usados,16 790,8091728775,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-2-0-tdi-multitronic-sport-ID8PC4ir.html,,Sim,"5,30 l/100km",,,Sim,,235 €,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Janeiro,2023,36 000 km,999 cm3,95 cv,Sim,,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,18 Meses,,Nacional,,Usados,19 490,8091008383,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pz2Td.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,Q2,30 TFSI Advanced,Gasolina,Setembro,2022,22 500 km,999 cm3,110 cv,Sim,Sim,,SUV / TT,Cinzento,,Manual,,5,5,,,,48 Meses,,Nacional,,Usados,27 490,8091707240,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q2-30-tfsi-advanced-ID8PBYH6.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,2008,1.5 BlueHDi Active Pack EAT8,Diesel,Junho,2023,11 794 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,26 240,8091875428,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-pack-eat8-ID8PCGrO.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,e-2008,Active Pack,Eléctrico,Abril,2021,22 000 km,,136 cv,,,Sim,SUV / TT,Cinzento,Metalizado,Automática,1,5,5,,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,27 990,8092073141,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-active-pack-ID8PDwSJ.html,,Sim,,,,Sim,,,Própria,,,320 km,320 km,"17,80 kWh/100km",,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4 Avant,35 TDI S tronic,Diesel,Abril,2019,62 000 km,1 968 cm3,150 cv,,Sim,,Carrinha,Preto,,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,29 990,8091598036,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-35-tdi-s-tronic-ID8PBvhK.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A1 Sportback,25 TFSI Advanced,Gasolina,Junho,2021,53 500 km,999 cm3,95 cv,,Sim,,Citadino,Preto,,Manual,,5,5,,,,36 Meses,,Nacional,,Usados,20 990,8091598028,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-25-tfsi-advanced-ID8PBvhC.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4 Avant,35 TDI S tronic,Diesel,Dezembro,2019,95 000 km,1 968 cm3,150 cv,,Sim,,Carrinha,Preto,,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,27 490,8091764333,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-35-tdi-s-tronic-ID8PCdxX.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4 Avant,2.0 TDI S tronic,Diesel,Junho,2018,69 000 km,1 968 cm3,150 cv,,Sim,,Carrinha,Azul,,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,28 490,8091764562,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8PCdBE.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4 Avant,2.0 TDI S tronic,Diesel,Junho,2018,69 000 km,1 968 cm3,150 cv,,Sim,,Carrinha,Azul,,Automática,,5,5,,,,18 Meses,,Nacional,,Usados,28 490,8091764562,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8PCdBE.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,BMW,116,d Advantage,Diesel,Novembro,2015,169 000 km,1 496 cm3,116 cv,Sim,,,Utilitário,Branco,,Manual,6,5,,,Tracção dianteira,121 g/km,18 Meses,,,,Usados,15 499,8091233046,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PzZkO.html,,Sim,,,,Sim,,,,Série 1,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,3008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2023,8 854 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,,18 Meses,,Nacional,,Usados,28 290,8091008382,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8Pz2Tc.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Mercedes-Benz,A 180,d Style,Diesel,Outubro,2017,100 000 km,1 461 cm3,109 cv,,,,Utilitário,Preto,,Manual,6,5,,,Tracção dianteira,105 g/km,,,Nacional,,Usados,20 500,8091435037,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-ID8PAPSJ.html,31 Julho 2025,Sim,"4,50 l/100km","3,60 l/100km",,Sim,,,,Classe A,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Captur,1.3 TCe Exclusive,Gasolina,Março,2019,46 000 km,1 332 cm3,130 cv,,,,SUV / TT,Azul,,Manual,,5,5,,,,18 Meses,1,Nacional,Sim,Usados,17 500,8092071119,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-3-tce-exclusive-ID8PDwm7.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
