Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Condição,Preco,ID Anuncio,Data Anuncio,Link,Inspecção válida até,2º Chave,Consumo Urbano,Consumo Extra Urbano,VIN,Não fumador,Consumo Combinado,IUC,Bateria,Sub-modelo,Garantia de Fábrica até,Autonomia Máxima,Autonomia,Consumo,Capacidade da bateria,ou até,Site,Portugal,Data
Profissional,Toyota,Yaris,1.4 D-4D Comfort,Diesel,Fevereiro,2016,113 518 km,1 364 cm3,90 cv,,,Sim,Citadino,Preto,Metalizado,Manual,,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,Usados,13 250,8091246638,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-4-d-4d-comfort-ID8PA2S2.html,,Sim,"4,20 l/100km",,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Volvo,V40,2.0 D2 R-Design Momentum,Diesel,Junho,2015,207 000 km,1 969 cm3,120 cv,,,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,94 g/km,18 Meses,,,,Usados,13 990,8091338830,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-r-design-momentum-ID8PAqR0.html,,Sim,4 l/100km,"3,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A3,1.6 TDI Advance,Diesel,Julho,2015,164 744 km,1 598 cm3,110 cv,Sim,,Sim,Utilitário,Cinzento,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,,18 Meses,2,Importado,Sim,Usados,14 450,8092092054,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-1-6-tdi-advance-ID8PDANM.html,16 Julho 2024,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500,,Diesel,Janeiro,2015,89 000 km,1 248 cm3,95 cv,Sim,,Sim,Utilitário,Azul,,Manual,5,3,4,Classe 1,,,36 Meses,1,Nacional,,Usados,11 990,8092069157,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-ID8PDuQt.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,Fevereiro,2016,340 000 km,1 560 cm3,120 cv,,,,Carrinha,Cinzento,,Manual,6,5,5,,Tracção dianteira,102 g/km,,2,Importado,Sim,Usados,7 900,8092013345,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-ID8PDgkh.html,20 Fevereiro 2025,Sim,"4,70 l/100km","3,50 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Novembro,2018,114 000 km,1 461 cm3,75 cv,Sim,,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,,Usados,13 250,8091996438,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PDbWA.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2017,73 846 km,1 242 cm3,69 cv,,,,Citadino,Cinzento,,Manual,5,3,,,Tracção dianteira,129 g/km,18 Meses,,,Sim,Usados,12 690,8091228308,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PzY6o.html,,Sim,"5,90 l/100km","4,40 l/100km",,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,MINI,One,Standard,Gasolina,Julho,2016,156 049 km,1 198 cm3,75 cv,Sim,,Sim,Utilitário,Bege,Metalizado,Manual,,5,5,,,121 g/km,18 Meses,,Importado,,Usados,14 250,8089628195,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-standard-ID8PtfQ7.html,,Sim,,,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Nissan,Pulsar,1.5 dCi Sport Edition,Diesel,Novembro,2015,90 000 km,1 461 cm3,110 cv,Sim,,,Utilitário,Vermelho,,Manual,6,5,,,Tracção dianteira,94 g/km,,1,Nacional,,Usados,11 500,8091316055,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-pulsar-1-5-dci-sport-edition-ID8PAkWF.html,11 Novembro 2024,,"4,10 l/100km","3,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Abril,2014,133 370 km,898 cm3,90 cv,,,Sim,SUV / TT,Cinzento,,Manual,5,5,,,Tracção dianteira,146 g/km,18 Meses,1,,Sim,Usados,12 490,8091181761,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PzLZD.html,,Sim,"6,30 l/100km","4,80 l/100km",,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Janeiro,2019,116 544 km,1 598 cm3,110 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,92 g/km,18 Meses,1,Nacional,Sim,Usados,12 990,8092071922,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PDwz4.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Janeiro,2019,116 544 km,1 598 cm3,110 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,92 g/km,18 Meses,1,Nacional,Sim,Usados,12 990,8092071922,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PDwz4.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,MINI,Cooper,D,Diesel,Março,2016,183 301 km,1 496 cm3,116 cv,Sim,,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,,Tracção dianteira,,18 Meses,1,Nacional,Sim,Usados,14 450,8092092046,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PDANE.html,28 Março 2024,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel,Gasolina,Junho,2019,126 529 km,1 199 cm3,110 cv,Sim,,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,1,,,Usados,14 900,8092158002,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-feel-ID8PDRXs.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Qashqai,1.2 DIG-T Acenta Connect,Gasolina,Dezembro,2014,139 053 km,1 197 cm3,115 cv,,,Sim,SUV / TT,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,,Usados,14 950,8092092033,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-2-dig-t-acenta-connect-ID8PDANr.html,17 Dezembro 2024,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Karl,1.0 ECOTEC S&S Rocks,Gasolina,Setembro,2019,46 007 km,999 cm3,73 cv,Sim,,Sim,Citadino,Vermelho,Metalizado,Manual,,5,5,Classe 1,,,18 Meses,,Importado,,Usados,12 900,8091554541,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-karl-1-0-ecotec-s-s-rocks-ID8PBkYd.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Micra,1.0 Acenta,Gasolina,Janeiro,2018,51 916 km,998 cm3,71 cv,Sim,,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,,Importado,Sim,Usados,13 500,8091225804,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-acenta-ID8PzXs0.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Janeiro,2017,170 000 km,1 461 cm3,75 cv,,,,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,128 g/km,18 Meses,2,Importado,Sim,Usados,10 450,8091553717,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PBkKW.html,13 Janeiro 2025,Sim,"4,40 l/100km","3,60 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,Pure Tech S&S Exclusive,Gasolina,Setembro,2015,97 510 km,1 199 cm3,110 cv,,,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,1,Importado,Sim,Usados,9 450,8092157996,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-pure-tech-s-s-exclusive-ID8PDRXm.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen ECO,Diesel,Fevereiro,2017,257 168 km,1 461 cm3,110 cv,Sim,,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,Usados,14 500,8091875368,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-zen-eco-ID8PCGqQ.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Ford,Fiesta,1.1 Ti-VCT Connected,Gasolina,Fevereiro,2018,83 025 km,1 084 cm3,75 cv,,,Sim,Citadino,Preto,,Manual,5,5,5,Classe 1,,,18 Meses,1,,,Usados,12 450,8092073103,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-1-ti-vct-connected-ID8PDwS7.html,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Ford,Focus SW,1.5 TDCi EcoBlue Business Aut.,Diesel,Junho,2019,194 460 km,1 499 cm3,120 cv,Sim,Sim,Sim,Carrinha,Branco,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,138 g/km,18 Meses,1,Nacional,Sim,Usados,14 490,8092071603,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-ecoblue-business-aut-ID8PDwtW.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Janeiro,2020,113 545 km,1 248 cm3,95 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,120 g/km,18 Meses,1,Nacional,Sim,Usados,13 790,8092071646,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PDwuC.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Maio,2019,199 809 km,1 461 cm3,90 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,127 g/km,18 Meses,1,Nacional,Sim,Usados,10 990,8092071780,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PDwvM.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,,GPL,Junho,2018,56 927 km,1 199 cm3,82 cv,,,Sim,Citadino,Branco,,Manual,5,5,5,,,,18 Meses,,,,Usados,13 299,8090826504,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-ID8PyhzG.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Ford,Focus SW,1.5 TDCi Titanium,Diesel,Janeiro,2016,238 000 km,1 499 cm3,120 cv,,,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,99 g/km,,,Nacional,,Usados,8 000,8090059080,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-titanium-ID8Pw3WS.html,,Sim,"4,30 l/100km","3,40 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Smart,ForTwo Coupé,,Gasolina,Novembro,2019,48 038 km,999 cm3,71 cv,Sim,,Sim,Citadino,Branco,,Manual,,3,2,,Tracção traseira,,24 Meses,,Nacional,,Usados,13 500,8092105099,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-ID8PDEcb.html,,Sim,"5,90 l/100km","4,50 l/100km",Mostrar VIN,,5 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Fevereiro,2022,16 066 km,999 cm3,70 cv,Sim,,Sim,Citadino,Cinzento,,Manual,6,3,4,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Usados,13 900,8091875354,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PCGqC.html,2 Fevereiro 2026,Sim,,,,,4 l/100km,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Fevereiro,2022,46 604 km,999 cm3,70 cv,,Sim,,Utilitário,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,112 g/km,18 Meses,1,Nacional,,Usados,11 980,8092157987,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PDRXd.html,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel,Diesel,Junho,2019,122 400 km,1 499 cm3,102 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,94 g/km,18 Meses,1,Importado,Sim,Usados,14 900,8092105092,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-ID8PDEc4.html,,Sim,"4,20 l/100km","3,30 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A3 Limousine,1.6 TDI Business Line Attraction Ultra,Diesel,Março,2016,241 233 km,1 598 cm3,110 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,Tracção dianteira,92 g/km,18 Meses,1,Nacional,Sim,Usados,13 490,8092071471,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-business-line-attraction-ultra-ID8PDwrN.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Tipo,1.3 M-Jet Pop,Diesel,Setembro,2019,208 186 km,1 248 cm3,95 cv,Sim,Sim,Sim,Utilitário,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,120 g/km,18 Meses,1,Nacional,Sim,Usados,10 990,8092071372,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-pop-ID8PDwqc.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,BMW,116,d EfficientDynamics,Diesel,Março,2014,114 500 km,1 598 cm3,116 cv,,,,Utilitário,Cinzento,Metalizado,Manual,,5,,,,,,1,Nacional,Sim,Usados,13 750,8092157962,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-ID8PDRVO.html,31 Março 2025,Sim,"4,40 l/100km",,,Sim,,,,Série 1,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Peugeot,2008,1.6 e-HDi Allure 2-Tronic,Diesel,Janeiro,2014,171 000 km,1 560 cm3,92 cv,,,,SUV / TT,Branco,Pérola,Automática,6,5,5,Classe 1,Tracção dianteira,98 g/km,,1,Importado,Sim,Usados,11 500,8091871923,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-e-hdi-allure-2-tronic-ID8PCFxh.html,30 Janeiro 2025,Sim,"4,10 l/100km","3,60 l/100km",,,,140 €,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Dezembro,2015,101 252 km,1 560 cm3,100 cv,,,,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,1,Importado,,Usados,13 900,8091665434,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8PBNOO.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Agosto,2022,25 473 km,999 cm3,70 cv,,,Sim,Citadino,Branco,,Manual,6,3,4,Classe 1,Tracção dianteira,106 g/km,36 Meses,1,Nacional,Sim,Usados,14 700,8091212459,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PzTYL.html,17 Agosto 2026,Sim,,,Mostrar VIN,Sim,,,,,17 Agosto 2025,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500,1.0 Hybrid,Gasolina,Janeiro,2023,18 333 km,999 cm3,70 cv,,Sim,Sim,Citadino,Verde,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,106 g/km,36 Meses,1,Nacional,Sim,Usados,14 900,8091244647,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-ID8PA2lW.html,27 Janeiro 2027,Sim,,,Mostrar VIN,Sim,,,,,27 Janeiro 2026,,,,,,StandVirtual,Yes,2024-04-01
Particular,Fiat,500,1.2 Lounge,Gasolina,Março,2018,40 000 km,1 242 cm3,69 cv,,,,Citadino,Vermelho,Metalizado,Manual,5,3,4,,Tracção dianteira,129 g/km,,,Nacional,Sim,Usados,11 899,8090841175,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8Pyloj.html,10 Março 2025,Sim,"5,90 l/100km","4,40 l/100km",Mostrar VIN,Sim,,"108,32 €",,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,2008,1.6 BlueHDi Crossway,Diesel,Setembro,2016,240 000 km,1 560 cm3,100 cv,Sim,,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,123 g/km,18 Meses,,Importado,,Usados,9 990,8091768317,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-crossway-ID8PCeAd.html,1 Setembro 2024,Sim,,,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Picasso,1.6 BlueHDi Live,Diesel,Janeiro,2018,213 000 km,1 560 cm3,120 cv,Sim,,Sim,Monovolume,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,94 g/km,18 Meses,,Importado,,Usados,12 900,8091768316,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-picasso-1-6-bluehdi-live-ID8PCeAc.html,20 Janeiro 2025,Sim,,,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Opel,Astra,,Diesel,Março,2016,168 571 km,1 598 cm3,110 cv,,,,Utilitário,Castanho,,Manual,6,5,,Classe 1,Tracção dianteira,95 g/km,,1,Nacional,Sim,Usados,11 300,8092104966,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-ID8PDEa2.html,8 Março 2025,Sim,"4,20 l/100km",,,Sim,,158 €,,,,1 000 km,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Micra,0.9 IG-T N-Connecta S/S,Gasolina,Novembro,2017,62 000 km,898 cm3,90 cv,,,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,,Tracção dianteira,118 g/km,18 Meses,,Nacional,Sim,Usados,13 900,8092070995,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-s-s-ID8PDwk7.html,,Sim,"6,30 l/100km","4,50 l/100km",,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,VW,Golf,1.6 TDi Trendline,Diesel,Agosto,2014,124 000 km,1 598 cm3,90 cv,,,,Utilitário,Cinzento,Metalizado,Manual,,3,,,,,,,,,Usados,13 250,8091401707,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-trendline-ID8PAHd9.html,,,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,VW,Golf,1.6 TDi Trendline,Diesel,Agosto,2014,124 000 km,1 598 cm3,90 cv,,,,Utilitário,Cinzento,Metalizado,Manual,,3,,,,,,,,,Usados,13 250,8091401707,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-trendline-ID8PAHd9.html,,,"4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Dacia,Sandero,1.0 SCe Access,Gasolina,Junho,2022,41 862 km,999 cm3,67 cv,,,,Citadino,Branco,,Manual,5,5,5,,Tracção dianteira,120 g/km,36 Meses,,,,Usados,13 490,8092157966,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-sce-access-ID8PDRVS.html,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Agosto,2019,134 996 km,1 461 cm3,90 cv,,,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,127 g/km,18 Meses,1,Nacional,Sim,Usados,11 950,8092157965,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PDRVR.html,30 Agosto 2025,Sim,"4,30 l/100km","3,60 l/100km",,Sim,,154 €,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,108,Top! 1.0 VTi Allure,Gasolina,Outubro,2014,109 000 km,998 cm3,69 cv,Sim,,Sim,Citadino,Branco,,Manual,5,5,4,,Tracção dianteira,,18 Meses,1,Importado,,Usados,9 990,8091627512,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-top-1-0-vti-allure-ID8PBDXa.html,,Sim,,,,Sim,,108 €,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Dezembro,2017,107 000 km,1 598 cm3,110 cv,Sim,,Sim,Carrinha,Castanho,,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,Usados,12 450,8091988123,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PD9Lt.html,,Sim,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Abril,2021,56 400 km,998 cm3,95 cv,,,,Pequeno citadino,Cinzento,,Manual,6,5,5,,Tracção dianteira,115 g/km,36 Meses,,,,Usados,14 240,8092157961,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PDRVN.html,,,5 l/100km,"3,60 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Honda,Civic Tourer,1.6 i-DTEC Comfort,Diesel,Junho,2016,104 288 km,1 597 cm3,120 cv,,,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,117 g/km,18 Meses,,Nacional,Sim,Usados,13 490,8092047501,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-tourer-1-6-i-dtec-comfort-ID8PDpdb.html,,Sim,"3,70 l/100km","3,50 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Polo,1.4 TDi Trendline,Diesel,Março,2016,155 747 km,1 422 cm3,90 cv,,,Sim,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Usados,12 900,8090049208,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-trendline-ID8Pw1mE.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Combo,Life 1.5 CDTi L1H1 Edition Plus,Diesel,Janeiro,2019,261 500 km,1 499 cm3,102 cv,,,Sim,Monovolume,Branco,Metalizado,Manual,6,5,3,,Tracção dianteira,,18 Meses,1,Nacional,,Usados,14 000,8088777677,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-combo-life-1-5-cdti-l1h1-edition-plus-ID8PpGA5.html,22 Janeiro 2025,Sim,"4,60 l/100km",,Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Junho,2016,134 072 km,1 248 cm3,95 cv,,,Sim,Sedan,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Usados,11 450,8091259760,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PA6hG.html,,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Alfa Romeo,MiTo,1.3 JTDM 16V Super,Diesel,Maio,2018,48 903 km,1 248 cm3,95 cv,Sim,,,Citadino,Branco,Metalizado,Manual,5,3,5,Classe 1,Tracção dianteira,89 g/km,24 Meses,1,Importado,Sim,Usados,12 299,8091022886,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-1-3-jtdm-16v-super-ID8Pz6F8.html,31 Maio 2024,Sim,"4,30 l/100km","2,90 l/100km",Mostrar VIN,Sim,,108 €,,,,850 km,,,,,StandVirtual,Yes,2024-04-01
Profissional,Alfa Romeo,MiTo,0.9 T TwinAir,Gasolina,Maio,2018,42 000 km,875 cm3,105 cv,,,,Utilitário,Vermelho,,Manual,6,3,5,Classe 1,Tracção dianteira,99 g/km,18 Meses,,Nacional,Sim,Usados,12 900,8090380341,1 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-0-9-t-twinair-ID8Pvpww.html,,Sim,5 l/100km,"3,80 l/100km",Mostrar VIN,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
