Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Inspecção válida até,Registo(s),Origem,Não fumador,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Classe do veículo,Livro de Revisões completo,2º Chave,IVA Discriminado,IVA dedutível,Autonomia Máxima,Consumo Combinado,Autonomia,Capacidade da bateria,Bateria,IUC,Filtro de partículas,Clássico,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Valor sem ISV,Site,Portugal
Profissional,Ford,Fiesta,1.5 TDCi Active+,Diesel,Maio,2019,160 000 km,1 499 cm3,85 cv,,Citadino,Cinzento,Metalizado,Manual,,5,5,,,01/05/2025,,,Sim,,,Usados,14 500        EUR,8087996236,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Agosto,2017,104 709 km,1 229 cm3,70 cv,Sim,Citadino,Branco,,Manual,,5,5,Tracção dianteira,,,1,Nacional,Sim,,,Usados,9 990        EUR,8088243019,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Julho,2018,109 000 km,1 461 cm3,75 cv,Sim,Citadino,Branco,,Manual,,5,,,,,,,,"4,40 l/100km",,Usados,13 400        EUR,8089134077,13 Julho 2023,,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS3,1.6 THP Racing,Gasolina,Novembro,2012,134 845 km,1 598 cm3,202 cv,,Citadino,Branco,Metalizado,Manual,6,3,5,Tracção dianteira,,,,Importado,Sim,"8,70 l/100km",,Usados,14 990        EUR,8089936599,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Bose Edition SS,Diesel,Janeiro,2013,180 000 km,1 461 cm3,110 cv,,Carrinha,Preto,Metalizado,Manual,,5,5,,,,,,Sim,"3,90 l/100km",,Usados,11 450        EUR,8088729376,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,CDI Edition,Diesel,Fevereiro,2010,221 000 km,2 143 cm3,136 cv,,Sedan,Preto,Metalizado,Manual,,4,,,,,2,Importado,Sim,"5,90 l/100km",,Usados,12 450        EUR,8089749648,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,Sim,,Classe C,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Junho,2017,33 619 km,898 cm3,90 cv,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,,27/06/2025,1,Nacional,,,,Usados,14 950        EUR,8089833582,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Outubro,2013,186 046 km,1 461 cm3,90 cv,,Citadino,Branco,Metalizado,Manual,5,5,5,Tracção dianteira,,15/10/2023,1,Nacional,,,,Usados,10 750        EUR,8089625240,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 Ti-VCT Titanium,Gasolina,Maio,2016,104 430 km,998 cm3,80 cv,,Citadino,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,,30/05/2024,1,Nacional,,,,Usados,11 750        EUR,8089702347,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Maio,2018,99 870 km,1 461 cm3,90 cv,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,,23/05/2024,1,Nacional,,,,Usados,14 950        EUR,8089702340,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2016,115 385 km,1 242 cm3,69 cv,,Citadino,Cinzento,Metalizado,Manual,5,3,4,Tracção dianteira,,18/02/2024,1,Nacional,,,,Usados,12 950        EUR,8089702335,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Julho,2017,128 038 km,1 248 cm3,95 cv,,Citadino,Branco,Metalizado,Manual,5,5,5,Tracção dianteira,,26/07/2023,1,Nacional,,,,Usados,12 750        EUR,8089702327,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto Evo,1.2 Active,Gasolina,Janeiro,2013,115 000 km,1 242 cm3,69 cv,,Citadino,Cinzento,Metalizado,Manual,,5,,,,,2,Nacional,Sim,"7,20 l/100km",,Usados,6 650        EUR,8089935753,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Rio,1.2 CVVT SX,Gasolina,Outubro,2018,69 733 km,1 248 cm3,84 cv,,Utilitário,Branco,Mate,Manual,5,5,5,Tracção dianteira,140 g/km,,1,Nacional,Sim,"6,50 l/100km","5,10 l/100km",Usados,14 250        EUR,8089909760,13 Julho 2023,Sim,Sim,28 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,09/10/2025,150 000 km,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,2.0 TDi S-Line Multitronic,Diesel,Janeiro,2010,277 800 km,1 968 cm3,170 cv,,Carrinha,Cinzento,Metalizado,Automática,,5,5,Tracção dianteira,154 g/km,,2,Nacional,Sim,"7,40 l/100km",5 l/100km,Usados,11 500        EUR,8089602319,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Julho,2019,111 100 km,898 cm3,90 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,,,,1,,Sim,"6,30 l/100km",,Usados,12 990        EUR,8089989229,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,One,Brick Lane,Gasolina,Junho,2011,86 000 km,1 598 cm3,98 cv,,Citadino,Azul,Metalizado,Manual,6,3,4,Tracção dianteira,127 g/km,,,Nacional,Sim,"7,20 l/100km","4,40 l/100km",Usados,9 880        EUR,8089934445,13 Julho 2023,Sim,Sim,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Abril,2017,115 519 km,1 560 cm3,75 cv,Sim,Utilitário,Cinzento,,Manual,5,5,5,,,,1,,Sim,,,Usados,13 750        EUR,8089944334,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40 Cross Country,2.0 D2,Diesel,Novembro,2016,148 059 km,1 969 cm3,120 cv,Sim,Utilitário,Preto,,Manual,6,5,5,,,,,Nacional,,,,Usados,14 950        EUR,8090037176,13 Julho 2023,,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Janeiro,2017,47 000 km,1 461 cm3,75 cv,,Citadino,Branco,,Manual,5,5,5,,,01/01/2025,,,Sim,,,Usados,14 990        EUR,8089341857,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,d,Diesel,Março,2011,205 000 km,1 995 cm3,143 cv,Sim,Coupé,Branco,,Manual,6,3,4,,119 g/km,,,,Sim,,,Usados,12 990        EUR,8089989223,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,Sim,,Série 1,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 VTi SE Style,Gasolina,Abril,2015,113 900 km,1 199 cm3,82 cv,Sim,Citadino,Azul,Metalizado,Manual,5,5,5,,104 g/km,,,Nacional,Sim,"5,60 l/100km",,Usados,11 250        EUR,8089123592,13 Julho 2023,,,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane Sport Tourer,1.5 dCi GT Line CO2 Champion,Diesel,Outubro,2010,150 776 km,1 461 cm3,110 cv,,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,106 g/km,30/10/2023,,Nacional,,"4,90 l/100km","3,50 l/100km",Usados,7 990        EUR,8090037067,13 Julho 2023,,,,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 Power Pack+AC,Gasolina,Março,2014,66 900 km,998 cm3,68 cv,,Citadino,Vermelho,Metalizado,Manual,5,5,4,,,,,,Sim,"5,30 l/100km",,Usados,9 250        EUR,8089332249,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,,Diesel,Julho,2014,153 000 km,1 461 cm3,90 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,4,5,Tracção dianteira,,,2,,,,,Usados,12 750        EUR,8089491407,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,150 €,Sim,,,,,,,StandVirtual,Yes
Profissional,VW,Touran,1.6 TDI Confortline,Diesel,Maio,2014,197 000 km,1 598 cm3,110 cv,,Monovolume,Azul,Metalizado,Manual,6,5,7,Tracção dianteira,116 g/km,,,,,"5,20 l/100km","3,90 l/100km",Usados,13 250        EUR,8089822196,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Junho,2018,144 689 km,1 248 cm3,95 cv,Sim,Utilitário,Preto,,Manual,,5,5,Tracção dianteira,,,1,Nacional,Sim,,,Usados,12 890        EUR,8087607747,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Edition S/S,Diesel,Novembro,2016,173 499 km,1 598 cm3,110 cv,Sim,Carrinha,Preto,,Manual,,5,5,Tracção dianteira,,,1,Nacional,Sim,,,Usados,9 990        EUR,8088680468,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Novembro,2017,94 000 km,1 598 cm3,110 cv,,Carrinha,Preto,,Manual,6,5,5,,,01/11/2023,,,Sim,,,Usados,14 990        EUR,8089232768,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.2 TSI 16V Good Stuff Start/Stop,Gasolina,Outubro,2010,144 000 km,1 197 cm3,105 cv,,Utilitário,Preto,,Manual,6,5,5,,,,1,,Sim,,,Usados,7 850        EUR,8089373521,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,CDi Avantgarde BlueEfficiency Auto.,Diesel,Setembro,2012,362 000 km,2 143 cm3,204 cv,,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Tracção traseira,162 g/km,02/09/2023,1,Nacional,Sim,8 l/100km,"4,90 l/100km",Usados,14 950        EUR,8090037094,13 Julho 2023,,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,Classe E,,,,,StandVirtual,Yes
Particular,Opel,Corsa,1.3 CDTi City,Diesel,Abril,2012,140 000 km,1 248 cm3,75 cv,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,104 g/km,,,Nacional,Sim,"4,60 l/100km","3,60 l/100km",Usados,6 500        EUR,8089959573,11 Julho 2023,,,,Classe 1,,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Particular,Kia,Picanto,1.0 CVVT EX,Gasolina,Janeiro,2019,22 000 km,998 cm3,67 cv,,Pequeno citadino,Cinzento,Metalizado,Manual,5,5,5,,,,,Nacional,Sim,"5,50 l/100km",,Usados,11 000        EUR,8088498141,13 Julho 2023,,,,,Sim,Sim,,,,,,,,102 €,,,,01/01/2026,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Janeiro,2018,140 240 km,1 598 cm3,110 cv,Sim,Carrinha,Azul,,Manual,,5,5,,,01/01/2024,,Importado,,,,Usados,12 990        EUR,8089390766,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,CDI (BlueEFFICIENCY),Diesel,Janeiro,2014,277 241 km,1 461 cm3,109 cv,Sim,Utilitário,Preto,,Manual,,5,5,Tracção dianteira,,,,,Sim,5 l/100km,,Usados,13 990        EUR,8089995703,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,Sim,,Classe A,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Dezembro,2018,136 000 km,1 248 cm3,95 cv,,Carrinha,Cinzento,,Manual,5,5,5,,,01/12/2024,,,Sim,,,Usados,13 990        EUR,8089232283,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Setembro,2018,80 835 km,999 cm3,75 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,,112 g/km,,,Nacional,Sim,,,Usados,13 900        EUR,8089603105,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI BlueMotion Highline,Diesel,Maio,2010,269 000 km,1 598 cm3,105 cv,,Carrinha,Cinzento,Metalizado,Manual,,5,,,,,,,Sim,,,Usados,7 750        EUR,8090036683,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.4 TDi Connect,Diesel,Março,2017,151 000 km,1 422 cm3,90 cv,,Citadino,Cinzento,,Manual,5,5,5,,,01/03/2025,,,Sim,,,Usados,13 990        EUR,8089797770,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,308 SW,BlueHDi 120 Stop & Start Allure,Diesel,Fevereiro,2015,200 000 km,1 560 cm3,120 cv,,Carrinha,Azul,Metalizado,Manual,6,5,5,Tracção dianteira,,22/02/2024,,,Sim,"4,70 l/100km",,Usados,11 250        EUR,8090036676,13 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Cosmo,Diesel,Abril,2018,219 000 km,1 248 cm3,95 cv,Sim,Utilitário,Cinzento,,Manual,5,5,5,Tracção dianteira,85 g/km,,1,Nacional,,"3,80 l/100km",3 l/100km,Usados,8 999        EUR,8090021690,13 Julho 2023,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,,Diesel,Março,2015,107 000 km,1 598 cm3,110 cv,,Carrinha,Cinzento,,Manual,6,5,5,,,01/03/2024,,,Sim,,,Usados,11 990        EUR,8089661182,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,,Diesel,Junho,2015,130 000 km,1 248 cm3,95 cv,,Citadino,Azul,,Automática,7,3,5,,,01/06/2024,,,Sim,,,Usados,11 990        EUR,8089584607,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel,Gasolina,Julho,2017,96 544 km,1 199 cm3,82 cv,Sim,SUV / TT,Azul,Metalizado,Manual,5,5,5,,116 g/km,,,Importado,Sim,,,Usados,14 500        EUR,8089813706,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,1.2 VTi Feel,Gasolina,Julho,2016,77 286 km,1 199 cm3,82 cv,,Pequeno citadino,Vermelho,,Manual,5,5,4,Tracção dianteira,,,,,Sim,,,Usados,10 990        EUR,8088284676,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Adam,1.2 Jam,Gasolina,Setembro,2016,147 719 km,1 229 cm3,70 cv,,Pequeno citadino,Laranja,Metalizado,Manual,5,3,4,Tracção dianteira,125 g/km,,,,Sim,,,Usados,11 850        EUR,8088186655,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,SEAT,Ibiza,,Diesel,Março,2010,183 748 km,1 422 cm3,80 cv,,Utilitário,Cinzento,,Manual,,3,2,,,,,Nacional,Sim,,,Usados,6 500        EUR,8089898369,13 Julho 2023,,,,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,,Gasolina,Outubro,2019,46 731 km,998 cm3,72 cv,Sim,Citadino,Branco,,Manual,5,5,5,,,,,Importado,Sim,,,Usados,14 750        EUR,8089193410,13 Julho 2023,Sim,Sim,24 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,,Diesel,Julho,2015,145 000 km,2 000 cm3,120 cv,,Utilitário,Azul,,Manual,6,5,5,,,01/07/2024,,,Sim,,,Usados,14 990        EUR,8088720651,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,,Diesel,Julho,2015,155 000 km,2 000 cm3,120 cv,,Utilitário,Branco,,Manual,6,5,5,,,01/07/2024,,,Sim,,,Usados,14 990        EUR,8088720646,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Sportage,1.7 CRDi ISG Silver,Diesel,Março,2015,224 207 km,1 685 cm3,115 cv,Sim,SUV / TT,Prateado,,Manual,,5,5,,,,,Nacional,,,,Usados,13 990        EUR,8089934061,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Pulsar,1.5 dCi Acenta,Diesel,Junho,2016,53 639 km,1 461 cm3,110 cv,,Utilitário,Preto,,Manual,6,5,5,Tracção dianteira,94 g/km,30/06/2024,,Nacional,Sim,"4,10 l/100km","3,30 l/100km",Usados,14 600        EUR,8089857434,13 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,Dezembro,2016,208 877 km,1 461 cm3,110 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,Nacional,,,,Usados,12 480        EUR,8089915673,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.6 Tekna S P.Ext.2 Red D.Xtronic,Gasolina,Fevereiro,2014,124 000 km,1 598 cm3,117 cv,,SUV / TT,Vermelho,Metalizado,Automática,,5,5,Tracção dianteira,142 g/km,,,Nacional,Sim,"7,60 l/100km","5,20 l/100km",Usados,14 950        EUR,8089914693,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,150 €,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Toledo,,Diesel,Junho,2016,88 000 km,1 422 cm3,90 cv,,Sedan,Azul,,Automática,7,5,5,,,01/06/2024,,,Sim,,,Usados,14 990        EUR,8088546656,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,,Diesel,Fevereiro,2019,123 000 km,1 461 cm3,90 cv,,Citadino,Branco,,Manual,5,5,5,,,01/02/2025,,,Sim,,,Usados,14 990        EUR,8089891467,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Janeiro,2018,122 000 km,1 461 cm3,90 cv,,Carrinha,Branco,,Manual,5,5,5,,,01/01/2024,,,Sim,,,Usados,12 990        EUR,8089813176,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Zen,Gasolina,Abril,2018,84 000 km,898 cm3,90 cv,,Citadino,Cinzento,,Manual,5,5,5,,,01/04/2024,,,Sim,,,Usados,13 990        EUR,8089812964,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Junho,2019,120 000 km,898 cm3,90 cv,,Citadino,Preto,,Manual,5,5,5,,,01/06/2025,,,Sim,,,Usados,13 990        EUR,8089784153,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Zen,Gasolina,Janeiro,2019,127 000 km,898 cm3,90 cv,,Citadino,Vermelho,,Manual,5,5,5,,,01/01/2025,,,Sim,,,Usados,13 990        EUR,8089784136,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited,Gasolina,Outubro,2019,80 000 km,898 cm3,90 cv,,Carrinha,Cinzento,,Manual,5,5,5,,,01/10/2023,,,Sim,,,Usados,14 990        EUR,8089783304,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,,Diesel,Agosto,2018,97 000 km,1 461 cm3,75 cv,,Citadino,Cinzento,,Manual,5,5,5,,,01/08/2024,,,Sim,,,Usados,14 990        EUR,8090036294,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Confort,Diesel,Dezembro,2015,114 000 km,1 461 cm3,90 cv,,Carrinha,Vermelho,,Manual,5,5,5,,,01/12/2023,,,Sim,,,Usados,11 990        EUR,8089658538,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,,Diesel,Julho,2010,132 000 km,1 968 cm3,143 cv,,Carrinha,Preto,,Manual,,4,,Tracção dianteira,,,,,Sim,"5,40 l/100km",,Usados,14 999        EUR,8089059291,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.6 CDTI Business Edition S/S,Diesel,Junho,2019,188 000 km,1 598 cm3,110 cv,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,90 g/km,,,Nacional,Sim,"5,50 l/100km","3,70 l/100km",Usados,13 350        EUR,8089791061,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Janeiro,2020,172 547 km,898 cm3,90 cv,Sim,SUV / TT,Preto,,Manual,,5,5,Tracção dianteira,,,,,Sim,"6,30 l/100km",,Usados,14 990        EUR,8088036090,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,320,d,Diesel,Agosto,2010,123 000 km,1 995 cm3,177 cv,,Sedan,Azul,Metalizado,Manual,,4,5,Tracção traseira,,,,,,6 l/100km,,Usados,14 500        EUR,8089945024,10 Julho 2023,,,,Classe 1,,Sim,,,,,,,,,,,Série 3,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Março,2018,113 430 km,1 461 cm3,90 cv,Sim,Citadino,Vermelho,,Manual,,5,5,Tracção dianteira,82 g/km,,1,Nacional,Sim,,,Usados,12 790        EUR,8089160429,13 Julho 2023,,Sim,18 Meses,,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,1.5 TDCi Titanium,Diesel,Outubro,2016,133 000 km,1 499 cm3,120 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,,,,,Sim,"4,30 l/100km",,Usados,14 999        EUR,8087994143,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,120,d,Diesel,Dezembro,2011,148 000 km,1 995 cm3,177 cv,,Utilitário,Dourado,,Manual,,3,,,,,,,,"5,90 l/100km",,Usados,13 900        EUR,8089722054,13 Julho 2023,,,36 Meses,,,,,,,,,,,,,,Série 1,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.2 TDi BlueMotion,Diesel,Dezembro,2013,140 000 km,1 199 cm3,75 cv,Sim,Citadino,Preto,,Manual,,5,,,,,,,,"4,60 l/100km",,Usados,8 900        EUR,8089054202,13 Julho 2023,,Sim,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.6 TDi Trendline BlueMotion,Diesel,Outubro,2011,191 000 km,1 598 cm3,105 cv,Sim,Utilitário,Cinzento,,Manual,5,5,5,,107 g/km,06/10/2023,1,,,,,Usados,10 500        EUR,8089989161,13 Julho 2023,,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Break,1.5 dCi Dynamique Sport Edition,Diesel,Novembro,2013,270 000 km,1 461 cm3,90 cv,,Carrinha,Cinzento,Metalizado,Manual,,5,5,,,,2,Nacional,,"5,20 l/100km",,Usados,7 800        EUR,8088643584,13 Julho 2023,,,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,1.6 TDI Style S/S,Diesel,Dezembro,2018,206 209 km,1 598 cm3,115 cv,Sim,Carrinha,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,,,1,Nacional,Sim,"4,70 l/100km",,Usados,13 990        EUR,8088435076,13 Julho 2023,,Sim,18 Meses,Classe 1,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes
