Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Origem,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Possibilidade de financiamento,Tipo de cor,Número de Mudanças,Classe do veículo,Tracção,Registo(s),2º Chave,Inspecção válida até,Não fumador,Livro de Revisões completo,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Kia,Ceed SW,1.6 CRDi GT Line,Diesel,Maio,2017,138 021 km,1 582 cm3,136 cv,Sim,Carrinha,Branco,Manual,5,5,102 g/km,18 Meses,Nacional,"4,40 l/100km","3,60 l/100km","3,90 l/100km",Usados,Mostrar VIN,14 500,8092112204,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-6-crdi-gt-line-ID8PDG2M.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Março,2022,55 963 km,999 cm3,70 cv,Sim,Utilitário,Branco,Manual,5,4,,18 Meses,Nacional,,,"4,80 l/100km",Usados,Mostrar VIN,12 690,8092112207,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PDG2P.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Tipo,1.3 M-Jet Lounge,Diesel,Outubro,2017,81 274 km,1 248 cm3,95 cv,Sim,Carrinha,Azul,Manual,5,5,99 g/km,36 Meses,Nacional,"4,50 l/100km","3,30 l/100km","3,70 l/100km",Usados,Mostrar VIN,11 800,8092112230,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-ID8PDG3c.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Shine,Diesel,Dezembro,2015,90 571 km,1 560 cm3,100 cv,,SUV / TT,Branco,Manual,5,5,,18 Meses,,,,,Usados,,13 490,8092007965,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PDeWw.html,,Sim,,,,Tracção dianteira,,,30 Dezembro 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,1.6 BlueHDi Feel,Diesel,Agosto,2018,51 000 km,1 560 cm3,75 cv,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Nacional,,,,Usados,,14 990,8091833810,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-6-bluehdi-feel-ID8PCwCy.html,,Sim,,,Classe 1,,,Sim,,,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.6 BlueHDi Feel,Diesel,Dezembro,2015,146 000 km,1 560 cm3,100 cv,,SUV / TT,Preto,Manual,5,5,,18 Meses,,,,,Usados,,11 890,8092065758,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-feel-ID8PDtXE.html,,,,,,Tracção dianteira,,,1 Dezembro 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio Sport Tourer,,Gasolina,Abril,2018,71 000 km,898 cm3,90 cv,,Carrinha,Preto,Manual,5,5,,18 Meses,,,,,Usados,,12 490,8088546481,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-ID8PoIr7.html,,Sim,,5,Classe 1,Tracção dianteira,,Sim,1 Abril 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Janeiro,2019,127 000 km,898 cm3,90 cv,,Citadino,Vermelho,Manual,5,5,,18 Meses,,,,,Usados,,12 990,8089784136,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8PtUpi.html,,Sim,,5,Classe 1,Tracção dianteira,,Sim,1 Janeiro 2025,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Ford,Focus,1.5 EcoBlue S&S TITANIUM X,Diesel,Abril,2018,147 000 km,1 498 cm3,120 cv,,Utilitário,Preto,Manual,5,,,,,"4,20 l/100km",,,Usados,,12 900,8091759226,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-1-5-ecoblue-s-s-titanium-x-ID8PCcdA.html,,,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Skoda,Fabia Break,1.0 TSI Active Plus,Gasolina,Junho,2018,110 717 km,999 cm3,95 cv,Sim,Carrinha,Azul,Manual,5,5,,18 Meses,Nacional,,,,Usados,,11 490,8091035938,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-fabia-break-1-0-tsi-active-plus-ID8Pza3E.html,,Sim,Metalizado,5,Classe 1,Tracção dianteira,1,Sim,22 Junho 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Dacia,Logan MCV,1.0 SCe Pack,Gasolina,Abril,2018,54 000 km,999 cm3,75 cv,Sim,Carrinha,Branco,Manual,5,5,,18 Meses,Nacional,"6,50 l/100km",,,Usados,,10 500,8091920734,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-1-0-sce-pack-ID8PCSey.html,,Sim,Metalizado,5,Classe 1,,,Sim,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Ford,EcoSport,1.0 EcoBoost Titanium Plus,Gasolina,Setembro,2018,85 000 km,998 cm3,125 cv,,SUV / TT,Cinzento,Manual,5,,,,,,,,Usados,,13 450,8091775545,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ecosport-1-0-ecoboost-titanium-plus-ID8PCgsN.html,,,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Abril,2015,160 000 km,1 199 cm3,82 cv,,SUV / TT,Cinzento,Manual,5,5,,18 Meses,,6 l/100km,,,Usados,,11 500,8088446636,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8PoisI.html,,,,,,,,Sim,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,508 SW,1.6 BlueHDi Access P.Business J17,Diesel,Junho,2017,150 000 km,1 560 cm3,120 cv,,Carrinha,Preto,Manual,5,,100 g/km,36 Meses,,"4,70 l/100km","3,50 l/100km",,Usados,,14 990,8091396618,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-access-p-business-j17-ID8PAFT4.html,,,,6,,Tracção dianteira,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,BMW,116,d EDynamics Line Urban,Diesel,Março,2015,181 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Manual,5,5,89 g/km,,Nacional,"3,90 l/100km","3,10 l/100km",,Usados,Mostrar VIN,13 500,8092066199,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-urban-ID8PDu4L.html,,,Metalizado,6,Classe 1,Tracção traseira,1,Sim,,,Sim,Série 1,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Leaf,Tekna Two Tone+ProPilot Park,Eléctrico,Novembro,2018,109 500 km,,150 cv,Sim,Utilitário,Preto,Automática,5,5,,18 Meses,Nacional,,,,Usados,,15 000,8091573290,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-tekna-two-tone-propilot-park-ID8PBpQC.html,Sim,Sim,Metalizado,1,Classe 1,Tracção dianteira,1,Sim,15 Novembro 2024,Sim,Sim,,270 km,"20,60 kWh/100km",40 kWh,Própria,,,,,StandVirtual,Yes,2024-04-01
Particular,Citroën,DS4,1.6 BlueHDi So Chic EAT6,Diesel,Fevereiro,2015,138 000 km,1 560 cm3,120 cv,,Utilitário,Branco,Automática,5,5,108 g/km,,Nacional,"4,80 l/100km","3,80 l/100km",,Usados,,13 950,8091755146,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds4-1-6-bluehdi-so-chic-eat6-ID8PCb9M.html,,,Pérola,6,Classe 1,Tracção dianteira,1,Sim,1 Dezembro 2024,Sim,Sim,,,,,,1 200 km,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,DS3,Cabrio 1.6 THP Sport Chic,Gasolina,Abril,2015,140 000 km,1 598 cm3,155 cv,,Cabrio,Azul,Manual,2,5,129 g/km,18 Meses,,,,6 l/100km,Usados,,13 250,8089439623,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds3-cabrio-1-6-thp-sport-chic-ID8PssMD.html,,Sim,Metalizado,6,Classe 1,Tracção dianteira,1,Sim,30 Abril 2024,Sim,Sim,,,,,,,180 €,,,StandVirtual,Yes,2024-04-01
Profissional,Smart,Fortwo Cabrio,1.0 71 Passion Aut.,Gasolina,Abril,2016,95 000 km,999 cm3,71 cv,,Cabrio,Azul,Automática,2,2,99 g/km,18 Meses,Nacional,"5,10 l/100km","3,80 l/100km",,Usados,,13 490,8092071256,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-1-0-71-passion-aut-ID8PDwok.html,,Sim,Metalizado,6,Classe 1,Tracção traseira,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Zoe,E-Tech EV40 Equilibre,Eléctrico,Outubro,2019,18 900 km,,109 cv,,Citadino,Branco,Automática,5,5,,18 Meses,,,,,Usados,Mostrar VIN,13 250,8092073215,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-e-tech-ev40-equilibre-ID8PDwTW.html,Sim,Sim,Metalizado,1,Classe 1,Tracção dianteira,1,Sim,1 Outubro 2025,Sim,Sim,,300 km,"17,80 kWh/100km",41 kWh,Aluguer,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Junho,2019,34 000 km,898 cm3,90 cv,,Citadino,Preto,Manual,5,,,18 Meses,,"5,10 l/100km",,,Usados,,14 500,8091621744,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-edition-ID8PBCs8.html,,Sim,Metalizado,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Junho,2014,129 000 km,1 199 cm3,83 cv,,Citadino,Cinzento,Manual,5,,123 g/km,18 Meses,,,,,Usados,,9 500,8091038291,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PzaFB.html,,,,5,,Tracção dianteira,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,BMW,116,d EDynamics Line Urban,Diesel,Março,2015,181 000 km,1 496 cm3,116 cv,Sim,Utilitário,Cinzento,Manual,5,5,89 g/km,,Nacional,"3,90 l/100km","3,10 l/100km",,Usados,Mostrar VIN,13 500,8092066199,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-urban-ID8PDu4L.html,,,Metalizado,6,Classe 1,Tracção traseira,1,Sim,,,Sim,Série 1,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Leaf,Tekna Two Tone+ProPilot Park,Eléctrico,Novembro,2018,109 500 km,,150 cv,Sim,Utilitário,Preto,Automática,5,5,,18 Meses,Nacional,,,,Usados,,15 000,8091573290,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-tekna-two-tone-propilot-park-ID8PBpQC.html,Sim,Sim,Metalizado,1,Classe 1,Tracção dianteira,1,Sim,15 Novembro 2024,Sim,Sim,,270 km,"20,60 kWh/100km",40 kWh,Própria,,,,,StandVirtual,Yes,2024-04-01
Particular,Citroën,DS4,1.6 BlueHDi So Chic EAT6,Diesel,Fevereiro,2015,138 000 km,1 560 cm3,120 cv,,Utilitário,Branco,Automática,5,5,108 g/km,,Nacional,"4,80 l/100km","3,80 l/100km",,Usados,,13 950,8091755146,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds4-1-6-bluehdi-so-chic-eat6-ID8PCb9M.html,,,Pérola,6,Classe 1,Tracção dianteira,1,Sim,1 Dezembro 2024,Sim,Sim,,,,,,1 200 km,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,DS3,Cabrio 1.6 THP Sport Chic,Gasolina,Abril,2015,140 000 km,1 598 cm3,155 cv,,Cabrio,Azul,Manual,2,5,129 g/km,18 Meses,,,,6 l/100km,Usados,,13 250,8089439623,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds3-cabrio-1-6-thp-sport-chic-ID8PssMD.html,,Sim,Metalizado,6,Classe 1,Tracção dianteira,1,Sim,30 Abril 2024,Sim,Sim,,,,,,,180 €,,,StandVirtual,Yes,2024-04-01
Profissional,Smart,Fortwo Cabrio,1.0 71 Passion Aut.,Gasolina,Abril,2016,95 000 km,999 cm3,71 cv,,Cabrio,Azul,Automática,2,2,99 g/km,18 Meses,Nacional,"5,10 l/100km","3,80 l/100km",,Usados,,13 490,8092071256,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-1-0-71-passion-aut-ID8PDwok.html,,Sim,Metalizado,6,Classe 1,Tracção traseira,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Zoe,E-Tech EV40 Equilibre,Eléctrico,Outubro,2019,18 900 km,,109 cv,,Citadino,Branco,Automática,5,5,,18 Meses,,,,,Usados,Mostrar VIN,13 250,8092073215,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-e-tech-ev40-equilibre-ID8PDwTW.html,Sim,Sim,Metalizado,1,Classe 1,Tracção dianteira,1,Sim,1 Outubro 2025,Sim,Sim,,300 km,"17,80 kWh/100km",41 kWh,Aluguer,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Junho,2019,34 000 km,898 cm3,90 cv,,Citadino,Preto,Manual,5,,,18 Meses,,"5,10 l/100km",,,Usados,,14 500,8091621744,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-edition-ID8PBCs8.html,,Sim,Metalizado,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Junho,2014,129 000 km,1 199 cm3,83 cv,,Citadino,Cinzento,Manual,5,,123 g/km,18 Meses,,,,,Usados,,9 500,8091038291,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-ID8PzaFB.html,,,,5,,Tracção dianteira,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,508,1.6 HDi-e Business Line Pack 2-Tronic,Diesel,Setembro,2014,214 850 km,1 560 cm3,115 cv,Sim,Sedan,Branco,Automática,4,,104 g/km,36 Meses,,"4,60 l/100km","3,70 l/100km",,Usados,,11 500,8091229249,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-hdi-e-business-line-pack-2-tronic-ID8PzYlz.html,,Sim,,6,,Tracção dianteira,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Dacia,Sandero,0.9 TCe Stepway,Gasolina,Outubro,2015,78 334 km,898 cm3,90 cv,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,,,,5 l/100km,Usados,,11 900,8092016258,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-stepway-ID8PDh5g.html,,Sim,Metalizado,5,Classe 1,Tracção dianteira,1,Sim,1 Outubro 2024,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Julho,2019,116 000 km,999 cm3,100 cv,,Citadino,Branco,Manual,5,5,118 g/km,18 Meses,,,,,Usados,Mostrar VIN,12 890,8090611319,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PxnAX.html,,Sim,Metalizado,5,Classe 1,Tracção dianteira,1,Sim,1 Julho 2025,Sim,Sim,,,,,,,"108,32 €",,,StandVirtual,Yes,2024-04-01
Profissional,Dacia,Logan MCV,0.9 TCe Stepway,Gasolina,Novembro,2017,100 000 km,898 cm3,90 cv,,Carrinha,Prateado,Manual,5,5,115 g/km,18 Meses,,"6,60 l/100km",,,Usados,Mostrar VIN,10 980,8090799260,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-0-9-tce-stepway-ID8Pyaug.html,,Sim,Metalizado,5,Classe 1,Tracção dianteira,1,Sim,20 Novembro 2024,Sim,Sim,,,,,,,"108,32 €",,,StandVirtual,Yes,2024-04-01
Profissional,Dacia,Duster,1.2 TCe Prestige,Gasolina,Dezembro,2015,128 500 km,1 197 cm3,125 cv,,SUV / TT,Cinzento,Manual,5,5,138 g/km,18 Meses,,,,6 l/100km,Usados,Mostrar VIN,12 990,8091872611,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-2-tce-prestige-ID8PCFIn.html,,Sim,,6,Classe 1,Tracção dianteira,,Sim,12 Dezembro 2024,Sim,Sim,,,,,,,148 €,,,StandVirtual,Yes,2024-04-01
Profissional,Mercedes-Benz,A 180,CDi BE Style,Diesel,Março,2014,240 223 km,1 461 cm3,109 cv,,Utilitário,Branco,Manual,5,5,,18 Meses,Importado,,,,Usados,,14 950,8091817634,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-style-ID8PCrpE.html,,Sim,Metalizado,6,Classe 1,Tracção dianteira,,Sim,12 Março 2024,,,Classe A,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Kangoo,1.5 dCi Maxi Business,Diesel,Março,2019,200 000 km,1 461 cm3,90 cv,,Carrinha,Branco,Manual,5,5,,18 Meses,Nacional,"5,70 l/100km",,,Usados,,13 999,8091819629,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-maxi-business-ID8PCrWP.html,Sim,Sim,,,Classe 1,Tracção dianteira,1,Sim,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Ford,C-Max,1.5 TDCi Titanium S/S,Diesel,Junho,2018,170 000 km,1 499 cm3,120 cv,,Monovolume,Preto,Manual,5,5,160 g/km,,,"5,30 l/100km","4,40 l/100km",,Usados,Mostrar VIN,13 250,8092087399,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-c-max-1-5-tdci-titanium-s-s-ID8PDzAH.html,,,Metalizado,6,Classe 1,Tracção dianteira,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Clio,1.5 dCi Limited EDition,Diesel,Novembro,2019,94 025 km,1 461 cm3,90 cv,Sim,Citadino,Cinzento,Manual,5,5,82 g/km,18 Meses,Nacional,"3,30 l/100km","3,10 l/100km",,Usados,Mostrar VIN,14 990,8092098176,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-edition-ID8PDCov.html,Sim,Sim,Metalizado,5,Classe 1,Tracção dianteira,1,Sim,21 Novembro 2025,Sim,Sim,,,,,,,"156,21 €",,,StandVirtual,Yes,2024-04-01
Profissional,Ford,Focus SW,1.0 EcoBoost Business,Gasolina,Fevereiro,2018,169 536 km,998 cm3,100 cv,,Carrinha,Cinzento,Manual,5,5,,18 Meses,,,,,Usados,,9 990,8092127221,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-ecoboost-business-ID8PDJVZ.html,,Sim,Metalizado,,Classe 1,,1,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Limited,Diesel,Março,2019,108 173 km,1 461 cm3,115 cv,,Carrinha,Preto,Manual,5,5,,18 Meses,Nacional,,,,Usados,,13 750,8092127220,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-limited-ID8PDJVY.html,,Sim,,,Classe 1,,1,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Mégane,1.5 dCi Zen,Diesel,Março,2018,125 000 km,1 461 cm3,90 cv,Sim,Citadino,Branco,Manual,5,5,,18 Meses,,,,,Usados,,12 450,8091759289,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-zen-ID8PCceB.html,,Sim,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Twingo,1.0 SCe Limited,Gasolina,Maio,2016,129 000 km,999 cm3,70 cv,Sim,Pequeno citadino,Preto,Manual,5,4,,18 Meses,,,,,Usados,,8 750,8091752779,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-twingo-1-0-sce-limited-ID8PCaxB.html,,Sim,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Ibiza,SC 1.2 TSi FR,Gasolina,Dezembro,2015,218 000 km,1 197 cm3,85 cv,,Citadino,Cinzento,Manual,3,5,,18 Meses,,,,,Usados,,8 750,8091471656,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-2-tsi-fr-ID8PAZpm.html,,Sim,,5,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel Pack,Gasolina,Maio,2018,92 000 km,1 199 cm3,110 cv,,SUV / TT,Cinzento,Manual,5,5,,18 Meses,,,,,Usados,,12 350,8091471654,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-feel-pack-ID8PAZpk.html,,Sim,,5,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Opel,Corsa,1.5 D Edition,Diesel,Abril,2021,130 000 km,1 499 cm3,102 cv,,Citadino,Branco,Manual,5,5,110 g/km,18 Meses,,"3,70 l/100km","2,90 l/100km",,Usados,,13 500,8091788359,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-5-d-edition-ID8PCjNt.html,,Sim,,6,,Tracção dianteira,,Sim,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Renault,Grand Scénic,1.5 dCi Bose Edition SS,Diesel,Outubro,2015,248 000 km,1 461 cm3,110 cv,,Monovolume,Cinzento,Manual,5,7,105 g/km,,,"4,50 l/100km","3,90 l/100km",,Usados,Mostrar VIN,11 750,8091868300,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-5-dci-bose-edition-ss-ID8PCEAQ.html,,,,6,,Tracção dianteira,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Abril,2020,96 000 km,1 499 cm3,102 cv,Sim,Utilitário,Preto,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,14 990,8091835756,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PCv7V.html,,Sim,Metalizado,6,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Leon,1.6 TDI Style DSG,Diesel,Abril,2014,162 956 km,1 598 cm3,105 cv,Sim,Utilitário,Branco,Automática,5,5,,18 Meses,Importado,,,,Usados,,13 950,8091833793,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-style-dsg-ID8PCwCh.html,,Sim,,6,Classe 1,Tracção dianteira,2,,9 Abril 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Renault,Mégane Break,,Diesel,Janeiro,2017,200 000 km,1 500 cm3,110 cv,,Carrinha,Cinzento,Manual,4,,,,,,,,Usados,,10 999,8092033939,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-break-ID8PDlGr.html,,,Metalizado,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Fevereiro,2019,134 000 km,1 461 cm3,90 cv,Sim,Citadino,Vermelho,Manual,5,5,139 g/km,18 Meses,Nacional,"4,60 l/100km","3,90 l/100km",,Usados,,14 890,8091922258,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PCSD8.html,,Sim,Metalizado,5,,Tracção dianteira,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Mercedes-Benz,B 180,CDi BlueEfficiency,Diesel,Junho,2014,138 009 km,1 461 cm3,109 cv,Sim,Carrinha,Roxo,Manual,5,5,,18 Meses,Importado,,,,Usados,,14 950,8092092062,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-cdi-blueefficiency-ID8PDANU.html,,Sim,,6,Classe 1,Tracção dianteira,2,Sim,26 Junho 2024,,Sim,Classe B,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,500,1.0 Hybrid Club,Gasolina,Junho,2022,34 105 km,999 cm3,70 cv,Sim,Utilitário,Cinzento,Manual,3,4,,18 Meses,Nacional,,,"4,60 l/100km",Usados,Mostrar VIN,14 400,8090966741,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-club-ID8PyS3z.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Ford,EcoSport,1.0 EcoBoost Titanium,Gasolina,Maio,2016,90 000 km,998 cm3,125 cv,Sim,SUV / TT,Branco,Manual,5,5,125 g/km,18 Meses,Nacional,"6,60 l/100km","4,70 l/100km",,Usados,Mostrar VIN,11 990,8089943904,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ecosport-1-0-ecoboost-titanium-ID8PuzYc.html,,Sim,Metalizado,5,,Tracção dianteira,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Abril,2020,96 000 km,1 499 cm3,102 cv,Sim,Utilitário,Preto,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,14 990,8091835756,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PCv7V.html,,Sim,Metalizado,6,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Leon,1.6 TDI Style DSG,Diesel,Abril,2014,162 956 km,1 598 cm3,105 cv,Sim,Utilitário,Branco,Automática,5,5,,18 Meses,Importado,,,,Usados,,13 950,8091833793,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-style-dsg-ID8PCwCh.html,,Sim,,6,Classe 1,Tracção dianteira,2,,9 Abril 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
