Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Origem,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Possibilidade de financiamento,Tipo de cor,Número de Mudanças,Classe do veículo,Tracção,Registo(s),2º Chave,Inspecção válida até,Não fumador,Livro de Revisões completo,Sub-modelo,Autonomia,Consumo,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Dezembro,2017,107 000 km,1 598 cm3,110 cv,Sim,Carrinha,Castanho,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,12 450,8091988123,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-business-edition-s-s-ID8PD9Lt.html,,Sim,,6,Classe 1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Polo,1.4 TDi Trendline,Diesel,Março,2016,155 747 km,1 422 cm3,90 cv,,Citadino,Prateado,Manual,5,5,,18 Meses,Importado,,,,Usados,,12 900,8090049208,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-trendline-ID8Pw1mE.html,,Sim,Metalizado,5,Classe 1,Tracção dianteira,1,Sim,,,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Volvo,V40,2.0 D2 Kinetic Eco,Diesel,Outubro,2015,99 000 km,1 969 cm3,120 cv,,Utilitário,Branco,Manual,5,5,82 g/km,18 Meses,Nacional,,,,Usados,Mostrar VIN,12 980,8091653152,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-eco-ID8PBKCI.html,,Sim,,6,,Tracção dianteira,,,22 Outubro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Sportage,1.7 CRDi ISG LX,Diesel,Julho,2014,131 000 km,1 685 cm3,115 cv,,SUV / TT,Preto,Manual,5,5,135 g/km,18 Meses,Nacional,,,,Usados,Mostrar VIN,12 750,8091983456,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-7-crdi-isg-lx-ID8PD8yc.html,,Sim,,6,Classe 1,Tracção dianteira,,,21 Julho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Fevereiro,2022,42 000 km,1 199 cm3,83 cv,Sim,Citadino,Branco,Manual,5,5,,18 Meses,Nacional,,,,Usados,,14 590,8090610684,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PxnqI.html,Sim,Sim,Metalizado,5,,,1,Sim,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Janeiro,2018,119 000 km,1 248 cm3,95 cv,,Carrinha,Cinzento,Manual,5,5,,18 Meses,Nacional,,,,Usados,,13 250,8089237560,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PrCdy.html,Sim,Sim,,5,Classe 1,Tracção dianteira,1,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,BMW,418 Gran Coupé,d Pack M Auto,Diesel,Janeiro,2015,199 860 km,1 995 cm3,143 cv,,Sedan,Azul,Automática,5,5,127 g/km,,Importado,"5,80 l/100km","4,30 l/100km",,Usados,,21 450,8090573828,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-pack-m-auto-ID8PxdQg.html,,,Metalizado,8,Classe 1,Tracção traseira,,Sim,,Sim,Sim,Série 4,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Ford,Fiesta,1.5 TDCi Active,Diesel,Setembro,2018,74 533 km,1 499 cm3,85 cv,,Citadino,Azul,Manual,5,5,,18 Meses,,,,,Usados,,15 490,8092065757,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-5-tdci-active-ID8PDtXD.html,,,,,,Tracção dianteira,,,1 Setembro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,MINI,One,Sport Edition,Gasolina,Julho,2021,30 000 km,1 499 cm3,102 cv,Sim,Utilitário,Cinzento,Manual,5,5,128 g/km,18 Meses,Nacional,,,,Usados,,22 900,8091917143,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-sport-edition-ID8PCRiD.html,,Sim,,6,Classe 1,Tracção dianteira,1,Sim,30 Julho 2024,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-04-01
Particular,Mercedes-Benz,A 180,d Aut.,Diesel,Abril,2017,68 500 km,1 461 cm3,109 cv,,Utilitário,Preto,Automática,5,5,98 g/km,,Nacional,"4,50 l/100km","3,60 l/100km",,Usados,Mostrar VIN,19 500,8091729525,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-aut-ID8PC4ux.html,,,,7,,Tracção dianteira,,Sim,7 Abril 2024,Sim,Sim,Classe A,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Audi,A4 Avant,,Diesel,Março,2016,129 000 km,1 968 cm3,150 cv,,Carrinha,Azul,Manual,5,5,,18 Meses,,,,,Usados,,19 990,8089439797,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-ID8PssPr.html,Sim,Sim,,6,Classe 1,Tracção dianteira,,Sim,1 Março 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Dezembro,2019,87 893 km,1 598 cm3,115 cv,Sim,SUV / TT,Cinzento,Manual,5,5,,18 Meses,Nacional,"5,20 l/100km","4,20 l/100km","4,60 l/100km",Usados,Mostrar VIN,18 490,8092054283,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8PDqYz.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Junho,2022,33 100 km,1 197 cm3,84 cv,Sim,Utilitário,Cinzento,Manual,5,5,,48 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,17 250,8092054280,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-comfort-ID8PDqYv.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2028,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Agosto,2022,27 138 km,1 197 cm3,84 cv,Sim,Utilitário,Branco,Manual,5,4,,60 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,17 250,8092054277,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-comfort-ID8PDqYt.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Maio,2022,17 800 km,998 cm3,102 cv,Sim,SUV / TT,Branco,Manual,5,5,,60 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,18 850,8092054267,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PDqYj.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Maio,2022,17 015 km,1 199 cm3,102 cv,Sim,SUV / TT,Laranja,Manual,5,5,,18 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,22 490,8092054273,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-ID8PDqYp.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Outubro,2022,22 214 km,999 cm3,95 cv,Sim,Utilitário,Branco,Manual,5,5,,36 Meses,Nacional,,,"5,40 l/100km",Usados,Mostrar VIN,18 390,8092054264,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-fr-ID8PDqYg.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Julho,2022,28 939 km,998 cm3,120 cv,Sim,SUV / TT,Cinzento,Manual,5,5,,36 Meses,Nacional,,,6 l/100km,Usados,Mostrar VIN,20 750,8092054290,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-tt-ID8PDqYG.html,,,,,,,,,,,,,,,,,,,29 Março 2027,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Qashqai,,Diesel,Junho,2015,113 000 km,1 598 cm3,130 cv,,SUV / TT,Cinzento,Automática,5,5,,18 Meses,,,,,Usados,,17 490,8090078770,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-ID8Pw93s.html,,Sim,,7,Classe 1,Tracção dianteira,,Sim,1 Junho 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,e-Niro,EV 39.2kWh Move 39,Eléctrico,Dezembro,2021,51 000 km,,135 cv,Sim,Utilitário,Branco,Automática,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,25 900,8092054293,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-39-2kwh-move-39-ID8PDqYJ.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Ceed,1.0 T-GDI SX,Gasolina,Julho,2018,79 253 km,998 cm3,120 cv,Sim,Utilitário,Prateado,Manual,5,5,127 g/km,18 Meses,Nacional,"6,30 l/100km","4,80 l/100km","5,40 l/100km",Usados,Mostrar VIN,15 800,8092054300,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-1-0-t-gdi-sx-ID8PDqYQ.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i30,1.6 CRDi N-Line,Diesel,Setembro,2021,18 054 km,1 598 cm3,136 cv,Sim,Utilitário,Preto,Manual,5,5,,60 Meses,Nacional,,,"5,30 l/100km",Usados,Mostrar VIN,23 990,8092065583,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-6-crdi-n-line-ID8PDtUP.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Maio,2021,49 006 km,998 cm3,120 cv,Sim,Carrinha,Prateado,Manual,5,5,,60 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,18 900,8092065584,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PDtUQ.html,,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,Bayon,1.0 T-GDi Premium,Gasolina,Novembro,2021,9 811 km,998 cm3,102 cv,Sim,SUV / TT,Cinzento,Manual,5,5,,48 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,18 700,8092065587,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-ID8PDtUT.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2028,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Ibiza,1.6 TDI Style,Diesel,Janeiro,2019,81 634 km,1 598 cm3,95 cv,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Nacional,"4,10 l/100km","3,40 l/100km","3,80 l/100km",Usados,Mostrar VIN,15 990,8092065594,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-6-tdi-style-ID8PDtW0.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,BMW,318,d Touring,Diesel,Agosto,2020,81 446 km,1 995 cm3,150 cv,Sim,Carrinha,Branco,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,29 490,8092065595,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-ID8PDtW1.html,,,,,,,,,,,,Série 3,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Rio,1.0 T-GDI Wave,Gasolina,Maio,2022,34 090 km,998 cm3,100 cv,Sim,Utilitário,Prateado,Manual,5,5,,48 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,17 250,8092065590,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-rio-1-0-t-gdi-wave-ID8PDtUV.html,,,,,,,,,,,,,,,,,,,29 Março 2028,,StandVirtual,Yes,2024-04-01
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Julho,2021,36 139 km,999 cm3,110 cv,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,19 990,8092065591,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-tsi-style-ID8PDtUX.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Optima SW,,Híbrido (Gasolina),Janeiro,2021,45 543 km,1 999 cm3,205 cv,Sim,Carrinha,Preto,Automática,5,5,33 g/km,18 Meses,Nacional,,,,Usados,Mostrar VIN,27 490,8092065596,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-optima-sw-ID8PDtW2.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Niro,1.6 GDI PHEV Drive,Híbrido Plug-In,Junho,2019,70 544 km,1 580 cm3,141 cv,Sim,Utilitário,Cinzento,Automática,5,5,,18 Meses,Nacional,,,"1,30 l/100km",Usados,Mostrar VIN,23 990,8092065597,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-niro-1-6-gdi-phev-drive-ID8PDtW3.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,5008,,Diesel,Novembro,2016,138 000 km,1 560 cm3,120 cv,,Monovolume,Cinzento,Manual,5,7,,18 Meses,,,,,Usados,,15 990,8090965017,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-ID8PyRBL.html,,Sim,,6,Classe 1,Tracção dianteira,,,1 Novembro 2024,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure EAT6,Diesel,Março,2018,114 180 km,1 560 cm3,120 cv,,Carrinha,Branco,Automática,5,5,,18 Meses,,,,,Usados,,16 490,8092065759,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-eat6-ID8PDtXF.html,,,,,,Tracção dianteira,,,1 Março 2026,Sim,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Julho,2022,40 202 km,998 cm3,72 cv,Sim,Citadino,Vermelho,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156882,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFo.html,,Sim,,,,,,,,,,,,,,,,,13 Março 2024,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Stonic,1.2 Dynamic,Gasolina,Junho,2022,47 500 km,1 197 cm3,84 cv,Sim,SUV / TT,Prateado,Manual,5,5,,60 Meses,Nacional,,,"5,80 l/100km",Usados,Mostrar VIN,16 500,8092065598,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-stonic-1-2-dynamic-ID8PDtW4.html,,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Leaf,Tekna,Eléctrico,Janeiro,2019,119 635 km,,150 cv,Sim,Utilitário,Cinzento,Automática,5,5,,18 Meses,Nacional,,,,Usados,Mostrar VIN,16 990,8092065599,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-tekna-ID8PDtW5.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,Sportage,1.6 T-GDI Drive,Gasolina,Março,2023,17 804 km,1 598 cm3,150 cv,Sim,SUV / TT,Branco,Manual,5,5,,60 Meses,Nacional,,,"6,80 l/100km",Usados,Mostrar VIN,29 990,8092065601,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-6-t-gdi-drive-ID8PDtW7.html,,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Nissan,Qashqai,1.3 DIG-T N-Connecta,Gasolina,Junho,2022,25 889 km,1 332 cm3,140 cv,Sim,SUV / TT,Azul,Manual,5,5,,24 Meses,Nacional,,,"6,40 l/100km",Usados,Mostrar VIN,29 500,8092082408,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-n-connecta-ID8PDyic.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i30 SW,1.0 T-GDi Style,Gasolina,Junho,2021,58 915 km,998 cm3,120 cv,Sim,Carrinha,Preto,Manual,5,5,,60 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,20 990,8092082406,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i30-sw-1-0-t-gdi-style-ID8PDyia.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Fiat,Tipo Station Wagon,,Gasolina,Setembro,2022,47 753 km,999 cm3,100 cv,Sim,Carrinha,Cinzento,Manual,5,,,18 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,19 800,8092065604,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-ID8PDtWa.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Kia,ProCeed,1.4 T-GDi GT Line 7DCT,Gasolina,Outubro,2019,93 657 km,1 353 cm3,140 cv,Sim,Carrinha,Preto,Automática,5,5,,18 Meses,Nacional,,,,Usados,,21 490,8091538998,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-proceed-1-4-t-gdi-gt-line-7dct-ID8PBgWv.html,Sim,Sim,Metalizado,7,Classe 1,,1,Sim,,Sim,Sim,,,,,,,,25 Outubro 2026,150 000 km,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Janeiro,2023,22 052 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,19 000,8092156881,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFn.html,,Sim,,,,,,,,,,,,,,,,,12 Março 2024,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Janeiro,2023,17 308 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,,128 g/km,105 Meses,Nacional,,,,Usados,Mostrar VIN,19 000,8092156878,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFk.html,,Sim,,,,,,,,,,,,,,,,,24 Janeiro 2033,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Janeiro,2023,23 310 km,998 cm3,72 cv,Sim,Citadino,Cinzento,Manual,5,,128 g/km,105 Meses,Nacional,,,,Usados,Mostrar VIN,19 000,8092156879,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFl.html,,Sim,,,,,,,,,,,,,,,,,24 Janeiro 2033,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Julho,2022,40 543 km,998 cm3,72 cv,Sim,Citadino,Vermelho,Manual,5,,128 g/km,99 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156877,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFj.html,,Sim,,,,,,,,,,,,,,,,,20 Julho 2032,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Maio,2022,29 002 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156873,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFf.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Junho,2022,34 222 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156874,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFg.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Agosto,2022,24 633 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156872,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFe.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Yaris,1.0 VVT-i Comfort Plus,Gasolina,Abril,2022,23 610 km,998 cm3,72 cv,Sim,Citadino,Branco,Manual,5,5,128 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,18 500,8092156871,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-comfort-plus-ID8PDRFd.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Abril,2022,29 587 km,1 798 cm3,122 cv,Sim,Carrinha,Branco,Automática,5,5,112 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,30 000,8092156870,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-comfort-p-sport-ID8PDRFc.html,,Sim,,,,,,,,,,,,,,,,,1 Abril 2027,,StandVirtual,Yes,2024-04-01
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Junho,2022,43 762 km,1 798 cm3,122 cv,Sim,Carrinha,Dourado,Automática,5,,112 g/km,36 Meses,Nacional,,,,Usados,Mostrar VIN,30 000,8092156869,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-comfort-p-sport-ID8PDRFb.html,,Sim,,,,,,,,,,,,,,,,,20 Fevereiro 2024,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i20,1.0 T-GDI Style,Gasolina,Janeiro,2023,12 890 km,998 cm3,100 cv,Sim,Utilitário,Branco,Manual,5,5,,60 Meses,Nacional,,,"5,40 l/100km",Usados,Mostrar VIN,18 990,8092082412,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-0-t-gdi-style-ID8PDyig.html,,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Setembro,2022,37 966 km,1 197 cm3,84 cv,Sim,Utilitário,Cinzento,Manual,5,5,,60 Meses,Nacional,,,"5,60 l/100km",Usados,Mostrar VIN,17 250,8092082413,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-comfort-ID8PDyih.html,Sim,,,,,,,,,,,,,,,,,,29 Março 2029,,StandVirtual,Yes,2024-04-01
Profissional,Peugeot,508 SW,1.5 BlueHDi Allure,Diesel,Setembro,2019,42 702 km,1 499 cm3,130 cv,Sim,Carrinha,Cinzento,Manual,5,5,,18 Meses,Nacional,,,"4,90 l/100km",Usados,Mostrar VIN,23 990,8092082409,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-allure-ID8PDyid.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Junho,2022,30 500 km,998 cm3,102 cv,Sim,SUV / TT,Cinzento,Manual,5,5,,48 Meses,Nacional,,,"5,50 l/100km",Usados,Mostrar VIN,18 850,8092082410,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8PDyie.html,,,,,,,,,,,,,,,,,,,29 Março 2028,,StandVirtual,Yes,2024-04-01
Profissional,Suzuki,Vitara,1.6 DDiS GLX,Diesel,Fevereiro,2016,98 800 km,1 598 cm3,120 cv,Sim,SUV / TT,Branco,Manual,5,5,106 g/km,18 Meses,Nacional,"4,60 l/100km","3,70 l/100km",4 l/100km,Usados,Mostrar VIN,16 490,8092088204,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/suzuki-vitara-1-6-ddis-glx-ID8PDzNG.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,VW,Polo,1.6 TDI Confortline,Diesel,Maio,2019,118 932 km,1 598 cm3,80 cv,Sim,Utilitário,Cinzento,Manual,5,5,,18 Meses,Nacional,"4,40 l/100km","3,30 l/100km","3,70 l/100km",Usados,Mostrar VIN,16 890,8092092190,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-6-tdi-confortline-ID8PDAPY.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
Profissional,Volvo,V40 Cross Country,2.0 D2 Kinetic,Diesel,Novembro,2016,65 036 km,1 969 cm3,120 cv,Sim,Utilitário,Branco,Manual,5,5,96 g/km,18 Meses,Nacional,"4,20 l/100km","3,50 l/100km","3,80 l/100km",Usados,Mostrar VIN,17 490,8092092191,31 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-2-0-d2-kinetic-ID8PDAPZ.html,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-01
