Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Filtro de partículas,Garantia de Fábrica até,ou até,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Não fumador,Emissões CO2,Consumo Extra Urbano,Autonomia,Valor Fixo,IUC,Consumo Combinado,Sub-modelo,Autonomia Máxima,Bateria,Consumo,Capacidade da bateria,Gancho de Reboque,Clássico,Site,Portugal,Data
Profissional,Nissan,Navara,2.3 dCi CD 4WD Tekna,Diesel,Outubro,2021,6 157 km,2 298 cm3,190 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,,4,3,Classe 2,,,,,,36 Meses,1,Nacional,,,"6,80 l/100km",Usados,44 250        EUR,8089516108,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-navara-2-3-dci-cd-4wd-tekna-ID8PsMGg.html,Sim,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,,Híbrido (Gasolina),Julho,2021,36 851 km,1 598 cm3,225 cv,Sim,SUV / TT,Preto,,Manual,6,5,5,,Tracção dianteira,,,,,18 Meses,,Nacional,,Sim,,Usados,34 990        EUR,8090569882,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PxcOC.html,Sim,Sim,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 250,d,Diesel,Agosto,2016,80 000 km,2 143 cm3,204 cv,Sim,Coupé,Preto,Metalizado,Automática,9,3,4,Classe 1,Tracção traseira,,,,,36 Meses,1,Nacional,Sim,Sim,"5,20 l/100km",Usados,32 990        EUR,8089847027,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PuaLF.html,,Sim,Sim,121 g/km,"4,30 l/100km",,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Março,2017,119 800 km,1 995 cm3,190 cv,Sim,Sedan,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,Sim,,,01/03/2025,18 Meses,1,Importado,Sim,Sim,,Usados,36 500        EUR,8090113431,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Pwi4w.html,,Sim,Sim,,,,Sim,250 €,,Série 4,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X5,25 d sDrive Pack M,Diesel,Novembro,2016,105 000 km,1 995 cm3,231 cv,Sim,SUV / TT,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,01/11/2024,18 Meses,2,Nacional,Sim,Sim,"5,90 l/100km",Usados,43 990        EUR,8090405276,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-pack-m-ID8PvwZG.html,,Sim,Sim,141 g/km,,,,,,Série X,,,,,1,,StandVirtual,Yes,2023-09-16
Particular,MINI,Cooper,S Auto,Gasolina,Fevereiro,2023,8 891 km,1 998 cm3,178 cv,,Carrinha,Azul,,Automática,7,5,5,,Tracção dianteira,,,,,,,,,,,Usados,37 900        EUR,8090585581,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-auto-ID8PxgTP.html,,,,134 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Jaguar,F-Pace,2.0 i4D Portfolio AWD Aut.,Diesel,Agosto,2016,85 800 km,1 999 cm3,180 cv,,SUV / TT,Verde,Metalizado,Automática,8,5,5,Classe 1,Integral,,,,09/08/2024,,1,Nacional,,Sim,,Usados,33 000        EUR,8090482213,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-portfolio-awd-aut-ID8PvQ0B.html,,,,179 g/km,,,,,,,600 km,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 180,AMG Line,Gasolina,Abril,2018,38 000 km,1 595 cm3,156 cv,Sim,Cabrio,Branco,Metalizado,Manual,6,3,4,Classe 1,Tracção traseira,,,,,18 Meses,1,,Sim,Sim,"7,50 l/100km",Usados,34 980        EUR,8089135552,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-amg-line-ID8PrbGg.html,,Sim,Sim,138 g/km,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Março,2019,116 000 km,2 143 cm3,136 cv,Sim,Carrinha,Azul,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,Sim,,,15/03/2025,18 Meses,1,Importado,Sim,Sim,"4,80 l/100km",Usados,32 790        EUR,8089197335,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8PrrKL.html,,Sim,Sim,,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Hyundai,Kauai,EV 64kWh Vanguard,Eléctrico,Junho,2021,45 157 km,,204 cv,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,,01/05/2026,,,36 Meses,,Importado,Sim,,,Usados,33 900        EUR,8090569811,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-ID8PxcNt.html,Sim,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,330,,Híbrido (Gasolina),Agosto,2019,21 643 km,1 998 cm3,252 cv,,Sedan,Cinzento,Metalizado,Automática,,5,,,,,,,,36 Meses,,Nacional,,,,Usados,41 450        EUR,8090534347,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-ID8Px3zt.html,,,,,,,,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2022,28 227 km,1 499 cm3,130 cv,,SUV / TT,Preto,Metalizado,Manual,,5,,,,,,,,36 Meses,,Nacional,,,,Usados,34 450        EUR,8090466043,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PvLNN.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido (Gasolina),Setembro,2020,81 500 km,1 969 cm3,392 cv,,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,,30/09/2024,,,,1,Nacional,Sim,Sim,,Usados,36 900        EUR,8090607253,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8Pxmxn.html,,,,45 g/km,,,,215 €,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido (Gasolina),Agosto,2020,94 000 km,1 332 cm3,218 cv,,Sedan,Branco,Metalizado,Automática,8,4,5,Classe 1,Tracção dianteira,,,,,,,,,Sim,,Usados,34 500        EUR,8090481850,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-amg-line-ID8PvPUK.html,,,,22 g/km,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.5 BlueHDi Active,Diesel,Maio,2021,51 000 km,1 499 cm3,130 cv,,SUV / TT,Cinzento,Metalizado,Manual,,5,,,,,,,,36 Meses,,Nacional,,,,Usados,31 990        EUR,8090534290,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8Px3yy.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,DS,DS7 Crossback,,Diesel,Outubro,2019,132 922 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,Tracção dianteira,Sim,,,,18 Meses,,,,Sim,,Usados,30 750        EUR,8090569735,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-ID8PxcMf.html,,Sim,Sim,100 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Agosto,2019,62 876 km,1 950 cm3,245 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,,Tracção traseira,,,,01/08/2025,18 Meses,1,Nacional,Sim,Sim,,Usados,41 500        EUR,8090348281,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-d-amg-line-ID8Pvhap.html,,Sim,Sim,155 g/km,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Particular,MG,MG4,51 kWh Standard,Eléctrico,Outubro,2022,11 000 km,,170 cv,,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,11/10/2029,150 000 km,11/10/2026,,,,,Sim,,Usados,30 800        EUR,8090069446,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mg-mg4-51-kwh-standard-ID8Pw6D4.html,,,Sim,,,350 km,,,,,350 km,Própria,17 kWh/100km,51 kWh,,,StandVirtual,Yes,2023-09-16
Profissional,Volvo,XC 60,2.0 D4 Momentum Plus,Diesel,Abril,2019,118 000 km,1 969 cm3,190 cv,Sim,SUV / TT,Cinzento,,Manual,6,5,5,,Tracção dianteira,,,,,18 Meses,,Nacional,,Sim,,Usados,31 900        EUR,8090596036,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-plus-ID8PxjCs.html,Sim,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,420,d Pack M Auto,Diesel,Maio,2019,25 000 km,1 995 cm3,190 cv,Sim,Cabrio,Preto,Metalizado,Automática,8,2,4,Classe 1,Tracção traseira,Sim,,,,18 Meses,1,Importado,Sim,Sim,"5,10 l/100km",Usados,44 990        EUR,8087404431,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8PjWkX.html,,Sim,Sim,,,,Sim,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,330,,Híbrido (Gasolina),Dezembro,2020,16 000 km,1 998 cm3,293 cv,,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,,,,,,1,Nacional,Sim,Sim,,Usados,38 500        EUR,8090610650,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-ID8Pxnqa.html,,,,,,,Sim,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy EDC,Gasolina,Fevereiro,2019,26 000 km,1 798 cm3,300 cv,,Utilitário,Laranja,,Automática,6,5,,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,42 990        EUR,8090569666,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-edc-ID8PxcL8.html,,,,191 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Dezembro,2018,120 000 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,Sim,,,01/12/2024,18 Meses,,Importado,Sim,Sim,,Usados,37 990        EUR,8087403784,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PjWav.html,,Sim,Sim,,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,Q5,2.0 TDI quattro Design S-tronic,Diesel,Dezembro,2018,150 000 km,1 968 cm3,190 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,,,,,36 Meses,,,,,"5,40 l/100km",Usados,44 750        EUR,8090096001,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-design-s-tronic-ID8Pwdxn.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,Dezembro,2018,99 000 km,1 968 cm3,190 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,,,,,,,,36 Meses,,,,,"4,90 l/100km",Usados,35 000        EUR,8090153491,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-s-line-s-tronic-ID8PwsuD.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,116,d Line Sport Auto,Diesel,Janeiro,2020,118 000 km,1 496 cm3,116 cv,Sim,Citadino,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,Sim,,,01/01/2024,18 Meses,,Importado,,,,Usados,30 990        EUR,8088771814,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PpF3v.html,,Sim,,,,,Sim,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Hyundai,Kauai,EV 64kWh Vanguard,Eléctrico,Setembro,2021,43 518 km,,204 cv,,SUV / TT,Vermelho,,Automática,1,5,5,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,33 990        EUR,8090610651,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-ID8Pxnqb.html,,,,,,484 km,,,,,,Própria,"14,70 kWh/100km",,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack EAT8,Diesel,Fevereiro,2023,11 382 km,1 499 cm3,130 cv,Sim,SUV / TT,Preto,,Automática,,5,5,,,,,,,36 Meses,,,,,,Usados,37 500        EUR,8090610075,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-eat8-ID8PxngT.html,,,,,,,Sim,,"5,50 l/100km",,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,520,d Line Sport Auto,Diesel,Setembro,2018,109 742 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,12/09/2023,18 Meses,,Nacional,,Sim,,Usados,33 400        EUR,8088987017,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-sport-auto-ID8Pqz2x.html,Sim,,,119 g/km,,,Sim,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Citroën,C5 Aircross,1.6 Hybrid Shine e-EAT8,Híbrido (Gasolina),Maio,2022,15 120 km,1 598 cm3,225 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,8,5,5,Classe 2,,,,,01/05/2026,18 Meses,,Nacional,Sim,Sim,,Usados,38 990        EUR,8090265349,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-shine-e-eat8-ID8PwWAN.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Leon,SC 2.0 TSI Cupra DSG S/S,Gasolina,Dezembro,2017,72 000 km,1 984 cm3,300 cv,Sim,Utilitário,Branco,,Automática,6,3,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,,Sim,Sim,,Usados,30 950        EUR,8090312649,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-sc-2-0-tsi-cupra-dsg-s-s-ID8Pv7TH.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Fevereiro,2020,34 000 km,,204 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,,,,01/02/2024,18 Meses,1,,Sim,Sim,,Usados,31 980        EUR,8089945007,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8PuAfZ.html,Sim,,Sim,,,500 km,Sim,,,,500 km,Própria,"12,50 kWh/100km",64 kWh,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 250,d Aut.,Diesel,Março,2016,72 596 km,2 143 cm3,204 cv,Sim,Coupé,Cinzento,,Automática,9,2,4,,Tracção traseira,,,,,18 Meses,,Nacional,,Sim,"5,20 l/100km",Usados,35 490        EUR,8090610646,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8Pxnq6.html,,Sim,Sim,121 g/km,"4,30 l/100km",,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 200,d Style Aut.,Diesel,Junho,2019,81 924 km,1 950 cm3,150 cv,Sim,Utilitário,Cinzento,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,36 990        EUR,8090308531,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-style-aut-ID8Pv6Ph.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 200,Progressive,Gasolina,Setembro,2019,95 118 km,1 332 cm3,163 cv,Sim,Sedan,Cinzento,,Manual,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,30 990        EUR,8090308519,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-progressive-ID8Pv6P5.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2022,30 781 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,,Automática,,5,,,,,,,,24 Meses,,Nacional,,,,Usados,40 490        EUR,8090308527,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pv6Pd.html,,Sim,,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Setembro,2022,19 999 km,1 950 cm3,116 cv,Sim,Utilitário,Cinzento,,,,5,5,,,,,,,18 Meses,1,Nacional,,Sim,,Usados,37 900        EUR,8090544427,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Px6c3.html,,Sim,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Renault,Arkana,1.6 E-Tech R.S.Line,Híbrido (Gasolina),Julho,2022,20 086 km,1 598 cm3,145 cv,,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,,,,,,"4,60 l/100km",Usados,32 000        EUR,8090579928,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-6-e-tech-r-s-line-ID8PxfqE.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Mercedes-Benz,E 220,D AMG,Diesel,Novembro,2017,103 000 km,1 950 cm3,194 cv,,Carrinha,Cinzento,,Automática,9,5,5,,Tracção traseira,,,,,,,Nacional,Sim,Sim,"6,10 l/100km",Usados,32 500        EUR,8090608669,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8PxmUd.html,,,Sim,135 g/km,"4,50 l/100km",,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,E 220,D AMG Line 7L,Diesel,Maio,2019,71 205 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,7,Classe 1,Tracção traseira,,,,,18 Meses,,Nacional,,Sim,"5,80 l/100km",Usados,42 490        EUR,8090333797,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-7l-ID8PvdoN.html,Sim,Sim,,147 g/km,"4,30 l/100km",,Sim,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Outubro,2019,58 477 km,1 950 cm3,306 cv,Sim,Citadino,Azul,,Automática,9,5,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Importado,,,,Usados,44 500        EUR,8090610640,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8Pxnq0.html,,Sim,,33 g/km,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,33 856 km,1 950 cm3,116 cv,,Citadino,Preto,Metalizado,Automática,,5,5,,,,01/04/2023,,,36 Meses,,Nacional,Sim,,,Usados,36 900        EUR,8086183815,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PeNNB.html,,Sim,Sim,132 g/km,,,Sim,"235,26 €",,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2023,7 033 km,1 199 cm3,130 cv,Sim,SUV / TT,Cinzento,,Manual,6,5,5,,,,,,,36 Meses,,,,,,Usados,31 500        EUR,8090610074,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-active-pack-ID8PxngS.html,,,,,,,Sim,,"6,10 l/100km",,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Tesla,Model 3,Tração Traseira,Eléctrico,Março,2022,598 km,,325 cv,Sim,Sedan,Cinzento,,Automática,,4,5,Classe 1,Tracção dianteira,,,,,36 Meses,,Importado,,,,Usados,43 500        EUR,8087242363,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-trao-traseira-ID8PjfaX.html,Sim,Sim,,,,,,,,,,Própria,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,1.2 PureTech Allure Pack EAT8,Gasolina,Março,2023,4 km,1 199 cm3,130 cv,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,,Importado,,,,Usados,33 500        EUR,8089341914,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-eat8-ID8Ps3mG.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,1.2 PureTech Allure Pack EAT8,Gasolina,Fevereiro,2023,566 km,1 199 cm3,130 cv,Sim,SUV / TT,Vermelho,,Automática,,5,5,,,,,,,36 Meses,1,Importado,,,,Usados,31 500        EUR,8089820902,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-eat8-ID8Pu3Yi.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,1.2 PureTech Active,Gasolina,Setembro,2022,9 km,1 199 cm3,102 cv,Sim,SUV / TT,Branco,,Manual,,5,5,,,,,,,24 Meses,1,Importado,,,,Usados,33 500        EUR,8089820819,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-ID8Pu3VX.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Cupra,Formentor,1.5 TSI Sport,Gasolina,Dezembro,2021,32 900 km,1 498 cm3,150 cv,Sim,SUV / TT,Preto,,Manual,6,5,5,,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,"6,30 l/100km",Usados,31 000        EUR,8089944855,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-sport-ID8PuAdx.html,,Sim,,147 g/km,"4,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,420,d xDrive Line Sport Auto,Diesel,Junho,2016,110 500 km,1 995 cm3,190 cv,,Cabrio,Preto,,Automática,8,2,,,Integral,,,,,,,,,,,Usados,30 800        EUR,8090433864,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-xdrive-line-sport-auto-ID8PvDqM.html,,,,163 g/km,,,,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Maio,2022,5 km,,136 cv,Sim,SUV / TT,Cinzento,,Automática,,5,,Classe 1,Tracção dianteira,,,,,36 Meses,,Nacional,,,,Usados,36 800        EUR,8088403782,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8Po7jv.html,Sim,Sim,,,,,,,,,,Própria,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Mokka-e,Edition,Eléctrico,Agosto,2022,5 km,,136 cv,Sim,SUV / TT,Preto,,Automática,,5,,,,,,,,36 Meses,,Importado,,,,Usados,32 500        EUR,8089161309,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-edition-ID8PrinH.html,Sim,Sim,,,,,,,,,,Aluguer,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Maio,2022,14 004 km,1 332 cm3,163 cv,Sim,Utilitário,Preto,,Automática,8,5,,Classe 1,Tracção dianteira,,,,,36 Meses,,Nacional,,,,Usados,39 800        EUR,8088431600,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8Poeyc.html,,Sim,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Fiat,500 3 + 1,La Prima,Eléctrico,Março,2023,10 km,,118 cv,Sim,Citadino,Branco,,Automática,10,4,4,Classe 1,Tracção dianteira,,01/03/2026,,,18 Meses,,Nacional,,Sim,,Usados,37 999        EUR,8089834966,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-3-1-la-prima-ID8Pu7D8.html,Sim,Sim,Sim,,,,Sim,,,,,Própria,,,,,StandVirtual,Yes,2023-09-16
Profissional,Volvo,S90,2.0 D4 R-Design Geartronic,Diesel,Fevereiro,2018,91 421 km,1 969 cm3,190 cv,Sim,Sedan,Branco,,Automática,,4,,,,,,,,18 Meses,,Nacional,,,,Usados,34 999        EUR,8088433571,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-s90-2-0-d4-r-design-geartronic-ID8Pof3Z.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Julho,2021,29 476 km,1 496 cm3,116 cv,Sim,SUV / TT,Branco,,Automática,,5,,,,,,,,36 Meses,,Nacional,,,,Usados,34 999        EUR,8087845879,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PlMb5.html,,,,,,,Sim,,,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Maio,2018,97 608 km,1 969 cm3,190 cv,Sim,Carrinha,Preto,,Automática,,5,,,,,,,,18 Meses,,Nacional,,,,Usados,33 999        EUR,8088184998,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PncoK.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
