Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,IUC,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Sub-modelo,Possibilidade de financiamento,IVA Discriminado,IVA dedutível,Consumo Urbano,Autonomia,Consumo,Bateria,Autonomia Máxima,Filtro de partículas,Emissões CO2,Consumo Extra Urbano,Consumo Combinado,Garantia de Fábrica até,Inspecção válida até,ou até,Capacidade da bateria,Clássico,Site,Portugal
Profissional,VW,Polo,1.0 TSi Confortline,Gasolina,Dezembro,2019,69 000 km,999 cm3,95 cv,,Sim,Utilitário,Branco,,Manual,,5,5,,,,18 Meses,,Nacional,,Sim,Sim,Usados,14 700        EUR,8088443884,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,EQ Passion,Eléctrico,Novembro,2021,9 108 km,,82 cv,Sim,Sim,Pequeno citadino,Preto,Metalizado,Automática,,3,2,Classe 1,Tracção traseira,,24 Meses,1,Importado,Sim,Sim,Sim,Usados,20 190        EUR,8088991109,3 Julho 2023,,Sim,Sim,Sim,,160 km,"17,40 kWh/100km",Própria,,,,,,,,,20 kWh,,StandVirtual,Yes
Particular,Peugeot,208,1.6 BlueHDi GT Line,Diesel,Agosto,2016,85 000 km,1 560 cm3,120 cv,,,Citadino,Preto,Mate,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,,,,Usados,13 450        EUR,8089584596,2 Julho 2023,,,,,"4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Agosto,2017,153 000 km,1 461 cm3,109 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,,5,,,,,18 Meses,,,,,,Usados,23 950        EUR,8089308040,3 Julho 2023,Classe CLA,Sim,,,"4,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,T-Cross,1.0 TSI Freestyle,Gasolina,Agosto,2021,59 000 km,999 cm3,95 cv,,Sim,SUV / TT,Prateado,,Manual,,5,5,,,,36 Meses,,Nacional,Sim,Sim,Sim,Usados,20 900        EUR,8089579481,3 Julho 2023,,Sim,Sim,,,,,,,,,,,01/01/0001,,,,,StandVirtual,Yes
Profissional,Fiat,500,,Gasolina,Maio,2013,90 000 km,1 242 cm3,69 cv,Sim,Sim,Utilitário,Vermelho,,Manual,5,3,4,Classe 1,,,18 Meses,1,,,,,Usados,9 450        EUR,8089301221,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i10,1.0 Comfort (TT),Gasolina,Março,2023,7 km,998 cm3,67 cv,Sim,,Utilitário,Branco,,Manual,,5,5,,,,36 Meses,,Nacional,,,,Usados,17 900        EUR,8089794116,3 Julho 2023,,,,,,,,,,,,,"5,20 l/100km",,,,,,StandVirtual,Yes
Profissional,BMW,116,d Advantage Auto,Diesel,Junho,2017,131 000 km,1 496 cm3,116 cv,,Sim,Utilitário,Preto,,Automática,,5,5,,,,18 Meses,,,,Sim,Sim,Usados,19 890        EUR,8089197262,3 Julho 2023,Série 1,Sim,Sim,Sim,,,,,,,96 g/km,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 T8 PHEV Inscription AWD,Híbrido (Gasolina),Novembro,2021,5 200 km,1 969 cm3,392 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,Classe 1,Integral,,24 Meses,1,Importado,Sim,Sim,Sim,Usados,89 900        EUR,8089447263,3 Julho 2023,,Sim,Sim,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Março,2019,102 069 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,24 Meses,1,Nacional,Sim,Sim,Sim,Usados,40 500        EUR,8089447255,3 Julho 2023,,Sim,Sim,,"5,40 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.7 CRDi Premium DCT,Diesel,Setembro,2016,100 000 km,1 685 cm3,141 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,23 990        EUR,8088887755,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDi Design,Diesel,Março,2016,270 000 km,1 968 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,,Sim,Usados,17 990        EUR,8088036151,3 Julho 2023,,Sim,,,"4,90 l/100km",,,,,,109 g/km,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,1.0 Style,Gasolina,Março,2006,140 000 km,998 cm3,68 cv,,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,Sim,,Usados,4 850        EUR,8089722124,3 Julho 2023,,Sim,,,"5,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Março,2022,17 973 km,1 197 cm3,84 cv,Sim,,Utilitário,Cinzento,,Manual,,5,5,,,,36 Meses,,Nacional,,,,Usados,18 150        EUR,8089722272,3 Julho 2023,,,,,,,,,,,,,"5,60 l/100km",,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Junho,2021,39 000 km,1 950 cm3,116 cv,,,Utilitário,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,,,,,Sim,,Sim,Usados,38 500        EUR,8089309979,3 Julho 2023,Classe A,,,,"5,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,,Diesel,Agosto,2020,79 000 km,1 461 cm3,116 cv,,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,36 Meses,1,,Sim,Sim,Sim,Usados,36 900        EUR,8088874356,3 Julho 2023,Classe CLA,Sim,Sim,,,,,,,Sim,121 g/km,,,01/01/0001,,,,,StandVirtual,Yes
Particular,BMW,320,,Diesel,Novembro,1998,290 000 km,1 951 cm3,136 cv,,,Utilitário,Preto,,Manual,,5,,,,,,,,,,,Usados,4 700        EUR,8089947636,3 Julho 2023,Série 3,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,740,Le xDrive iPerformance,Híbrido (Gasolina),Outubro,2017,95 000 km,1 998 cm3,326 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,8,4,4,,Integral,,18 Meses,,,Sim,Sim,Sim,Usados,49 999        EUR,8089945656,3 Julho 2023,Série 7,Sim,,,,,,,,,67 g/km,,,,,,,,StandVirtual,Yes
Profissional,Lamborghini,Murcielago,LP640 E-Gear Roadster,Gasolina,Fevereiro,2010,12 000 km,6 496 cm3,640 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,6,2,2,,Integral,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,329 900        EUR,8089945655,3 Julho 2023,,Sim,,,"32,30 l/100km",,,,,,495 g/km,15 l/100km,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.0 Trendline,Gasolina,Maio,2019,49 000 km,999 cm3,80 cv,Sim,Sim,Citadino,Branco,,Manual,5,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,13 999        EUR,8089945657,3 Julho 2023,,Sim,,,"6,10 l/100km",,,,,,125 g/km,"4,10 l/100km",,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,Pulse 95,Gasolina,Junho,2004,140 000 km,1 332 cm3,95 cv,Sim,,Citadino,Cinzento,,Manual,,5,,Classe 1,,,18 Meses,,,,Sim,Sim,Usados,2 990        EUR,8089913116,3 Julho 2023,,,,,"7,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,Março,2019,75 212 km,1 242 cm3,69 cv,,Sim,Utilitário,Cinzento,,Manual,5,3,4,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,13 390        EUR,8089199822,3 Julho 2023,,Sim,,,"6,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,740,d xDrive Pack M Auto,Diesel,Julho,2019,122 000 km,2 993 cm3,340 cv,,,Sedan,Preto,Metalizado,Automática,,4,,,Integral,,,1,Nacional,Sim,Sim,Sim,Usados,95 000        EUR,8088453026,3 Julho 2023,Série 7,,,,,,,,,Sim,,,,15/07/2023,,200 km,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Julho,2019,42 107 km,999 cm3,100 cv,,Sim,Utilitário,Preto,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,14 350        EUR,8089563139,3 Julho 2023,,Sim,,,"5,60 l/100km",,,,,,128 g/km,"3,90 l/100km",,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 220,d AMG Line,Diesel,Outubro,2017,88 000 km,2 143 cm3,170 cv,,,Carrinha,Preto,Metalizado,Manual,5,5,5,,Tracção dianteira,,,1,Nacional,Sim,Sim,Sim,Usados,31 700        EUR,8089431557,3 Julho 2023,Classe C,,,,"5,20 l/100km",,,,,Sim,118 g/km,,,,31/10/2023,,,,StandVirtual,Yes
Particular,BMW,225,d Pack M Auto,Diesel,Janeiro,2018,120 000 km,1 995 cm3,224 cv,,,Coupé,Cinzento,Metalizado,Automática,,2,,,,,,,,,,,Usados,34 990        EUR,8089897212,3 Julho 2023,Série 2,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed SW,1.6 CRDi EX ISG,Diesel,Janeiro,2012,250 000 km,1 582 cm3,90 cv,,Sim,Carrinha,Preto,Metalizado,Manual,,5,5,,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,5 490        EUR,8089852847,3 Julho 2023,,Sim,,,"5,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited,Gasolina,Setembro,2020,45 932 km,898 cm3,90 cv,,Sim,Carrinha,Branco,,Manual,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,15 800        EUR,8089563545,3 Julho 2023,,Sim,,,"6,30 l/100km",,,,,,132 g/km,"4,20 l/100km",,,,,,,StandVirtual,Yes
Profissional,VW,Scirocco,1.4 TSI,Gasolina,Junho,2011,137 000 km,1 390 cm3,122 cv,Sim,Sim,Coupé,Branco,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Sim,Sim,Usados,11 995        EUR,8087401177,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.6 M-Jet Lounge DCT,Diesel,Maio,2019,40 271 km,1 598 cm3,120 cv,,Sim,Utilitário,Branco,,Automática,,5,5,,,,18 Meses,,Nacional,,Sim,Sim,Usados,19 750        EUR,8089796278,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,s 120Ah,Eléctrico,Agosto,2019,41 000 km,,184 cv,Sim,Sim,Utilitário,Azul,Metalizado,Automática,,5,4,Classe 1,Tracção traseira,,18 Meses,,Importado,Sim,Sim,Sim,Usados,32 990        EUR,8089236889,3 Julho 2023,Série i,Sim,,Sim,,350 km,,Própria,350 km,,,,,31/07/2027,05/08/2025,,42 kWh,,StandVirtual,Yes
Profissional,Smart,ForTwo,Electric Drive Passion,Eléctrico,Dezembro,2019,11 762 km,,82 cv,,Sim,Pequeno citadino,Branco,,Automática,,2,2,Classe 1,,,18 Meses,,,,,Sim,Usados,16 700        EUR,8087048148,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,308 SW,1.2 PureTech Allure,Gasolina,Maio,2016,129 000 km,1 199 cm3,130 cv,,,Carrinha,Cinzento,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,Importado,,,Sim,Usados,12 498        EUR,8089945422,2 Julho 2023,,,,,,,,,,,106 g/km,,,,23/05/2024,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.0 VTi Active,Gasolina,Fevereiro,2014,126 000 km,999 cm3,68 cv,,Sim,Citadino,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Sim,Sim,Usados,9 500        EUR,8089372717,3 Julho 2023,,Sim,,,"5,20 l/100km",,,,,,99 g/km,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,,Diesel,Março,2017,190 000 km,1 999 cm3,190 cv,,Sim,Coupé,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,24 990        EUR,8089443928,3 Julho 2023,Série 4,,,,,,,,,,,,,,30/03/2025,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Dynamique S SS,Diesel,Maio,2018,104 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Sim,Sim,Usados,18 995        EUR,8088140706,3 Julho 2023,,Sim,,,"4,50 l/100km",,,,,Sim,104 g/km,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,D,Diesel,Outubro,2010,128 500 km,1 598 cm3,112 cv,,,Utilitário,Vermelho,Metalizado,Manual,6,3,4,,Tracção dianteira,,18 Meses,,,Sim,Sim,Sim,Usados,11 750        EUR,8089949268,3 Julho 2023,,Sim,,,"4,20 l/100km",,,,1 000 km,Sim,99 g/km,"3,50 l/100km",,,,30 000 km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 300,h,Híbrido (Diesel),Março,2016,67 964 km,2 143 cm3,231 cv,,,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Tracção traseira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,45 000        EUR,8088196536,3 Julho 2023,Classe S,Sim,,,"4,20 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Junho,2018,61 716 km,1 199 cm3,82 cv,Sim,,Citadino,Verde,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,12 490        EUR,8088712300,3 Julho 2023,,,,,"5,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,1.5 HDF Comfort Plus,Híbrido (Gasolina),Abril,2022,27 207 km,1 490 cm3,115 cv,,,Utilitário,Azul,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,36 Meses,,Nacional,Sim,Sim,Sim,Usados,23 250        EUR,8089686759,3 Julho 2023,,Sim,Sim,,,,,,,,,,,30/04/2030,,200 000 km,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.6 BlueHDi Allure EAT6 J18,Diesel,Outubro,2017,155 000 km,1 560 cm3,120 cv,Sim,Sim,Monovolume,Verde,Metalizado,Automática,6,5,7,Classe 1,Tracção dianteira,147 €,18 Meses,1,,Sim,Sim,Sim,Usados,22 750        EUR,8089949264,3 Julho 2023,,Sim,,,"4,70 l/100km",,,,,,114 g/km,"4,10 l/100km",,,,,,,StandVirtual,Yes
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Janeiro,2021,50 826 km,1 798 cm3,122 cv,,,SUV / TT,Branco,Pérola,Automática,,5,5,Classe 1,Tracção dianteira,,60 Meses,,Nacional,Sim,Sim,Sim,Usados,30 500        EUR,8088417883,3 Julho 2023,,Sim,Sim,,"3,20 l/100km",,,,,,,,,01/01/2028,,160 000 km,,,StandVirtual,Yes
Particular,BMW,Z3,2.0,Gasolina,Janeiro,2000,64 500 km,1 991 cm3,150 cv,Sim,,Cabrio,Preto,Metalizado,Manual,5,2,2,Classe 1,Tracção traseira,"153,85 €",,,,Sim,Sim,Sim,Usados,18 450        EUR,8089504353,3 Julho 2023,Série Z,,,,"12,60 l/100km",,,,,,220 g/km,,,,20/01/2024,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,0.9 Prime 90 Aut.,Gasolina,Dezembro,2019,43 154 km,898 cm3,90 cv,Sim,,Coupé,Azul,,Automática,,3,2,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,14 280        EUR,8089428128,3 Julho 2023,,,,,5 l/100km,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza ST,1.6-tdi,Diesel,Novembro,2010,283 000 km,1 598 cm3,105 cv,,Sim,Carrinha,Roxo,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,2,Nacional,Sim,Sim,Sim,Usados,6 999        EUR,8089949258,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,20/10/2023,,,,StandVirtual,Yes
Profissional,VW,Scirocco,2.0 TDi GTD DSG,Diesel,Julho,2010,199 000 km,1 968 cm3,170 cv,,Sim,Coupé,Azul,Metalizado,Automática,6,3,4,Classe 1,Tracção dianteira,,18 Meses,1,,,Sim,,Usados,16 900        EUR,8088831687,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Março,2018,71 000 km,999 cm3,75 cv,,Sim,Citadino,Cinzento,,Manual,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,13 250        EUR,8088359335,3 Julho 2023,,Sim,,,6 l/100km,,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Up!,1.0 BMT Move,Gasolina,Outubro,2016,92 000 km,999 cm3,60 cv,Sim,,Citadino,Branco,,Manual,5,5,4,,Tracção dianteira,,,,,,,,Usados,8 750        EUR,8089936645,3 Julho 2023,,,,,"4,90 l/100km",,,,,,118 g/km,"3,80 l/100km",,,,,,,StandVirtual,Yes
Particular,Citroën,C3 Pluriel,1.4 HDi,Diesel,Fevereiro,2009,141 000 km,1 398 cm3,70 cv,,Sim,Cabrio,Cinzento,,Manual,,2,,,,,,,,,,,Usados,6 750        EUR,8089197232,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Opel,Astra Caravan,1.4 Club,Gasolina,Janeiro,2001,194 000 km,1 389 cm3,90 cv,,Sim,Carrinha,Azul,,Manual,,5,,,,,,,,,,,Usados,2 650        EUR,8089718541,3 Julho 2023,,,,,"9,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,TTS Roadster,2.0 TFSi quattro,Gasolina,Março,2010,175 000 km,1 984 cm3,272 cv,,,Cabrio,Preto,Metalizado,Manual,6,2,2,Classe 1,Integral,,18 Meses,,,,Sim,,Usados,22 750        EUR,8089785858,3 Julho 2023,,Sim,,,"10,80 l/100km",,,,,,184 g/km,"6,20 l/100km",,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,Outubro,2015,138 000 km,2 143 cm3,204 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,5,5,,,,18 Meses,,Nacional,,,Sim,Usados,25 950        EUR,8088133062,3 Julho 2023,Classe E,Sim,,,"5,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Cabrio,,Diesel,Julho,2010,57 500 km,1 461 cm3,110 cv,,Sim,Cabrio,Preto,Metalizado,Manual,,2,,,,,36 Meses,,,,,,Usados,13 990        EUR,8089237655,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 64kWh Premium+LED,Eléctrico,Novembro,2020,45 000 km,,204 cv,,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,36 Meses,1,,Sim,Sim,Sim,Usados,31 990        EUR,8089426671,3 Julho 2023,,Sim,,Sim,,500 km,14 kWh/100km,Própria,,,,,,,,,64 kWh,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Style J17,Diesel,Maio,2019,84 000 km,1 499 cm3,102 cv,,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,19 950        EUR,8088830098,3 Julho 2023,,Sim,Sim,,"4,40 l/100km",,,,,,,,,,17/05/2025,,,,StandVirtual,Yes
Profissional,VW,Carocha,,Gasolina,Março,1970,84 548 km,1 500 cm3,55 cv,,Sim,Citadino,Amarelo,,Manual,,3,,,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,8 100        EUR,8089182705,3 Julho 2023,,,,,,,,,,,,,,,,,,Sim,StandVirtual,Yes
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Janeiro,2018,95 250 km,1 969 cm3,190 cv,,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,24 Meses,1,Nacional,Sim,Sim,Sim,Usados,41 900        EUR,8089447208,3 Julho 2023,,Sim,Sim,,"5,20 l/100km",,,,,,119 g/km,"4,10 l/100km","4,50 l/100km",,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi Bose Edition,Diesel,Agosto,2016,115 000 km,1 461 cm3,110 cv,,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Sim,Sim,Usados,15 990        EUR,8089942359,3 Julho 2023,,Sim,,,"4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,2.0 TDI Sport,Diesel,Janeiro,2017,135 170 km,1 968 cm3,150 cv,,Sim,SUV / TT,Cinzento,,Manual,,5,5,,Tracção dianteira,,18 Meses,1,Importado,Sim,Sim,Sim,Usados,24 990        EUR,8069164358,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Edição M,Diesel,Maio,2012,147 000 km,1 995 cm3,184 cv,,Sim,Coupé,Azul,Metalizado,Manual,6,2,4,Classe 1,Tracção traseira,,36 Meses,1,,Sim,,Sim,Usados,18 250        EUR,8089510692,3 Julho 2023,Série 3,Sim,,,"5,90 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Fiat,Punto,,Diesel,Junho,2005,183 000 km,1 248 cm3,70 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,,,,,,,,,,,Usados,3 750        EUR,8089441452,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,2.0 TSi Cupra DSG S/S,Gasolina,Fevereiro,2016,105 000 km,1 984 cm3,290 cv,,Sim,Carrinha,Branco,Pérola,Automática,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,,Sim,Usados,29 990        EUR,8088717467,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,2.0 BlueHDi GT EAT6,Diesel,Julho,2017,125 000 km,1 997 cm3,181 cv,,Sim,Monovolume,Cinzento,,Automática,,5,,,,,18 Meses,1,,Sim,,Sim,Usados,30 900        EUR,8086727380,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,,Diesel,Maio,2018,134 500 km,1 461 cm3,110 cv,,,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,Sim,Usados,15 600        EUR,8089841751,3 Julho 2023,,Sim,,,,,,,,,95 g/km,,,,,,,,StandVirtual,Yes
Profissional,BMW,120,d,Diesel,Agosto,2008,197 000 km,1 995 cm3,177 cv,,Sim,Utilitário,Cinzento,Metalizado,Manual,6,2,4,Classe 1,Tracção traseira,240 €,36 Meses,1,,Sim,,Sim,Usados,14 900        EUR,8086987858,3 Julho 2023,Série 1,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,316,d Touring,Diesel,Maio,2010,170 000 km,1 995 cm3,115 cv,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,,Classe 1,Tracção traseira,,18 Meses,,Nacional,,,Sim,Usados,12 490        EUR,8089913011,3 Julho 2023,Série 3,Sim,,,"5,40 l/100km",,,,,,119 g/km,4 l/100km,,,,,,,StandVirtual,Yes
Particular,Opel,Astra Caravan,,Diesel,Julho,2007,237 000 km,1 300 cm3,90 cv,,Sim,Carrinha,Cinzento,,Manual,,5,,,,,,,,,,,Usados,3 950        EUR,8089441450,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 e-HDi Allure,Diesel,Abril,2012,143 000 km,1 560 cm3,115 cv,,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,,,,Sim,Usados,10 890        EUR,8089949215,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Twingo,1.0 SCe Night&Day,Gasolina,Abril,2016,95 000 km,999 cm3,70 cv,Sim,Sim,Utilitário,Preto,,Manual,5,5,4,Classe 1,,,18 Meses,,Nacional,,Sim,Sim,Usados,9 950        EUR,8089949212,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,e-2008,,Eléctrico,Abril,2020,49 500 km,,136 cv,,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,Classe 1,,,,1,Nacional,Sim,Sim,Sim,Usados,29 000        EUR,8089897128,3 Julho 2023,,,Sim,Sim,,330 km,,Própria,330 km,,,,,,20/04/2026,,50 kWh,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,Março,2022,9 999 km,1 598 cm3,136 cv,Sim,,SUV / TT,Preto,,Automática,,5,5,,,,68 Meses,,Nacional,,,,Usados,38 000        EUR,8089949197,3 Julho 2023,,,,,,,,,,,,,"5,40 l/100km",29/03/2029,,,,,StandVirtual,Yes
Profissional,BMW,116,d Line Sport Auto,Diesel,Dezembro,2018,95 500 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Prateado,,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,,,Sim,Usados,21 990        EUR,8088693548,3 Julho 2023,Série 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S SS,Diesel,Outubro,2016,160 000 km,1 461 cm3,110 cv,,,Carrinha,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,"154,12 €",18 Meses,,,,,Sim,Usados,13 900        EUR,8089912989,3 Julho 2023,,Sim,,,"3,90 l/100km",,,,,Sim,90 g/km,"3,20 l/100km",,,,,,,StandVirtual,Yes
Profissional,Ford,Mondeo,1.5 TDCi Business Plus ECOnetic,Diesel,Fevereiro,2017,96 681 km,1 499 cm3,120 cv,Sim,Sim,Sedan,Cinzento,,Manual,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,18 990        EUR,8089580034,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
