Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,IUC,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Sub-modelo,Possibilidade de financiamento,IVA Discriminado,IVA dedutível,Consumo Urbano,Autonomia,Consumo,Bateria,Autonomia Máxima,Filtro de partículas,Emissões CO2,Consumo Extra Urbano,Consumo Combinado,Garantia de Fábrica até,Inspecção válida até,ou até,Capacidade da bateria,Clássico,Site,Portugal
Profissional,Hyundai,Ioniq,1.6 GDI HEV Hybrid Tech,Híbrido (Gasolina),Abril,2019,85 572 km,1 580 cm3,141 cv,Sim,Sim,Utilitário,Cinzento,,Automática,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,19 990        EUR,8089237372,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Leaf,N-Connecta,Eléctrico,Janeiro,2019,30 300 km,,150 cv,,,Utilitário,Cinzento,Metalizado,Automática,,5,5,,Tracção dianteira,,,1,Nacional,Sim,Sim,Sim,Usados,22 500        EUR,8089102700,3 Julho 2023,,,,,,270 km,"14,90 kWh/100km",,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,,Eléctrico,Julho,2018,49 261 km,,170 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,4,,,,18 Meses,,Nacional,Sim,,Sim,Usados,24 990        EUR,8089580040,3 Julho 2023,Série i,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.0 Confortline,Gasolina,Maio,2017,96 733 km,999 cm3,75 cv,Sim,Sim,Utilitário,Preto,,Manual,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,14 490        EUR,8089580033,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Dezembro,2018,196 593 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,12 490        EUR,8089580030,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Insignia Grand Sport,2.0 CDTi Innovation,Diesel,Setembro,2017,114 660 km,1 956 cm3,170 cv,Sim,Sim,Sedan,Azul,,Manual,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,19 990        EUR,8089580027,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,CDi BE AMG Line,Diesel,Julho,2015,147 500 km,1 461 cm3,109 cv,,,Utilitário,Azul,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,,,Usados,18 900        EUR,8088262666,3 Julho 2023,Classe A,Sim,,,,,,,950 km,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel,Gasolina,Junho,2019,62 535 km,1 199 cm3,110 cv,Sim,Sim,Utilitário,Branco,,Manual,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,17 390        EUR,8089580028,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.6 CDTI Business Edition S/S,Diesel,Outubro,2018,110 715 km,1 598 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,18 Meses,,Nacional,Sim,,Sim,Usados,14 990        EUR,8089338383,3 Julho 2023,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Altea,1.9 TDI DPF Sport,Diesel,Fevereiro,2009,156 250 km,1 896 cm3,105 cv,,Sim,Monovolume,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,36 Meses,,,,,,Usados,10 850        EUR,8089949159,3 Julho 2023,,Sim,,,"6,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.5 DCi Acenta S/S,Diesel,Agosto,2019,110 163 km,1 461 cm3,90 cv,,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,,Sim,Sim,Usados,16 650        EUR,8089635284,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,,Diesel,Abril,2017,54 421 km,1 461 cm3,109 cv,,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Sim,Usados,25 980        EUR,8088932058,3 Julho 2023,Classe CLA,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Julho,2020,45 000 km,1 598 cm3,115 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,"154,12 €",18 Meses,1,Nacional,Sim,Sim,Sim,Usados,24 450        EUR,8089141345,3 Julho 2023,,Sim,,,"5,20 l/100km",,,,,,113 g/km,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.3 MJ Cross,Diesel,Maio,2020,70 000 km,1 248 cm3,95 cv,,Sim,SUV / TT,Preto,Metalizado,Manual,,5,5,,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,19 400        EUR,8089151074,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Maio,2019,30 500 km,,400 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,53 500        EUR,8087430627,3 Julho 2023,,Sim,,,,400 km,,Própria,400 km,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,Cooper D Auto,Diesel,Março,2017,78 000 km,1 995 cm3,150 cv,Sim,Sim,SUV / TT,Azul,,Automática,7,5,5,Classe 1,,,18 Meses,1,,,Sim,Sim,Usados,25 980        EUR,8087511705,3 Julho 2023,,Sim,,,,,,,,,115 g/km,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Dezembro,2018,135 000 km,1 461 cm3,116 cv,,Sim,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,1,,,,Sim,Usados,23 900        EUR,8089446252,3 Julho 2023,Classe A,Sim,,,,,,,,Sim,121 g/km,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V90,2.0 D4 Momentum,Diesel,Janeiro,2017,214 132 km,1 969 cm3,190 cv,,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,2,Nacional,Sim,Sim,Sim,Usados,23 900        EUR,8087271638,3 Julho 2023,,Sim,,,,,,,,Sim,147 g/km,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.0 FireFly City Cross,Gasolina,Julho,2019,98 393 km,999 cm3,120 cv,,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,Sim,Usados,16 490        EUR,8089591961,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Logan MCV,1.5 dCi Stepway,Diesel,Julho,2017,20 406 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,,Manual,5,5,5,Classe 1,,,18 Meses,1,Nacional,,,Sim,Usados,16 390        EUR,8089635280,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Scirocco,2.0 TDI Sport,Diesel,Setembro,2016,146 706 km,1 968 cm3,184 cv,,Sim,Coupé,Branco,Metalizado,Manual,6,3,4,Classe 1,,,18 Meses,1,,,,Sim,Usados,22 890        EUR,8089569622,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Agosto,2020,113 650 km,1 461 cm3,75 cv,,Sim,Citadino,Prateado,Metalizado,Manual,5,5,2,Classe 1,,,18 Meses,1,,Sim,Sim,Sim,Usados,16 690        EUR,8089635266,3 Julho 2023,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,S,Gasolina,Outubro,2011,110 797 km,1 598 cm3,184 cv,,Sim,Citadino,Castanho,Metalizado,Manual,6,3,4,Classe 1,,,18 Meses,1,,Sim,Sim,Sim,Usados,15 900        EUR,8087304631,3 Julho 2023,,Sim,,,,,,,,,136 g/km,,,,,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover Sport,3.0 SDV6 HSE,Diesel,Dezembro,2015,248 000 km,2 993 cm3,306 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,7,,,,,,,Sim,Sim,Sim,Usados,48 000        EUR,8089686939,3 Julho 2023,,,,,"7,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 180,d Fleet Pack Urban,Diesel,Novembro,2016,119 000 km,1 461 cm3,109 cv,,Sim,Utilitário,Cinzento,,Manual,,5,,,,,,,,,,,Usados,17 900        EUR,8089936643,3 Julho 2023,Classe A,Sim,,,"4,50 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,D,Diesel,Outubro,2014,180 000 km,1 496 cm3,116 cv,,Sim,Citadino,Vermelho,Metalizado,Manual,6,3,,Classe 1,Tracção dianteira,,18 Meses,,,Sim,,Sim,Usados,12 350        EUR,8089717907,3 Julho 2023,,Sim,,,"4,40 l/100km",,,,,,92 g/km,"3,60 l/100km",,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Line Urban,Diesel,Novembro,2013,223 427 km,1 598 cm3,116 cv,Sim,Sim,Sedan,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,Importado,,Sim,,Usados,13 500        EUR,8089555670,3 Julho 2023,Série 1,Sim,,,,,,,,Sim,109 g/km,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta 18,Diesel,Fevereiro,2018,183 000 km,1 461 cm3,110 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,,Sim,Usados,19 750        EUR,8089759361,3 Julho 2023,,Sim,Sim,,"4,20 l/100km",,,,,,99 g/km,"3,60 l/100km",,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Agosto,2016,118 000 km,898 cm3,90 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,,,Sim,Usados,13 990        EUR,8088588613,3 Julho 2023,,Sim,,,"6,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 250,CDI DPF Cabrio BlueEFFICIENCY 7G-TRONIC Avantgarde,Diesel,Setembro,2014,153 000 km,2 143 cm3,204 cv,,,Cabrio,Preto,,Automática,,2,,,,,,,,,,,Usados,26 980        EUR,8089557076,3 Julho 2023,Classe E,,,,"6,60 l/100km",,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Bentley,Continental,GT V8 S,Gasolina,Agosto,2016,8 500 km,3 993 cm3,528 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,7,2,4,Classe 1,Integral,"927,17 €",18 Meses,1,Importado,Sim,,Sim,Usados,169 000        EUR,8087499255,3 Julho 2023,,Sim,,,,,,,,,250 g/km,,,14/08/2023,,100 000 km,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,40 TDI Sport S tronic,Diesel,Março,2019,111 000 km,1 968 cm3,204 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,,Importado,Sim,Sim,Sim,Usados,58 000        EUR,8089844572,3 Julho 2023,,Sim,,,,,,,,Sim,120 g/km,,,,28/03/2025,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Julho,2021,39 040 km,999 cm3,110 cv,,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,,Sim,Usados,22 800        EUR,8089947094,3 Julho 2023,,Sim,,,,,,,,,124 g/km,,,,20/07/2025,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake,Diesel,Abril,2017,184 000 km,1 461 cm3,109 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,,5,,,,,36 Meses,,,,,,Usados,19 950        EUR,8089839210,3 Julho 2023,Classe CLA,Sim,,,"4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Fevereiro,2019,95 989 km,1 598 cm3,136 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,15 980        EUR,8089844559,3 Julho 2023,,Sim,Sim,Sim,"5,30 l/100km",,,,,,129 g/km,"3,90 l/100km",,,14/02/2025,,,,StandVirtual,Yes
Profissional,BMW,i3,(120 Ah),Eléctrico,Dezembro,2019,42 993 km,,170 cv,,Sim,Citadino,Preto,,Automática,10,5,4,Classe 1,Tracção traseira,,18 Meses,1,,Sim,Sim,Sim,Usados,26 950        EUR,8089711321,3 Julho 2023,Série i,Sim,Sim,Sim,,,,Própria,,,,,,,,,,,StandVirtual,Yes
Profissional,Honda,Integra,,Gasolina,Junho,2006,3 900 km,2 000 cm3,265 cv,Sim,Sim,Coupé,Amarelo,,Manual,,3,,,,,36 Meses,,,,,,Usados,25 000        EUR,8086796224,3 Julho 2023,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi Trendline,Diesel,Outubro,2014,131 992 km,1 598 cm3,105 cv,,Sim,Carrinha,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,148 €,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,13 450        EUR,8089848786,3 Julho 2023,,Sim,Sim,,"4,90 l/100km",,,,,,102 g/km,"3,30 l/100km",,,,,,,StandVirtual,Yes
Profissional,Citroën,DS4,1.6 e-HDi So Chic CMP6,Diesel,Junho,2012,123 366 km,1 560 cm3,112 cv,,Sim,Utilitário,Cinzento,Metalizado,Automática,6,5,5,,Tracção dianteira,,18 Meses,,Importado,,,Sim,Usados,12 950        EUR,8089602599,3 Julho 2023,,Sim,,,"5,90 l/100km",,,,,,122 g/km,4 l/100km,,,30/06/2023,,,,StandVirtual,Yes
Particular,Opel,Corsa-e,,Diesel,Fevereiro,2015,127 000 km,1 248 cm3,70 cv,,,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,1,Nacional,,Sim,Sim,Usados,9 950        EUR,8089949050,3 Julho 2023,,,,,,,,,,,89 g/km,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Navigation,Diesel,Janeiro,2010,182 000 km,1 995 cm3,143 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,,5,5,Classe 1,,,18 Meses,,,,Sim,Sim,Usados,11 500        EUR,8089949085,3 Julho 2023,Série 3,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Laguna Break,2.0 DCi Dynamique,Diesel,Junho,2008,220 357 km,1 995 cm3,150 cv,,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,,Sim,Usados,6 500        EUR,8088742044,3 Julho 2023,,Sim,,,"7,90 l/100km",,,,,,,,,,01/06/2024,,,,StandVirtual,Yes
Profissional,Smart,ForFour,1.0 Prime 71,Gasolina,Fevereiro,2016,53 031 km,999 cm3,71 cv,,Sim,Pequeno citadino,Azul,Metalizado,Manual,,5,4,Classe 1,,,36 Meses,1,,Sim,Sim,Sim,Usados,12 990        EUR,8089949078,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Kadjar,Energy dCi 130 XMOD,Diesel,Setembro,2016,114 000 km,1 598 cm3,130 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,,,,18 Meses,,,Sim,Sim,Sim,Usados,20 990        EUR,8088403806,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Julho,2020,22 000 km,,204 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,Tracção dianteira,,18 Meses,,Importado,,,Sim,Usados,31 900        EUR,8089852890,3 Julho 2023,,Sim,,Sim,,484 km,,Própria,,,,,,,,,64 kWh,,StandVirtual,Yes
Particular,Peugeot,308 SW,BlueHDi 120 Stop & Start Style,Diesel,Dezembro,2015,169 300 km,1 560 cm3,120 cv,,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,2,Importado,,,Sim,Usados,9 490        EUR,8089551790,3 Julho 2023,,,,,"4,40 l/100km",,,,,Sim,96 g/km,"3,20 l/100km",,,10/12/2024,,,,StandVirtual,Yes
Profissional,Porsche,997,,Gasolina,Julho,2009,34 414 km,3 614 cm3,345 cv,Sim,Sim,Cabrio,Preto,Metalizado,Manual,,3,4,Classe 1,,,18 Meses,1,,,,,Usados,79 500        EUR,8089584801,3 Julho 2023,911 (Todos),Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS3,PureTech 130 Start & Stop SportChic,Gasolina,Maio,2016,139 656 km,1 199 cm3,130 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,,18 Meses,,,,Sim,Sim,Usados,12 450        EUR,8089582861,3 Julho 2023,,Sim,,,"5,30 l/100km",,,,,,100 g/km,"3,80 l/100km",,,,,,,StandVirtual,Yes
Profissional,Fiat,500L,1.3 MJ Lounge S&S,Diesel,Abril,2017,89 000 km,1 248 cm3,95 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,13 990        EUR,8088108461,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,S,Gasolina,Setembro,2018,47 356 km,3 982 cm3,510 cv,,Sim,Coupé,Cinzento,Metalizado,Automática,,2,2,,,,18 Meses,,,Sim,Sim,Sim,Usados,139 950        EUR,8088017553,3 Julho 2023,,Sim,,,"12,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Dezembro,2017,67 500 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Preto,,Manual,5,5,5,,,,18 Meses,1,Nacional,,,,Usados,15 900        EUR,8086893689,3 Julho 2023,,Sim,,,"3,50 l/100km",,,,,,85 g/km,"3,10 l/100km","3,30 l/100km",,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Setembro,2021,7 560 km,,351 cv,,Sim,Sedan,Preto,,Automática,,4,5,,,,36 Meses,,Importado,,,,Usados,47 500        EUR,8086893681,3 Julho 2023,,Sim,,,,,,Própria,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Sandero,1.0 TCe Stepway Essential,Gasolina,Agosto,2022,13 000 km,999 cm3,91 cv,,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,16 850        EUR,8089949058,3 Julho 2023,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Ford,Fiesta,1.25 Trend,Gasolina,Março,2009,40 000 km,1 242 cm3,82 cv,,Sim,Citadino,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,,,Nacional,,Sim,Sim,Usados,7 950        EUR,8089127191,3 Julho 2023,,,,,,,,,,,,,,,31/03/2024,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Setembro,2019,150 000 km,1 199 cm3,83 cv,Sim,Sim,Citadino,Branco,,Automática,6,5,5,Classe 1,Tracção dianteira,,36 Meses,2,Importado,Sim,Sim,Sim,Usados,13 890        EUR,8089580351,3 Julho 2023,,Sim,,,6 l/100km,,,,850 km,,,,5 l/100km,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,,Gasolina,Dezembro,2009,82 500 km,1 598 cm3,184 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,14 890        EUR,8087789283,3 Julho 2023,,Sim,,,,,,,750 km,,,,7 l/100km,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Dezembro,2019,185 000 km,1 499 cm3,102 cv,Sim,Sim,Citadino,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,36 Meses,,,,Sim,Sim,Usados,13 980        EUR,8088497178,3 Julho 2023,,Sim,Sim,Sim,,,,,900 km,,,,5 l/100km,,,,,,StandVirtual,Yes
Particular,Fiat,500X,1.3 MJ Cross S&S,Diesel,Abril,2017,86 500 km,1 248 cm3,95 cv,,,Utilitário,Cinzento,,Manual,5,5,5,,,,,,Nacional,Sim,Sim,Sim,Usados,16 500        EUR,8089848777,3 Julho 2023,,,,,"4,60 l/100km",,,,,,107 g/km,"3,80 l/100km",,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,Dezembro,2015,180 000 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Preto,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,146 €,18 Meses,1,Nacional,,Sim,Sim,Usados,13 890        EUR,8085693212,3 Julho 2023,,Sim,,,,,,,950 km,Sim,,,5 l/100km,,,,,,StandVirtual,Yes
Particular,Porsche,Macan,Standard,Gasolina,Junho,2021,20 000 km,1 984 cm3,245 cv,,,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Integral,,,,,,,,Usados,89 000        EUR,8089814624,3 Julho 2023,,,,,"9,50 l/100km",,,,,,231 g/km,"7,30 l/100km",,09/06/2026,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,Novembro,2017,189 500 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,146 €,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,12 890        EUR,8085693254,3 Julho 2023,,Sim,Sim,Sim,,,,,950 km,Sim,,,5 l/100km,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Grandis,2.0 DI-D Invite,Diesel,Novembro,2006,285 000 km,1 968 cm3,136 cv,Sim,Sim,SUV / TT,Azul,,Manual,6,5,7,Classe 1,Tracção dianteira,43 €,18 Meses,1,Nacional,,,Sim,Usados,6 500        EUR,8086635918,3 Julho 2023,,Sim,,,"8,70 l/100km",,,,950 km,,,,6 l/100km,,,,,,StandVirtual,Yes
Particular,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Setembro,2019,67 361 km,1 969 cm3,190 cv,,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,1,Nacional,Sim,Sim,Sim,Usados,42 000        EUR,8089948931,3 Julho 2023,,,,,"5,80 l/100km",,,,,,157 g/km,"4,70 l/100km",,,,,,,StandVirtual,Yes
Particular,Opel,Astra Sports Tourer,1.6 CDTi Cosmo S/SJ18,Diesel,Julho,2016,112 000 km,1 598 cm3,110 cv,,,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,Nacional,,Sim,Sim,Usados,13 300        EUR,8089948922,3 Julho 2023,,,,,"4,40 l/100km",,,,,,105 g/km,"3,70 l/100km",,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi GT Line EAT8,Diesel,Janeiro,2019,114 000 km,1 499 cm3,130 cv,,Sim,Monovolume,Preto,Metalizado,Automática,8,5,7,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,29 950        EUR,8089127021,3 Julho 2023,,Sim,Sim,Sim,"4,40 l/100km",,,,,,,,,,31/01/2025,,,,StandVirtual,Yes
Particular,Nissan,Qashqai,1.5 dCi Tekna 19 Pele RS,Diesel,Maio,2016,90 000 km,1 461 cm3,110 cv,,,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,,,1,Nacional,Sim,Sim,Sim,Usados,18 990        EUR,8089948926,3 Julho 2023,,,,,"4,30 l/100km",,,,,,103 g/km,"3,90 l/100km",,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Setembro,2021,37 290 km,1 395 cm3,218 cv,Sim,Sim,Carrinha,Cinzento,,Automática,,5,5,,,,18 Meses,1,Nacional,,,,Usados,37 900        EUR,8089721287,3 Julho 2023,,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Active Tourer,d,Diesel,Julho,2018,59 302 km,1 496 cm3,116 cv,Sim,Sim,Monovolume,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,,Sim,Usados,21 490        EUR,8089437613,3 Julho 2023,Série 2,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,1.6 TDI Xcellence,Diesel,Janeiro,2017,90 000 km,1 598 cm3,115 cv,,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,36 Meses,1,,Sim,Sim,Sim,Usados,17 990        EUR,8089827646,3 Julho 2023,,Sim,,,"5,20 l/100km",,,,,,146 g/km,"4,20 l/100km",,,,,,,StandVirtual,Yes
Particular,Toyota,Yaris,1.0 VVT-i Comfort +PS Style +P.Techno,Gasolina,Janeiro,2016,69 500 km,998 cm3,69 cv,,,Citadino,Preto,Metalizado,Manual,,5,,,,,,,,,,,Usados,11 999        EUR,8089949000,3 Julho 2023,,,,,"5,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 350,,Híbrido (Gasolina),Setembro,2015,112 400 km,1 991 cm3,279 cv,,,Sedan,Cinzento,,Automática,,4,5,Classe 1,Tracção traseira,,,,,,,,Usados,25 500        EUR,8089814595,3 Julho 2023,Classe C,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Limousine,1.6 TDI Business Line Attraction Ultra,Diesel,Fevereiro,2017,115 000 km,1 598 cm3,110 cv,,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,22 550        EUR,8085966385,3 Julho 2023,,Sim,Sim,,"3,90 l/100km",,,,,,,,,,28/02/2025,,,,StandVirtual,Yes
