Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,Classe do veículo,Autonomia Máxima,Emissões CO2,Inspecção válida até,Filtro de partículas,IVA Discriminado,Consumo Extra Urbano,Sub-modelo,IUC,ou até,Autonomia,Capacidade da bateria,Bateria,Consumo Combinado,Garantia de Fábrica até,Consumo,Clássico,Gancho de Reboque,Site,Portugal
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line,Gasolina,Junho,2023,1 km,998 cm3,125 cv,Sim,Sim,SUV / TT,Branco,,Manual,6,5,5,,36 Meses,1,Nacional,Sim,Sim,Sim,,Novos,26 990        EUR,8090517491,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Particular,Mazda,CX-30,2.0 Sky-G Excellence AWD,Gasolina,Agosto,2020,41 293 km,1 998 cm3,150 cv,,,SUV / TT,Cinzento,,Manual,6,5,5,Integral,,,,,,,"6,40 l/100km",Usados,25 000        EUR,8090296129,6 Setembro 2023,,,,144 g/km,,,,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Limousine,30 TDI,Diesel,Maio,2019,94 000 km,1 598 cm3,116 cv,Sim,Sim,Sedan,Cinzento,,Manual,6,4,5,,18 Meses,,Nacional,Sim,,Sim,,Usados,21 990        EUR,8090256659,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,CGi Avantgarde BlueEfficiency,Gasolina,Agosto,2010,115 000 km,1 796 cm3,204 cv,Sim,Sim,Coupé,Outra,,Automática,5,3,4,Tracção traseira,36 Meses,,,,,,"10,60 l/100km",Usados,17 890        EUR,8090025718,6 Setembro 2023,,,,180 g/km,,,,"5,70 l/100km",Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Junho,2021,28 800 km,1 199 cm3,100 cv,Sim,Sim,SUV / TT,Branco,,Manual,6,5,5,Tracção dianteira,18 Meses,,Nacional,Sim,,Sim,"5,50 l/100km",Usados,22 900        EUR,8088685702,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Janeiro,2018,234 000 km,1 991 cm3,279 cv,Sim,Sim,Carrinha,Preto,,Automática,7,5,5,Tracção traseira,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,27 990        EUR,8090154854,6 Setembro 2023,,Classe 1,,49 g/km,15/01/2024,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Junho,2018,25 000 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,5,Tracção dianteira,36 Meses,,,,,,"4,20 l/100km",Usados,18 490        EUR,8090222391,6 Setembro 2023,Sim,Classe 1,,95 g/km,,,,"3,40 l/100km",,154 €,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.6 M-Jet Lounge DCT,Diesel,Março,2017,99 000 km,1 598 cm3,120 cv,Sim,Sim,Utilitário,Azul,Metalizado,Automática,6,5,5,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,"5,20 l/100km",Usados,16 490        EUR,8090038111,6 Setembro 2023,,Classe 1,,99 g/km,31/03/2025,,,"4,30 l/100km",,154 €,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Trafic,1.6 dCi L1H1 1.0T SS,Diesel,Outubro,2017,179 000 km,1 598 cm3,125 cv,Sim,Sim,Carrinha,Branco,,Manual,6,5,9,Tracção dianteira,18 Meses,1,Importado,,,Sim,"6,40 l/100km",Usados,27 500        EUR,8089933845,6 Setembro 2023,,,,145 g/km,,,,"5,30 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,2.0 TDI,Diesel,Março,2016,138 000 km,1 968 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,,,36 Meses,,,,,,"5,20 l/100km",Usados,22 950        EUR,8090517487,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EfficientDynamics,Diesel,Fevereiro,2018,104 293 km,1 496 cm3,116 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,2,Importado,Sim,,Sim,,Usados,20 900        EUR,8090218507,6 Setembro 2023,Sim,Classe 1,,,,Sim,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EfficientDynamics,Diesel,Julho,2018,61 228 km,1 496 cm3,116 cv,Sim,,Citadino,Cinzento,,Manual,,5,5,,18 Meses,,Importado,,,,,Usados,21 250        EUR,8090085281,6 Setembro 2023,Sim,,,,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,,Diesel,Maio,2016,175 326 km,1 969 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,,18 Meses,2,Importado,Sim,,Sim,,Usados,25 500        EUR,8089445893,6 Setembro 2023,Sim,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Junho,2020,28 890 km,1 332 cm3,109 cv,Sim,,Citadino,Preto,,Manual,,5,5,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,25 900        EUR,8090193406,6 Setembro 2023,Sim,,,,,,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,Standard,Gasolina,Fevereiro,2020,68 000 km,1 499 cm3,136 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,3,4,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,,Usados,25 500        EUR,8089904047,5 Setembro 2023,Sim,Classe 1,,125 g/km,,,,,,"180,34 €",,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Maio,2022,15 498 km,999 cm3,110 cv,Sim,Sim,Utilitário,Branco,,Manual,6,5,5,Tracção dianteira,24 Meses,1,Nacional,,Sim,Sim,,Usados,23 900        EUR,8088267790,6 Setembro 2023,Sim,Classe 1,,122 g/km,,,,,,104 €,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,1.6 TDI Sport,Diesel,Julho,2017,120 000 km,1 598 cm3,116 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,,18 Meses,1,Importado,Sim,Sim,Sim,"4,60 l/100km",Usados,19 499        EUR,8089076374,1 Setembro 2023,,Classe 1,800 km,99 g/km,04/07/2023,Sim,,,,154 €,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,d Cabrio Limited Edition Lifestyle c/ M Sport Pack,Diesel,Março,2011,191 000 km,1 995 cm3,143 cv,Sim,Sim,Cabrio,Branco,,Manual,6,2,4,,18 Meses,,Importado,Sim,Sim,Sim,"5,70 l/100km",Usados,15 990        EUR,8089027615,5 Setembro 2023,Sim,,,,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 250,CDi Avantgarde BlueEfficiency,Diesel,Novembro,2014,157 200 km,2 143 cm3,204 cv,Sim,,Coupé,Preto,,Manual,,3,4,,18 Meses,,Nacional,,,,,Usados,24 500        EUR,8089937079,6 Setembro 2023,,,,,,,,,Classe E,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,CT 200h,Executive+,Híbrido (Gasolina),Dezembro,2019,49 170 km,1 798 cm3,136 cv,Sim,,Sedan,Preto,,Automática,,5,5,,18 Meses,,Importado,,Sim,Sim,,Usados,23 900        EUR,8089602721,6 Setembro 2023,,,,,,,,,CT,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 180,d Avantgarde Aut.,Diesel,Maio,2018,156 000 km,1 598 cm3,116 cv,Sim,,Sedan,Cinzento,,Automática,,4,5,,18 Meses,,Nacional,,,,,Usados,26 500        EUR,8089936945,6 Setembro 2023,,,,,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Agosto,2018,105 000 km,1 461 cm3,110 cv,Sim,,SUV / TT,Cinzento,,Manual,,5,5,,18 Meses,,Importado,,,,,Usados,19 500        EUR,8089994234,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Talisman,1.6 dCi Executive EDC,Diesel,Fevereiro,2018,67 608 km,1 598 cm3,160 cv,Sim,Sim,Sedan,Cinzento,,Automática,,4,5,,18 Meses,,Nacional,Sim,,Sim,,Usados,26 990        EUR,8089949973,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Advantage,Diesel,Junho,2018,150 000 km,1 496 cm3,116 cv,Sim,Sim,Sedan,Preto,Metalizado,Manual,6,5,5,Tracção traseira,18 Meses,,Nacional,Sim,Sim,Sim,"3,90 l/100km",Usados,18 900        EUR,8090298610,6 Setembro 2023,,Classe 1,,89 g/km,06/06/2024,Sim,Sim,"3,10 l/100km",Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-3,1.5 Sky.Special Edition Navi,Diesel,Outubro,2016,77 738 km,1 499 cm3,105 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,,Nacional,Sim,,Sim,"4,40 l/100km",Usados,17 250        EUR,8090298571,6 Setembro 2023,Sim,Classe 1,,105 g/km,10/10/2024,,,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 BlueHDi Style EAT6,Diesel,Outubro,2018,124 367 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,6,5,5,Tracção dianteira,36 Meses,,Importado,,Sim,Sim,"4,50 l/100km",Usados,20 250        EUR,8090298369,6 Setembro 2023,,,,109 g/km,,,,4 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Touring BluePerformance Sport-Aut.,Diesel,Fevereiro,2012,270 679 km,1 995 cm3,184 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,Tracção traseira,18 Meses,,,,,Sim,"5,90 l/100km",Usados,16 750        EUR,8090248291,6 Setembro 2023,,Classe 1,,129 g/km,,Sim,,"4,30 l/100km",Série 5,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Active Tourer,d Aut. Sport Line,Diesel,Dezembro,2016,126 000 km,1 496 cm3,116 cv,,,Carrinha,Preto,Metalizado,Automática,7,5,5,Tracção dianteira,18 Meses,,Importado,,,Sim,"4,30 l/100km",Usados,17 900        EUR,8090298595,6 Setembro 2023,,Classe 1,,102 g/km,12/12/2024,Sim,,"3,70 l/100km",Série 2,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Exclusive C/Pneu,Diesel,Julho,2019,86 490 km,1 461 cm3,90 cv,Sim,Sim,SUV / TT,Vermelho,,Manual,5,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"4,60 l/100km",Usados,17 900        EUR,8090298597,6 Setembro 2023,,Classe 1,,140 g/km,,,,"3,90 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Freemont,2.0 M-Jet Urban,Diesel,Setembro,2014,208 516 km,1 956 cm3,170 cv,Sim,Sim,Monovolume,Branco,Metalizado,Manual,6,5,7,Tracção dianteira,18 Meses,,Nacional,,,Sim,"8,30 l/100km",Usados,17 500        EUR,8090298602,6 Setembro 2023,Sim,Classe 1,,169 g/km,09/09/2024,Sim,,"5,30 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,Station CDI Edition,Diesel,Agosto,2016,169 261 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Tracção traseira,18 Meses,,Importado,Sim,Sim,Sim,6 l/100km,Usados,24 500        EUR,8090298362,6 Setembro 2023,,,,124 g/km,,Sim,,4 l/100km,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,D Seven Chili,Diesel,Julho,2014,159 000 km,1 496 cm3,116 cv,Sim,Sim,Citadino,Vermelho,,Manual,6,3,,Tracção dianteira,18 Meses,,,,,,"4,30 l/100km",Usados,16 900        EUR,8089859249,6 Setembro 2023,,,,99 g/km,,Sim,,"3,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Outubro,2016,121 170 km,1 991 cm3,279 cv,Sim,,Sedan,Preto,,Automática,7,4,5,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,27 900        EUR,8089405965,6 Setembro 2023,Sim,Classe 1,,,,,Sim,,Classe C,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,1.5 BlueHDi GT Line EAT8,Diesel,Fevereiro,2019,105 000 km,1 499 cm3,130 cv,Sim,,Sedan,Cinzento,Metalizado,Automática,8,5,5,,18 Meses,,,,Sim,,,Usados,28 900        EUR,8089713396,6 Setembro 2023,Sim,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,e-C4,Shine,Eléctrico,Julho,2021,15 000 km,,136 cv,Sim,Sim,Utilitário,Preto,,Automática,,5,5,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,,Usados,28 500        EUR,8090074179,6 Setembro 2023,,,,,,,Sim,,,,,,,Própria,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,1.6 TDI Style DSG S/S,Diesel,Dezembro,2016,115 000 km,1 598 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,,Automática,7,5,5,Tracção dianteira,18 Meses,,Nacional,Sim,Sim,Sim,"4,40 l/100km",Usados,15 900        EUR,8089755382,6 Setembro 2023,,,,104 g/km,,,Sim,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,e-C4,Shine,Eléctrico,Julho,2021,15 000 km,,136 cv,Sim,Sim,Utilitário,Cinzento,,Automática,,5,5,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,,Usados,28 500        EUR,8090074326,6 Setembro 2023,,,,,,,Sim,,,,,,,Própria,,,,,,StandVirtual,Yes
Profissional,BMW,118,i Line Urban,Gasolina,Maio,2018,140 000 km,1 499 cm3,136 cv,,,Utilitário,Azul,,Manual,6,5,5,,18 Meses,,,Sim,Sim,Sim,,Usados,19 900        EUR,8089161238,6 Setembro 2023,,,,,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500e,Icon,Eléctrico,Dezembro,2020,36 000 km,,118 cv,Sim,,Citadino,Branco,,Automática,,3,4,,18 Meses,,Importado,Sim,,Sim,,Usados,22 950        EUR,8089701107,6 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,CDi BE Urban,Diesel,Fevereiro,2013,161 000 km,2 143 cm3,136 cv,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,"5,40 l/100km",Usados,18 900        EUR,8089054099,6 Setembro 2023,Sim,Classe 1,,,20/02/2024,,,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Intens 50,Eléctrico,Janeiro,2021,39 000 km,,109 cv,Sim,Sim,Citadino,Branco,,Automática,,5,,,18 Meses,,,,,,,Usados,21 480        EUR,8089810909,6 Setembro 2023,Sim,,,,,,,,,,,395 km,52 kWh,Própria,,,"17,30 kWh/100km",,,StandVirtual,Yes
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Janeiro,2019,64 000 km,1 598 cm3,115 cv,Sim,Sim,SUV / TT,Cinzento,,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,20 l/100km",Usados,21 750        EUR,8088719845,5 Setembro 2023,Sim,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Grand Picasso,,Diesel,Maio,2016,128 000 km,1 560 cm3,120 cv,Sim,Sim,Monovolume,Preto,,Manual,6,5,7,,18 Meses,,,,Sim,Sim,,Usados,17 490        EUR,8088882468,5 Setembro 2023,,Classe 1,,,01/05/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,40 kWh Tekna,Eléctrico,Fevereiro,2018,168 000 km,,150 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,,5,5,Tracção dianteira,18 Meses,,,Sim,,Sim,,Usados,17 500        EUR,8090229093,4 Setembro 2023,,,,,,,,,,,,,,Própria,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,,Gasolina,Agosto,2022,11 315 km,1 199 cm3,101 cv,,,Citadino,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"5,20 l/100km",Usados,20 900        EUR,8089995700,1 Setembro 2023,,Classe 1,,117 g/km,,,,"3,70 l/100km",,,,,,,,20/08/2025,,,,StandVirtual,Yes
Profissional,VW,Golf,1.0 TSI Life,Gasolina,Setembro,2021,33 313 km,999 cm3,110 cv,Sim,Sim,Utilitário,Prateado,Metalizado,Manual,6,5,5,,18 Meses,,Nacional,,,Sim,"5,50 l/100km",Usados,23 990        EUR,8089242922,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,01/09/2025,,,,StandVirtual,Yes
Profissional,Peugeot,e-2008,Allure Pack,Eléctrico,Julho,2020,9 000 km,,136 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,,Usados,29 000        EUR,8088018042,6 Setembro 2023,,Classe 1,,,,,,,,,,310 km,50 kWh,Própria,,,"16,13 kWh/100km",,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Active Pack,Diesel,Julho,2022,28 162 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Branco,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,,Nacional,,,Sim,"4,40 l/100km",Usados,27 740        EUR,8089988797,6 Setembro 2023,,Classe 1,,122 g/km,,,Sim,"3,30 l/100km",,,,,,,,01/07/2025,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,CDi BE Edition AMG Line,Diesel,Novembro,2013,231 000 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,"4,20 l/100km",Usados,17 500        EUR,8089161090,6 Setembro 2023,Sim,Classe 1,,,21/11/2023,,,,Classe A,145 €,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.0 TSI R-Line,Gasolina,Maio,2018,71 192 km,999 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,18 Meses,,,Sim,Sim,Sim,,Usados,17 850        EUR,8089781433,6 Setembro 2023,Sim,Classe 1,,,01/05/2024,,Sim,,,,,,,,"5,10 l/100km",,,,,StandVirtual,Yes
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Maio,2021,53 902 km,1 199 cm3,100 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Tracção dianteira,24 Meses,1,Nacional,,Sim,Sim,,Usados,22 900        EUR,8090192427,6 Setembro 2023,Sim,Classe 1,,124 g/km,,,,,,144 €,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.6 BlueTDI Comfortline,Diesel,Agosto,2017,160 000 km,1 598 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,,,18 Meses,,Nacional,Sim,Sim,Sim,"4,50 l/100km",Usados,17 990        EUR,8090182040,6 Setembro 2023,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat,1.6 TDI Confortline DSG,Diesel,Setembro,2020,74 074 km,1 598 cm3,120 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,7,4,5,Tracção dianteira,36 Meses,1,Nacional,Sim,,Sim,"4,70 l/100km",Usados,24 300        EUR,8090243409,6 Setembro 2023,,Classe 1,,140 g/km,,,,"3,60 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.2 T GS Line S/S,Gasolina,Fevereiro,2020,69 407 km,1 199 cm3,130 cv,Sim,Sim,Utilitário,Prateado,Metalizado,Manual,6,5,5,Tracção dianteira,24 Meses,1,Nacional,,Sim,Sim,,Usados,19 250        EUR,8090192271,6 Setembro 2023,Sim,Classe 1,,,,,,,,108 €,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Amarok,2.0 TDi CD Extra AC CM 4Motion,Diesel,Junho,2012,204 702 km,1 968 cm3,140 cv,Sim,,SUV / TT,Cinzento,,Manual,,4,5,,18 Meses,,Importado,,,,,Usados,24 500        EUR,8090450608,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 CRDi Premium +P.Pe+P.Style Plus DCT,Diesel,Abril,2019,59 000 km,1 598 cm3,136 cv,Sim,Sim,SUV / TT,Bege,Metalizado,Automática,7,5,5,,18 Meses,,Nacional,Sim,Sim,Sim,"4,90 l/100km",Usados,29 200        EUR,8088035687,6 Setembro 2023,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Tourer,d 7L Advantage,Diesel,Fevereiro,2019,69 700 km,1 496 cm3,116 cv,Sim,Sim,Monovolume,Cinzento,,Manual,6,5,7,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,23 890        EUR,8090154533,6 Setembro 2023,,Classe 1,,123 g/km,,,,,Série 2,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,94Ah +Comfort Package Advance,Eléctrico,Outubro,2018,32 000 km,,170 cv,Sim,,Utilitário,Branco,,Automática,,5,4,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,24 900        EUR,8087919951,6 Setembro 2023,,Classe 1,,,,,,,Série i,,,235 km,,,,,,,,StandVirtual,Yes
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line X Design Aut.,Gasolina,Setembro,2021,22 460 km,998 cm3,155 cv,,,SUV / TT,Branco,,Automática,,5,5,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,,Usados,24 980        EUR,8090336102,5 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Dezembro,2017,41 000 km,1 461 cm3,109 cv,,Sim,Utilitário,Preto,,Automática,7,5,5,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,"4,50 l/100km",Usados,27 500        EUR,8088308302,6 Setembro 2023,Sim,Classe 1,,,,Sim,Sim,,Classe A,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.3 TCe RS Line EDC,Gasolina,Fevereiro,2020,51 751 km,1 332 cm3,130 cv,Sim,Sim,Citadino,Azul,,Automática,,5,5,,18 Meses,,Nacional,,,,,Usados,21 900        EUR,8090450591,6 Setembro 2023,Sim,,,1 g/km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Style EAT6,Gasolina,Julho,2019,63 910 km,1 199 cm3,110 cv,,,Citadino,Cinzento,Metalizado,Automática,6,5,5,Tracção dianteira,36 Meses,,,Sim,,Sim,"6,10 l/100km",Usados,17 500        EUR,8090517474,6 Setembro 2023,,Classe 1,,104 g/km,,,,"4,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,1.5 dCi Tekna,Diesel,Março,2016,93 902 km,1 461 cm3,110 cv,,,SUV / TT,Cinzento,,Manual,,5,5,Tracção dianteira,18 Meses,,Nacional,,,,,Usados,19 400        EUR,8090342628,6 Setembro 2023,,,,,01/03/2024,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Zen,Diesel,Outubro,2020,113 700 km,1 461 cm3,95 cv,,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,,,Sim,,Sim,"4,30 l/100km",Usados,18 900        EUR,8089285025,6 Setembro 2023,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,535 Gran Turismo,d Pack M,Diesel,Maio,2013,189 000 km,2 993 cm3,299 cv,,,Sedan,Preto,,Automática,8,5,5,Tracção traseira,36 Meses,,,,,,"8,30 l/100km",Usados,24 750        EUR,8090300269,6 Setembro 2023,,,,175 g/km,,,,"5,80 l/100km",Série 5,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,,Eléctrico,Julho,2018,49 261 km,,170 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,4,,18 Meses,,Nacional,Sim,,Sim,,Usados,23 890        EUR,8089580040,6 Setembro 2023,Sim,,,,,,Sim,,Série i,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.6 BlueHDi Active,Diesel,Abril,2017,185 247 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,7,Tracção dianteira,18 Meses,,Importado,,,Sim,,Usados,21 450        EUR,8090105689,4 Setembro 2023,Sim,,,,01/04/2025,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,2.0 D Prestige,Diesel,Janeiro,2017,119 000 km,1 999 cm3,163 cv,Sim,,Sedan,Preto,,Manual,6,4,5,,18 Meses,1,,Sim,Sim,Sim,,Usados,21 990        EUR,8088655260,5 Setembro 2023,,Classe 1,,,01/01/2025,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Dezembro,2019,55 903 km,1 461 cm3,85 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,,18 Meses,,,Sim,Sim,Sim,,Usados,15 900        EUR,8090351740,5 Setembro 2023,Sim,Classe 1,,,01/12/2023,Sim,,,,,,,,,"4,10 l/100km",,,,,StandVirtual,Yes
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Abril,2017,126 000 km,1 496 cm3,116 cv,Sim,Sim,SUV / TT,Castanho,Metalizado,Manual,6,5,5,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,,Usados,19 900        EUR,8089944140,6 Setembro 2023,Sim,,,134 g/km,,,,,Série X,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,1.6 TDI Xcellence DSG,Diesel,Julho,2020,149 000 km,1 598 cm3,115 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,18 Meses,1,Importado,Sim,Sim,Sim,"5,30 l/100km",Usados,22 500        EUR,8089439373,6 Setembro 2023,Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
