Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Potência,Autonomia,Capacidade da bateria,Bateria,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Autonomia Máxima,Condição,Preco,ID Anuncio,Data Anuncio,Link,Cilindrada,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Valor Fixo,Emissões CO2,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Registo(s),IVA Discriminado,Inspecção válida até,IUC,Filtro de partículas,Gancho de Reboque,Clássico,Consumo,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Julho,2021,59 000 km,95 cv,,,,SUV / TT,Cinzento,Manual,,5,5,,,Usados,16 900        EUR,8090481378,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PvPN8.html,999 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Passat Variant,1.6 TDI Confortline DSG,Diesel,Julho,2018,96 743 km,120 cv,,,,Carrinha,Azul,Automática,,5,5,Tracção dianteira,,Usados,22 900        EUR,8090090222,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-confortline-dsg-ID8Pwc2a.html,1 598 cm3,Sim,Sim,,,18 Meses,Importado,,,Sim,,,,,,,01/07/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 250,(BlueTEC) d Station 7G-TRONIC,Diesel,Agosto,2015,140 876 km,204 cv,,,,Carrinha,Prateado,Automática,7,5,5,Tracção traseira,,Usados,24 900        EUR,8089747988,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-bluetec-d-station-7g-tronic-ID8PtL0g.html,2 143 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,,182 g/km,,,,,,,,,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 180,d 7G-DCT AMG Line,Diesel,Maio,2016,120 000 km,109 cv,,,,Utilitário,Preto,Automática,,5,,,,Usados,22 900        EUR,8090573978,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-amg-line-ID8PxdSG.html,1 461 cm3,Sim,Sim,Metalizado,,18 Meses,,,,,,,"4,30 l/100km",,,,,,Sim,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,Tipo Station Wagon,1.6 M-Jet Lounge Tech J17 DCT,Diesel,Maio,2019,66 105 km,120 cv,,,,Carrinha,Cinzento,Automática,6,5,5,Tracção dianteira,,Usados,17 500        EUR,8090254799,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-6-m-jet-lounge-tech-j17-dct-ID8PwSQD.html,1 598 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,,Sim,"5,50 l/100km",,1,Sim,01/05/2025,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Exclusive Auto 123g,Diesel,Novembro,2011,85 000 km,184 cv,,,,Sedan,Azul,Automática,,4,5,Tracção dianteira,,Usados,22 900        EUR,8090604660,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-exclusive-auto-123g-ID8PxlRy.html,1 995 cm3,Sim,Sim,,,18 Meses,Nacional,Sim,Sim,,,Sim,,,,,28/11/2023,,,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,A 160,d Urban Aut.,Diesel,Maio,2017,168 738 km,90 cv,,,,Utilitário,Azul,Automática,6,5,5,Tracção dianteira,,Usados,17 900        EUR,8088914075,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-d-urban-aut-ID8Pqg43.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,,98 g/km,,"4,50 l/100km",,,,,"154,12 €",Sim,,,,,Classe A,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,2008,1.6 BlueHDi GT Line,Diesel,Julho,2017,116 518 km,120 cv,,,,SUV / TT,Vermelho,Manual,6,5,5,Tracção dianteira,,Usados,17 900        EUR,8090103091,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-gt-line-ID8PwfnJ.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,,96 g/km,Sim,"4,30 l/100km","3,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Mazda,CX-5,2.2 D Excellence Pack Leather Navi,Diesel,Julho,2018,73 000 km,150 cv,,,,SUV / TT,Vermelho,Manual,6,5,5,Tracção dianteira,,Usados,25 750        EUR,8090587112,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-5-2-2-d-excellence-pack-leather-navi-ID8Pxhiv.html,2 191 cm3,,,,Classe 1,,Nacional,,Sim,,,,"5,60 l/100km",,1,,16/07/2024,262 €,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,Z4,18 i Pack M Auto,Gasolina,Dezembro,2015,189 000 km,156 cv,,,,Cabrio,Preto,Automática,,2,2,Tracção traseira,,Usados,26 490        EUR,8089811013,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-z4-18-i-pack-m-auto-ID8Pu1oN.html,1 997 cm3,Sim,Sim,,,18 Meses,,Sim,Sim,Sim,,Sim,,,,,01/12/2023,,,,,,,Série Z,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Golf,1.6 TDI Confortline,Diesel,Novembro,2018,123 000 km,115 cv,,,,Citadino,Cinzento,Manual,5,5,,Tracção dianteira,,Usados,18 500        EUR,8090253466,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-confortline-ID8PwSw8.html,1 598 cm3,,,,,36 Meses,,,,,104 g/km,,"4,60 l/100km","3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Audi,A3 Sportback,1.6 TDI,Diesel,Dezembro,2017,77 000 km,116 cv,,,,Utilitário,Branco,Manual,6,5,5,Tracção dianteira,,Usados,21 990        EUR,8090611439,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-ID8PxnCT.html,1 598 cm3,,,,,,,,Sim,,106 g/km,Sim,"4,50 l/100km","3,70 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Janeiro,2018,147 000 km,116 cv,,,,SUV / TT,Cinzento,Manual,,5,5,Tracção traseira,,Usados,20 990        EUR,8090203623,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-advantage-ID8PwFxd.html,1 496 cm3,Sim,Sim,,,18 Meses,,Sim,Sim,,,Sim,,,,,01/01/2024,,,,,,,Série X,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Março,2018,106 791 km,109 cv,,,,Carrinha,Preto,Manual,6,5,5,Tracção dianteira,,Usados,27 490        EUR,8089995284,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PuNkU.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,24 Meses,Nacional,,Sim,Sim,104 g/km,Sim,"4,60 l/100km","3,70 l/100km",,,,,,,,,,Classe CLA,,,StandVirtual,Yes,2023-09-17
Particular,BMW,118,d Pack M,Diesel,Junho,2016,35 250 km,150 cv,,,,Utilitário,Cinzento,Manual,6,5,5,Tracção traseira,,Usados,22 850        EUR,8088286556,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-pack-m-ID8PnCOM.html,1 995 cm3,,,Metalizado,Classe 1,,Nacional,Sim,Sim,,109 g/km,Sim,,,1,,16/06/2024,"235,26 €",Sim,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Agosto,2018,229 000 km,150 cv,,,,Utilitário,Preto,Automática,7,4,5,Tracção dianteira,,Usados,19 990        EUR,8089344003,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Ps3Un.html,1 968 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,116 g/km,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Novembro,2016,255 668 km,109 cv,,,,Carrinha,Azul,Manual,,5,5,,,Usados,19 990        EUR,8089389706,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PsfNv.html,1 461 cm3,,Sim,,,18 Meses,Nacional,Sim,,Sim,,Sim,,,1,Sim,,,,,,,,Classe CLA,,,StandVirtual,Yes,2023-09-17
Profissional,Audi,A4 Avant,2.0 TDI S tronic,Diesel,Fevereiro,2018,197 574 km,150 cv,,,,Carrinha,Cinzento,Automática,7,5,5,Tracção dianteira,,Usados,20 490        EUR,8089258252,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-s-tronic-ID8PrHBi.html,1 968 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,106 g/km,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Lodgy,1.5 Blue dCi Comfort 7L,Diesel,Março,2019,152 999 km,115 cv,,,,Monovolume,Branco,Manual,6,5,7,Tracção dianteira,,Usados,17 490        EUR,8089199802,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-lodgy-1-5-blue-dci-comfort-7l-ID8Prsoy.html,1 461 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Passat,1.6 TDI Confortline,Diesel,Abril,2018,199 928 km,120 cv,,,,Sedan,Preto,Manual,6,4,5,Tracção dianteira,,Usados,15 990        EUR,8088337660,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-1-6-tdi-confortline-ID8PnQ72.html,1 598 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C5 Aircross,1.5 BlueHDi Feel Pack,Diesel,Maio,2020,30 000 km,130 cv,,,,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,26 750        EUR,8088339615,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-5-bluehdi-feel-pack-ID8PnQCz.html,1 499 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,,,,,1,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Peugeot,5008,1.5 BlueHDi GT Line,Diesel,Setembro,2018,133 500 km,130 cv,,,,SUV / TT,Cinzento,Manual,,5,,,,Usados,23 750        EUR,8090455413,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-ID8PvJ2l.html,1 499 cm3,,Sim,,,,,,,,,,"4,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 Pure Auto,Diesel,Outubro,2015,116 000 km,150 cv,,,,SUV / TT,Branco,Automática,9,5,5,Integral,,Usados,29 950        EUR,8085694025,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-pure-auto-ID8PcKnL.html,1 999 cm3,Sim,Sim,Mate,,18 Meses,,Sim,Sim,,134 g/km,,,,1,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,318,d Aut. Advantage,Diesel,Novembro,2018,107 000 km,150 cv,,,,Sedan,Preto,Automática,8,4,5,Tracção traseira,,Usados,24 950        EUR,8089289755,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-aut-advantage-ID8PrPNp.html,1 995 cm3,Sim,Sim,,,18 Meses,Importado,Sim,Sim,,,,,,,,,,,,,,,Série 3,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Focus,1.0 EcoBoost Hybrid ST-LINE,Gasolina,Outubro,2021,18 000 km,125 cv,,,,Utilitário,Vermelho,Manual,6,5,5,Tracção dianteira,,Usados,20 950        EUR,8090176177,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-hybrid-st-line-ID8Pwyox.html,999 cm3,Sim,Sim,Metalizado,,18 Meses,Importado,Sim,Sim,,,Sim,,,1,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Dynamic Sport,Diesel,Junho,2018,128 900 km,110 cv,,,,Carrinha,Cinzento,Manual,,5,5,Tracção dianteira,,Usados,15 900        EUR,8087663504,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-dynamic-sport-ID8Pl0Jy.html,1 598 cm3,Sim,Sim,,,18 Meses,Nacional,Sim,,,,,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Ford,Focus,1.0 EcoBoost ST-Line,Gasolina,Outubro,2019,20 941 km,125 cv,,,,Citadino,Preto,Manual,6,5,5,Tracção dianteira,,Usados,23 000        EUR,8090449336,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-st-line-ID8PvHsk.html,998 cm3,,,Metalizado,,,,,,,126 g/km,,6 l/100km,"4,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,CLA 220,,Diesel,Setembro,2015,90 981 km,177 cv,,,,Sedan,Cinzento,Automática,7,5,5,Tracção dianteira,,Usados,27 490        EUR,8090459778,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-ID8PvKaK.html,2 143 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,108 g/km,Sim,"4,90 l/100km","3,80 l/100km",,,,,,,,,,Classe CLA,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Clio,1.0 TCe Exclusive,Gasolina,Junho,2020,35 000 km,100 cv,,,,Citadino,Azul,Manual,5,5,5,Tracção dianteira,,Usados,16 250        EUR,8088636821,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-exclusive-ID8Pp5Vd.html,999 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Focus,1.0 EcoBoost Hybrid Aut. ST-LINE,Gasolina,Agosto,2019,59 000 km,125 cv,,,,Utilitário,Cinzento,Automática,7,5,5,Tracção dianteira,,Usados,19 950        EUR,8090175897,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-hybrid-aut-st-line-ID8Pwyk1.html,999 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,,,,,1,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Mégane Sport Tourer,ENERGY dCi 110 EDC LIMITED,Diesel,Dezembro,2017,138 000 km,110 cv,,,,Carrinha,Preto,Automática,6,5,5,Tracção dianteira,,Usados,16 950        EUR,8090253257,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-energy-dci-110-edc-limited-ID8PwSrL.html,1 461 cm3,,,,,36 Meses,,,,,95 g/km,,4 l/100km,"3,50 l/100km",,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Sandero,1.5 Blue dCi Stepway,Diesel,Julho,2019,78 000 km,95 cv,,,,SUV / TT,Azul,Manual,5,5,5,Tracção dianteira,,Usados,15 950        EUR,8090192649,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-5-blue-dci-stepway-ID8PwCGd.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,Sim,,126 g/km,,"4,10 l/100km","3,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Leon,2.0 TDI DPF S&S FR,Diesel,Outubro,2019,68 000 km,150 cv,,,,Utilitário,Branco,Manual,6,5,,Tracção dianteira,,Usados,22 950        EUR,8090253264,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-dpf-s-s-fr-ID8PwSrS.html,1 968 cm3,,,,,36 Meses,,,,,112 g/km,,"5,30 l/100km","3,90 l/100km",,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Corsa-e,e-GS,Eléctrico,Maio,2021,23 000 km,136 cv,300 km,50 kWh,,Citadino,Vermelho,Automática,,5,,,,Usados,23 990        EUR,8090025261,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-e-gs-ID8PuW8p.html,,Sim,Sim,Metalizado,,18 Meses,,Sim,,Sim,,Sim,,,,Sim,,,,,,15 kWh/100km,,,,,StandVirtual,Yes,2023-09-17
Particular,MINI,Clubman,One D Sport Edition Auto,Diesel,Agosto,2019,130 000 km,116 cv,,,,Carrinha,Preto,Automática,7,6,,Tracção dianteira,,Usados,25 900        EUR,8090587019,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-sport-edition-auto-ID8Pxhh1.html,1 496 cm3,,,,,,,,,,128 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Audi,A3 Sportback,1.6 TDI S tronic,Diesel,Julho,2018,69 700 km,116 cv,,,,Utilitário,Cinzento,Automática,,5,5,,,Usados,23 990        EUR,8089855163,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-tronic-ID8PucST.html,1 598 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,116,d Pack M Shadow,Diesel,Março,2016,150 000 km,116 cv,,,,Utilitário,Branco,Manual,6,5,5,Tracção traseira,,Usados,18 990        EUR,8089559211,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-shadow-ID8PsXTt.html,1 496 cm3,Sim,Sim,Pérola,Classe 1,36 Meses,,Sim,Sim,,145 g/km,Sim,,,1,,,140 €,Sim,,,,,Série 1,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,C 220,BlueTEC Avantgarde,Diesel,Março,2017,140 715 km,170 cv,,,,Carrinha,Preto,Manual,6,5,5,Tracção traseira,,Usados,27 990        EUR,8090441018,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-ID8PvFia.html,2 143 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,109 g/km,Sim,"5,20 l/100km","3,70 l/100km",1,Sim,27/03/2025,"235,26 €",Sim,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Grand Scénic,ENERGY dCi 110 EDC LIMITED,Diesel,Agosto,2018,170 000 km,110 cv,,,,Monovolume,Preto,Automática,,5,,,,Usados,17 990        EUR,8090552193,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-energy-dci-110-edc-limited-ID8Px8dj.html,1 461 cm3,Sim,Sim,Metalizado,,18 Meses,,Sim,,Sim,,Sim,"4,20 l/100km",,,Sim,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Skoda,Kamiq,1.6 TDI Ambition DSG,Diesel,Setembro,2020,70 850 km,116 cv,,,,SUV / TT,Cinzento,Automática,7,5,5,Tracção dianteira,,Usados,22 000        EUR,8090229718,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-kamiq-1-6-tdi-ambition-dsg-ID8PwMk6.html,1 598 cm3,,,Metalizado,Classe 1,,Nacional,,Sim,,137 g/km,Sim,"4,80 l/100km","3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C4 Cactus,1.2 PureTech Shine EAT6,Gasolina,Janeiro,2019,59 350 km,110 cv,,,,Utilitário,Cinzento,Automática,,5,5,,,Usados,18 990        EUR,8090573968,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-eat6-ID8PxdSv.html,1 199 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,5008,BlueHDI 130 EAT8 Active Pack,Diesel,Maio,2019,163 000 km,130 cv,,,,SUV / TT,Cinzento,Automática,,5,,,,Usados,22 990        EUR,8090552145,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-bluehdi-130-eat8-active-pack-ID8Px8cx.html,1 499 cm3,Sim,Sim,Metalizado,,18 Meses,,Sim,Sim,Sim,,Sim,,,,Sim,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack,Diesel,Janeiro,2020,125 000 km,130 cv,,,,SUV / TT,Branco,Manual,,5,,,,Usados,22 990        EUR,8090407009,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-ID8PvvrD.html,1 499 cm3,Sim,Sim,Pérola,,18 Meses,,Sim,Sim,Sim,,Sim,"4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Volvo,V40 Cross Country,2.0 D3,Diesel,Abril,2019,62 000 km,150 cv,,,,Carrinha,Branco,Manual,6,5,5,Tracção dianteira,,Usados,23 990        EUR,8088514647,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-cross-country-2-0-d3-ID8PoA9F.html,1 969 cm3,,,,Classe 1,,,Sim,Sim,,,Sim,"5,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,520,d Touring Aut. Luxury Line,Diesel,Dezembro,2013,148 000 km,184 cv,,,,Carrinha,Preto,Automática,8,5,5,Tracção traseira,,Usados,17 500        EUR,8090095958,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-touring-aut-luxury-line-ID8PwdvG.html,1 995 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,,,,,134 g/km,,"5,90 l/100km","4,60 l/100km",,,,,Sim,,,,,Série 5,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Março,2022,32 786 km,101 cv,,,,Utilitário,Branco,Manual,,5,5,,,Usados,20 400        EUR,8089989174,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PuLKm.html,1 199 cm3,,,,,18 Meses,Nacional,,,Sim,,,,,,,,,,,,,5 l/100km,,,,StandVirtual,Yes,2023-09-17
Particular,Volvo,V40,2.0 D3 Momentum,Diesel,Abril,2019,50 000 km,150 cv,,,,Utilitário,Azul,Manual,6,5,5,Tracção dianteira,,Usados,23 800        EUR,8089801687,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PtYYn.html,1 969 cm3,,,Metalizado,Classe 1,,Nacional,Sim,Sim,,134 g/km,Sim,"5,70 l/100km",4 l/100km,,,14/04/2025,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 Lounge MTA,Gasolina,Dezembro,2020,23 000 km,69 cv,,,,Citadino,Azul,Automática,,3,4,,,Usados,18 990        EUR,8089948018,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-mta-ID8PuB2y.html,1 242 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mazda,6,M6 SW 2.2 SKY-D Excellence Navi,Diesel,Julho,2017,111 000 km,175 cv,,,,Carrinha,Branco,Manual,6,5,5,,,Usados,22 990        EUR,8089719643,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-6-m6-sw-2-2-sky-d-excellence-navi-ID8PtDD5.html,2 191 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Qashqai,1.6 dCi Tekna Premium 18 360 S&S,Diesel,Junho,2014,182 000 km,130 cv,,,,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,,Usados,17 490        EUR,8089839577,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-6-dci-tekna-premium-18-360-s-s-ID8Pu8Pw.html,1 598 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,119 g/km,Sim,"5,50 l/100km","3,90 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,3008,1.5 BlueHDi GT Line,Diesel,Maio,2018,132 840 km,130 cv,,,,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,,Usados,23 490        EUR,8088417351,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-ID8PoaQn.html,1 499 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Leaf,Visia 30 kWh,Eléctrico,Julho,2017,72 251 km,109 cv,250 km,30 kWh,Própria,Utilitário,Cinzento,Automática,,5,5,Tracção dianteira,,Usados,15 990        EUR,8088209566,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-visia-30-kwh-ID8PniN0.html,,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Jeep,Renegade,1.6 MJD Limited,Diesel,Abril,2018,125 689 km,120 cv,,,,SUV / TT,Azul,Manual,6,5,5,Tracção dianteira,,Usados,17 990        EUR,8088242640,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-ID8Pnros.html,1 598 cm3,,Sim,,,18 Meses,Nacional,Sim,,Sim,,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Dezembro,2019,132 733 km,150 cv,,,,Carrinha,Cinzento,Automática,8,5,5,Tracção traseira,,Usados,29 490        EUR,8087542969,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-sport-auto-ID8Pkwnr.html,1 995 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,140 g/km,Sim,,,1,Sim,,,,,,,,Série 3,,,StandVirtual,Yes,2023-09-17
