Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Emissões CO2,IUC,Filtro de partículas,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Sub-modelo,Valor Fixo,Consumo Combinado,Autonomia,Bateria,IVA Discriminado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,ou até,Capacidade da bateria,Consumo,Valor sem ISV,Clássico,Site,Portugal
Profissional,VW,Polo,1.6 TDI Trendline,Diesel,Julho,2018,138 314 km,1 598 cm3,80 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,Classe 1,,18 Meses,1,Importado,,Sim,Sim,Usados,16 250        EUR,8089117234,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Junho,2020,64 245 km,1 499 cm3,130 cv,,,Carrinha,Cinzento,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,22 490        EUR,8089763894,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Agosto,2019,29 121 km,999 cm3,115 cv,,,SUV / TT,Azul,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,24 990        EUR,8089763978,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Julho,2020,36 228 km,1 499 cm3,130 cv,,,Carrinha,Cinzento,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,23 990        EUR,8089763968,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium,Gasolina,Fevereiro,2020,35 814 km,998 cm3,120 cv,,,Citadino,Cinzento,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,22 990        EUR,8089764108,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Maio,2014,110 057 km,1 598 cm3,116 cv,,,Citadino,Preto,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,17 490        EUR,8089764084,11 Julho 2023,,,,,,,Série 1,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2021,37 053 km,999 cm3,110 cv,,,Citadino,Cinzento,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,19 990        EUR,8089763919,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Compass,1.6 M-Jet Limited,Diesel,Abril,2019,46 961 km,1 598 cm3,120 cv,,,SUV / TT,Branco,,Manual,,5,,,,18 Meses,,Nacional,,,,Usados,26 990        EUR,8089763931,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,MX-5,MZR 1.8 Exclusive Plus,Gasolina,Julho,2012,85 250 km,1 798 cm3,126 cv,,,Cabrio,Cinzento,Metalizado,Manual,5,2,2,Classe 1,,18 Meses,,Importado,,,Sim,Usados,17 990        EUR,8088646412,11 Julho 2023,,,,,"9,80 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 Momentum,Diesel,Maio,2018,170 000 km,1 969 cm3,120 cv,Sim,Sim,Utilitário,Azul,,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,,,,Usados,19 700        EUR,8088059674,11 Julho 2023,,,,,4 l/100km,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Fevereiro,2015,583 000 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Cinzento,Mate,Automática,7,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,18 990        EUR,8090021989,11 Julho 2023,,,Sim,,"5,30 l/100km",,Classe C,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Infiniti,Q30,,Diesel,Janeiro,2017,125 290 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,6,5,5,Classe 1,,24 Meses,,Importado,Sim,,Sim,Usados,20 950        EUR,8087798341,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS3,1.2 PureTech So Chic EAT6,Gasolina,Maio,2019,54 600 km,1 199 cm3,110 cv,Sim,Sim,Citadino,Verde,Metalizado,Automática,,3,5,,,24 Meses,,Importado,Sim,Sim,Sim,Usados,16 950        EUR,8088014635,11 Julho 2023,,,,01/05/2025,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,EQ Passion,Eléctrico,Dezembro,2020,15 000 km,,82 cv,,,Citadino,Vermelho,,Automática,,5,4,,,24 Meses,,Nacional,,,,Usados,21 500        EUR,8089388742,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 180,d AMG Line,Diesel,Junho,2018,82 000 km,1 461 cm3,109 cv,,,Utilitário,Cinzento,,Manual,6,5,,,,,,,,,Sim,Usados,22 500        EUR,8089630144,11 Julho 2023,105 g/km,,Sim,,"4,50 l/100km","3,60 l/100km",Classe A,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,1.2 PureTech Shine,Gasolina,Abril,2022,1 350 km,1 199 cm3,131 cv,Sim,Sim,Utilitário,Preto,,Manual,6,5,5,,,36 Meses,1,Nacional,Sim,,Sim,Usados,28 990        EUR,8088900795,11 Julho 2023,,,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Bose Edition SS,Diesel,Abril,2017,145 000 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,,,18 Meses,,Nacional,,,Sim,Usados,16 900        EUR,8089969031,11 Julho 2023,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500X,1.3 MJ Lounge S&S,Diesel,Outubro,2017,57 263 km,1 248 cm3,95 cv,Sim,Sim,Citadino,Castanho,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,16 900        EUR,8089944459,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 Blue dCi Limited EDC,Diesel,Julho,2019,149 989 km,1 461 cm3,115 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,,Sim,Sim,Sim,Usados,17 990        EUR,8089310034,11 Julho 2023,99 g/km,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,120,,Diesel,Março,2011,174 500 km,1 995 cm3,177 cv,Sim,Sim,Cabrio,Preto,,Manual,6,3,5,Classe 1,,18 Meses,2,,,Sim,Sim,Usados,15 500        EUR,8087619366,11 Julho 2023,,,,,,,Série 1,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,0.9 TCE Exclusive XMOD,Gasolina,Fevereiro,2020,26 000 km,898 cm3,90 cv,Sim,Sim,SUV / TT,Azul,,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,17 900        EUR,8089851994,11 Julho 2023,,,,,"6,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Novembro,2020,25 342 km,999 cm3,110 cv,Sim,Sim,Utilitário,Preto,,Manual,6,5,5,,,18 Meses,,Nacional,,,,Usados,21 900        EUR,8089959175,11 Julho 2023,109 g/km,,Sim,,,,,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Abril,2021,53 594 km,1 199 cm3,83 cv,Sim,Sim,Citadino,Cinzento,,Manual,5,5,5,,,18 Meses,,Nacional,,,,Usados,16 900        EUR,8089959173,11 Julho 2023,1 g/km,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI Advance,Diesel,Maio,2017,73 489 km,1 968 cm3,150 cv,Sim,Sim,Carrinha,Azul,,Manual,6,5,5,,,18 Meses,,,,,,Usados,27 900        EUR,8089959170,11 Julho 2023,109 g/km,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,220 Active Tourer,d Line Sport,Diesel,Janeiro,2015,160 000 km,1 995 cm3,190 cv,Sim,Sim,Monovolume,Azul,,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,18 950        EUR,8089955562,11 Julho 2023,,,,,"5,20 l/100km",,Série 2,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,116,d Corporate Edition,Diesel,Janeiro,2020,102 000 km,1 496 cm3,116 cv,,,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,Sim,Usados,23 000        EUR,8090021985,11 Julho 2023,119 g/km,,,,,,Série 1,,,,,,,,31/01/2024,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,1.4 TDI Design,Diesel,Fevereiro,2018,73 833 km,1 422 cm3,90 cv,Sim,Sim,Citadino,Azul,,Manual,5,5,4,,,18 Meses,,,,,,Usados,18 900        EUR,8089959168,11 Julho 2023,97 g/km,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,1.5 BlueHDi GT Line,Diesel,Janeiro,2019,74 147 km,1 499 cm3,130 cv,Sim,Sim,Sedan,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,,Sim,Sim,Usados,27 950        EUR,8089955504,11 Julho 2023,,,,,"4,70 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Tiguan,2.0 TDI DPF BlueMotion Exclusive,Diesel,Abril,2015,115 000 km,1 968 cm3,110 cv,,Sim,SUV / TT,Preto,,Manual,,5,,,,,,,,,,Usados,17 900        EUR,8089996725,11 Julho 2023,,,Sim,,"6,20 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira,1.6 CDTi 120 Anos S/S,Diesel,Julho,2019,89 478 km,1 598 cm3,136 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,Classe 1,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,22 950        EUR,8089955470,11 Julho 2023,,,,,"5,60 l/100km",,,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,Active Pack,Eléctrico,Agosto,2020,41 471 km,,136 cv,Sim,Sim,Citadino,Branco,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,36 Meses,1,Importado,Sim,Sim,Sim,Usados,24 490        EUR,8089959166,11 Julho 2023,,,,,,,,,,340 km,,,,300 km,01/08/2028,,,"16,90 kWh/100km",,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack,Diesel,Junho,2022,26 049 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,24 Meses,1,Nacional,,Sim,Sim,Usados,37 990        EUR,8089686522,11 Julho 2023,109 g/km,154 €,,,"4,40 l/100km","3,60 l/100km",,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring Line Sport Shadow Auto,Diesel,Junho,2019,93 132 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 990        EUR,8089426419,11 Julho 2023,145 g/km,"271,56 €",Sim,14/06/2025,"5,40 l/100km",,Série 3,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 180,d Shooting Brake Progressive Aut.,Diesel,Fevereiro,2020,55 117 km,1 461 cm3,116 cv,,,Carrinha,Branco,,Automática,7,5,5,Classe 1,Tracção dianteira,,,Nacional,Sim,Sim,Sim,Usados,36 850        EUR,8089509273,9 Julho 2023,,,,03/02/2024,,,Classe CLA,Sim,,,,,,,03/08/2024,,,,,,StandVirtual,Yes
Particular,Tesla,Model 3,,Eléctrico,Julho,2019,64 864 km,,351 cv,,,Sedan,Preto,Mate,Automática,,4,5,Classe 1,Tracção traseira,,,Nacional,,Sim,Sim,Usados,33 000        EUR,8089989014,11 Julho 2023,,,,03/07/2025,,,,,,340 km,Própria,,,340 km,03/07/2027,160 000 km,45 kWh,157 kWh/100km,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic Edition,Diesel,Janeiro,2020,146 000 km,1 950 cm3,194 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,9,5,5,Classe 1,Integral,18 Meses,1,,Sim,Sim,Sim,Usados,42 680        EUR,8087767918,11 Julho 2023,158 g/km,270 €,Sim,,"5,90 l/100km",,Classe GLC,Sim,,,,,,1 000 km,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Fleet Pack DCT,Diesel,Maio,2019,62 045 km,1 461 cm3,109 cv,Sim,Sim,Sedan,Cinzento,,Automática,,5,,,,18 Meses,,Nacional,,,,Usados,34 990        EUR,8090022128,11 Julho 2023,100 g/km,,,,,,Classe CLA,Sim,"3,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 D4 Momentum,Diesel,Outubro,2017,168 952 km,1 969 cm3,190 cv,,Sim,SUV / TT,Azul,Metalizado,Automática,,5,,,,18 Meses,1,,Sim,Sim,Sim,Usados,37 850        EUR,8089524125,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG designo,Diesel,Agosto,2017,146 123 km,1 950 cm3,194 cv,,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,,Classe 1,,18 Meses,,,Sim,Sim,Sim,Usados,34 900        EUR,8088446266,11 Julho 2023,,245 €,,,"6,10 l/100km",,Classe E,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Julho,2019,99 000 km,1 332 cm3,163 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Automática,,5,5,,,36 Meses,,,Sim,Sim,Sim,Usados,33 990        EUR,8089638489,11 Julho 2023,,,Sim,,,,Classe A,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes
Particular,Audi,A5 Sportback,,Diesel,Junho,2019,44 780 km,1 968 cm3,150 cv,,,Sedan,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,Sim,Usados,39 990        EUR,8089289418,11 Julho 2023,,,Sim,,,,,,,,,,,,30/06/2023,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Dezembro,2019,119 000 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,,,18 Meses,,Nacional,,,Sim,Usados,31 980        EUR,8089637911,11 Julho 2023,,,,,,,Série 3,Sim,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,d 4Matic 9G-TRONIC AMG Line,Diesel,Janeiro,2016,230 000 km,2 143 cm3,170 cv,,Sim,SUV / TT,Branco,,Automática,9,5,5,,Integral,18 Meses,,,,,Sim,Usados,35 990        EUR,8089959502,11 Julho 2023,156 g/km,,Sim,,"6,80 l/100km","5,40 l/100km",Classe GLC,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,d Station 9G-TRONIC AMG Line,Diesel,Março,2019,159 000 km,1 950 cm3,150 cv,,Sim,Carrinha,Cinzento,,Automática,9,5,5,Classe 1,Tracção traseira,18 Meses,,,Sim,Sim,Sim,Usados,33 500        EUR,8089959487,11 Julho 2023,123 g/km,,Sim,,"5,50 l/100km","4,20 l/100km",Classe C,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,750,d xDrive Pack M,Diesel,Novembro,2012,193 000 km,2 993 cm3,381 cv,,,Sedan,Azul,Metalizado,Automática,,4,,,,18 Meses,,,,,,Usados,35 900        EUR,8089719177,11 Julho 2023,,,Sim,,"7,30 l/100km",,Série 7,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,X2,20 d xDrive Auto Pack M,Diesel,Janeiro,2020,49 000 km,1 995 cm3,190 cv,Sim,,SUV / TT,Dourado,Metalizado,Automática,,5,5,,Integral,,1,Importado,Sim,Sim,Sim,Usados,41 000        EUR,8089286335,11 Julho 2023,,,,,,,Série X,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,2.3 EcoBoost ST3,Gasolina,Fevereiro,2020,55 000 km,2 261 cm3,280 cv,,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,35 900        EUR,8089221453,11 Julho 2023,,,,,"10,80 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6,,Diesel,Março,2018,122 000 km,1 968 cm3,190 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,35 750        EUR,8090022052,11 Julho 2023,,230 €,Sim,,"6,80 l/100km","5,50 l/100km",,,6 l/100km,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,425,d Pack M Auto,Diesel,Fevereiro,2016,119 226 km,1 995 cm3,218 cv,Sim,Sim,Coupé,Cinzento,,Automática,8,2,4,Classe 1,,18 Meses,1,Nacional,,,Sim,Usados,30 900        EUR,8089862312,11 Julho 2023,,,,,,,Série 4,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Line Sport Auto,Diesel,Agosto,2021,22 502 km,1 995 cm3,150 cv,,Sim,Carrinha,Preto,,Automática,,5,,Classe 1,,36 Meses,,Importado,,Sim,Sim,Usados,40 499        EUR,8087885793,11 Julho 2023,,,Sim,,,,Série 3,Sim,,,,,,,,,,,,,StandVirtual,Yes
