Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Origem,Aceita retoma,Possibilidade de financiamento,Registo(s),IUC,Consumo Combinado,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Autonomia,Capacidade da bateria,ou até,Bateria,Consumo,Gancho de Reboque,Site,Portugal,Data
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Março,2023,8 000 km,1 199 cm3,102 cv,SUV / TT,Laranja,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,23 750        EUR,8090700795,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxKS7.html,Sim,Nacional,,,,,"5,40 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500L,1.3 MJ City Cross,Diesel,Julho,2019,56 180 km,1 248 cm3,95 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,17 900        EUR,8088008884,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-city-cross-ID8PmsAc.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,216 Gran Tourer,d Line Sport,Diesel,Maio,2018,145 000 km,1 496 cm3,116 cv,Monovolume,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,17 999        EUR,8090010105,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-tourer-d-line-sport-ID8PuRbX.html,,Nacional,Sim,,,153 €,,,,,Série 2,,,,,,1,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Março,2023,9 000 km,1 199 cm3,102 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,23 750        EUR,8090700785,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxKRX.html,Sim,Nacional,,,,,"5,50 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Março,2023,10 000 km,1 199 cm3,102 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,23 750        EUR,8090700776,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxKRO.html,Sim,Nacional,,,,,"5,50 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2023,9 000 km,1 199 cm3,102 cv,SUV / TT,Preto,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,23 750        EUR,8090700766,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxKRE.html,Sim,Nacional,,,,,"5,50 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jeep,Compass,1.6 M-Jet Longitude,Diesel,Fevereiro,2018,78 500 km,1 598 cm3,120 cv,SUV / TT,Azul,Metalizado,Manual,6,5,,,Tracção dianteira,117 g/km,,,18 Meses,Sim,,,"6,20 l/100km",4 l/100km,Usados,21 750        EUR,8090022015,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-6-m-jet-longitude-ID8PuUi3.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Nissan,Micra,1.0 IG-T Tekna Plus,Gasolina,Fevereiro,2019,85 192 km,999 cm3,100 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,15 950        EUR,8089112679,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-tekna-plus-ID8Pr5Jl.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Janeiro,2019,64 000 km,1 598 cm3,115 cv,SUV / TT,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,18 Meses,Sim,Sim,Sim,"5,20 l/100km",,Usados,21 500        EUR,8088719845,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8Pprxj.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Novembro,2020,80 891 km,999 cm3,100 cv,Utilitário,Cinzento,,Manual,5,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,15 490        EUR,8090055916,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8Pw36Q.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,TT Coupé,1.8 TFSI,Gasolina,Maio,2012,230 000 km,1 798 cm3,160 cv,Coupé,Preto,,Manual,,3,,,,,,,18 Meses,Sim,Sim,Sim,9 l/100km,,Usados,17 500        EUR,8090069705,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-tt-coup-1-8-tfsi-ID8Pw6Hf.html,,Importado,,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308 SW,1.5 BlueHDi GT Line,Diesel,Outubro,2018,71 000 km,1 499 cm3,130 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,,,Tracção dianteira,126 g/km,,,18 Meses,Sim,,Sim,"4,30 l/100km","3,50 l/100km",Usados,18 990        EUR,8090009604,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-gt-line-ID8PuR3S.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Junho,2018,84 090 km,1 560 cm3,75 cv,Utilitário,Preto,,Manual,5,5,5,Classe 1,,,,,36 Meses,,Sim,,,,Usados,15 250        EUR,8090700745,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PxKRj.html,,Nacional,Sim,Sim,,,,,,01/01/0001,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2023,4 197 km,1 199 cm3,102 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,23 750        EUR,8090700742,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxKRg.html,Sim,Nacional,,,,,"5,50 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,MINI,Countryman,One D,Diesel,Maio,2018,81 934 km,1 496 cm3,116 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,23 900        EUR,8090633644,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-ID8Pxtp2.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Touran,1.6 TDI Confortline DSG,Diesel,Março,2019,181 294 km,1 598 cm3,115 cv,Monovolume,Azul,,Automática,7,5,7,,Tracção dianteira,104 g/km,Sim,,18 Meses,,Sim,,,,Usados,24 750        EUR,8090633635,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-touran-1-6-tdi-confortline-dsg-ID8PxtoT.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Renault,Espace,1.6 dCi Zen,Diesel,Maio,2017,130 000 km,1 598 cm3,130 cv,Monovolume,Castanho,,Manual,6,5,7,,,,,,,,,,"5,10 l/100km",,Usados,20 490        EUR,8089703644,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-espace-1-6-dci-zen-ID8Ptzt2.html,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Citroën,C4 Spacetourer,,Diesel,Fevereiro,2018,125 000 km,1 560 cm3,100 cv,Carrinha,Vermelho,,Manual,5,5,7,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,17 600        EUR,8090700289,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-spacetourer-ID8PxKJX.html,,Importado,,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,A1 Sportback,1.4 TDI Sport,Diesel,Outubro,2017,99 177 km,1 422 cm3,90 cv,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,17 900        EUR,8088008885,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-4-tdi-sport-ID8PmsAd.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Hyundai,i30,1.0 T-GDI Style,Gasolina,Maio,2021,59 255 km,998 cm3,120 cv,Utilitário,Cinzento,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,19 990        EUR,8090700726,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8PxKR0.html,Sim,Nacional,,,,,"5,60 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jeep,Renegade,1.0 T Limited,Gasolina,Novembro,2019,68 670 km,999 cm3,120 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,19 990        EUR,8089528225,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-0-t-limited-ID8PsPPH.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308,1.2 PureTech Active Pack,Gasolina,Janeiro,2023,7 000 km,1 199 cm3,130 cv,Utilitário,Preto,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,25 900        EUR,8090700712,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-2-puretech-active-pack-ID8PxKQM.html,Sim,Nacional,,,,,"5,50 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Abril,2021,37 685 km,998 cm3,95 cv,Utilitário,Branco,,Manual,5,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,16 750        EUR,8089236599,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-connected-ID8PrBY3.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Hyundai,Kauai,1.6 CRDi Premium,Diesel,Fevereiro,2020,89 645 km,1 598 cm3,116 cv,SUV / TT,Branco,,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,23 400        EUR,8089434728,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-6-crdi-premium-ID8PsrwG.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jeep,Renegade,1.0 T Limited,Gasolina,Novembro,2019,66 675 km,999 cm3,120 cv,SUV / TT,Vermelho,,Manual,6,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,19 990        EUR,8089702851,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-0-t-limited-ID8Ptzgf.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack EAT8,Diesel,Janeiro,2020,123 084 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,,,,18 Meses,Sim,Sim,Sim,"4,10 l/100km",,Usados,22 500        EUR,8088991830,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-eat8-ID8PqAia.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,EcoSport,1.5 TDCi Titanium Plus,Diesel,Abril,2018,78 210 km,1 499 cm3,100 cv,SUV / TT,Laranja,,Manual,5,5,5,Classe 1,,107 g/km,Sim,,18 Meses,,Sim,Sim,,,Usados,18 400        EUR,8089835681,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ecosport-1-5-tdci-titanium-plus-ID8Pu7OF.html,Sim,Nacional,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Tesla,Model S,Standard Range,Eléctrico,Novembro,2018,131 900 km,,333 cv,Sedan,Cinzento,Metalizado,Automática,1,5,5,Classe 1,Integral,,,,,,,,,,Usados,45 000        EUR,8090656614,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-standard-range-ID8Pxznv.html,,,,,,,,,500 km,,,500 km,75 kWh,,Própria,,,StandVirtual,Yes,2023-09-26
Profissional,Jaguar,E-Pace,D150 S,Diesel,Abril,2018,122 000 km,1 999 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,Sim,,24 Meses,Sim,Sim,Sim,"6,40 l/100km",,Usados,31 750        EUR,8090339867,23 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-e-pace-d150-s-ID8PveYH.html,,Nacional,Sim,Sim,1,240 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jaguar,XJ,,Diesel,Maio,2011,146 000 km,2 993 cm3,275 cv,Sedan,Azul,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,,,Sim,,,Usados,34 500        EUR,8089916608,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xj-ID8PusRV.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Hyundai,Tucson,1.6 CRDi Premium,Diesel,Julho,2021,44 700 km,1 598 cm3,116 cv,SUV / TT,Azul,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,33 250        EUR,8090619522,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-premium-ID8PxpJg.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Outubro,2020,100 000 km,1 332 cm3,218 cv,Utilitário,Preto,Metalizado,Automática,,5,5,,,,,01/10/2024,18 Meses,Sim,Sim,Sim,,,Usados,31 500        EUR,8090274415,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PwXX1.html,,Nacional,Sim,Sim,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d 7G-DCT Edition 19,Diesel,Junho,2019,135 500 km,1 461 cm3,116 cv,Utilitário,Preto,Metalizado,Automática,,5,,,,,Sim,,18 Meses,Sim,,Sim,"4,70 l/100km",,Usados,32 900        EUR,8090701686,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-edition-19-ID8PxL6u.html,Sim,,Sim,Sim,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,X1,16 d sDrive Corporate Edition Auto,Diesel,Maio,2021,57 000 km,1 496 cm3,116 cv,SUV / TT,Branco,Metalizado,Automática,,5,5,,Tracção dianteira,,,,,Sim,,Sim,,,Usados,33 900        EUR,8089584759,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-corporate-edition-auto-ID8Pt4xx.html,Sim,Nacional,,,1,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Agosto,2016,64 000 km,2 143 cm3,170 cv,Coupé,Cinzento,,Automática,9,3,4,Classe 1,,,,,18 Meses,Sim,,Sim,,,Usados,34 990        EUR,8088954319,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8Pqqx9.html,Sim,,Sim,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X3,18 d sDrive Ed. L.Style Auto,Diesel,Agosto,2020,99 824 km,1 995 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,18 Meses,Sim,,Sim,,,Usados,39 850        EUR,8089685825,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ed-l-style-auto-ID8PtuPD.html,,Nacional,Sim,Sim,1,,,Sim,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Audi,A3 Sportback,40 TFSIe Advanced,Híbrido (Gasolina),Dezembro,2020,40 000 km,1 395 cm3,204 cv,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,,,18 Meses,Sim,Sim,Sim,,,Usados,32 480        EUR,8089208076,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-advanced-ID8Pruy0.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,420,d Cabrio Sport-Aut. Sport Line,Diesel,Setembro,2015,144 500 km,1 995 cm3,184 cv,Cabrio,Preto,,Automática,8,2,4,,Tracção traseira,131 g/km,Sim,,,,,,"5,90 l/100km","4,40 l/100km",Usados,33 000        EUR,8090676618,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-sport-aut-sport-line-ID8PxEAa.html,,,,,,,,,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,e-2008,GT,Eléctrico,Junho,2023,3 500 km,,136 cv,SUV / TT,Laranja,,Automática,,5,5,,,,,,36 Meses,,,,,,Usados,38 400        EUR,8090067477,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pw67j.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Carrinha,Preto,,Automática,,5,5,,,,,,24 Meses,,,,"5,70 l/100km","4,40 l/100km",Usados,39 000        EUR,8090337165,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,Sim,Nacional,,,,,"4,90 l/100km",,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Utilitário,Azul,,Manual,,5,5,,,,,,24 Meses,,,,,,Usados,32 500        EUR,8090586743,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,Sim,Nacional,,,,,"5,90 l/100km",,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X2,25 e xDrive,Híbrido (Gasolina),Janeiro,2022,24 000 km,1 499 cm3,220 cv,SUV / TT,Branco,,Automática,,5,5,,,39 g/km,,,36 Meses,,,,,,Usados,42 900        EUR,8090192551,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-ID8PwCED.html,Sim,Importado,,,,,"1,60 l/100km",,,26/09/2026,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,e-2008,Active Pack,Eléctrico,Junho,2023,5 000 km,,136 cv,SUV / TT,Branco,,Automática,,5,5,,,,,,36 Meses,,,,,,Usados,37 900        EUR,8090067463,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-active-pack-ID8Pw675.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,e-208,Active,Eléctrico,Maio,2023,4 000 km,,136 cv,Utilitário,Cinzento,,Automática,,5,5,,,,,,36 Meses,,,,,,Usados,34 500        EUR,8090067441,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-ID8Pw66J.html,Sim,Nacional,,,,,,,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,XC 40,1.5 T3 Momentum Geartronic,Gasolina,Junho,2021,52 000 km,1 477 cm3,163 cv,SUV / TT,Prateado,,Automática,8,5,5,Classe 1,Tracção dianteira,,,,48 Meses,,,,"8,30 l/100km",,Usados,39 700        EUR,8088057373,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t3-momentum-geartronic-ID8PmFch.html,,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 200,,Diesel,Março,2020,75 775 km,1 597 cm3,160 cv,Carrinha,Preto,Metalizado,Automática,,5,,Classe 1,Tracção traseira,,,,24 Meses,,,Sim,,,Usados,39 900        EUR,8084855013,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8P9e7j.html,Sim,Nacional,Sim,,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2021,79 516 km,1 461 cm3,116 cv,Utilitário,Branco,,Automática,7,5,5,Classe 1,,,,,18 Meses,,,Sim,,,Usados,33 990        EUR,8089556152,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PsX68.html,Sim,Nacional,Sim,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jeep,Wrangler Unlimited,2.8 CRD MTX Sahara Limited,Diesel,Junho,2011,146 000 km,2 777 cm3,177 cv,SUV / TT,Preto,,Manual,,4,5,,,,,,18 Meses,,,,"10,50 l/100km",,Usados,37 990        EUR,8086903830,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-wrangler-unlimited-2-8-crd-mtx-sahara-limited-ID8PhP6K.html,Sim,Nacional,,,,52 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Opel,Grandland X,1.6 T PHEV Ultimate,Híbrido (Gasolina),Março,2021,24 462 km,1 598 cm3,225 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,31 g/km,,,,Sim,,Sim,,,Usados,33 500        EUR,8090610505,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-x-1-6-t-phev-ultimate-ID8PxnnP.html,,,,,,,,,60 km,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Ford,Puma,1.5 EcoBoost ST,Gasolina,Fevereiro,2021,45 900 km,1 496 cm3,200 cv,SUV / TT,Verde,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,155 g/km,,,,Sim,Sim,Sim,"7,60 l/100km",5 l/100km,Usados,32 500        EUR,8090684248,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-5-ecoboost-st-ID8PxGze.html,,Importado,,,1,180 €,,,,01/02/2025,,,,100 000 km,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 350,e,Híbrido (Gasolina),Setembro,2018,45 780 km,1 991 cm3,279 cv,Utilitário,Preto,Metalizado,Automática,7,5,5,Classe 1,,52 g/km,,,36 Meses,Sim,Sim,Sim,,,Usados,31 900        EUR,8090525028,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-350-e-ID8Px19a.html,,,Sim,Sim,1,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2020,74 000 km,1 950 cm3,306 cv,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,,48 g/km,,,36 Meses,Sim,,Sim,,,Usados,44 990        EUR,8090634450,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PxtC2.html,,,Sim,Sim,1,,,Sim,,,Classe E,49 km,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Julho,2019,69 879 km,2 143 cm3,190 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,18 Meses,,,,,,Usados,32 899        EUR,8090112780,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PwhU0.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,e-208,Active Pack,Eléctrico,Junho,2023,5 km,,136 cv,Utilitário,Cinzento,,Automática,,5,5,,,,,,36 Meses,,,,,,Usados,30 900        EUR,8090192548,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-pack-ID8PwCEA.html,Sim,Nacional,,,,,,,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,MINI,John Cooper Works,Auto Desportiva,Gasolina,Setembro,2020,41 500 km,1 998 cm3,231 cv,Utilitário,Azul,,Automática,8,3,4,Classe 1,Tracção dianteira,154 g/km,,01/09/2024,18 Meses,Sim,,Sim,,,Usados,36 950        EUR,8090445926,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-auto-desportiva-ID8PvGzk.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X2,16 d sDrive Auto,Diesel,Junho,2019,49 155 km,1 496 cm3,116 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,36 950        EUR,8086893828,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PhMwq.html,,Nacional,Sim,Sim,,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 220,d 4Matic Station 9G-TRONIC Avantgarde,Diesel,Julho,2018,116 000 km,1 950 cm3,194 cv,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,128 g/km,Sim,,18 Meses,Sim,,Sim,"5,70 l/100km","4,40 l/100km",Usados,32 700        EUR,8090180912,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-4matic-station-9g-tronic-avantgarde-ID8PwzCU.html,,Importado,,Sim,,,,,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
