Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Não fumador,Inspecção válida até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,IVA Discriminado,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Site,Portugal,Data
Profissional,Mercedes-Benz,E 220,d AMG Line 7L,Diesel,Outubro,2019,53 377 km,1 950 cm3,194 cv,Carrinha,Azul,Metalizado,Automática,9,5,7,,Tracção traseira,147 g/km,18 Meses,1,Nacional,,Sim,"5,80 l/100km","4,30 l/100km",Usados,Mostrar VIN,39 750,8091628645,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-7l-ID8PBEfr.html,Sim,Sim,,18 Outubro 2025,,,,,,Sim,,Classe E,,,,StandVirtual,Yes,2024-02-29
Particular,Mercedes-Benz,E 300,De AMG Line 4Matic,Híbrido Plug-In,Janeiro,2020,55 000 km,1 950 cm3,306 cv,Sedan,Preto,,Automática,,4,,,,,,,,Sim,Sim,,,Usados,,44 900,8091871927,28 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-4matic-ID8PCFxl.html,,,Sim,,49 km,,,,,,,Classe E,,,,StandVirtual,Yes,2024-02-29
Particular,VW,Tiguan,2.0 TDI R-Line DSG 4Motion,Diesel,Setembro,2017,105 000 km,1 968 cm3,240 cv,SUV / TT,Branco,Metalizado,Automática,7,5,5,Classe 1,Integral,176 g/km,,1,Nacional,Sim,Sim,"7,10 l/100km",,Usados,,30 900,8091407850,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-tiguan-2-0-tdi-r-line-dsg-4motion-ID8PAIOe.html,,,Sim,30 Setembro 2025,,,,850 km,260 €,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,Vito Tourer,116 CDi/32 Compacto Pro Aut.,Diesel,Maio,2022,67 980 km,2 143 cm3,163 cv,Monovolume,Preto,Metalizado,Automática,,4,9,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,,39 900,8091892805,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-116-cdi-32-compacto-pro-aut-ID8PCKY5.html,Sim,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 220,,Diesel,Junho,2019,70 000 km,1 950 cm3,194 cv,Coupé,Preto,Metalizado,Automática,9,2,4,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,,38 990,8091571932,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-ID8PBpuI.html,Sim,Sim,Sim,,,,,,,,"4,80 l/100km",Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C5 X,1.2 PureTech Feel Pack EAT8,Gasolina,Janeiro,2023,400 km,1 199 cm3,130 cv,Sedan,Cinzento,,Automática,,5,5,,,135 g/km,36 Meses,,,,,,,Usados,Mostrar VIN,31 980,8089816143,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c5-x-1-2-puretech-feel-pack-eat8-ID8Pu2Jx.html,Sim,Sim,,,,,,,,,6 l/100km,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack EAT8,Diesel,Maio,2021,45 470 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,"4,10 l/100km",,Usados,Mostrar VIN,32 950,8088366915,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-eat8-ID8PnXIT.html,,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,XC 60,2.0 D4 Momentum Geartronic,Diesel,Abril,2019,131 595 km,1 969 cm3,190 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,24 Meses,,Nacional,Sim,Sim,"5,60 l/100km",,Usados,Mostrar VIN,37 500,8089183795,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-geartronic-ID8Proen.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,V60,2.0 T6 AWD TE Inscription Expression,Híbrido Plug-In,Março,2020,45 000 km,1 969 cm3,340 cv,Carrinha,Branco,Pérola,Automática,8,5,5,Classe 1,Integral,,24 Meses,1,Importado,Sim,Sim,,,Usados,Mostrar VIN,43 000,8088406777,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t6-awd-te-inscription-expression-ID8Po85P.html,Sim,Sim,Sim,31 Março 2024,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308,1.6 Hybrid GT e-EAT8,Híbrido Plug-In,Janeiro,2022,16 954 km,1 598 cm3,180 cv,Utilitário,Branco,,Automática,8,5,5,Classe 1,Tracção dianteira,24 g/km,36 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,37 900,8089988667,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-hybrid-gt-e-eat8-ID8PuLCb.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,XC 90,2.0 D4 Momentum,Diesel,Fevereiro,2018,126 100 km,1 969 cm3,190 cv,SUV / TT,Azul,,Automática,8,5,7,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,,"5,80 l/100km",,Usados,,43 900,8087573755,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-momentum-ID8PkDnZ.html,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,X1,25 e xDrive Pack M,Híbrido Plug-In,Janeiro,2021,75 000 km,1 499 cm3,220 cv,SUV / TT,Branco,,Automática,8,5,5,Classe 1,,44 g/km,18 Meses,1,,Sim,Sim,,,Usados,,34 990,8091314288,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-25-e-xdrive-pack-m-ID8PAkta.html,,Sim,,,,,,,,Sim,,Série X,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,320 Gran Turismo,,Diesel,Junho,2017,135 494 km,1 995 cm3,184 cv,Sedan,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,Sim,,,Usados,,30 800,8085280351,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-gran-turismo-ID8Pb0LB.html,,Sim,Sim,1 Junho 2025,,,,,,,,Série 3,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,V60,2.0 T6 AWD TE Inscription Expression,Híbrido Plug-In,Fevereiro,2021,56 000 km,1 969 cm3,340 cv,Carrinha,Preto,,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,,,,,Usados,,36 750,8090803650,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t6-awd-te-inscription-expression-ID8PybD4.html,Sim,Sim,Sim,,,,,,215 €,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,V60,2.0 T6 AWD TE Inscription Expression,Híbrido Plug-In,Março,2020,64 193 km,1 969 cm3,340 cv,Carrinha,Branco,Pérola,Automática,8,5,5,Classe 1,Integral,,24 Meses,1,Importado,Sim,Sim,,,Usados,,43 000,8086912606,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t6-awd-te-inscription-expression-ID8PhRoi.html,Sim,Sim,Sim,31 Março 2024,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Dezembro,2021,18 998 km,,325 cv,Sedan,Preto,,Automática,1,4,,,Tracção traseira,,18 Meses,,,,,,,Usados,,36 500,8091892801,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8PCKY1.html,,Sim,,,,,Própria,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Maserati,Ghibli,3.0 V6,Diesel,Outubro,2014,89 500 km,2 987 cm3,275 cv,Sedan,Preto,Metalizado,Automática,,4,5,,Tracção dianteira,,36 Meses,,,Sim,Sim,,,Usados,,44 950,8088327434,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/maserati-ghibli-3-0-v6-ID8PnNs6.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,Tiguan Allspace,2.0 TDI Highline,Diesel,Julho,2018,107 000 km,1 968 cm3,150 cv,SUV / TT,Branco,,Manual,6,5,7,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 990,8090986895,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-highline-ID8PyXiD.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,5008,1.5 BlueHDi GT EAT8,Diesel,Novembro,2021,76 077 km,1 499 cm3,130 cv,SUV / TT,Branco,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,35 999,8090817146,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Pyf8K.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,V60,2.0 D4 Momentum Geartronic,Diesel,Abril,2020,73 000 km,1 969 cm3,190 cv,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,145 g/km,18 Meses,1,Nacional,Sim,Sim,"5,50 l/100km",4 l/100km,Usados,Mostrar VIN,34 980,8090058546,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-geartronic-ID8Pw3Ng.html,Sim,Sim,Sim,1 Abril 2024,,,,1 000 km,224 €,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Toyota,Proace,,Diesel,Janeiro,2018,99 255 km,1 560 cm3,115 cv,Monovolume,Branco,,Manual,6,5,9,,,137 g/km,18 Meses,1,Nacional,,Sim,,,Usados,Mostrar VIN,30 900,8091719353,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-proace-ID8PC1Qt.html,Sim,Sim,,,,,,,154 €,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,3008,1.5 BlueHDi GT EAT8,Diesel,Julho,2021,76 413 km,1 499 cm3,130 cv,SUV / TT,Outra,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,32 990,8091556485,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-eat8-ID8PBltz.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 250,d,Diesel,Novembro,2017,32 955 km,2 143 cm3,204 cv,Coupé,Branco,Metalizado,Automática,,3,4,Classe 1,Tracção traseira,127 g/km,48 Meses,1,Nacional,Sim,Sim,"4,80 l/100km",,Usados,Mostrar VIN,40 800,8088436898,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PofWE.html,Sim,Sim,Sim,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Outubro,2018,145 650 km,1 995 cm3,190 cv,Coupé,Azul,Metalizado,Automática,8,5,5,Classe 1,,114 g/km,18 Meses,,Nacional,Sim,Sim,,,Usados,,33 950,8091023686,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Pz6S2.html,Sim,Sim,Sim,,,,,,,,,Série 4,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,5008,1.5 BlueHDi GT EAT8,Diesel,Julho,2021,79 307 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,35 499,8090790917,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Py8jH.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,5008,1.5 BlueHDi GT EAT8,Diesel,Julho,2021,73 297 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,35 999,8090790905,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Py8jw.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Austral,1.2 E-Tech Iconic,Híbrido (Gasolina),Junho,2023,13 700 km,1 199 cm3,200 cv,SUV / TT,Preto,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,42 500,8090425849,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-austral-1-2-e-tech-iconic-ID8PvBlw.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Austral,1.2 E-Tech Iconic,Híbrido (Gasolina),Março,2023,3 300 km,1 199 cm3,200 cv,SUV / TT,Preto,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,42 490,8090273342,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-austral-1-2-e-tech-iconic-ID8PwXFI.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2021,95 121 km,1 461 cm3,116 cv,Sedan,Preto,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,31 999,8090777953,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Py4VB.html,Sim,Sim,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Novembro,2018,73 655 km,1 332 cm3,163 cv,Utilitário,Cinzento,,Automática,,5,,,,,18 Meses,,Nacional,,,,,Usados,,31 499,8090746706,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PxVOC.html,Sim,Sim,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,E 220,,Diesel,Outubro,2017,132 000 km,1 950 cm3,194 cv,Cabrio,Preto,,Automática,9,2,4,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,44 450,8091867381,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8PCEm1.html,Sim,Sim,Sim,,,,,,,,,Classe E,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Agosto,2017,185 339 km,1 950 cm3,194 cv,Coupé,Preto,Metalizado,Automática,9,3,4,Classe 1,,,24 Meses,,Importado,Sim,Sim,,,Usados,,41 900,8089507782,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PsKwY.html,,Sim,Sim,,,,,,,,,Classe E,,,,StandVirtual,Yes,2024-02-29
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Agosto,2019,81 000 km,2 143 cm3,190 cv,SUV / TT,Cinzento,,Automática,8,5,5,Classe 1,Tracção traseira,146 g/km,18 Meses,,Nacional,Sim,Sim,"6,10 l/100km","4,80 l/100km",Usados,Mostrar VIN,32 450,8089849254,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PublA.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Particular,DS,DS4,E-Tense Rivoli Cross EAT8,Híbrido (Gasolina),Junho,2022,27 069 km,1 598 cm3,225 cv,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,29 g/km,,1,Nacional,,,,,Usados,Mostrar VIN,38 000,8091389099,28 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds4-e-tense-rivoli-cross-eat8-ID8PADWN.html,,,,,,,,50 km,,,,,,,,StandVirtual,Yes,2024-02-29
Particular,Tesla,Model X,100D AWD,Eléctrico,Novembro,2018,250 000 km,,416 cv,SUV / TT,Azul,Metalizado,Automática,,5,,,,,,,,,,,,Usados,,42 900,8091872025,28 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-x-100d-awd-ID8PCFyW.html,,,,,470 km,100 kWh,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 300,de Avantgarde,Híbrido (Diesel),Dezembro,2020,68 966 km,1 993 cm3,313 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Sim,,,Usados,,34 900,8091752363,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8PCaqT.html,Sim,Sim,Sim,1 Dezembro 2024,,,,,,Sim,3 l/100km,Classe C,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,T-Roc,2.0 TDI R-Line DSG,Diesel,Julho,2022,9 423 km,1 968 cm3,150 cv,SUV / TT,Branco,,Automática,,5,5,,,,36 Meses,,Nacional,,,,,Usados,Mostrar VIN,37 990,8091801896,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-roc-2-0-tdi-r-line-dsg-ID8PCnjO.html,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2021,95 121 km,1 461 cm3,116 cv,Sedan,Preto,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,31 999,8090777953,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Py4VB.html,Sim,Sim,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Novembro,2018,73 655 km,1 332 cm3,163 cv,Utilitário,Cinzento,,Automática,,5,,,,,18 Meses,,Nacional,,,,,Usados,,31 499,8090746706,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PxVOC.html,Sim,Sim,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,E 220,,Diesel,Outubro,2017,132 000 km,1 950 cm3,194 cv,Cabrio,Preto,,Automática,9,2,4,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,44 450,8091867381,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8PCEm1.html,Sim,Sim,Sim,,,,,,,,,Classe E,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Agosto,2017,185 339 km,1 950 cm3,194 cv,Coupé,Preto,Metalizado,Automática,9,3,4,Classe 1,,,24 Meses,,Importado,Sim,Sim,,,Usados,,41 900,8089507782,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PsKwY.html,,Sim,Sim,,,,,,,,,Classe E,,,,StandVirtual,Yes,2024-02-29
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Agosto,2019,81 000 km,2 143 cm3,190 cv,SUV / TT,Cinzento,,Automática,8,5,5,Classe 1,Tracção traseira,146 g/km,18 Meses,,Nacional,Sim,Sim,"6,10 l/100km","4,80 l/100km",Usados,Mostrar VIN,32 450,8089849254,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PublA.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Cupra,Formentor,2.0 TDI Sport,Diesel,Setembro,2022,29 766 km,1 968 cm3,150 cv,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,,31 490,8091815906,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tdi-sport-ID8PCqXM.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,X1,16 d sDrive Auto,Diesel,Abril,2021,97 972 km,1 496 cm3,116 cv,SUV / TT,Cinzento,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,33 499,8090756024,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-auto-ID8PxZeU.html,Sim,Sim,,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,CLA 45 AMG,4-Matic,Gasolina,Outubro,2014,175 000 km,1 991 cm3,360 cv,Sedan,Preto,,Automática,7,4,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,34 500,8091331050,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8PAoPv.html,Sim,Sim,Sim,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Fiat,500e,La Prima,Eléctrico,Abril,2023,695 km,,118 cv,Citadino,Preto,,Automática,6,3,,,Tracção dianteira,,36 Meses,,,,,,,Usados,Mostrar VIN,36 600,8090798647,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-la-prima-ID8Pyakn.html,Sim,Sim,,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 250,e AMG Line,Híbrido Plug-In,Abril,2020,46 247 km,1 332 cm3,218 cv,Monovolume,Preto,,Automática,7,5,5,,Tracção dianteira,32 g/km,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,37 950,8090742207,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-250-e-amg-line-ID8PxWE3.html,,Sim,Sim,,,,,,,,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Corsa-e,GS Line,Eléctrico,Fevereiro,2023,10 km,,136 cv,Citadino,Branco,,Automática,,5,,,,,36 Meses,,,,,,,Usados,,32 990,8089490159,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-gs-line-ID8PsFWJ.html,Sim,Sim,,,346 km,,Própria,,,,,,,,15 kWh/100km,StandVirtual,Yes,2024-02-29
Profissional,MINI,Clubman,One D Auto,Diesel,Novembro,2021,33 450 km,1 496 cm3,116 cv,Carrinha,Cinzento,,Automática,7,6,5,Classe 1,Tracção dianteira,125 g/km,36 Meses,,,,,,,Usados,Mostrar VIN,33 500,8089603559,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-clubman-one-d-auto-ID8Pt9qL.html,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 180,,Diesel,Março,2021,74 565 km,1 461 cm3,109 cv,Utilitário,Branco,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,30 490,8091216514,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PzW2a.html,Sim,Sim,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,MINI,Countryman,Cooper SE ALL4 Auto,Híbrido Plug-In,Setembro,2020,34 881 km,1 499 cm3,224 cv,SUV / TT,Cinzento,,Automática,,5,5,,,,36 Meses,,Nacional,,Sim,,,Usados,,34 900,8090307936,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-auto-ID8Pv6FG.html,,Sim,,,,,,,,,,,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
Profissional,DS,DS7 Crossback,1.5 BlueHDi Performance Line EAT8,Diesel,Agosto,2021,109 946 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,8,5,5,,,,18 Meses,,Importado,Sim,Sim,,,Usados,Mostrar VIN,31 900,8091651569,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-1-5-bluehdi-performance-line-eat8-ID8PBKdb.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,118,d Line Urban Auto,Diesel,Outubro,2020,79 000 km,1 995 cm3,150 cv,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,Sim,5 l/100km,,Usados,Mostrar VIN,31 750,8090128884,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-d-line-urban-auto-ID8Pwm5K.html,Sim,Sim,Sim,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,XC 90,D4 Geartronic Inscription,Diesel,Abril,2017,150 000 km,1 969 cm3,190 cv,SUV / TT,Preto,,Automática,,5,7,Classe 1,,,18 Meses,1,,Sim,Sim,"5,80 l/100km",,Usados,,35 900,8091892456,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-d4-geartronic-inscription-ID8PCKSs.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,5008,1.5 BlueHDi GT EAT8,Diesel,Julho,2021,69 005 km,1 499 cm3,130 cv,SUV / TT,Cinzento,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,35 499,8090655838,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-eat8-ID8Pxzb0.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Volvo,XC 60,2.0 D4 Momentum,Diesel,Agosto,2019,105 000 km,1 969 cm3,190 cv,SUV / TT,Preto,,Manual,6,5,5,,,,18 Meses,,,Sim,Sim,,,Usados,,38 900,8089662221,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-ID8PtoGW.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
