Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Origem,Registo(s),Tracção,Emissões CO2,IUC,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Consumo Combinado,Filtro de partículas,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Valor sem ISV,ou até,Consumo,Clássico,Site,Portugal
Profissional,Citroën,C4 Cactus,Diesel,Junho,2016,83 000 km,1 560 cm3,100 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,,,18 Meses,Sim,Sim,Sim,Usados,14 990        EUR,8088131247,12 Julho 2023,1.6 BlueHDi Shine Ed.Midnight,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Eléctrico,Novembro,2018,26 000 km,,88 cv,Sim,Sim,Sim,Citadino,Roxo,,Automática,,5,5,,,18 Meses,,,Sim,Usados,12 990        EUR,8089989287,12 Julho 2023,Zen,Importado,,Tracção dianteira,,,,,,,,,,,300 km,40 kWh,Aluguer,,,,,,StandVirtual,Yes
Particular,Fiat,Punto Evo,Diesel,Fevereiro,2011,132 000 km,1 248 cm3,95 cv,Sim,,,Citadino,Vermelho,Metalizado,Manual,5,3,5,,,,,,Sim,Usados,5 900        EUR,8090031981,12 Julho 2023,1.3 M-Jet Sport,,,Tracção dianteira,110 g/km,,,"5,30 l/100km","3,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,Diesel,Novembro,2014,120 000 km,1 560 cm3,114 cv,,Sim,Sim,Utilitário,Azul,Metalizado,Manual,,5,5,,,36 Meses,,,,Usados,11 450        EUR,8090031982,12 Julho 2023,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Outlander,Diesel,Novembro,2010,269 000 km,2 268 cm3,177 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,7,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,9 750        EUR,8089286345,12 Julho 2023,2.2 DI-D Intense,Nacional,1,,159 g/km,,,"7,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,One,Gasolina,Maio,2015,146 370 km,1 499 cm3,102 cv,Sim,,Sim,Utilitário,Branco,,Manual,,6,,,,18 Meses,,,,Usados,14 999        EUR,8089640376,12 Julho 2023,,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Diesel,Julho,2016,198 000 km,1 461 cm3,90 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Manual,,5,5,,,18 Meses,Sim,Sim,Sim,Usados,9 250        EUR,8089652176,12 Julho 2023,1.5 dCi Limited,Nacional,1,,,,,"3,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Micra,Gasolina,Março,2018,48 000 km,898 cm3,90 cv,,,,Citadino,Preto,,Manual,,5,,,,,,,,Usados,13 790        EUR,8089687247,12 Julho 2023,0.9 IG-T N-Connecta,,,,,,,"6,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Fevereiro,2020,54 307 km,1 242 cm3,69 cv,Sim,Sim,Sim,Pequeno citadino,Preto,Metalizado,Manual,5,3,4,Classe 1,,18 Meses,,,Sim,Usados,14 850        EUR,8089963507,11 Julho 2023,1.2 Sport,,,,109 g/km,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Gasolina,Agosto,2017,104 709 km,1 229 cm3,70 cv,Sim,,Sim,Citadino,Branco,,Manual,,5,5,,,18 Meses,Sim,Sim,,Usados,9 990        EUR,8088243019,12 Julho 2023,1.2 Edition,Nacional,1,Tracção dianteira,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Dezembro,2015,160 000 km,1 461 cm3,90 cv,,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,,5,5,,,36 Meses,,,,Usados,9 980        EUR,8089939421,12 Julho 2023,1.5 dCi Limited,,,,,,,"4,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Gasolina,Janeiro,2014,134 000 km,1 199 cm3,82 cv,,,,Citadino,Branco,,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,8 490        EUR,8089628182,12 Julho 2023,1.2 VTi Allure,Nacional,1,Tracção dianteira,104 g/km,,,"5,60 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,Gasolina,Dezembro,2016,88 000 km,1 198 cm3,80 cv,,Sim,Sim,Citadino,Roxo,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,10 500        EUR,8089969168,12 Julho 2023,1.2 N-Tec P.Exterior Chrome,,1,Tracção dianteira,,,15/12/2023,"6,10 l/100km",,5 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Abril,2017,199 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,12 750        EUR,8089969153,12 Julho 2023,1.5 dCi Dynamique S SS,Nacional,1,,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,Gasolina,Dezembro,2017,120 000 km,999 cm3,95 cv,Sim,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,14 990        EUR,8088912667,12 Julho 2023,1.0 TFSI Sport,Importado,1,Tracção dianteira,95 g/km,100 €,,5 l/100km,,,,,,,,,,800 km,,,,,StandVirtual,Yes
Particular,Citroën,C3,Diesel,Dezembro,2012,191 500 km,1 398 cm3,70 cv,,,,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,,,Sim,Sim,Sim,Usados,6 700        EUR,8090031970,12 Julho 2023,1.4 HDi Seduction 99g,Nacional,2,Tracção dianteira,99 g/km,"147,50 €",16/12/2023,"4,50 l/100km","3,40 l/100km",,,,,,,,,900 km,,,,,StandVirtual,Yes
Profissional,VW,Polo,Diesel,Março,2011,165 000 km,1 199 cm3,75 cv,,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,3,5,Classe 1,,18 Meses,Sim,Sim,,Usados,8 500        EUR,8089201824,12 Julho 2023,1.2 TDi Confortline,,1,Tracção dianteira,,,30/03/2024,"4,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Março,2016,164 758 km,1 461 cm3,75 cv,Sim,,Sim,Utilitário,Branco,,Manual,,5,5,,,18 Meses,Sim,Sim,,Usados,10 490        EUR,8089643119,12 Julho 2023,1.5 dCi Confort,Nacional,1,Tracção dianteira,85 g/km,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Fevereiro,2019,117 094 km,1 461 cm3,75 cv,Sim,,Sim,Utilitário,Branco,,Manual,,5,5,,,18 Meses,Sim,Sim,,Usados,12 990        EUR,8089643191,12 Julho 2023,1.5 dCi Zen,Nacional,1,Tracção dianteira,128 g/km,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,Gasolina,Abril,2016,101 013 km,1 199 cm3,82 cv,Sim,,,Citadino,Branco,,Manual,,5,,,,18 Meses,,,,Usados,12 490        EUR,8089764056,12 Julho 2023,1.2 PureTech Collection,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Gasolina,Setembro,2017,54 271 km,898 cm3,90 cv,Sim,Sim,,Carrinha,Cinzento,Metalizado,Manual,,5,5,,,18 Meses,,,,Usados,12 399        EUR,8089924212,12 Julho 2023,0.9 TCe Limited Edition,Importado,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,Gasolina,Abril,2016,83 000 km,998 cm3,68 cv,Sim,Sim,Sim,Pequeno citadino,Cinzento,Metalizado,Manual,5,5,4,Classe 1,,18 Meses,,Sim,Sim,Usados,9 500        EUR,8088030932,12 Julho 2023,1.0 VTi Feel,Nacional,1,Tracção dianteira,,,30/04/2023,5 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Alfa Romeo,MiTo,Diesel,Julho,2011,141 000 km,1 248 cm3,95 cv,Sim,,,Citadino,Preto,Metalizado,Manual,5,3,5,,,,,,,Usados,7 650        EUR,8090031965,12 Julho 2023,1.3 JTD Distinctive,,,Tracção dianteira,112 g/km,,,"5,50 l/100km","3,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Gasolina,Janeiro,2017,66 000 km,1 398 cm3,90 cv,Sim,Sim,Sim,Citadino,Branco,,Automática,,5,5,,,18 Meses,,,Sim,Usados,13 900        EUR,8090031969,12 Julho 2023,1.4 Innovation Easytronic,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,Diesel,Outubro,2013,141 750 km,1 560 cm3,115 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,,18 Meses,,,Sim,Usados,14 500        EUR,8089969003,12 Julho 2023,1.6 D2 Momentum,Importado,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,Diesel,Março,2017,182 000 km,1 499 cm3,120 cv,,Sim,Sim,Carrinha,Branco,Mate,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,12 700        EUR,8088014662,12 Julho 2023,1.5 TDCi Titanium,Nacional,,Tracção dianteira,,,,"4,30 l/100km",,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,Gasolina,Julho,2015,122 000 km,1 199 cm3,130 cv,,Sim,Sim,SUV / TT,Branco,,Manual,6,5,5,,,18 Meses,,Sim,Sim,Usados,13 950        EUR,8089968957,12 Julho 2023,1.2 PureTech Allure,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Eléctrico,Novembro,2015,146 666 km,,109 cv,Sim,Sim,Sim,Utilitário,Branco,,Automática,,5,5,,,18 Meses,,,,Usados,9 900        EUR,8089989281,12 Julho 2023,Acenta,Nacional,,Tracção dianteira,,,,,,,,,,,,24 kWh,Própria,,,,,,StandVirtual,Yes
Profissional,BMW,X1,Diesel,Janeiro,2012,398 000 km,1 995 cm3,163 cv,Sim,,,SUV / TT,Cinzento,,Manual,6,5,5,,,18 Meses,,,,Usados,9 499        EUR,8090031955,12 Julho 2023,20 d sDrive EDynamics Line Sport,Nacional,2,Tracção traseira,119 g/km,,,"5,20 l/100km","4,10 l/100km",,Sim,Série X,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Julho,2018,193 000 km,1 461 cm3,90 cv,,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,11 950        EUR,8088014586,12 Julho 2023,1.5 dCi Zen,Nacional,,Tracção dianteira,,,,"4,30 l/100km",,,,,Sim,Sim,,,,,Sim,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Julho,2011,225 000 km,1 461 cm3,110 cv,,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,Classe 1,,18 Meses,,,,Usados,9 490        EUR,8088954831,12 Julho 2023,1.5 dCi Dynamique CO2 Champion,,,Tracção dianteira,106 g/km,,,"4,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,Diesel,Março,2012,205 000 km,1 598 cm3,105 cv,,Sim,Sim,Citadino,Preto,Metalizado,Manual,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,10 990        EUR,8089139426,12 Julho 2023,1.6 TDI Highline,,1,Tracção dianteira,109 g/km,,28/03/2024,"5,10 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Particular,Smart,ForTwo,Diesel,Julho,2013,80 000 km,799 cm3,54 cv,,,,Cabrio,Azul,Metalizado,Automática,,2,,,,,,,,Usados,11 500        EUR,8089862665,12 Julho 2023,cdi cabrio softouch passion dpf,,,,,,,"3,40 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS3,Gasolina,Abril,2012,97 000 km,1 598 cm3,156 cv,,Sim,Sim,Citadino,Branco,Metalizado,Manual,6,3,5,Classe 1,,18 Meses,,Sim,Sim,Usados,11 150        EUR,8088546129,12 Julho 2023,1.6 THP Sport Chic,,,,,,,"7,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,Diesel,Julho,2015,129 000 km,1 560 cm3,120 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,13 700        EUR,8087248821,12 Julho 2023,1.6 BlueHDi Allure,,,,,,,"3,50 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,Diesel,Novembro,2014,114 000 km,1 461 cm3,110 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,13 550        EUR,8087779223,12 Julho 2023,1.5 dCi Tekna Premium,,,,,,,"4,40 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,Gasolina,Março,2014,102 000 km,1 199 cm3,82 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,12 700        EUR,8088120682,12 Julho 2023,1.2 VTi Active,,,,,,,"6,30 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,Diesel,Outubro,2016,116 000 km,1 560 cm3,100 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,6,5,5,,,18 Meses,,Sim,Sim,Usados,14 700        EUR,8089514309,12 Julho 2023,1.6 BlueHDi Shine ETG6,,,,,,,"3,90 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,Diesel,Outubro,2015,136 000 km,1 560 cm3,120 cv,,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,12 700        EUR,8089160682,12 Julho 2023,1.6 BlueHDi Feel Edtion,Importado,,Tracção dianteira,,,,"4,40 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Gasolina,Abril,2014,120 000 km,1 197 cm3,105 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,6,3,5,Classe 1,,18 Meses,,Sim,Sim,Usados,11 000        EUR,8089784362,12 Julho 2023,SC 1.2 TSi FR,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Novembro,2012,190 800 km,1 461 cm3,110 cv,Sim,,Sim,Carrinha,Branco,,Manual,6,5,5,,,18 Meses,,,Sim,Usados,8 350        EUR,8089968610,12 Julho 2023,1.5 dCi Dynamique,Importado,,Tracção dianteira,114 g/km,,,"5,80 l/100km","4,20 l/100km",,,,,,,,,,Sim,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Setembro,2010,86 909 km,875 cm3,85 cv,Sim,Sim,Sim,Citadino,Azul,Metalizado,Manual,5,3,4,,,18 Meses,,,,Usados,9 500        EUR,8089710722,12 Julho 2023,0.9 8V TwinAir Lounge,,,Tracção dianteira,95 g/km,,,"4,90 l/100km","3,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,Diesel,Janeiro,2018,140 240 km,1 598 cm3,110 cv,Sim,Sim,Sim,Carrinha,Azul,,Manual,,5,5,,,18 Meses,,,Sim,Usados,12 990        EUR,8089390766,12 Julho 2023,1.6 CDTI Business Edition S/S,Importado,,,,,01/01/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,Gasolina,Janeiro,2015,132 314 km,1 199 cm3,82 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,12 850        EUR,8089491233,10 Julho 2023,1.2 PureTech Style,,1,Tracção dianteira,,,13/01/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,Diesel,Julho,2019,62 518 km,1 461 cm3,95 cv,Sim,,Sim,Utilitário,Preto,,Manual,,5,5,,,18 Meses,Sim,Sim,,Usados,14 990        EUR,8089151075,12 Julho 2023,1.5 Blue dCi Zen,Nacional,1,,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Panda,Gasolina,Junho,2018,72 000 km,1 242 cm3,69 cv,Sim,Sim,Sim,Pequeno citadino,Branco,,Manual,5,5,5,Classe 1,,18 Meses,,,Sim,Usados,9 980        EUR,8088708610,12 Julho 2023,1.2 Lounge S&S,Nacional,1,Tracção dianteira,119 g/km,104 €,30/06/2024,"6,60 l/100km",,,,,Sim,Sim,,,,750 km,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Giulietta,Diesel,Agosto,2014,159 750 km,1 598 cm3,105 cv,Sim,Sim,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,,,18 Meses,,,,Usados,13 500        EUR,8089601982,12 Julho 2023,,Nacional,,,114 g/km,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Insignia Grand Sport,Diesel,Novembro,2018,168 686 km,1 598 cm3,136 cv,Sim,,Sim,Sedan,Preto,,Manual,,5,5,,,18 Meses,Sim,Sim,,Usados,14 290        EUR,8088751880,12 Julho 2023,1.6 CDTi Business Edition,Nacional,1,Tracção dianteira,,,,,,,,,Sim,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,Diesel,Fevereiro,2014,89 000 km,1 248 cm3,95 cv,,,Sim,Carrinha,Cinzento,,Manual,,5,,,,18 Meses,Sim,Sim,Sim,Usados,10 950        EUR,8089621921,12 Julho 2023,1.3 CDTi Cosmo S/S,Nacional,,,,,17/02/2024,"5,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Twingo,Gasolina,Março,2019,84 632 km,999 cm3,70 cv,,Sim,Sim,Citadino,Branco,,Manual,5,5,4,,,18 Meses,,,,Usados,14 950        EUR,8088154479,12 Julho 2023,1.0 SCe Limited,Nacional,,,,,,5 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,Diesel,Outubro,2019,89 250 km,1 499 cm3,85 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,,5,5,,,24 Meses,Sim,,Sim,Usados,14 950        EUR,8088338667,12 Julho 2023,1.5 TDCi Business,Importado,,,,,01/10/2023,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Gasolina,Abril,2018,37 000 km,898 cm3,90 cv,Sim,Sim,Sim,Citadino,Laranja,,Automática,,2,2,Classe 1,01/01/0001,36 Meses,Sim,Sim,Sim,Usados,15 000        EUR,8088773243,12 Julho 2023,0.9 Passion 90 Aut.,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Tourneo Courier,Gasolina,Setembro,2018,88 000 km,998 cm3,100 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,15 000        EUR,8089783753,12 Julho 2023,1.0 EcoBoost Ambiente,Nacional,5,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 180,Diesel,Novembro,2013,170 000 km,1 461 cm3,109 cv,,,,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,,Usados,13 600        EUR,8090031907,12 Julho 2023,CDi BE Edition Style,,,Tracção dianteira,92 g/km,150 €,,"4,20 l/100km","3,20 l/100km",,,Classe A,,,,,,1 000 km,,,,,StandVirtual,Yes
Particular,Audi,A1 Sportback,Diesel,Outubro,2017,210 000 km,1 598 cm3,116 cv,,,,Citadino,Preto,Metalizado,Automática,7,5,5,Classe 1,,,Sim,Sim,Sim,Usados,12 900        EUR,8089197294,12 Julho 2023,1.6 TDI Design S tronic,Nacional,,,99 g/km,,31/10/2023,"4,40 l/100km",,,,,,,,,,800 km,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,Diesel,Janeiro,2011,250 000 km,1 461 cm3,110 cv,Sim,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,8 390        EUR,8090022373,12 Julho 2023,1.5 dCi Tekna Sport 18 129g,Nacional,1,Tracção dianteira,129 g/km,,,"6,30 l/100km","4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Diesel,Novembro,2011,247 600 km,1 248 cm3,95 cv,,,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,,18 Meses,,,Sim,Usados,6 400        EUR,8089923604,12 Julho 2023,1.3 CDTi Enjoy EcoFLEX,Nacional,2,Tracção dianteira,95 g/km,,,"4,60 l/100km","3,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Diesel,Junho,2015,53 000 km,1 199 cm3,75 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,5,,,18 Meses,Sim,Sim,Sim,Usados,12 980        EUR,8089810662,12 Julho 2023,1.2 TDi I-Tech,Nacional,1,Tracção dianteira,99 g/km,,15/06/2025,"4,60 l/100km","3,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,3008,Diesel,Junho,2010,179 900 km,1 560 cm3,112 cv,Sim,,,SUV / TT,Cinzento,Metalizado,Manual,,5,,,,,,,,Usados,8 990        EUR,8090031946,12 Julho 2023,1.6 HDi Sport,,,,,,,"6,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,Diesel,Junho,2016,146 800 km,1 364 cm3,90 cv,,Sim,Sim,Citadino,Cinzento,,Manual,,5,5,,,18 Meses,,,Sim,Usados,12 900        EUR,8088962013,12 Julho 2023,1.4 D-4D Comfort+P.Style,Nacional,,,,,28/06/2024,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Fiat,500,Gasolina,Maio,2016,115 000 km,1 242 cm3,69 cv,,,,Citadino,Vermelho,,Manual,5,3,,,,,,,,Usados,10 900        EUR,8089945535,12 Julho 2023,1.2 8V S&S Collezione,,,Tracção dianteira,122 g/km,,,"6,40 l/100km","4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Up!,Gasolina,Abril,2014,73 091 km,999 cm3,60 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,5,4,Classe 1,,18 Meses,,Sim,Sim,Usados,9 390        EUR,8089797124,12 Julho 2023,,Nacional,1,Tracção dianteira,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Gasolina,Março,2019,79 698 km,1 199 cm3,82 cv,Sim,Sim,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,14 490        EUR,8088175994,12 Julho 2023,1.2 PureTech Signature,Nacional,1,Tracção dianteira,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS5,Diesel,Junho,2013,299 000 km,1 997 cm3,163 cv,,Sim,Sim,Utilitário,Cinzento,,Manual,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,11 950        EUR,8090031919,12 Julho 2023,HDi 165 SportChic,Importado,2,,,,,"6,30 l/100km",,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,Diesel,Novembro,2017,86 405 km,1 120 cm3,75 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,13 590        EUR,8088434320,12 Julho 2023,1.1 CRDi Access+Bluetooth,Nacional,1,Tracção dianteira,97 g/km,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,Diesel,Julho,2013,200 000 km,1 560 cm3,115 cv,,Sim,Sim,Carrinha,Preto,Metalizado,Automática,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,8 850        EUR,8089863751,12 Julho 2023,1.6 e-HDi Business Line Pack 2-Ttronic,,2,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,Diesel,Maio,2011,195 000 km,1 995 cm3,143 cv,Sim,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,6,2,4,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,14 500        EUR,8087512249,12 Julho 2023,d,,1,Tracção traseira,,,,,,,,Série 1,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,Gasolina,Agosto,2011,132 000 km,1 598 cm3,183 cv,,,Sim,Cabrio,Vermelho,Metalizado,Manual,6,2,,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,12 950        EUR,8090031899,12 Julho 2023,Cooper S,,1,Tracção dianteira,,,01/08/2024,"7,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,Gasolina,Agosto,2017,37 388 km,898 cm3,90 cv,Sim,,Sim,Citadino,Preto,,Manual,,5,,,,18 Meses,,,,Usados,13 999        EUR,8088887272,12 Julho 2023,0.9 Passion 90,Nacional,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,Diesel,Julho,2019,63 477 km,1 560 cm3,100 cv,Sim,Sim,Sim,Citadino,Bege,,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,14 950        EUR,8089701210,12 Julho 2023,1.6 BlueHDi Feel,,1,,,,,"4,40 l/100km",,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,Diesel,Junho,2011,126 000 km,1 598 cm3,112 cv,,Sim,Sim,Cabrio,Vermelho,,Manual,6,3,5,Classe 1,,18 Meses,Sim,Sim,Sim,Usados,13 950        EUR,8089338707,12 Julho 2023,Cooper D,,1,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Fevereiro,2019,138 342 km,1 461 cm3,90 cv,Sim,,Sim,Utilitário,Branco,,Manual,,5,5,,,18 Meses,Sim,Sim,,Usados,13 990        EUR,8089792113,12 Julho 2023,1.5 dCi Limited,Nacional,1,Tracção dianteira,127 g/km,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Eléctrico,Julho,2017,72 251 km,,109 cv,Sim,,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,,Usados,14 990        EUR,8088209566,12 Julho 2023,Visia 30 kWh,Nacional,1,Tracção dianteira,,,,,,,,,Sim,Sim,,,Própria,,,,,,StandVirtual,Yes
