Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Inspecção válida até,Garantia de Stand (incl. no preço),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,IVA dedutível,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,IVA Discriminado,Tipo de cor,Valor Fixo,Garantia de Fábrica até,Filtro de partículas,ou até,Autonomia Máxima,IUC,Sub-modelo,Consumo Combinado,Autonomia,Consumo,Bateria,Capacidade da bateria,Site,Portugal
Profissional,Mercedes-Benz,A 45 AMG,,Gasolina,Janeiro,2014,93 721 km,1 991 cm3,363 cv,,Sim,Utilitário,Branco,Automática,,5,5,,,18 Meses,Sim,Sim,Usados,35 496        EUR,8088223680,4 Julho 2023,,,,1,Nacional,,,,,Metalizado,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,,Diesel,Maio,2017,90 367 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,,,18 Meses,,Sim,Usados,31 996        EUR,8088223709,4 Julho 2023,,,,,,,,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,D AMG Line,Diesel,Janeiro,2018,131 702 km,1 950 cm3,194 cv,Sim,Sim,Coupé,Prateado,Automática,9,4,5,Classe 1,,18 Meses,,Sim,Usados,41 496        EUR,8088223692,4 Julho 2023,,,,,,,,,,Metalizado,Sim,,,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,Abril,2016,165 498 km,1 968 cm3,190 cv,Sim,Sim,Carrinha,Branco,Automática,,5,5,,,18 Meses,,Sim,Usados,31 996        EUR,8088223696,4 Julho 2023,,,,,Nacional,Sim,,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Setembro,2018,102 776 km,2 143 cm3,180 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,,Sim,Usados,38 496        EUR,8089619521,4 Julho 2023,,,,,Nacional,Sim,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Particular,Volvo,XC 40,1.5 T2 Momentum Core Geartronic,Gasolina,Outubro,2021,18 500 km,1 477 cm3,129 cv,,,SUV / TT,Cinzento,Automática,,5,5,,,,,Sim,Usados,35 990        EUR,8089289704,4 Julho 2023,,,,,,Sim,"7,90 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Abril,2022,23 450 km,1 950 cm3,116 cv,Sim,Sim,Coupé,Prateado,Automática,8,4,5,Classe 1,,24 Meses,,Sim,Usados,37 490        EUR,8088520990,4 Julho 2023,,Tracção dianteira,,,Nacional,,"5,50 l/100km",,Sim,Metalizado,Sim,,,,,,Classe CLA,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,Progressive Aut.,Gasolina,Julho,2018,42 938 km,1 991 cm3,224 cv,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,,24 Meses,,Sim,Usados,32 990        EUR,8089524056,4 Julho 2023,,Tracção dianteira,,,Nacional,Sim,"8,10 l/100km",,Sim,Metalizado,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Agosto,2021,7 266 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Preto,Automática,8,5,5,Classe 1,,24 Meses,Sim,Sim,Usados,34 990        EUR,8089799728,4 Julho 2023,,Tracção dianteira,132 g/km,,Nacional,Sim,"5,30 l/100km","3,80 l/100km",Sim,Metalizado,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.0 T B-Tech AT8 Q4,Gasolina,Abril,2018,54 143 km,1 995 cm3,280 cv,Sim,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,,18 Meses,,Sim,Usados,41 990        EUR,8087983503,4 Julho 2023,,Integral,,,Nacional,Sim,10 l/100km,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,e Style Plus,Híbrido (Gasolina),Julho,2020,40 642 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Branco,Automática,8,5,5,Classe 1,,24 Meses,,Sim,Usados,35 490        EUR,8089513928,4 Julho 2023,Sim,Integral,,,Nacional,Sim,,,,,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Outubro,2022,21 000 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Automática,8,5,5,Classe 1,,36 Meses,Sim,,Usados,39 900        EUR,8089785341,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,Sim,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,Fevereiro,2017,100 000 km,1 968 cm3,190 cv,Sim,Sim,Carrinha,Preto,Automática,7,5,5,,,18 Meses,,Sim,Usados,35 500        EUR,8084796392,4 Julho 2023,,Tracção dianteira,115 g/km,,,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,B 200,d AMG Line Aut.,Diesel,Fevereiro,2019,95 117 km,1 950 cm3,150 cv,Sim,Sim,Monovolume,Branco,Automática,8,5,5,Classe 1,,24 Meses,,Sim,Usados,34 490        EUR,8089489957,4 Julho 2023,,Tracção dianteira,,,Nacional,Sim,"5,90 l/100km",,Sim,,Sim,,,,,,Classe B,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Março,2016,90 900 km,2 143 cm3,170 cv,Sim,Sim,Coupé,Preto,Automática,9,3,4,Classe 1,,18 Meses,Sim,Sim,Usados,35 750        EUR,8088887331,4 Julho 2023,,Tracção traseira,106 g/km,2,,,"4,70 l/100km","3,70 l/100km",,Metalizado,,,,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Maio,2019,55 000 km,1 995 cm3,190 cv,Sim,Sim,Utilitário,Branco,Automática,8,5,5,,,18 Meses,Sim,Sim,Usados,38 900        EUR,8089896879,4 Julho 2023,,,,,Nacional,Sim,,,,,Sim,,,,,,Série 4,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,30 TDI S line S tronic,Diesel,Janeiro,2023,2 514 km,1 968 cm3,116 cv,Sim,Sim,Utilitário,Branco,Automática,,5,5,,,18 Meses,,,Usados,36 750        EUR,8089959167,4 Julho 2023,Sim,,123 g/km,,Nacional,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Wrangler,2.8 CRD MTX Sport 4L,Diesel,Dezembro,2011,89 000 km,2 777 cm3,200 cv,Sim,Sim,SUV / TT,Preto,Manual,6,2,2,Classe 1,,18 Meses,,Sim,Usados,32 750        EUR,8089850835,4 Julho 2023,,,,2,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Junho,2021,20 400 km,,136 cv,Sim,Sim,SUV / TT,Castanho,Automática,,5,5,,,18 Meses,,Sim,Usados,31 900        EUR,8089955574,4 Julho 2023,Sim,,,,Nacional,Sim,,,Sim,,Sim,,,,,,,,,,Própria,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 220,,Diesel,Abril,2016,79 000 km,2 143 cm3,170 cv,Sim,Sim,SUV / TT,Cinzento,Automática,9,5,5,,,36 Meses,,,Usados,38 900        EUR,8088339777,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,Sim,,,,Classe GLC,,,,,,StandVirtual,Yes
Profissional,Lexus,UX 250h,Special Edition (LCA),Híbrido (Gasolina),Abril,2022,6 000 km,1 987 cm3,184 cv,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,,36 Meses,Sim,,Usados,44 900        EUR,8089171747,4 Julho 2023,,,,1,Nacional,,,,,,,,,,,,UX,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Agosto,2017,53 000 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,18 Meses,Sim,Sim,Usados,33 750        EUR,8088285586,4 Julho 2023,,,,1,Nacional,Sim,,,Sim,,Sim,,Sim,,,226 €,Série 5,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 200,D AMG Line Aut.,Diesel,Maio,2019,79 327 km,1 598 cm3,160 cv,,,Sedan,Branco,Automática,9,4,5,Classe 1,,,,,Usados,36 500        EUR,8089187823,4 Julho 2023,,,,,,,"5,60 l/100km",,,,,,,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Março,2021,16 000 km,1 461 cm3,116 cv,Sim,Sim,Sedan,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,33 990        EUR,8089161340,4 Julho 2023,,,,,Nacional,Sim,,,,,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Audi,RS3 Sportback,2.5 TFSI quattro S tronic,Gasolina,Abril,2016,66 000 km,2 480 cm3,367 cv,Sim,Sim,Citadino,Preto,Automática,7,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,44 990        EUR,8087060717,4 Julho 2023,,Integral,,,Importado,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,420,d Pack M,Diesel,Setembro,2018,47 120 km,1 995 cm3,190 cv,,,Coupé,Preto,Manual,,2,4,,,,Sim,,Usados,36 000        EUR,8088036819,4 Julho 2023,,,,,Nacional,Sim,"6,20 l/100km",,,Metalizado,,,,,,,Série 4,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,1.4 e-Hybrid FR DSG,Híbrido (Gasolina),Abril,2021,56 000 km,1 395 cm3,204 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,30 750        EUR,8089252547,4 Julho 2023,Sim,,,1,Nacional,Sim,,,,,Sim,,,,,144 €,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,20 000 km,1 950 cm3,116 cv,,,Utilitário,Branco,Automática,,5,5,,,24 Meses,,,Usados,34 000        EUR,8089159400,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe A,5 l/100km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2022,20 600 km,1 950 cm3,116 cv,,,Utilitário,Branco,Automática,,5,5,,,24 Meses,,,Usados,35 000        EUR,8089159380,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe A,5 l/100km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2022,20 700 km,1 950 cm3,116 cv,,,Utilitário,Preto,Automática,,5,5,,,24 Meses,,,Usados,36 500        EUR,8089159384,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe A,5 l/100km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,36 100 km,1 950 cm3,116 cv,,,Utilitário,Branco,Automática,,5,5,,,24 Meses,,,Usados,33 000        EUR,8089159273,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe A,5 l/100km,,,,,StandVirtual,Yes
Profissional,BMW,X2,20 d sDrive Auto,Diesel,Agosto,2019,49 000 km,1 995 cm3,190 cv,Sim,,SUV / TT,Amarelo,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,37 950        EUR,8089189188,4 Julho 2023,,Tracção traseira,137 g/km,1,Importado,,,,,Metalizado,Sim,,,,,,Série X,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,85D,Eléctrico,Agosto,2015,179 890 km,,428 cv,,,Sedan,Preto,Automática,,5,4,Classe 1,,36 Meses,Sim,,Usados,39 900        EUR,8087133279,4 Julho 2023,Sim,,,1,,,,,,,Sim,11/08/2023,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,435,d xDrive Pack M Auto,Diesel,Agosto,2014,144 500 km,2 993 cm3,313 cv,,,Cabrio,Preto,Automática,8,2,4,Classe 1,,,,,Usados,39 800        EUR,8088709687,3 Julho 2023,,Integral,,,,,,,,Metalizado,Sim,,Sim,,,,Série 4,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,34 600 km,1 950 cm3,116 cv,,,Utilitário,Branco,Automática,,5,5,,,24 Meses,,,Usados,33 000        EUR,8089159369,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe A,5 l/100km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Abril,2022,30 500 km,1 950 cm3,116 cv,,,Coupé,Cinzento,Automática,,4,5,,,24 Meses,,,Usados,36 500        EUR,8089159453,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe CLA,"3,70 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,39 601 km,1 950 cm3,116 cv,,,Utilitário,Branco,Automática,,5,5,,,24 Meses,,,Usados,33 000        EUR,8089159277,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe A,5 l/100km,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Junho,2022,19 250 km,1 950 cm3,116 cv,,,Carrinha,Preto,Automática,,5,,,,24 Meses,,,Usados,38 800        EUR,8089344855,4 Julho 2023,,,,,Nacional,,"8,30 l/100km","5,40 l/100km",,,Sim,,,,,,Classe CLA,"6,50 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 405 km,1 950 cm3,194 cv,,,Carrinha,Preto,Automática,,5,5,,,24 Meses,,,Usados,43 000        EUR,8089344845,4 Julho 2023,,,,,Nacional,,"5,70 l/100km","4,40 l/100km",,,Sim,,,,,,Classe E,"4,90 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido (Gasolina),Março,2021,32 913 km,1 332 cm3,218 cv,,Sim,Utilitário,Azul,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,40 500        EUR,8089115951,4 Julho 2023,,,23 g/km,1,Importado,,,,,Metalizado,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 200,d Exclusive Line,Diesel,Fevereiro,2017,144 000 km,1 950 cm3,150 cv,Sim,Sim,Sedan,Azul,Automática,9,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,33 900        EUR,8089511135,4 Julho 2023,,Tracção traseira,,1,Importado,Sim,"5,70 l/100km",,,Metalizado,Sim,,,,,,Classe E,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 45 AMG,Shooting Brake 4-Matic,Gasolina,Janeiro,2017,99 000 km,1 991 cm3,381 cv,Sim,,Carrinha,Castanho,Automática,7,5,5,,,18 Meses,,,Usados,42 990        EUR,8085354121,4 Julho 2023,,Integral,162 g/km,,Nacional,Sim,,,,,,,,,,,Classe CLA,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Novembro,2017,64 000 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Azul,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,33 480        EUR,8089911711,4 Julho 2023,Sim,Tracção traseira,134 g/km,1,Nacional,Sim,,,Sim,Metalizado,Sim,,,,950 km,224 €,Série 5,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 64kWh Vanguard,Eléctrico,Janeiro,2022,11 000 km,,204 cv,Sim,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,35 980        EUR,8089894596,4 Julho 2023,Sim,Tracção dianteira,,1,,Sim,,,Sim,,Sim,,,,,,,,484 km,"14,70 kWh/100km",Própria,64 kWh,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Outubro,2018,38 000 km,1 969 cm3,150 cv,,Sim,SUV / TT,Branco,Automática,8,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,35 980        EUR,8089378028,4 Julho 2023,,Tracção dianteira,132 g/km,1,Nacional,Sim,"5,90 l/100km",,Sim,,Sim,,Sim,,900 km,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Julho,2019,49 983 km,1 499 cm3,130 cv,Sim,,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,,Sim,Usados,31 990        EUR,8088835154,4 Julho 2023,,,,,Importado,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Clubman,One D Auto,Diesel,Dezembro,2021,49 000 km,1 496 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,Automática,,6,5,Classe 1,,18 Meses,Sim,Sim,Usados,31 750        EUR,8089463073,4 Julho 2023,,,,1,Nacional,Sim,,,,,Sim,,Sim,,,"154,12 €",,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Junho,2022,21 359 km,1 950 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,24 Meses,,Sim,Usados,38 990        EUR,8089093491,4 Julho 2023,,Tracção dianteira,,,Nacional,Sim,"5,50 l/100km",,Sim,Metalizado,Sim,,Sim,,,,Classe CLA,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Novembro,2019,130 840 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Cinzento,Automática,9,5,5,Classe 1,,24 Meses,,Sim,Usados,41 490        EUR,8089060236,4 Julho 2023,Sim,Tracção traseira,,,Nacional,,,,Sim,Metalizado,Sim,,,,,,Classe E,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Março,2022,32 500 km,1 499 cm3,130 cv,,,SUV / TT,Cinzento,Automática,,5,7,,,36 Meses,,,Usados,43 990        EUR,8089462644,4 Julho 2023,,,,,Nacional,,,,,,Sim,04/07/2026,,,,,,"5,60 l/100km",,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Julho,2020,61 032 km,1 496 cm3,116 cv,,Sim,Sedan,Cinzento,Automática,,4,5,,,18 Meses,Sim,,Usados,33 490        EUR,8088706863,4 Julho 2023,Sim,,,,Nacional,Sim,,,Sim,,Sim,,,,,,Série 2,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,B 200,AMG Line Aut.,Gasolina,Maio,2023,1 500 km,1 332 cm3,163 cv,,,Monovolume,Branco,Automática,,5,5,,,24 Meses,,,Usados,43 000        EUR,8089462231,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe B,6 l/100km,,,,,StandVirtual,Yes
Profissional,BMW,i3,120Ah,Eléctrico,Junho,2021,37 000 km,,170 cv,,,Utilitário,Dourado,Automática,,5,4,,,36 Meses,,,Usados,35 500        EUR,8089462683,4 Julho 2023,,,,,Importado,,,,,,Sim,04/07/2026,,,,,Série i,,,,,,StandVirtual,Yes
Profissional,SEAT,Alhambra,2.0 TDi Xcellence DSG,Diesel,Janeiro,2020,55 050 km,1 968 cm3,150 cv,,,Monovolume,Preto,Automática,,5,7,,,18 Meses,,,Usados,35 990        EUR,8088684712,4 Julho 2023,,,,,Nacional,,,,Sim,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Fevereiro,2020,53 477 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Azul,Automática,,5,,,,24 Meses,,,Usados,38 500        EUR,8085858660,4 Julho 2023,,,,,Nacional,,,,,Metalizado,Sim,,,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi GT Line,Diesel,Agosto,2019,50 000 km,1 499 cm3,130 cv,,,SUV / TT,Branco,Manual,6,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,30 500        EUR,8089528662,4 Julho 2023,,,,1,Nacional,Sim,"4,70 l/100km",,,Pérola,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Janeiro,2020,95 581 km,1 332 cm3,163 cv,Sim,Sim,Utilitário,Cinzento,Automática,7,5,5,,,24 Meses,Sim,Sim,Usados,31 490        EUR,8089803260,4 Julho 2023,,Tracção dianteira,143 g/km,1,Nacional,Sim,,,,Metalizado,Sim,,,,,,Classe A,,,,,,StandVirtual,Yes
Particular,Porsche,Cayenne,,Diesel,Março,2011,151 391 km,2 967 cm3,240 cv,,,SUV / TT,Preto,Automática,,5,5,,,,Sim,Sim,Usados,33 500        EUR,8089591773,4 Julho 2023,,,195 g/km,,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi GT Line EAT8,Diesel,Dezembro,2018,34 611 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Verde,Automática,8,5,7,,01/12/2024,18 Meses,,Sim,Usados,34 000        EUR,8089870125,4 Julho 2023,,Tracção dianteira,136 g/km,1,Nacional,Sim,"4,40 l/100km","3,90 l/100km",Sim,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,35 TDI S tronic,Diesel,Outubro,2019,52 300 km,1 968 cm3,163 cv,Sim,,Carrinha,Azul,Automática,7,5,5,Classe 1,,18 Meses,,Sim,Usados,33 900        EUR,8088743373,4 Julho 2023,,,,1,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d 4-Matic,Diesel,Julho,2018,83 064 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Cinzento,Automática,9,5,5,,30/07/2024,18 Meses,,Sim,Usados,43 500        EUR,8088332624,4 Julho 2023,,Integral,,1,Nacional,Sim,"7,10 l/100km",,,Metalizado,Sim,,,,,,Classe GLC,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Novembro,2021,4 014 km,,351 cv,Sim,Sim,Sedan,Cinzento,Automática,,4,5,,,36 Meses,,,Usados,49 900        EUR,8086893712,4 Julho 2023,Sim,,,,Importado,,,,,,,,,,,,,,,,Própria,,StandVirtual,Yes
Profissional,Audi,Q7,3.0 TDi quattro Tiptronic,Diesel,Junho,2015,120 000 km,2 967 cm3,272 cv,Sim,Sim,SUV / TT,Preto,Automática,,5,7,,,18 Meses,Sim,Sim,Usados,46 700        EUR,8087415210,4 Julho 2023,,Integral,,,Nacional,Sim,"6,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D R-Dynamic,Diesel,Fevereiro,2018,80 000 km,1 999 cm3,241 cv,,Sim,SUV / TT,Preto,Automática,,5,,,,36 Meses,,,Usados,56 950        EUR,8089944579,4 Julho 2023,,,,,,,"7,20 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,2.0 D R-Dynamic,Diesel,Junho,2018,100 000 km,1 999 cm3,241 cv,,,SUV / TT,Cinzento,Automática,8,5,,,,18 Meses,Sim,Sim,Usados,59 500        EUR,8088850985,29 Junho 2023,,,,1,Importado,,"7,20 l/100km",,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d Progressive,Diesel,Maio,2022,19 793 km,1 950 cm3,116 cv,,,SUV / TT,Prateado,Automática,,5,7,,,24 Meses,,,Usados,51 000        EUR,8089159537,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,Classe GLB,"5,50 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,V 250,BlueTEC Avantgarde,Diesel,Julho,2014,79 000 km,2 143 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Automática,7,5,7,,,18 Meses,,Sim,Usados,55 000        EUR,8089821552,4 Julho 2023,,Tracção dianteira,157 g/km,,Nacional,Sim,"6,60 l/100km","5,60 l/100km",,,,,Sim,,,,Classe V,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Dezembro,2021,23 850 km,2 143 cm3,190 cv,Sim,Sim,Utilitário,Cinzento,Automática,8,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,49 900        EUR,8085506997,4 Julho 2023,,Tracção traseira,160 g/km,,Nacional,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 300,d AMG Line,Diesel,Outubro,2018,94 147 km,1 950 cm3,245 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,,,18 Meses,,Sim,Usados,52 900        EUR,8089852251,4 Julho 2023,,,,,Nacional,,,,,,,,Sim,,,,Classe CLS,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Standard,Diesel,Julho,2011,98 423 km,2 967 cm3,250 cv,Sim,Sim,Sedan,Branco,Automática,,5,4,Classe 1,,18 Meses,,Sim,Usados,48 996        EUR,8088223688,4 Julho 2023,,,,2,,,,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover Velar,2.0 D200 AWD R-Dynamic,Diesel,Janeiro,2020,104 000 km,1 997 cm3,204 cv,,,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,,,Sim,Sim,Usados,60 000        EUR,8089027889,4 Julho 2023,,,,,Nacional,Sim,,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Avantgarde,Gasolina,Junho,2021,15 024 km,1 496 cm3,204 cv,Sim,Sim,Sedan,Cinzento,Automática,9,5,5,Classe 1,,24 Meses,,Sim,Usados,45 990        EUR,8089129081,4 Julho 2023,,Tracção traseira,,,Nacional,Sim,"9,30 l/100km",,Sim,Metalizado,Sim,,,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Junho,2022,31 063 km,1 993 cm3,200 cv,Sim,Sim,Carrinha,Azul,Automática,9,5,5,Classe 1,,24 Meses,,Sim,Usados,52 990        EUR,8089801943,4 Julho 2023,,Tracção traseira,124 g/km,,Nacional,Sim,"5,90 l/100km","3,70 l/100km",Sim,Metalizado,Sim,,Sim,,,,Classe C,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Janeiro,2022,30 250 km,1 992 cm3,265 cv,Sim,Sim,Sedan,Azul,Automática,9,5,5,Classe 1,,24 Meses,,Sim,Usados,57 490        EUR,8088504234,4 Julho 2023,,Tracção traseira,,,Nacional,Sim,"7,10 l/100km",,Sim,Metalizado,Sim,,Sim,,,,Classe C,,,,,,StandVirtual,Yes
