Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Inspecção válida até,Garantia de Stand (incl. no preço),Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,IVA dedutível,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,IVA Discriminado,Tipo de cor,Valor Fixo,Garantia de Fábrica até,Filtro de partículas,ou até,Autonomia Máxima,IUC,Sub-modelo,Consumo Combinado,Autonomia,Consumo,Bateria,Capacidade da bateria,Site,Portugal
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Março,2016,99 184 km,1 560 cm3,75 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,15/03/2024,18 Meses,,Sim,Usados,12 950        EUR,8089702351,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Outubro,2013,186 046 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,15/10/2023,18 Meses,,Sim,Usados,10 750        EUR,8089625240,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,1.0 SCTi Titanium,Gasolina,Março,2013,90 870 km,998 cm3,125 cv,Sim,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,12/03/2024,18 Meses,,Sim,Usados,10 950        EUR,8089625239,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 Ti-VCT Titanium,Gasolina,Maio,2016,104 430 km,998 cm3,80 cv,Sim,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,30/05/2024,18 Meses,,Sim,Usados,11 750        EUR,8089702347,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Navigation,Diesel,Julho,2011,286 390 km,1 995 cm3,143 cv,Sim,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,25/07/2024,18 Meses,,Sim,Usados,10 750        EUR,8089702343,4 Julho 2023,,Tracção traseira,,1,Importado,,,,,Metalizado,,,,,,,Série 3,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Maio,2018,99 870 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,23/05/2024,18 Meses,,Sim,Usados,14 950        EUR,8089702340,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2016,115 385 km,1 242 cm3,69 cv,Sim,Sim,Citadino,Cinzento,Manual,5,3,4,Classe 1,18/02/2024,18 Meses,,Sim,Usados,12 950        EUR,8089702335,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Business Edition,Diesel,Julho,2017,128 038 km,1 248 cm3,95 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,26/07/2023,18 Meses,,Sim,Usados,12 750        EUR,8089702327,4 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,0.8 cdi Pure 54,Diesel,Setembro,2010,121 000 km,799 cm3,54 cv,Sim,Sim,Pequeno citadino,Vermelho,Automática,5,2,,,,18 Meses,Sim,,Usados,5 999        EUR,8089638283,4 Julho 2023,,Tracção traseira,86 g/km,,,,"3,30 l/100km","3,30 l/100km",,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,D,Diesel,Junho,2013,116 451 km,1 560 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,Manual,,3,4,,,18 Meses,,Sim,Usados,13 990        EUR,8089915938,4 Julho 2023,,,,1,Importado,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS3,1.6 e-HDi So Chic,Diesel,Agosto,2012,245 000 km,1 560 cm3,92 cv,Sim,Sim,Citadino,Branco,Manual,,3,,,,18 Meses,Sim,,Usados,8 999        EUR,8089150227,4 Julho 2023,,Tracção dianteira,,,,,"4,40 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Setembro,2014,124 000 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,,18 Meses,,,Usados,14 490        EUR,8089958718,4 Julho 2023,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Crossland X,,Gasolina,Dezembro,2017,67 300 km,1 199 cm3,110 cv,Sim,Sim,SUV / TT,Branco,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,14 500        EUR,8089839193,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Abril,2017,115 519 km,1 560 cm3,75 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,13 750        EUR,8089944334,4 Julho 2023,,,,1,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Particular,Fiat,Tipo Station Wagon,1.4 T-Jet Business Line,Gasolina,Julho,2018,145 000 km,1 368 cm3,120 cv,,,Carrinha,Preto,Manual,6,5,5,Classe 1,,,,,Usados,14 500        EUR,8089833602,4 Julho 2023,,Tracção dianteira,180 g/km,2,,,9 l/100km,"6,10 l/100km",,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Novembro,2019,73 923 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,,,18 Meses,,Sim,Usados,17 999        EUR,8087596987,1 Julho 2023,,,,1,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure Pack,Gasolina,Março,2022,29 000 km,1 199 cm3,102 cv,Sim,Sim,SUV / TT,Azul,Manual,6,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,23 990        EUR,8089944893,1 Julho 2023,,,,1,Nacional,Sim,"5,50 l/100km",,,Metalizado,,,Sim,,,130 €,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Julho,2021,39 040 km,999 cm3,110 cv,Sim,Sim,Utilitário,Preto,Manual,6,5,5,,20/07/2025,18 Meses,,Sim,Usados,22 800        EUR,8089947094,4 Julho 2023,,Tracção dianteira,124 g/km,,Nacional,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XF,2.0 D Pure Aut.,Diesel,Julho,2018,170 000 km,1 999 cm3,163 cv,Sim,Sim,Sedan,Branco,Automática,,4,5,Classe 1,,18 Meses,Sim,Sim,Usados,23 990        EUR,8088683808,3 Julho 2023,,,,2,,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,320,d Exclusive,Diesel,Maio,2010,170 000 km,1 995 cm3,184 cv,,,Cabrio,Preto,Manual,,2,,,,,,,Usados,20 000        EUR,8089834271,4 Julho 2023,,,,,,,"6,30 l/100km",,,Metalizado,,,Sim,,,,Série 3,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure,Gasolina,Dezembro,2019,64 000 km,1 199 cm3,110 cv,Sim,Sim,SUV / TT,Preto,Manual,6,5,5,Classe 1,12/12/2023,18 Meses,Sim,Sim,Usados,17 990        EUR,8088910304,4 Julho 2023,Sim,,,,,,"5,80 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,2008,1.6 BlueHDi GT Line,Diesel,Fevereiro,2017,61 851 km,1 560 cm3,120 cv,,,SUV / TT,Vermelho,Manual,6,5,5,Classe 1,,,Sim,Sim,Usados,17 500        EUR,8089441350,4 Julho 2023,,Tracção dianteira,96 g/km,1,Nacional,Sim,"4,30 l/100km",,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,MX-5,MZR 1.8 Exclusive Plus,Gasolina,Julho,2012,85 250 km,1 798 cm3,126 cv,,,Cabrio,Cinzento,Manual,5,2,2,Classe 1,,18 Meses,,Sim,Usados,18 250        EUR,8088646412,4 Julho 2023,,,,,Importado,,"9,80 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,1.6 TDi Style S/S,Diesel,Janeiro,2017,63 000 km,1 598 cm3,115 cv,Sim,Sim,Carrinha,Preto,Manual,,5,5,Classe 1,,18 Meses,Sim,,Usados,18 900        EUR,8088059847,4 Julho 2023,,,,,Nacional,,"4,70 l/100km",,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 Momentum,Diesel,Maio,2018,170 000 km,1 969 cm3,120 cv,Sim,Sim,Utilitário,Azul,Manual,6,5,5,Classe 1,,18 Meses,,,Usados,19 700        EUR,8088059674,4 Julho 2023,,Tracção dianteira,,,Nacional,,4 l/100km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420,d Pack M Auto,Diesel,Fevereiro,2014,225 100 km,1 995 cm3,184 cv,Sim,Sim,Coupé,Branco,Automática,,2,4,Classe 1,,36 Meses,Sim,,Usados,25 200        EUR,8089510644,4 Julho 2023,,,,1,Nacional,,,,,,,,Sim,,,,Série 4,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Intens 50,Eléctrico,Junho,2021,58 900 km,,109 cv,Sim,Sim,Citadino,Branco,Automática,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,23 900        EUR,8089562694,4 Julho 2023,,Tracção dianteira,,,,Sim,,,,Metalizado,Sim,,,,395 km,,,,395 km,17 kWh/100km,Própria,,StandVirtual,Yes
Profissional,Renault,Captur,0.9 TCE Exclusive XMOD,Gasolina,Fevereiro,2020,26 000 km,898 cm3,90 cv,Sim,Sim,SUV / TT,Azul,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,17 900        EUR,8089851994,4 Julho 2023,,Tracção dianteira,,1,,Sim,"6,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Novembro,2020,25 342 km,999 cm3,110 cv,Sim,Sim,Utilitário,Preto,Manual,6,5,5,,,18 Meses,,,Usados,21 900        EUR,8089959175,4 Julho 2023,Sim,,109 g/km,,Nacional,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.6 BlueHDi Feel,Diesel,Junho,2017,51 590 km,1 560 cm3,75 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,,,18 Meses,,,Usados,15 900        EUR,8089959174,4 Julho 2023,,,93 g/km,,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Abril,2021,53 594 km,1 199 cm3,83 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,5,,,18 Meses,,,Usados,16 900        EUR,8089959173,4 Julho 2023,,,1 g/km,,Nacional,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,220 Active Tourer,d Line Sport,Diesel,Janeiro,2015,160 000 km,1 995 cm3,190 cv,Sim,Sim,Monovolume,Azul,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,18 950        EUR,8089955562,4 Julho 2023,,Tracção dianteira,,1,Nacional,Sim,"5,20 l/100km",,,,Sim,,,,,,Série 2,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI Advance,Diesel,Maio,2017,73 489 km,1 968 cm3,150 cv,Sim,Sim,Carrinha,Azul,Manual,6,5,5,,,18 Meses,,,Usados,27 900        EUR,8089959170,4 Julho 2023,,,109 g/km,,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,1.4 TDI Design,Diesel,Fevereiro,2018,73 833 km,1 422 cm3,90 cv,Sim,Sim,Citadino,Azul,Manual,5,5,4,,,18 Meses,,,Usados,18 900        EUR,8089959168,4 Julho 2023,,,97 g/km,,,,,,,,Sim,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,1.5 BlueHDi GT Line,Diesel,Janeiro,2019,74 147 km,1 499 cm3,130 cv,Sim,Sim,Sedan,Branco,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,27 950        EUR,8089955504,4 Julho 2023,,Tracção dianteira,,1,Nacional,,"4,70 l/100km",,,Pérola,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira,1.6 CDTi 120 Anos S/S,Diesel,Julho,2019,89 478 km,1 598 cm3,136 cv,Sim,Sim,Monovolume,Cinzento,Manual,6,5,7,Classe 1,,18 Meses,Sim,Sim,Usados,22 950        EUR,8089955470,4 Julho 2023,Sim,,,,Nacional,Sim,"5,60 l/100km",,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,Active Pack,Eléctrico,Agosto,2020,41 471 km,,136 cv,Sim,Sim,Citadino,Branco,Automática,,5,5,Classe 1,,36 Meses,Sim,Sim,Usados,24 490        EUR,8089959166,4 Julho 2023,,Tracção dianteira,,1,Importado,Sim,,,,Metalizado,,01/08/2028,,,300 km,,,,340 km,"16,90 kWh/100km",,,StandVirtual,Yes
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Novembro,2016,55 000 km,1 461 cm3,110 cv,Sim,Sim,SUV / TT,Azul,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,18 950        EUR,8089955448,4 Julho 2023,,Tracção dianteira,103 g/km,1,Nacional,,"4,20 l/100km",,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Maio,2018,117 000 km,1 598 cm3,120 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,18 Meses,Sim,,Usados,19 950        EUR,8089955386,4 Julho 2023,Sim,Tracção dianteira,107 g/km,1,Nacional,Sim,"4,70 l/100km",,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,EQ Passion,Eléctrico,Dezembro,2020,15 000 km,,82 cv,,,Citadino,Vermelho,Automática,,5,4,,,24 Meses,,,Usados,21 500        EUR,8089388742,4 Julho 2023,,,,,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Advantage,Diesel,Maio,2020,75 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,,36 Meses,,,Usados,28 490        EUR,8087610104,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,Sim,,,,Série 1,,,,,,StandVirtual,Yes
Profissional,Audi,Q2,1.6 TDI S tronic,Diesel,Março,2017,44 080 km,1 598 cm3,116 cv,Sim,Sim,SUV / TT,Branco,Automática,7,5,5,,,36 Meses,Sim,,Usados,29 700        EUR,8089252543,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Line Sport,Diesel,Julho,2017,115 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,,36 Meses,Sim,,Usados,19 000        EUR,8089171753,4 Julho 2023,,,,1,Nacional,,,,,,,,Sim,,,,Série 1,,,,,,StandVirtual,Yes
Profissional,Honda,Civic Tourer,1.6 i-DTEC Comfort,Diesel,Fevereiro,2015,169 000 km,1 597 cm3,120 cv,Sim,Sim,Carrinha,Branco,Manual,6,5,5,Classe 1,,36 Meses,Sim,,Usados,15 900        EUR,8089253727,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,120,d Pack M Auto,Diesel,Dezembro,2016,207 000 km,1 995 cm3,190 cv,,,Utilitário,Cinzento,Automática,8,5,5,Classe 1,,,,,Usados,23 500        EUR,8089916210,4 Julho 2023,,Tracção traseira,,,,,,,,,Sim,,Sim,,,,Série 1,,,,,,StandVirtual,Yes
Profissional,VW,Touran,2.0 TDI Highline,Diesel,Janeiro,2017,48 000 km,1 968 cm3,150 cv,Sim,Sim,Monovolume,Azul,Manual,6,5,7,Classe 1,,18 Meses,Sim,Sim,Usados,24 950        EUR,8089955187,4 Julho 2023,Sim,Tracção dianteira,120 g/km,1,Nacional,Sim,"5,60 l/100km",4 l/100km,Sim,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Junho,2019,66 000 km,1 461 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,18 Meses,Sim,,Usados,15 450        EUR,8089954885,4 Julho 2023,Sim,Tracção dianteira,127 g/km,1,Nacional,,"4,30 l/100km","3,60 l/100km",Sim,Mate,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Infiniti,Q30,,Diesel,Janeiro,2017,125 290 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Automática,6,5,5,Classe 1,,24 Meses,,Sim,Usados,20 950        EUR,8087798341,4 Julho 2023,,,,,Importado,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS3,1.2 PureTech So Chic EAT6,Gasolina,Maio,2019,54 600 km,1 199 cm3,110 cv,Sim,Sim,Citadino,Verde,Automática,,3,5,,01/05/2025,24 Meses,Sim,Sim,Usados,16 950        EUR,8088014635,4 Julho 2023,Sim,,,,Importado,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI S-line,Diesel,Setembro,2015,232 000 km,1 968 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,36 Meses,,,Usados,17 900        EUR,8089780051,4 Julho 2023,,,,1,Nacional,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine EAT6,Diesel,Fevereiro,2019,43 300 km,1 499 cm3,120 cv,Sim,Sim,Utilitário,Branco,Automática,,5,5,,,18 Meses,,,Usados,20 500        EUR,8089852511,4 Julho 2023,,,,1,Nacional,,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe GT Line,Gasolina,Março,2019,54 000 km,898 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,15 980        EUR,8089944038,4 Julho 2023,,Tracção dianteira,132 g/km,1,Nacional,Sim,"6,30 l/100km","4,20 l/100km",,Metalizado,Sim,,,,800 km,,,,,,,,StandVirtual,Yes
Profissional,VW,T-Roc,1.0 TSI Style,Gasolina,Agosto,2018,48 000 km,999 cm3,115 cv,Sim,Sim,SUV / TT,Azul,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,21 490        EUR,8087825659,4 Julho 2023,,Tracção dianteira,,1,Nacional,Sim,,,,Metalizado,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 BlueHDi Allure EAT6,Diesel,Fevereiro,2018,68 000 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Automática,6,5,,Classe 1,,18 Meses,Sim,Sim,Usados,25 900        EUR,8088119872,3 Julho 2023,,Tracção dianteira,108 g/km,1,,Sim,"4,70 l/100km",,,Metalizado,Sim,,,,1 200 km,140 €,,,,,,,StandVirtual,Yes
Particular,Renault,Espace,1.6 dCi Initiale Paris EDC,Diesel,Dezembro,2016,99 000 km,1 598 cm3,160 cv,,,Monovolume,Prateado,Automática,6,5,7,Classe 1,12/12/2024,,,Sim,Usados,23 999        EUR,8089790590,3 Julho 2023,,Tracção dianteira,120 g/km,1,Importado,,"5,10 l/100km","4,40 l/100km",,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,2.0 D2 Kinetic,Diesel,Dezembro,2017,83 000 km,1 969 cm3,120 cv,Sim,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,,18 Meses,,,Usados,21 700        EUR,8087799012,4 Julho 2023,,Tracção dianteira,,,Nacional,,"4,10 l/100km",,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Março,2019,60 000 km,1 499 cm3,105 cv,Sim,Sim,SUV / TT,Preto,Manual,,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,19 990        EUR,8088202223,4 Julho 2023,,Tracção dianteira,,1,Nacional,Sim,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Pack M Auto,Diesel,Março,2017,93 750 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Cinzento,Automática,8,4,5,Classe 1,,18 Meses,Sim,Sim,Usados,29 990        EUR,8087527627,4 Julho 2023,,Tracção traseira,,1,Nacional,Sim,"5,30 l/100km",,,Metalizado,Sim,,Sim,,,,Série 3,,,,,,StandVirtual,Yes
Profissional,BMW,420,d Line Luxury Auto,Diesel,Dezembro,2013,176 000 km,1 995 cm3,184 cv,Sim,Sim,Cabrio,Cinzento,Automática,8,2,4,Classe 1,,18 Meses,,Sim,Usados,23 490        EUR,8087983777,4 Julho 2023,,Tracção traseira,,1,,Sim,"5,90 l/100km",,,Metalizado,Sim,,Sim,,,,Série 4,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,1.6 TDI Sport,Diesel,Dezembro,2016,133 000 km,1 598 cm3,110 cv,Sim,Sim,Citadino,Cinzento,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,18 900        EUR,8089959157,4 Julho 2023,,Tracção dianteira,107 g/km,1,Importado,Sim,"4,70 l/100km","3,60 l/100km",,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Junho,2020,47 470 km,1 461 cm3,85 cv,Sim,Sim,Citadino,Branco,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Usados,19 900        EUR,8087594937,4 Julho 2023,,Tracção dianteira,,1,Importado,Sim,,,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring Pack M Auto,Diesel,Julho,2017,176 961 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,18 Meses,,Sim,Usados,25 900        EUR,8088912123,4 Julho 2023,,Tracção traseira,,1,Importado,Sim,,,,Metalizado,,,,,,,Série 3,,,,,,StandVirtual,Yes
Particular,BMW,428,i Pack M,Gasolina,Fevereiro,2014,168 000 km,1 997 cm3,245 cv,,,Coupé,Cinzento,Manual,6,2,4,Classe 1,,,,Sim,Usados,28 750        EUR,8089622980,4 Julho 2023,,Tracção traseira,156 g/km,,,,"8,90 l/100km","5,30 l/100km",,Metalizado,Sim,,,,,251 €,Série 4,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Outubro,2017,136 000 km,1 598 cm3,120 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Usados,18 990        EUR,8088784571,4 Julho 2023,,,,,Nacional,Sim,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,3.0 TDi V6 S-line Multitronic,Diesel,Março,2014,246 238 km,2 967 cm3,204 cv,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,18 Meses,,Sim,Usados,26 900        EUR,8088912137,4 Julho 2023,,Tracção dianteira,,1,Importado,Sim,"5,90 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,1.4 TDI S-line,Diesel,Janeiro,2017,142 124 km,1 422 cm3,90 cv,Sim,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,18 Meses,,Sim,Usados,17 900        EUR,8089291516,4 Julho 2023,,Tracção dianteira,,1,Importado,Sim,"4,20 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi Intens,Diesel,Novembro,2017,141 203 km,1 461 cm3,110 cv,Sim,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,,18 Meses,,Sim,Usados,15 900        EUR,8089355989,4 Julho 2023,,Tracção dianteira,,1,Importado,Sim,"4,20 l/100km",,,Metalizado,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,Rifter,1.5 BlueHDi Allure,Diesel,Outubro,2018,91 242 km,1 499 cm3,130 cv,Sim,Sim,Carrinha,Azul,Manual,6,5,5,,,24 Meses,Sim,Sim,Usados,25 950        EUR,8089959154,4 Julho 2023,,,,,Importado,Sim,,,,,Sim,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Junho,2016,106 000 km,1 496 cm3,116 cv,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,,18 Meses,Sim,Sim,Usados,21 490        EUR,8089721985,4 Julho 2023,,Tracção dianteira,104 g/km,,,Sim,,,,Metalizado,,,,,,154 €,Série X,,,,,,StandVirtual,Yes
Particular,Hyundai,Kauai,EV 64kWh Vanguard+TMS,Eléctrico,Janeiro,2022,8 900 km,,204 cv,,,SUV / TT,Cinzento,Automática,6,5,5,Classe 1,,,Sim,Sim,Usados,42 500        EUR,8089849176,3 Julho 2023,,Tracção dianteira,,1,Nacional,,,,,Metalizado,Sim,,,,484 km,,,,484 km,"14,70 kWh/100km",Própria,100 kWh,StandVirtual,Yes
Particular,BMW,730,d xDrive,Diesel,Maio,2014,250 000 km,2 993 cm3,258 cv,,,Sedan,Preto,Automática,8,4,5,Classe 1,17/03/2024,,,Sim,Usados,36 000        EUR,8089871537,3 Julho 2023,,Integral,158 g/km,,Importado,,"7,20 l/100km","5,30 l/100km",,Metalizado,,,Sim,,,,Série 7,,,,,,StandVirtual,Yes
Profissional,Toyota,Hilux,,Diesel,Julho,2017,173 004 km,2 393 cm3,150 cv,Sim,,SUV / TT,Branco,Manual,6,4,3,Classe 2,,18 Meses,Sim,Sim,Usados,31 500        EUR,8089156836,4 Julho 2023,Sim,,,1,Nacional,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Março,2022,21 413 km,1 950 cm3,116 cv,Sim,Sim,Sedan,Preto,Automática,,4,5,,,24 Meses,Sim,Sim,Usados,38 990        EUR,8089132046,4 Julho 2023,,,,,,,"5,40 l/100km",,,,,,,,,,Classe CLA,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2019,89 000 km,2 143 cm3,136 cv,,,Carrinha,Preto,Automática,,5,,,,,,,Usados,30 500        EUR,8089189519,4 Julho 2023,,,,,,,,,,Metalizado,,,,,,,Classe CLA,,,,,,StandVirtual,Yes
