Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Registo(s),Origem,Não fumador,2º Chave,Inspecção válida até,Livro de Revisões completo,Sub-modelo,IUC,IVA Discriminado,Filtro de partículas,Autonomia,Bateria,Gancho de Reboque,Consumo,Capacidade da bateria,Autonomia Máxima,Consumo Combinado,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Renault,Captur,0.9 TCE Sport,Gasolina,Novembro,2014,145 000 km,898 cm3,90 cv,SUV / TT,Castanho,Manual,5,5,5,Tracção dianteira,113 g/km,"5,90 l/100km","4,30 l/100km",Usados,10 900        EUR,8090566565,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-sport-ID8PxbX7.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Microcar,M.GO,,Diesel,Abril,2019,32 467 km,478 cm3,8 cv,Pequeno citadino,Azul,Automática,,3,2,Tracção dianteira,,,,Usados,10 990        EUR,8090679058,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/microcar-m-go-ID8PxFdv.html,,,,,,18 Meses,1,Importado,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500,1.2 Lounge MTA,Gasolina,Agosto,2016,155 000 km,1 242 cm3,69 cv,Citadino,Branco,Automática,,3,4,,,,,Usados,12 000        EUR,8090643371,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-mta-ID8PxwWW.html,Sim,,Sim,,,18 Meses,,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Ford,Focus SW,1.5 TDCi Trend+,Diesel,Maio,2015,192 000 km,1 499 cm3,120 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,99 g/km,"4,30 l/100km","3,40 l/100km",Usados,10 950        EUR,8090726964,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-trend-ID8PxRGc.html,,,,Metalizado,Classe 1,18 Meses,2,Nacional,Sim,Sim,01/05/2024,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,MINI,One,D,Diesel,Junho,2017,153 000 km,1 496 cm3,95 cv,Citadino,Outra,Manual,,5,5,,,,,Usados,14 980        EUR,8090712470,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PxNUq.html,,,,,,18 Meses,,Importado,Sim,Sim,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500,1.2 Lounge,Gasolina,Abril,2018,91 578 km,1 242 cm3,69 cv,Citadino,Cinzento,Manual,5,3,4,Tracção dianteira,129 g/km,"5,90 l/100km","4,40 l/100km",Usados,12 990        EUR,8090365959,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PvlLx.html,,Sim,Sim,,Classe 1,18 Meses,1,Nacional,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,MINI,One,D,Diesel,Dezembro,2012,174 400 km,1 598 cm3,90 cv,Utilitário,Bege,Manual,,3,4,Tracção dianteira,,,,Usados,10 990        EUR,8086665351,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PgP4j.html,,Sim,Sim,,Classe 1,18 Meses,,,,,01/12/2023,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,BMW,118,d Line Sport,Diesel,Novembro,2011,174 000 km,1 995 cm3,143 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,,,,Usados,13 999        EUR,8090102680,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-line-sport-ID8Pwfh6.html,,Sim,Sim,,,18 Meses,,Nacional,Sim,Sim,01/11/2023,,Série 1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,BMW,316,d Touring Auto Line Luxury,Diesel,Janeiro,2014,230 000 km,1 995 cm3,116 cv,Carrinha,Cinzento,Automática,,5,5,Tracção traseira,,,,Usados,14 990        EUR,8089747438,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-316-d-touring-auto-line-luxury-ID8PtKRo.html,Sim,Sim,Sim,,,18 Meses,,Importado,Sim,Sim,01/01/2024,,Série 3,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Ford,KA+,1.19 Ti-VCT White & Black Edition,Gasolina,Fevereiro,2019,38 400 km,1 196 cm3,85 cv,Utilitário,Branco,Manual,5,5,5,Tracção dianteira,114 g/km,"6,10 l/100km","4,40 l/100km",Usados,12 300        EUR,8090095784,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-19-ti-vct-white-black-edition-ID8PwdtS.html,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Citroën,C4 Cactus,1.2 PureTech Live,Gasolina,Dezembro,2015,124 636 km,1 199 cm3,82 cv,Utilitário,Preto,Manual,5,5,5,Tracção dianteira,107 g/km,"5,60 l/100km",4 l/100km,Usados,11 990        EUR,8089791321,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-live-ID8PtVhb.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,1,Nacional,Sim,Sim,,Sim,,108 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,3008,e-HDi 115 ETG6 Stop&Start Allure,Diesel,Novembro,2012,229 480 km,1 560 cm3,115 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Usados,11 860        EUR,8090153525,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-e-hdi-115-etg6-stop-start-allure-ID8Pwswb.html,,,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Março,2013,146 860 km,1 598 cm3,116 cv,Utilitário,Preto,Manual,,5,,,,"4,40 l/100km",,Usados,14 580        EUR,8089859132,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-sport-ID8PudUU.html,,,Sim,Metalizado,,36 Meses,,,,,,,Série 1,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Audi,A4,,Diesel,Maio,2010,188 450 km,1 968 cm3,136 cv,Sedan,Azul,Manual,6,4,5,,,,,Usados,14 900        EUR,8090679008,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-ID8PxFcI.html,Sim,,,,Classe 1,18 Meses,2,Nacional,Sim,Sim,,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Peugeot,107,1.0 Active 2-Tronic,Gasolina,Setembro,2011,150 000 km,998 cm3,68 cv,Citadino,Preto,Automática,,5,,,,"5,40 l/100km",,Usados,6 950        EUR,8090320915,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-107-1-0-active-2-tronic-ID8Pva31.html,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Citroën,C-Zero,Seduction,Eléctrico,Agosto,2013,132 000 km,,67 cv,Citadino,Branco,Automática,1,5,4,Tracção traseira,,,,Usados,7 090        EUR,8090366107,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c-zero-seduction-ID8PvlNW.html,,,,,Classe 1,,2,Importado,Sim,Sim,31/08/2024,Sim,,,,,,Própria,,,,100 km,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500,1.2 Lounge,Gasolina,Maio,2012,69 714 km,1 242 cm3,69 cv,Pequeno citadino,Cinzento,Manual,5,3,4,Tracção dianteira,,"5,90 l/100km",,Usados,11 250        EUR,8089035498,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PqLEu.html,Sim,Sim,Sim,Metalizado,,18 Meses,,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Mercedes-Benz,A 160,,Diesel,Janeiro,2014,150 000 km,1 461 cm3,90 cv,Citadino,Preto,Manual,,5,5,Tracção dianteira,98 g/km,,,Usados,14 990        EUR,8089845832,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-ID8Puaso.html,Sim,,,Metalizado,Classe 1,,1,Nacional,Sim,,07/01/2024,Sim,Classe A,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,Novembro,2016,72 000 km,999 cm3,71 cv,Citadino,Cinzento,Manual,5,5,4,Tracção dianteira,,,,Usados,12 950        EUR,8088148962,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8Pn31v.html,,Sim,Sim,Metalizado,Classe 1,18 Meses,,Importado,Sim,Sim,01/11/2024,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,108,1.0 VTi Active,Gasolina,Novembro,2017,123 000 km,998 cm3,69 cv,Citadino,Preto,Manual,5,5,4,,,,,Usados,9 450        EUR,8089277171,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-active-ID8PrMvr.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500C,,Gasolina,Junho,2016,79 990 km,1 242 cm3,69 cv,Pequeno citadino,Branco,Manual,5,3,4,,,,,Usados,13 250        EUR,8089077491,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-ID8PqVzN.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,SEAT,Ibiza,SC 2.0 TDi FR,Diesel,Abril,2013,216 576 km,1 968 cm3,143 cv,Citadino,Preto,Manual,6,3,,Tracção dianteira,119 g/km,"5,90 l/100km","3,90 l/100km",Usados,12 500        EUR,8090730504,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-2-0-tdi-fr-ID8PxSBi.html,,,,,,18 Meses,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Citroën,C3,1.2 VTi Exclusive,Gasolina,Abril,2016,64 456 km,1 199 cm3,82 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,104 g/km,"5,60 l/100km","4,10 l/100km",Usados,11 750        EUR,8090481187,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-vti-exclusive-ID8PvPK3.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Outubro,2016,157 365 km,1 461 cm3,90 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,128 g/km,"4,30 l/100km","3,60 l/100km",Usados,12 750        EUR,8090481212,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PvPKs.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,SEAT,Ibiza,1.4 TDi Reference,Diesel,Novembro,2016,256 955 km,1 422 cm3,90 cv,Utilitário,Preto,Manual,,5,5,Tracção dianteira,95 g/km,,,Usados,9 990        EUR,8089623193,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-4-tdi-reference-ID8Ptexr.html,Sim,,Sim,,,18 Meses,1,Nacional,Sim,,,Sim,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Maio,2019,175 062 km,1 499 cm3,102 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,,,,Usados,13 790        EUR,8088577255,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PoQrt.html,Sim,,Sim,,Classe 1,18 Meses,1,Nacional,Sim,,,Sim,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Toyota,Aygo,1.0 X-Pure,Gasolina,Julho,2016,92 000 km,998 cm3,69 cv,Pequeno citadino,Preto,Manual,,5,4,,,,,Usados,9 000        EUR,8090696168,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-pure-ID8PxJFu.html,,,,Metalizado,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,BMW,118,d DPF Edition Sport,Diesel,Junho,2010,238 000 km,1 995 cm3,143 cv,Utilitário,Preto,Manual,,3,,,,"5,90 l/100km",,Usados,13 950        EUR,8090422223,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-dpf-edition-sport-ID8PvAp1.html,,Sim,Sim,Mate,,36 Meses,,,,,,,Série 1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Maio,2015,280 870 km,1 461 cm3,90 cv,Utilitário,Preto,Manual,5,5,5,,,,,Usados,9 990        EUR,8090669839,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PxCOP.html,Sim,Sim,Sim,,Classe 1,18 Meses,,,,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,BMW,318,d Touring Auto Line Sport,Diesel,Abril,2015,246 882 km,1 995 cm3,143 cv,Carrinha,Preto,Automática,,5,5,,,,,Usados,14 990        EUR,8090669834,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-line-sport-ID8PxCOK.html,Sim,Sim,Sim,Metalizado,,36 Meses,,Nacional,,,,,Série 3,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Fevereiro,2016,154 032 km,1 560 cm3,75 cv,Utilitário,Prateado,Manual,5,5,5,,,,,Usados,10 950        EUR,8090669820,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8PxCOv.html,Sim,Sim,,,Classe 1,18 Meses,1,,,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500,,Híbrido (Gasolina),Maio,2021,53 186 km,999 cm3,70 cv,Pequeno citadino,Branco,Manual,6,2,4,,,,,Usados,14 950        EUR,8090669823,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-ID8PxCOz.html,Sim,Sim,Sim,,,18 Meses,,,,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Dacia,Sandero,Stepway dCi 90 Prestige,Diesel,Julho,2014,118 097 km,1 461 cm3,90 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,105 g/km,"4,60 l/100km","3,70 l/100km",Usados,9 690        EUR,8090654703,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-stepway-dci-90-prestige-ID8PxySH.html,,,,Metalizado,Classe 1,18 Meses,,,Sim,Sim,01/07/2024,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,508 SW,2.0 BlueHDi Allure J18,Diesel,Fevereiro,2012,210 000 km,1 997 cm3,150 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,,5 l/100km,,Usados,12 500        EUR,8090730499,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-2-0-bluehdi-allure-j18-ID8PxSBd.html,,,Sim,,Classe 1,36 Meses,1,Nacional,Sim,Sim,29/02/2024,Sim,,,,,,,,,,,,31/10/2026,,StandVirtual,Yes,2023-09-30
Profissional,Citroën,Berlingo,1.6 BlueHDi Feel Edition,Diesel,Novembro,2017,74 685 km,1 560 cm3,100 cv,Carrinha,Branco,Manual,5,5,3,Tracção dianteira,109 g/km,"4,60 l/100km","3,90 l/100km",Usados,13 740        EUR,8090476888,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-berlingo-1-6-bluehdi-feel-edition-ID8PvOCI.html,Sim,Sim,Sim,Metalizado,,18 Meses,1,Nacional,Sim,Sim,01/11/2023,Sim,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500,1.2 Lounge Dualogic S&S,Gasolina,Abril,2019,100 653 km,1 242 cm3,69 cv,Citadino,Branco,Automática,,3,4,,,,,Usados,12 990        EUR,8090670009,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-dualogic-s-s-ID8PxCRz.html,,Sim,Sim,Metalizado,Classe 1,18 Meses,1,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Julho,2017,86 335 km,999 cm3,75 cv,Citadino,Cinzento,Manual,5,5,5,,112 g/km,,,Usados,13 500        EUR,8090670004,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PxCRu.html,Sim,Sim,Sim,,Classe 1,18 Meses,,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Fiat,500,1.2 RockStar,Gasolina,Agosto,2019,33 221 km,1 242 cm3,69 cv,Citadino,Branco,Manual,5,3,4,Tracção dianteira,,,,Usados,14 900        EUR,8090599474,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-rockstar-ID8PxkwU.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,1,,,Sim,07/08/2025,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Nissan,Juke,1.5 dCi N-Connecta,Diesel,Julho,2015,187 000 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Manual,,5,,Tracção dianteira,,"5,20 l/100km",,Usados,13 150        EUR,8090730494,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-5-dci-n-connecta-ID8PxSB8.html,,Sim,Sim,Metalizado,Classe 1,36 Meses,,Nacional,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,VW,Up!,1.0 BlueMotion Move Auto,Gasolina,Abril,2016,62 000 km,999 cm3,60 cv,Citadino,Branco,Automática,5,3,4,Tracção dianteira,93 g/km,"4,60 l/100km","3,70 l/100km",Usados,12 900        EUR,8090493787,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-up-1-0-bluemotion-move-auto-ID8PvT1h.html,,,,,Classe 1,18 Meses,1,Nacional,Sim,Sim,30/04/2024,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique CO2 Champion,Diesel,Fevereiro,2011,221 332 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,,5,5,,,,,Usados,8 900        EUR,8090599491,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-dynamique-co2-champion-ID8Pxkvb.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,1,,,Sim,07/02/2024,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,MINI,Cooper,SD,Diesel,Abril,2013,115 000 km,1 995 cm3,143 cv,Citadino,Vermelho,Manual,6,3,4,Tracção dianteira,,,,Usados,14 500        EUR,8087580157,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-sd-ID8PkF3f.html,,Sim,Sim,,Classe 1,18 Meses,,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Grand Scénic,1.6 dCi Dynamique S SS,Diesel,Julho,2013,180 000 km,1 598 cm3,130 cv,Monovolume,Cinzento,Manual,6,5,7,Tracção dianteira,114 g/km,"6,10 l/100km",4 l/100km,Usados,13 500        EUR,8090604093,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-6-dci-dynamique-s-ss-ID8PxlIp.html,,,,Metalizado,Classe 1,36 Meses,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Smart,ForTwo Coupé,Electric Drive Passion,Eléctrico,Novembro,2017,39 000 km,,82 cv,Pequeno citadino,Cinzento,Automática,,3,2,,,,,Usados,14 700        EUR,8088364044,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-passion-ID8PnVYA.html,,Sim,Sim,Mate,Classe 1,18 Meses,1,Nacional,Sim,Sim,,Sim,,,,,,Própria,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Audi,A4 Avant,2.0 TDI Business Line S-line,Diesel,Outubro,2012,234 000 km,1 968 cm3,177 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,126 g/km,"5,70 l/100km","4,30 l/100km",Usados,13 750        EUR,8090604020,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-business-line-s-line-ID8PxlHe.html,,,,Metalizado,Classe 1,36 Meses,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Ford,Fiesta,1.0 Ti-VCT Trend,Gasolina,Abril,2014,107 000 km,998 cm3,80 cv,Citadino,Cinzento,Manual,5,5,5,Tracção dianteira,99 g/km,"5,10 l/100km",,Usados,10 250        EUR,8089390035,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ti-vct-trend-ID8PsfSP.html,,Sim,Sim,,Classe 1,18 Meses,1,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Honda,CR-V,2.2 i-DTEC Comfort,Diesel,Agosto,2011,226 000 km,2 199 cm3,150 cv,SUV / TT,Cinzento,Manual,6,5,5,Integral,171 g/km,8 l/100km,"5,60 l/100km",Usados,12 000        EUR,8090000380,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-cr-v-2-2-i-dtec-comfort-ID8PuOF6.html,,,,Metalizado,Classe 1,,,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Citroën,C4 Grand Picasso,1.6 BlueHDi Shine,Diesel,Junho,2018,100 000 km,1 560 cm3,120 cv,Monovolume,Cinzento,Manual,6,5,7,,,,,Usados,17 990        EUR,8090702432,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-grand-picasso-1-6-bluehdi-shine-ID8PxLiv.html,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,1,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Volvo,V60,2.0 D3 VOR Geartronic,Diesel,Março,2017,77 583 km,1 969 cm3,150 cv,Carrinha,Preto,Automática,7,5,5,,114 g/km,,,Usados,24 850        EUR,8090124872,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d3-vor-geartronic-ID8Pwl32.html,,Sim,Sim,Metalizado,,18 Meses,,Nacional,,Sim,,,,"235,26 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen,Diesel,Agosto,2018,74 681 km,1 461 cm3,110 cv,Carrinha,Preto,Manual,6,5,5,,95 g/km,,,Usados,15 900        EUR,8090722704,29 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-zen-ID8PxQzu.html,Sim,Sim,,,,24 Meses,,Nacional,,,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Agosto,2021,60 000 km,999 cm3,90 cv,SUV / TT,Branco,Manual,6,5,5,,133 g/km,"6,30 l/100km","4,70 l/100km",Usados,20 450        EUR,8089554240,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PsVBi.html,,,,,Classe 1,18 Meses,,Nacional,Sim,Sim,,Sim,,108 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Audi,Q2,30 TFSI Advanced,Gasolina,Junho,2021,20 000 km,999 cm3,110 cv,SUV / TT,Preto,Manual,6,5,5,Tracção dianteira,132 g/km,"6,20 l/100km","4,40 l/100km",Usados,29 480        EUR,8090671544,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q2-30-tfsi-advanced-ID8PxDgk.html,,Sim,Sim,,,36 Meses,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,e-2008,Allure Pack,Eléctrico,Abril,2021,16 100 km,,136 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Usados,29 900        EUR,8089156826,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-allure-pack-ID8Prhdo.html,Sim,Sim,,Metalizado,Classe 1,24 Meses,1,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Particular,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Março,2019,130 100 km,1 499 cm3,130 cv,SUV / TT,Preto,Automática,8,5,5,Tracção dianteira,,"4,10 l/100km",,Usados,25 500        EUR,8090573958,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PxdSm.html,,,,,Classe 1,,,,,,,,,,,,,,,,,5 km,,,,StandVirtual,Yes,2023-09-30
Profissional,Renault,Kadjar,1.5 dCi Black Edition,Diesel,Julho,2019,91 737 km,1 461 cm3,115 cv,SUV / TT,Preto,Manual,6,5,5,,,,,Usados,24 300        EUR,8090616175,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-black-edition-ID8PxoRh.html,Sim,,,,,18 Meses,,Nacional,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Skoda,Octavia Break,2.0 TDI Style,Diesel,Julho,2021,34 438 km,1 968 cm3,116 cv,Carrinha,Azul,Manual,,5,5,,,,,Usados,25 990        EUR,8090689793,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-2-0-tdi-style-ID8PxI0F.html,Sim,,,,,36 Meses,,Nacional,,,,,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-30
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Abril,2019,114 400 km,1 499 cm3,130 cv,SUV / TT,Preto,Automática,,5,5,,,,,Usados,27 900        EUR,8089810907,30 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8Pu1n5.html,Sim,,,Metalizado,,18 Meses,,Nacional,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-30
