Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Site,Portugal,Data
Particular,Renault,Mégane Sport Tourer,1.5 dCi Confort SS,Diesel,Maio,2013,245 000 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,93 g/km,Sim,12/12/2023,3,Importado,Sim,Sim,Sim,"3,90 l/100km","3,40 l/100km",Usados,7 900        EUR,8090577270,23 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-confort-ss-ID8PxeJM.html,StandVirtual,Yes,2023-10-25
