Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Possibilidade de financiamento,Tipo de cor,Tracção,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Valor Fixo,Emissões CO2,IUC,Filtro de partículas,Consumo Extra Urbano,Sub-modelo,Garantia de Fábrica até,Consumo Combinado,IVA Discriminado,IVA dedutível,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,ou até,Consumo,Clássico,Site,Portugal
Profissional,Audi,A6 Avant,40 TDI Sport S tronic,Diesel,Outubro,2019,59 022 km,1 968 cm3,204 cv,Sim,Carrinha,Cinzento,Automática,,5,5,,Nacional,,,,,Usados,46 950        EUR,8089470805,9 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Fevereiro,2020,62 464 km,1 950 cm3,306 cv,Sim,Carrinha,Prateado,Automática,,5,5,,Nacional,,,,,Usados,47 500        EUR,8089552873,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,Classe E,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Auto,Híbrido (Gasolina),Novembro,2019,39 500 km,1 998 cm3,292 cv,Sim,Sedan,Prateado,Automática,,4,5,Classe 1,,,Sim,Sim,,Usados,47 746        EUR,8088521260,10 Julho 2023,Sim,Metalizado,Tracção traseira,,24 Meses,,Sim,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLB 180,d AMG Line,Diesel,Outubro,2022,10 764 km,1 950 cm3,116 cv,Sim,SUV / TT,Preto,Automática,8,5,7,,Nacional,Sim,Sim,Sim,,Usados,57 900        EUR,8089286092,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,24 Meses,1,Sim,,,Sim,,Classe GLB,01/10/2025,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Touring Line Sport Auto,Híbrido (Gasolina),Fevereiro,2022,22 300 km,1 998 cm3,292 cv,Sim,Sedan,Branco,Automática,,5,5,Classe 1,,,Sim,Sim,,Usados,54 146        EUR,8088415436,10 Julho 2023,Sim,,,,24 Meses,,Sim,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,730,d xDrive Pack M,Diesel,Setembro,2017,116 874 km,2 993 cm3,265 cv,Sim,Sedan,Branco,Automática,8,4,5,Classe 1,Importado,Sim,Sim,Sim,"6,90 l/100km",Usados,47 900        EUR,8090002619,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,1,,152 g/km,,,"5,10 l/100km",Série 7,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,Sprinter,314 CDI Longa HA 7G-TRONIC Plus,Diesel,Fevereiro,2019,231 000 km,2 143 cm3,143 cv,Sim,Carrinha,Branco,Automática,7,4,9,Classe 2,,Sim,,Sim,,Usados,49 900        EUR,8089514891,10 Julho 2023,Sim,Mate,Tracção traseira,,18 Meses,1,,186 g/km,,Sim,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,BMW,220,d Pack M Auto,Diesel,Abril,2022,16 000 km,1 995 cm3,190 cv,Sim,Coupé,Branco,Automática,8,2,4,Classe 1,,,Sim,Sim,,Usados,53 846        EUR,8089947432,10 Julho 2023,Sim,,Tracção dianteira,,24 Meses,,Sim,132 g/km,,,,Série 2,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,S,Diesel,Outubro,2015,120 000 km,2 967 cm3,258 cv,Sim,SUV / TT,Preto,Automática,,5,5,,Importado,Sim,Sim,Sim,,Usados,49 950        EUR,8085481869,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh Tech,Eléctrico,Outubro,2022,6 300 km,,204 cv,,SUV / TT,Cinzento,Automática,,5,5,,Nacional,Sim,Sim,,,Usados,46 790        EUR,8089863871,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,Sim,,,,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Março,2022,17 200 km,1 993 cm3,200 cv,Sim,Carrinha,Preto,Automática,9,5,5,Classe 1,Nacional,Sim,Sim,Sim,"5,90 l/100km",Usados,54 900        EUR,8089028756,10 Julho 2023,Sim,,Tracção traseira,,24 Meses,,Sim,,,Sim,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai N,2.0 T-GDi Performance Pack,Gasolina,Agosto,2022,1 218 km,1 998 cm3,280 cv,Sim,SUV / TT,Azul,Automática,,5,5,,Nacional,,,Sim,,Usados,47 990        EUR,8088241000,10 Julho 2023,Sim,Metalizado,,,36 Meses,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Ariya,63 kWh Advance,Eléctrico,Setembro,2022,13 500 km,,218 cv,Sim,SUV / TT,Verde,Automática,,5,5,Classe 1,Nacional,Sim,,Sim,,Usados,51 500        EUR,8089245565,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,36 Meses,,,,,,,,15/09/2025,,Sim,Sim,,403 km,63 kWh,Própria,100 000 km,"17,60 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d 4-Matic,Diesel,Julho,2018,96 507 km,2 143 cm3,204 cv,,SUV / TT,Azul,Automática,,5,,,Nacional,,,,,Usados,51 999        EUR,8088210554,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,Classe GLC,,,,,,,,,,,,StandVirtual,Yes
Profissional,Chevrolet,Camaro,Coupe 2.0 Aut.,Gasolina,Julho,2017,93 000 km,1 998 cm3,275 cv,Sim,Coupé,Cinzento,Automática,8,2,4,Classe 1,Importado,,,,"10,20 l/100km",Usados,45 500        EUR,8090009227,10 Julho 2023,Sim,Metalizado,Tracção traseira,01/07/2025,18 Meses,1,,181 g/km,300 €,,"6,60 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,Auto,Gasolina,Fevereiro,2015,115 000 km,2 979 cm3,431 cv,Sim,Cabrio,Preto,Automática,8,2,4,Classe 1,Nacional,,Sim,,"11,10 l/100km",Usados,60 950        EUR,8067665193,4 Julho 2023,,Metalizado,Tracção traseira,,36 Meses,1,,,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,,Gasolina,Abril,2019,38 925 km,2 979 cm3,450 cv,Sim,Coupé,Preto,Automática,7,2,4,Classe 1,Nacional,Sim,,Sim,"11,10 l/100km",Usados,76 990        EUR,8089010757,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Desportiva M,Eléctrico,Junho,2022,9 198 km,,340 cv,,Sedan,Branco,Automática,,5,5,Classe 1,,,Sim,Sim,,Usados,68 000        EUR,8089372171,10 Julho 2023,Sim,Metalizado,,,36 Meses,1,Sim,,,,,Série i,20/06/2030,,,Sim,,,,,,,,StandVirtual,Yes
Particular,Porsche,Taycan Cross Turismo,4,Eléctrico,Fevereiro,2022,39 000 km,,476 cv,,Carrinha,Preto,Automática,,5,5,Classe 1,,,,,,Usados,110 000        EUR,8089431729,9 Julho 2023,,Metalizado,Integral,,,,,,,,,,28/02/2024,,,,400 km,389 km,93 kWh,,,"22,40 kWh/100km",,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.0 T Veloce TI Q4 AT8,Gasolina,Julho,2021,14 100 km,1 995 cm3,280 cv,Sim,SUV / TT,Cinzento,Automática,8,5,5,,,Sim,Sim,Sim,,Usados,72 000        EUR,8085669830,11 Julho 2023,Sim,Metalizado,Integral,,36 Meses,,,194 g/km,,,,,,,,,,,,,,,Sim,StandVirtual,Yes
Profissional,Porsche,Cayenne,Platinum Edition,Diesel,Julho,2018,92 000 km,2 967 cm3,263 cv,Sim,SUV / TT,Branco,Automática,8,5,5,Classe 1,,Sim,Sim,Sim,,Usados,65 000        EUR,8080832569,11 Julho 2023,Sim,Metalizado,Integral,,18 Meses,1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,Q4 Sportback e-tron,40 82 kWH,Eléctrico,Janeiro,2022,42 000 km,,204 cv,,SUV / TT,Cinzento,Automática,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,65 000        EUR,8089785964,11 Julho 2023,,Metalizado,Tracção traseira,01/01/2024,,1,,,,,,,01/01/2028,,,,,523 km,,Própria,,"17,30 kWh/100km",,StandVirtual,Yes
Profissional,Skoda,Enyaq,iV 80,Eléctrico,Maio,2022,6 km,,204 cv,Sim,SUV / TT,Branco,Automática,,5,5,,Importado,,,,,Usados,64 700        EUR,8086910250,10 Julho 2023,Sim,,,,36 Meses,,,,,,,,,,,Sim,,,,Própria,,,,StandVirtual,Yes
Profissional,Skoda,Enyaq,iV 80,Eléctrico,Maio,2022,2 km,,204 cv,Sim,SUV / TT,Preto,Automática,,5,5,,Importado,,,,,Usados,64 700        EUR,8086910243,10 Julho 2023,Sim,,,,36 Meses,,,,,,,,,,,Sim,,,,Própria,,,,StandVirtual,Yes
Particular,Mercedes-Benz,AMG GT,,Gasolina,Dezembro,2015,65 000 km,3 982 cm3,510 cv,,Coupé,Preto,Automática,7,2,2,,,,,Sim,"12,20 l/100km",Usados,89 999        EUR,8089198196,10 Julho 2023,,Mate,Tracção traseira,,,,Sim,219 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Setembro,2022,25 000 km,,286 cv,,SUV / TT,Preto,Automática,,5,5,Classe 2,,,,Sim,,Usados,72 900        EUR,8089718554,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,Série X,,,,Sim,,,,,,,,StandVirtual,Yes
Particular,Porsche,Macan,Standard,Gasolina,Dezembro,2018,49 980 km,1 984 cm3,245 cv,,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,Nacional,Sim,Sim,Sim,"9,50 l/100km",Usados,65 000        EUR,8089863685,10 Julho 2023,,Metalizado,Integral,,,1,,231 g/km,,,"7,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,992,Carrera S PDK,Gasolina,Março,2019,25 000 km,2 981 cm3,450 cv,Sim,Coupé,Cinzento,Automática,8,2,4,,,Sim,Sim,Sim,"11,60 l/100km",Usados,169 999        EUR,8089792576,10 Julho 2023,Sim,Metalizado,Tracção traseira,,18 Meses,,Sim,241 g/km,,,"7,60 l/100km",911 (Todos),,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,GT-R,3.8 V6 Pack Prestige,Gasolina,Agosto,2016,30 000 km,3 799 cm3,570 cv,Sim,Coupé,Preto,Automática,6,3,4,Classe 1,Nacional,Sim,Sim,Sim,"17,50 l/100km",Usados,149 999        EUR,8089772707,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,Sim,325 g/km,,,"11,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Particular,Jaguar,F-Type,3.0 V6 S/C S,Gasolina,Junho,2015,39 000 km,2 995 cm3,380 cv,,Coupé,Azul,Automática,8,2,,Classe 1,Nacional,,,,"12,80 l/100km",Usados,72 000        EUR,8090009686,10 Julho 2023,,,Tracção traseira,,,,,209 g/km,,,7 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Particular,Land Rover,Range Rover Velar,3.0 R-Dynamic HSE,Gasolina,Julho,2018,74 750 km,2 995 cm3,380 cv,,SUV / TT,Preto,Automática,,5,,,,,,,"12,70 l/100km",Usados,78 500        EUR,8089096961,10 Julho 2023,,Metalizado,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,McLaren,570,,Gasolina,Maio,2017,27 000 km,3 799 cm3,570 cv,,Coupé,Cinzento,Automática,,2,2,Classe 1,,,Sim,,,Usados,189 990        EUR,8089301236,10 Julho 2023,Sim,Metalizado,Tracção traseira,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,3.0 D R-Dynamic HSE,Diesel,Dezembro,2018,141 000 km,2 993 cm3,300 cv,Sim,SUV / TT,Preto,Automática,8,5,5,,Nacional,Sim,Sim,Sim,"7,40 l/100km",Usados,69 990        EUR,8089628429,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,1,Sim,206 g/km,,,"5,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera Sport Turismo,4 E-Hybrid,Híbrido (Gasolina),Dezembro,2018,80 000 km,2 894 cm3,462 cv,Sim,Carrinha,Preto,Automática,8,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,92 500        EUR,8089936693,10 Julho 2023,Sim,Metalizado,Integral,,36 Meses,1,,,,,,,31/08/2025,,,,,54 km,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 T8 PHEV Inscription AWD,Híbrido (Gasolina),Novembro,2021,5 200 km,1 969 cm3,392 cv,Sim,SUV / TT,Cinzento,Automática,8,5,7,Classe 1,Importado,Sim,Sim,Sim,,Usados,89 900        EUR,8089447263,10 Julho 2023,Sim,Metalizado,Integral,,24 Meses,1,Sim,,,Sim,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Lamborghini,Murcielago,LP640 E-Gear Roadster,Gasolina,Fevereiro,2010,12 000 km,6 496 cm3,640 cv,Sim,Cabrio,Cinzento,Automática,6,2,2,,Nacional,Sim,Sim,Sim,"32,30 l/100km",Usados,329 900        EUR,8089945655,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,Sim,495 g/km,,,15 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,AMG GT,S,Gasolina,Setembro,2018,47 356 km,3 982 cm3,510 cv,Sim,Coupé,Cinzento,Automática,,2,2,,,Sim,Sim,Sim,"12,20 l/100km",Usados,139 950        EUR,8088017553,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,EQE,350 +,Eléctrico,Abril,2022,14 000 km,,292 cv,,Sedan,Preto,Automática,10,4,,,,,,,,Usados,72 000        EUR,8089863373,10 Julho 2023,,,Tracção traseira,,,,Sim,,,,,,01/06/2025,,,,,567 km,,Própria,,"15,90 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d 4Matic All-Terrain,Diesel,Julho,2022,20 900 km,1 993 cm3,200 cv,,Carrinha,Branco,Automática,,5,5,,Nacional,,,,,Usados,67 700        EUR,8089159525,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe C,,5 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Agosto,2022,15 321 km,1 950 cm3,306 cv,,Carrinha,Prateado,Automática,,5,5,,Nacional,,,,,Usados,70 000        EUR,8089159515,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe E,,"1,40 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350 +,Eléctrico,Abril,2022,32 216 km,,292 cv,,Sedan,Prateado,Automática,,4,5,,Nacional,,,,,Usados,80 000        EUR,8089159520,10 Julho 2023,,,,,24 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Fevereiro,2021,32 500 km,2 894 cm3,462 cv,,Sedan,Preto,Automática,,5,,,Nacional,Sim,Sim,Sim,,Usados,118 000        EUR,8089948777,10 Julho 2023,,Metalizado,,,,1,,,,,,,,,,,,56 km,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 63 AMG,S,Gasolina,Outubro,2015,120 000 km,3 982 cm3,510 cv,,Carrinha,Cinzento,Automática,7,5,5,Classe 1,,,,,,Usados,65 990        EUR,8088584500,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Maserati,Grecale,2.0 GT,Gasolina,Julho,2022,1 000 km,1 995 cm3,300 cv,,SUV / TT,Preto,Automática,,5,5,,,Sim,,Sim,,Usados,125 000        EUR,8088278912,10 Julho 2023,Sim,Metalizado,Integral,,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2022,14 300 km,1 950 cm3,306 cv,,Carrinha,Preto,Automática,,5,5,,Nacional,,,,,Usados,70 800        EUR,8089159483,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe E,,"1,40 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),Novembro,2021,39 000 km,1 950 cm3,320 cv,,SUV / TT,Preto,Automática,,5,5,,Nacional,,,,,Usados,68 000        EUR,8089159389,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe GLC,,"1,70 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Dezembro,2021,38 000 km,1 992 cm3,265 cv,,Carrinha,Vermelho,Automática,,5,5,,Nacional,,,,,Usados,62 000        EUR,8089159413,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe C,,"5,20 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLS 400,d 4-Matic,Diesel,Junho,2021,32 000 km,2 925 cm3,330 cv,,SUV / TT,Azul,Automática,,5,7,,Nacional,,,,,Usados,129 000        EUR,8089159417,10 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe GLS,,"9,10 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,40 TDI S tronic,Diesel,Julho,2020,55 000 km,1 968 cm3,204 cv,Sim,Sedan,Azul,Automática,,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,61 750        EUR,8089491475,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,"235,26 €",Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Aston Martin,Rapide,,Gasolina,Janeiro,2017,22 450 km,5 935 cm3,476 cv,,Sedan,Branco,Automática,,5,5,Classe 1,,,,,"24,60 l/100km",Usados,190 000        EUR,8089964334,10 Julho 2023,,Pérola,Tracção traseira,,,,,,,Sim,,,,,,,300 km,,,,,,,StandVirtual,Yes
Profissional,Lamborghini,Aventador,LP750-4 SV  1 di 600,Gasolina,Março,2016,9 000 km,6 500 cm3,750 cv,Sim,Coupé,Vermelho,Automática,7,2,2,Classe 1,,Sim,Sim,Sim,,Usados,599 000        EUR,8040133756,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Junho,2021,35 807 km,,286 cv,Sim,SUV / TT,Branco,Automática,,5,,Classe 2,,,,,,Usados,61 950        EUR,8089085956,10 Julho 2023,Sim,Metalizado,Tracção traseira,,18 Meses,,Sim,,,,,Série X,,,,Sim,,453 km,74 kWh,Própria,,"18,90 kWh/100km",,StandVirtual,Yes
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Abril,2019,53 784 km,2 894 cm3,462 cv,Sim,Sedan,Cinzento,Automática,8,5,4,Classe 1,Nacional,,,Sim,,Usados,99 990        EUR,8089851615,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,Sim,45 g/km,,,,,,,,,56 km,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 35 AMG,4Matic Shooting Brake Speedshift 7G-DCT,Gasolina,Fevereiro,2020,25 000 km,1 991 cm3,306 cv,Sim,Carrinha,Cinzento,Automática,,5,5,,,Sim,Sim,Sim,,Usados,60 950        EUR,8089506179,8 Julho 2023,Sim,Mate,Integral,,18 Meses,,Sim,,,Sim,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 43 AMG,Coupé 4Matic,Gasolina,Agosto,2018,108 000 km,2 996 cm3,390 cv,Sim,SUV / TT,Cinzento,Automática,,5,5,,Nacional,Sim,Sim,Sim,"13,70 l/100km",Usados,78 999        EUR,8088538210,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,Sim,,,,,Classe GLE,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,SL 63 AMG,4Matic+,Gasolina,Maio,2022,500 km,3 982 cm3,584 cv,Sim,Cabrio,Preto,Automática,9,2,4,Classe 1,Nacional,Sim,Sim,Sim,,Usados,279 900        EUR,8087165958,10 Julho 2023,Sim,,Integral,,18 Meses,,,,,,,Classe SL,01/04/2024,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Julho,2020,124 000 km,2 998 cm3,394 cv,Sim,SUV / TT,Branco,Automática,,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,68 750        EUR,8089440727,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,"559,90 €",,,Série X,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,3.0 D R-Dynamic,Diesel,Janeiro,2019,112 900 km,2 993 cm3,300 cv,,SUV / TT,Cinzento,Automática,,5,5,,Nacional,,Sim,,,Usados,74 990        EUR,8088643379,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,400 4Matic,Eléctrico,Maio,2021,43 215 km,,408 cv,,SUV / TT,Cinzento,Automática,,5,5,,Nacional,,,,,Usados,69 000        EUR,8089636660,10 Julho 2023,,,,,24 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 63 AMG,S Shooting Brake 4-Matic,Gasolina,Agosto,2014,135 000 km,5 461 cm3,585 cv,Sim,Carrinha,Branco,Automática,7,5,5,,Nacional,Sim,Sim,Sim,,Usados,64 999        EUR,8088773506,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,Sim,,,,,Classe CLS,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQB,350 4Matic AMG Line,Eléctrico,Fevereiro,2022,24 620 km,,292 cv,,SUV / TT,Vermelho,Automática,,5,5,,Nacional,,,,,Usados,66 000        EUR,8089557087,10 Julho 2023,,,,,24 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,Turbo S E-Hybrid,Híbrido (Gasolina),Junho,2021,40 000 km,3 996 cm3,680 cv,Sim,Sedan,Preto,Automática,8,5,5,,Nacional,Sim,Sim,Sim,,Usados,178 999        EUR,8088538200,10 Julho 2023,Sim,Metalizado,Integral,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,EQC,400 4Matic AMG Line,Eléctrico,Dezembro,2020,29 700 km,,408 cv,,SUV / TT,Preto,Automática,,5,,Classe 1,Importado,Sim,Sim,Sim,,Usados,63 800        EUR,8090010346,10 Julho 2023,,Metalizado,Integral,21/12/2024,,1,,,,,,,03/07/2025,,,,416 km,416 km,,,,18 kWh/100km,,StandVirtual,Yes
Profissional,BMW,i4,eDrive40 Pack M,Eléctrico,Fevereiro,2022,20 000 km,,340 cv,,Sedan,Cinzento,Automática,,5,5,,,,,,,Usados,67 900        EUR,8089636137,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,Série i,,,,Sim,,,,,,,,StandVirtual,Yes
Particular,McLaren,MP4-12C,,Gasolina,Setembro,2012,40 008 km,3 799 cm3,600 cv,,Coupé,Cinzento,Automática,,2,2,,,,,,,Usados,140 000        EUR,8088719235,10 Julho 2023,,Mate,Tracção traseira,,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,GT-R,,Gasolina,Julho,2010,42 000 km,3 799 cm3,550 cv,,Coupé,Cinzento,Automática,,3,4,Classe 1,,,,,,Usados,92 500        EUR,8088719163,10 Julho 2023,,Metalizado,Integral,,,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d 4Matic All-Terrain,Diesel,Agosto,2022,7 000 km,1 993 cm3,200 cv,,Carrinha,Prateado,Automática,,5,5,,Nacional,,,,,Usados,67 700        EUR,8089720483,9 Julho 2023,,,,,24 Meses,,Sim,,,,,Classe C,,5 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQC,400 4Matic,Eléctrico,Agosto,2022,9 000 km,,408 cv,,SUV / TT,Preto,Automática,,5,5,,Nacional,,,,,Usados,75 000        EUR,8089822382,10 Julho 2023,,,,,24 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Taycan Sport Turismo,4S,Eléctrico,Junho,2022,6 550 km,,530 cv,Sim,Sedan,Preto,Automática,,5,,,,,,,,Usados,155 000        EUR,8088017226,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,Sim,,,358 km,,,,"20,40 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,d AMG Line,Diesel,Agosto,2022,8 767 km,1 993 cm3,265 cv,,Sedan,Cinzento,Automática,,4,5,,Nacional,,,,,Usados,61 800        EUR,8089989173,10 Julho 2023,,,,,24 Meses,,Sim,,,,,,,"5,10 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,Março,2021,14 555 km,,400 cv,Sim,SUV / TT,Branco,Automática,,5,5,,Nacional,Sim,,Sim,,Usados,69 950        EUR,8088781611,10 Julho 2023,Sim,,,,24 Meses,,Sim,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Bentley,Mulsanne,Speed,Gasolina,Março,2016,29 000 km,6 752 cm3,537 cv,,Sedan,Preto,Automática,8,4,5,,,Sim,Sim,Sim,"23,40 l/100km",Usados,250 000        EUR,8089948182,10 Julho 2023,,Metalizado,Tracção traseira,31/03/2024,,2,,365 g/km,,,"10,10 l/100km",,,,,,,,,,,,Sim,StandVirtual,Yes
Profissional,BMW,420,d Pack M Auto,Diesel,Dezembro,2021,26 000 km,1 995 cm3,190 cv,Sim,Cabrio,Branco,Automática,10,2,4,Classe 1,Nacional,Sim,Sim,Sim,,Usados,67 900        EUR,8085939216,10 Julho 2023,Sim,Pérola,Tracção traseira,,18 Meses,,Sim,,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M6,Coupé,Gasolina,Novembro,2013,141 900 km,4 395 cm3,560 cv,Sim,Coupé,Preto,Automática,,2,4,Classe 1,Importado,,,Sim,,Usados,74 900        EUR,8088783083,10 Julho 2023,Sim,,,,36 Meses,2,,,,,,Série 6,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Dezembro,2022,15 000 km,1 995 cm3,190 cv,,Utilitário,Vermelho,Automática,,5,5,,Nacional,,,,,Usados,63 000        EUR,8089912015,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,10/07/2026,"4,80 l/100km",,,,,,,,,,StandVirtual,Yes
