Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Valor Fixo,Tipo de cor,Tracção,Emissões CO2,Origem,Consumo Urbano,Consumo Extra Urbano,IUC,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Consumo Combinado,Garantia de Fábrica até,ou até,Consumo,Clássico,Site,Portugal
Particular,BMW,320,Diesel,Novembro,2012,266 000 km,1 995 cm3,184 cv,,,Sedan,Castanho,Automática,8,4,5,Classe 1,Sim,,,2,,Sim,Sim,Usados,14 990        EUR,8089945529,6 Julho 2023,d Aut. Modern Line,,Metalizado,Tracção traseira,118 g/km,Importado,"5,40 l/100km","3,90 l/100km",,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,ix35,Diesel,Fevereiro,2011,138 600 km,1 685 cm3,115 cv,,Sim,SUV / TT,Prateado,Manual,6,5,5,,,,18 Meses,,,,Sim,Usados,13 500        EUR,8089989238,6 Julho 2023,1.7 CRDi VGT Style,Sim,Metalizado,Tracção dianteira,135 g/km,Nacional,6 l/100km,"4,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Limousine,Diesel,Março,2016,270 123 km,1 598 cm3,110 cv,Sim,Sim,Sedan,Cinzento,Manual,6,4,5,Classe 1,Sim,,18 Meses,1,Sim,,Sim,Usados,14 990        EUR,8088438017,6 Julho 2023,1.6 TDI Attraction Ultra,,Metalizado,,,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Junho,2011,95 000 km,875 cm3,85 cv,Sim,Sim,Citadino,Branco,Manual,5,3,4,Classe 1,,14/06/2024,18 Meses,1,Sim,Sim,Sim,Usados,8 750        EUR,8089936579,6 Julho 2023,0.9 8V TwinAir Lounge,,Metalizado,Tracção dianteira,,,"4,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Abril,2010,198 500 km,1 560 cm3,110 cv,Sim,Sim,Monovolume,Azul,Manual,6,5,7,Classe 1,Sim,,18 Meses,1,,Sim,Sim,Usados,9 890        EUR,8086591049,6 Julho 2023,1.6 HDi Executive,Sim,Metalizado,Tracção dianteira,,Nacional,,,146 €,,,,,,,900 km,5 l/100km,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Diesel,Abril,2017,191 146 km,1 248 cm3,95 cv,,Sim,Citadino,Preto,Manual,,5,5,,,,18 Meses,1,Sim,Sim,,Usados,9 990        EUR,8088904999,6 Julho 2023,1.3 CDTi innovation,Sim,,Tracção dianteira,93 g/km,Nacional,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Scirocco,Diesel,Julho,2010,184 123 km,1 968 cm3,140 cv,Sim,Sim,Coupé,Vermelho,Manual,6,3,4,Classe 1,Sim,,18 Meses,1,Sim,,Sim,Usados,13 490        EUR,8088882488,6 Julho 2023,2.0 TDI Sport,,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Dezembro,2017,199 890 km,1 500 cm3,90 cv,Sim,Sim,Citadino,Preto,Manual,5,4,5,Classe 1,,,18 Meses,1,,,Sim,Usados,11 450        EUR,8089633894,6 Julho 2023,,Sim,Metalizado,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Hyundai,i20,Gasolina,Outubro,2018,59 711 km,1 248 cm3,75 cv,,,Citadino,Preto,Manual,5,5,5,,,,,,,,,Usados,11 990        EUR,8089784436,6 Julho 2023,1.2,Sim,Metalizado,Tracção dianteira,119 g/km,,"6,60 l/100km","4,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Abril,2013,198 890 km,1 500 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,Manual,,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,9 850        EUR,8089895519,6 Julho 2023,,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,Gasolina,Abril,2011,143 000 km,1 100 cm3,44 cv,Sim,Sim,Utilitário,Preto,Manual,,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,8 490        EUR,8089346358,6 Julho 2023,,Sim,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Fevereiro,2010,229 000 km,1 500 cm3,50 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,8 950        EUR,8089444778,6 Julho 2023,,Sim,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Diesel,Maio,2014,174 500 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,13 200        EUR,8089641588,6 Julho 2023,1.6 TDI FR 30 Anos,Sim,,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Abril,2017,108 000 km,1 560 cm3,75 cv,Sim,Sim,Citadino,Cinzento,Manual,,5,5,,,,18 Meses,1,,Sim,Sim,Usados,11 900        EUR,8088327953,6 Julho 2023,1.6 BlueHDi Active,,,Tracção dianteira,79 g/km,,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,Gasolina,Fevereiro,2017,69 170 km,998 cm3,80 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,13 750        EUR,8088904060,6 Julho 2023,1.0 Ti-VCT Titanium,,,,99 g/km,Nacional,"5,10 l/100km",,,,,,,,,,,12/02/2024,140 000 km,,,StandVirtual,Yes
Profissional,VW,Golf Variant,Gasolina,Janeiro,2020,266 164 km,999 cm3,115 cv,,Sim,Carrinha,Cinzento,Manual,,5,5,,,,18 Meses,,Sim,Sim,,Usados,13 990        EUR,8088904666,6 Julho 2023,1.0 TSI Confortline,Sim,,Tracção dianteira,,Nacional,,,,,,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,Diesel,Julho,2013,200 000 km,1 560 cm3,115 cv,Sim,Sim,Carrinha,Preto,Automática,6,5,5,Classe 1,,,18 Meses,2,Sim,Sim,Sim,Usados,8 850        EUR,8089863751,6 Julho 2023,1.6 e-HDi Business Line Pack 2-Ttronic,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 350,Diesel,Abril,2010,370 000 km,2 987 cm3,231 cv,Sim,Sim,Sedan,Cinzento,Automática,7,4,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,14 900        EUR,8088918996,6 Julho 2023,CDi Avantgarde BlueEfficiency,,Metalizado,Tracção traseira,186 g/km,Nacional,"8,90 l/100km",,,Classe E,,,,,,,,,,,,StandVirtual,Yes
Particular,Kia,Picanto,Gasolina,Novembro,2011,99 000 km,998 cm3,69 cv,,,Pequeno citadino,Branco,Manual,,5,5,,,,,,,,,Usados,7 350        EUR,8089186293,6 Julho 2023,1.0,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,B 180,Diesel,Maio,2014,165 000 km,1 461 cm3,109 cv,Sim,Sim,Monovolume,Preto,Manual,6,5,5,Classe 1,,,18 Meses,2,,Sim,Sim,Usados,14 450        EUR,8089688040,6 Julho 2023,CDi Urban,Sim,,,104 g/km,Nacional,,,,Classe B,,,,,,,,,,,,StandVirtual,Yes
Particular,Honda,Civic Tourer,Diesel,Junho,2014,214 619 km,1 597 cm3,120 cv,,,Carrinha,Branco,Manual,6,5,5,Classe 1,,,,,,,Sim,Usados,11 600        EUR,8089628620,6 Julho 2023,1.6 i-DTEC Sport Navi,,Pérola,Tracção dianteira,103 g/km,Importado,"4,30 l/100km","3,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Abril,2016,68 530 km,1 560 cm3,75 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,14 950        EUR,8089346391,6 Julho 2023,1.6 BlueHDi Style,,Mate,Tracção dianteira,90 g/km,Nacional,"4,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Junho,2017,33 619 km,898 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,27/06/2025,18 Meses,1,,,Sim,Usados,14 950        EUR,8089833582,6 Julho 2023,0.9 TCe Limited Edition,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Março,2016,99 184 km,1 560 cm3,75 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,15/03/2024,18 Meses,1,,,Sim,Usados,12 950        EUR,8089702351,6 Julho 2023,1.6 BlueHDi Style,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Outubro,2013,186 046 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,15/10/2023,18 Meses,1,,,Sim,Usados,10 750        EUR,8089625240,6 Julho 2023,1.5 dCi Confort,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,Gasolina,Março,2013,90 870 km,998 cm3,125 cv,Sim,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,,12/03/2024,18 Meses,1,,,Sim,Usados,10 950        EUR,8089625239,6 Julho 2023,1.0 SCTi Titanium,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,Gasolina,Maio,2016,104 430 km,998 cm3,80 cv,Sim,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,30/05/2024,18 Meses,1,,,Sim,Usados,11 750        EUR,8089702347,6 Julho 2023,1.0 Ti-VCT Titanium,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Julho,2011,286 390 km,1 995 cm3,143 cv,Sim,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,,25/07/2024,18 Meses,1,,,Sim,Usados,10 750        EUR,8089702343,6 Julho 2023,d Touring Navigation,,Metalizado,Tracção traseira,,Importado,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Maio,2018,99 870 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,23/05/2024,18 Meses,1,,,Sim,Usados,14 950        EUR,8089702340,6 Julho 2023,1.5 dCi Limited,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Abril,2020,58 000 km,999 cm3,70 cv,Sim,Sim,Citadino,Branco,Manual,,3,5,,,,18 Meses,,Sim,Sim,Sim,Usados,13 400        EUR,8089139476,6 Julho 2023,1.0 Hybrid Lounge,,Metalizado,,,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Abril,2010,146 000 km,1 149 cm3,75 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,7 990        EUR,8088016325,6 Julho 2023,1.2 16V Fairway,Sim,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,Diesel,Outubro,2013,175 825 km,1 398 cm3,70 cv,Sim,Sim,Citadino,Prateado,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,7 900        EUR,8089397546,6 Julho 2023,1.4 HDi Attraction 99g,,Metalizado,Tracção dianteira,99 g/km,Nacional,"4,50 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Diesel,Abril,2018,136 000 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Preto,Manual,5,5,5,Classe 1,,01/04/2024,18 Meses,,,Sim,Sim,Usados,13 490        EUR,8089635854,6 Julho 2023,1.5 dCi Limited,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Fevereiro,2016,115 385 km,1 242 cm3,69 cv,Sim,Sim,Citadino,Cinzento,Manual,5,3,4,Classe 1,,18/02/2024,18 Meses,1,,,Sim,Usados,12 950        EUR,8089702335,6 Julho 2023,1.2 Lounge,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Diesel,Julho,2017,128 038 km,1 248 cm3,95 cv,Sim,Sim,Citadino,Branco,Manual,5,5,5,Classe 1,,26/07/2023,18 Meses,1,,,Sim,Usados,12 750        EUR,8089702327,6 Julho 2023,1.3 CDTi Business Edition,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,Gasolina,Janeiro,2010,126 994 km,1 200 cm3,65 cv,Sim,Sim,Citadino,Vermelho,Manual,,3,5,Classe 1,,,18 Meses,,,,Sim,Usados,6 950        EUR,8089936557,6 Julho 2023,,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Citroën,C4 Grand Picasso,Diesel,Setembro,2010,285 000 km,1 560 cm3,110 cv,Sim,,Monovolume,Cinzento,Automática,6,5,7,,,12/09/2023,,2,Sim,Sim,Sim,Usados,7 950        EUR,8088077545,6 Julho 2023,1.6 HDi Exclusive CMP6,Sim,Metalizado,,,Nacional,"6,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A6 Avant,Diesel,Janeiro,2010,277 800 km,1 968 cm3,170 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,2,Sim,Sim,Sim,Usados,11 500        EUR,8089602319,6 Julho 2023,2.0 TDi S-Line Multitronic,,Metalizado,Tracção dianteira,154 g/km,Nacional,"7,40 l/100km",5 l/100km,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Diesel,Fevereiro,2017,114 538 km,1 422 cm3,75 cv,,Sim,Citadino,Cinzento,Manual,,5,,,,,18 Meses,,,,,Usados,12 999        EUR,8089836961,6 Julho 2023,1.4 TDi Reference Ecomotive,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Gasolina,Janeiro,2016,53 677 km,999 cm3,71 cv,,Sim,Citadino,Preto,Automática,,3,,,,,18 Meses,,,,,Usados,12 699        EUR,8089836960,6 Julho 2023,1.0 Passion 71 Aut.,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Abril,2017,115 519 km,1 560 cm3,75 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,Sim,,18 Meses,1,,Sim,Sim,Usados,13 750        EUR,8089944334,6 Julho 2023,1.6 BlueHDi Active,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,Diesel,Março,2011,205 000 km,1 995 cm3,143 cv,Sim,Sim,Coupé,Branco,Manual,6,3,4,Classe 1,Sim,,18 Meses,,,Sim,Sim,Usados,12 990        EUR,8089989223,6 Julho 2023,d,Sim,,,119 g/km,,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,Diesel,Julho,2014,153 000 km,1 461 cm3,90 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,4,5,,Sim,,18 Meses,2,,,Sim,Usados,12 750        EUR,8089491407,6 Julho 2023,,Sim,Metalizado,Tracção dianteira,,,,,150 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Diesel,Janeiro,2017,140 000 km,1 461 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,1,,,Sim,Usados,12 900        EUR,8089924178,6 Julho 2023,1.5 dCi Limited,,,Tracção dianteira,82 g/km,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,New Beetle,Diesel,Julho,2013,214 329 km,1 958 cm3,105 cv,Sim,Sim,Citadino,Preto,Manual,,3,4,Classe 1,,,18 Meses,1,,Sim,Sim,Usados,11 890        EUR,8087716843,6 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,Gasolina,Outubro,2010,144 000 km,1 197 cm3,105 cv,Sim,Sim,Utilitário,Preto,Manual,6,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Usados,7 850        EUR,8089373521,6 Julho 2023,1.2 TSI 16V Good Stuff Start/Stop,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Gasolina,Setembro,2018,80 835 km,999 cm3,75 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,,Usados,13 900        EUR,8089603105,6 Julho 2023,1.0 Style,Sim,Metalizado,,112 g/km,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,Diesel,Julho,2014,159 000 km,1 248 cm3,85 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,5,Classe 1,Sim,,18 Meses,1,,Sim,Sim,Usados,7 750        EUR,8089936554,6 Julho 2023,1.3 M-Jet Lounge S&S,Sim,,Tracção dianteira,,Nacional,"4,40 l/100km","2,90 l/100km",,,,,,,,,"3,50 l/100km",,,,,StandVirtual,Yes
Profissional,Peugeot,108,Gasolina,Dezembro,2018,32 800 km,998 cm3,72 cv,Sim,Sim,Pequeno citadino,Preto,Manual,5,5,4,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,10 990        EUR,8089936552,6 Julho 2023,1.0 VTI Active,Sim,Metalizado,,112 g/km,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A1,Diesel,Julho,2015,140 182 km,1 422 cm3,90 cv,,,Citadino,Cinzento,Manual,5,3,4,Classe 1,,,,,,,Sim,Usados,12 500        EUR,8089989210,6 Julho 2023,1.4 TDI (ultra),,Metalizado,Tracção dianteira,89 g/km,Importado,"4,10 l/100km","3,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Fevereiro,2016,97 496 km,898 cm3,90 cv,Sim,Sim,Citadino,Vermelho,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,13 290        EUR,8089114933,6 Julho 2023,0.9 TCe Limited Edition,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Eléctrico,Junho,2016,60 000 km,,88 cv,Sim,Sim,Citadino,Branco,Automática,,5,5,Classe 1,,,18 Meses,2,Sim,Sim,Sim,Usados,14 990        EUR,8088609454,6 Julho 2023,Zen Bateria,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Dezembro,2017,105 000 km,1 149 cm3,75 cv,Sim,,Citadino,Branco,Manual,,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,11 990        EUR,8088015067,6 Julho 2023,1.2 Zen,Sim,,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Touran,Diesel,Maio,2014,197 000 km,1 598 cm3,110 cv,Sim,Sim,Monovolume,Azul,Manual,6,5,7,,,,18 Meses,,,,Sim,Usados,13 250        EUR,8089822196,6 Julho 2023,1.6 TDI Confortline,,Metalizado,Tracção dianteira,116 g/km,,"5,20 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,Gasolina,Fevereiro,2014,124 000 km,1 598 cm3,117 cv,Sim,Sim,SUV / TT,Vermelho,Automática,,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,14 950        EUR,8089914693,6 Julho 2023,1.6 Tekna S P.Ext.2 Red D.Xtronic,,Metalizado,Tracção dianteira,142 g/km,Nacional,"7,60 l/100km","5,20 l/100km",150 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Gasolina,Maio,2019,120 162 km,1 199 cm3,130 cv,Sim,Sim,Carrinha,Branco,Automática,8,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Usados,14 489        EUR,8089936538,6 Julho 2023,1.2 PureTech Allure EAT8,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Novembro,2011,110 586 km,875 cm3,85 cv,Sim,Sim,Pequeno citadino,Azul,Manual,5,3,4,,,,24 Meses,,Sim,,Sim,Usados,9 650        EUR,8088780944,6 Julho 2023,0.9 8V TwinAir Lounge,Sim,,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,Diesel,Agosto,2011,162 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Preto,Automática,6,5,7,,,01/08/2023,18 Meses,,Sim,Sim,Sim,Usados,11 890        EUR,8089199105,6 Julho 2023,1.5 dCi Bose Edition 7L EDC,Sim,Metalizado,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,Gasolina,Março,2019,47 700 km,999 cm3,71 cv,Sim,Sim,Utilitário,Cinzento,Manual,,5,5,,,01/03/2025,18 Meses,,Sim,,Sim,Usados,12 350        EUR,8088747772,6 Julho 2023,,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,KA,Gasolina,Julho,2015,121 749 km,1 242 cm3,69 cv,Sim,Sim,Pequeno citadino,Vermelho,Manual,5,3,4,Classe 1,,,18 Meses,,,,Sim,Usados,8 690        EUR,8088772592,6 Julho 2023,1.2 Titanium X,,,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Gasolina,Agosto,2010,153 699 km,1 229 cm3,85 cv,Sim,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,8 590        EUR,8088327806,6 Julho 2023,1.2 Enjoy,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,B-Max,Gasolina,Fevereiro,2017,84 200 km,998 cm3,100 cv,Sim,Sim,Monovolume,Castanho,Manual,5,5,5,Classe 1,,,18 Meses,,,,Sim,Usados,14 290        EUR,8088429972,6 Julho 2023,1.0 EcoBoost Titanium,,Metalizado,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Junho,2015,153 061 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Azul,Manual,6,5,5,Classe 1,,18/06/2024,18 Meses,1,Sim,Sim,Sim,Usados,12 800        EUR,8089988646,6 Julho 2023,1.6 BlueHDi Active,,Metalizado,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,Gasolina,Abril,2016,118 000 km,1 200 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,5,Classe 1,,01/04/2024,18 Meses,,,Sim,,Usados,13 890        EUR,8088826688,6 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Gasolina,Abril,2017,144 000 km,1 199 cm3,110 cv,Sim,Sim,Carrinha,Preto,Manual,5,5,5,Classe 1,,01/04/2025,18 Meses,,,Sim,Sim,Usados,13 990        EUR,8089635544,6 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Novembro,2015,130 000 km,1 461 cm3,90 cv,Sim,Sim,Citadino,Vermelho,Manual,5,5,5,Classe 1,,01/11/2023,18 Meses,,,Sim,Sim,Usados,11 990        EUR,8089657032,6 Julho 2023,1.5 dCi Confort,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Gasolina,Fevereiro,2014,110 648 km,1 198 cm3,70 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,10 290        EUR,8088214403,6 Julho 2023,1.2 12V Style,,Metalizado,Tracção dianteira,125 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Gasolina,Janeiro,2015,61 565 km,999 cm3,71 cv,Sim,Sim,Pequeno citadino,Branco,Manual,5,3,2,Classe 1,,,18 Meses,,,Sim,Sim,Usados,10 550        EUR,8088438225,6 Julho 2023,1.0 Passion 71,,Metalizado,Tracção dianteira,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Gasolina,Agosto,2013,91 206 km,999 cm3,71 cv,Sim,Sim,Pequeno citadino,Branco,Automática,,3,2,Classe 1,,,18 Meses,,,Sim,Sim,Usados,9 350        EUR,8089353497,6 Julho 2023,1.0 mhd Passion 71,,Metalizado,Tracção dianteira,99 g/km,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Gasolina,Novembro,2013,110 702 km,1 197 cm3,105 cv,Sim,Sim,Citadino,Branco,Manual,,3,5,,,,18 Meses,,Sim,Sim,Sim,Usados,10 390        EUR,8088772573,6 Julho 2023,SC 1.2 TSi Style,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,Diesel,Novembro,2014,135 641 km,1 560 cm3,92 cv,Sim,Sim,SUV / TT,Cinzento,Automática,6,5,5,Classe 1,Sim,,18 Meses,,Sim,,Sim,Usados,13 890        EUR,8088677555,6 Julho 2023,,,Metalizado,Tracção dianteira,92 g/km,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,Gasolina,Dezembro,2013,101 686 km,998 cm3,69 cv,Sim,Sim,Citadino,Cinzento,Manual,5,3,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,9 590        EUR,8087713665,6 Julho 2023,1.0 VVT-i ACtive,,Metalizado,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,Gasolina,Maio,2015,125 842 km,1 197 cm3,90 cv,Sim,Sim,Citadino,Preto,Manual,,5,5,,,,18 Meses,,,,Sim,Usados,12 990        EUR,8088534452,6 Julho 2023,1.2 TSi Lounge,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Gasolina,Março,2016,138 456 km,1 199 cm3,110 cv,Sim,Sim,Utilitário,Branco,Manual,5,3,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,13 690        EUR,8087935615,6 Julho 2023,1.2 PureTech Allure,,Pérola,Tracção dianteira,99 g/km,Nacional,,,"104,14 €",,,,,,,,,,,,,StandVirtual,Yes
