Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Autonomia,Capacidade da bateria,Valor Fixo,Autonomia Máxima,Origem,Sub-modelo,Classe do veículo,Registo(s),Garantia de Fábrica até,ou até,Consumo Combinado,Filtro de partículas,IUC,Gancho de Reboque,Consumo,Bateria,Clássico,Site,Portugal,Data
Particular,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Julho,2019,65 121 km,,238 cv,Sedan,Preto,Automática,,4,5,Tracção traseira,,,,Usados,29 000        EUR,8089989014,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8PuLHM.html,,,,Mate,03/07/2025,,,Sim,Sim,340 km,45 kWh,,340 km,Nacional,,Classe 1,,03/07/2027,160 000 km,,,,,157 kWh/100km,Própria,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 250,d AMG Line Aut.,Diesel,Janeiro,2014,283 000 km,2 143 cm3,204 cv,Carrinha,Cinzento,Automática,7,5,,Tracção traseira,136 g/km,"6,30 l/100km","4,30 l/100km",Usados,16 900        EUR,8090704772,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-amg-line-aut-ID8PxLUg.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,,,Nacional,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A1 Sportback,1.6 TDI design,Diesel,Agosto,2017,90 000 km,1 598 cm3,116 cv,Utilitário,Prateado,Manual,5,5,5,,,,,Usados,17 500        EUR,8088882655,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-6-tdi-design-ID8Pq7Th.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Agosto,2016,58 000 km,1 199 cm3,82 cv,SUV / TT,Branco,Manual,5,5,5,,,,,Usados,15 390        EUR,8087905999,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8Pm1OL.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Julho,2018,139 000 km,1 499 cm3,130 cv,SUV / TT,Preto,Automática,8,5,5,,,,,Usados,25 900        EUR,8090414457,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PvynL.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mazda,3,1.5 Sky-D Evolve Navi,Diesel,Abril,2016,56 700 km,1 499 cm3,105 cv,Utilitário,Branco,Manual,,5,5,,99 g/km,,,Usados,16 450        EUR,8090411688,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mazda-3-1-5-sky-d-evolve-navi-ID8PvxF6.html,,Sim,Sim,,,18 Meses,Sim,Sim,,,,Sim,,Nacional,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Janeiro,2023,10 km,999 cm3,70 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,111 g/km,"4,70 l/100km","3,50 l/100km",Usados,15 900        EUR,8089988212,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PuLuQ.html,,Sim,Sim,,,36 Meses,Sim,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Zoe,Limited 50,Eléctrico,Setembro,2020,10 000 km,,109 cv,Pequeno citadino,Branco,Automática,,5,5,Tracção dianteira,,,,Usados,26 480        EUR,8087726439,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8Plh6D.html,Sim,Sim,Sim,,,18 Meses,Sim,Sim,Sim,395 km,50 kWh,Sim,,Importado,,Classe 1,1,,,,,,,"17,30 kWh/100km",Própria,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d 7G-DCT Progressive,Diesel,Setembro,2018,115 000 km,1 461 cm3,116 cv,Utilitário,Cinzento,Automática,7,5,5,,,"4,70 l/100km",,Usados,24 450        EUR,8090799495,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-7g-dct-progressive-ID8Pyay3.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,Classe A,Classe 1,,,,,Sim,149 €,,,,,StandVirtual,Yes,2023-10-12
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Julho,2021,67 324 km,999 cm3,80 cv,Citadino,Preto,Manual,5,5,5,Tracção dianteira,,,,Usados,16 250        EUR,8090693393,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PxIVJ.html,,Sim,Sim,,,24 Meses,,,Sim,,,Sim,,Nacional,,Classe 1,1,,,,,108 €,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen,Diesel,Outubro,2017,126 000 km,1 461 cm3,110 cv,Carrinha,Preto,Manual,6,5,5,,,,,Usados,15 500        EUR,8090228731,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-zen-ID8PwM4b.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,SEAT,Leon,1.0 EcoTSI Style S/S,Gasolina,Dezembro,2020,15 000 km,999 cm3,115 cv,Utilitário,Preto,Manual,6,5,5,,,,,Usados,22 750        EUR,8090619441,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-ecotsi-style-s-s-ID8PxpHX.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Mégane,1.5 Blue dCi R.S. Line,Diesel,Julho,2021,39 235 km,1 461 cm3,115 cv,Utilitário,Vermelho,Manual,,5,,,,,,Usados,24 999        EUR,8090586059,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-blue-dci-r-s-line-ID8Pxh1x.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A4 Avant,2.0 TDI Advance S tronic,Diesel,Outubro,2018,109 000 km,1 968 cm3,150 cv,Carrinha,Preto,Automática,7,5,5,,,,,Usados,24 900        EUR,8090687824,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-advance-s-tronic-ID8PxHuU.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,5008,1.5 BlueHDi Active,Diesel,Fevereiro,2019,58 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,6,5,7,,,,,Usados,26 900        EUR,8090687825,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-ID8PxHuW.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Zoe,(c/ Bateria) Z.E. 50 LIFE,Eléctrico,Outubro,2020,28 500 km,,108 cv,Citadino,Branco,Automática,,5,,,,,,Usados,22 500        EUR,8090534245,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-c-bateria-z-e-50-life-ID8Px3xP.html,Sim,,Sim,,,18 Meses,Sim,,Sim,,,Sim,,,,,,,,,,,,,Própria,,StandVirtual,Yes,2023-10-12
Profissional,Mazda,MX-30,e-SKYACTIV First Edition+Vintage Leatherette,Eléctrico,Maio,2021,4 600 km,,145 cv,SUV / TT,Branco,Automática,,5,,,,,,Usados,23 900        EUR,8090338500,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-30-e-skyactiv-first-edition-vintage-leatherette-ID8PveCE.html,Sim,,Sim,,,36 Meses,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Julho,2020,31 743 km,1 461 cm3,115 cv,SUV / TT,Outra,Manual,,5,,,,,,Usados,23 499        EUR,8088327390,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PnNro.html,,,Sim,,,18 Meses,,,,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Toyota,Hilux,2.5 D-4D 4WD CD CM AC,Diesel,Junho,2016,160 000 km,2 494 cm3,144 cv,SUV / TT,Branco,Manual,5,4,3,,,,,Usados,26 900        EUR,8090253635,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-hilux-2-5-d-4d-4wd-cd-cm-ac-ID8PwSxR.html,Sim,Sim,Sim,,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,C 220,,Diesel,Março,2019,137 000 km,1 950 cm3,194 cv,Sedan,Preto,Automática,9,4,5,,,,,Usados,29 900        EUR,8090153983,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-ID8PwsCz.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,Classe C,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,0.9 TCe GT Line,Gasolina,Fevereiro,2019,32 000 km,898 cm3,90 cv,Utilitário,Preto,Manual,5,5,5,,,,,Usados,15 500        EUR,8090711996,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-gt-line-ID8PxNMM.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Nacional,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,208,1.6 THP GTi Limited Edition,Gasolina,Setembro,2013,135 000 km,1 598 cm3,200 cv,Utilitário,Branco,Manual,6,3,5,,,,,Usados,15 500        EUR,8090712002,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-thp-gti-limited-edition-ID8PxNMS.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,Importado,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Captur,1.0 TCe Zen,Gasolina,Março,2022,19 000 km,999 cm3,100 cv,SUV / TT,Preto,Manual,6,5,5,,,,,Usados,20 890        EUR,8090712017,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-zen-ID8PxNN7.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,MINI,Cooper,Standard,Gasolina,Janeiro,2017,91 600 km,1 499 cm3,136 cv,Citadino,Vermelho,Manual,,5,5,Tracção dianteira,,,,Usados,17 900        EUR,8087352368,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-standard-ID8PjHNe.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,,,Importado,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Novembro,2015,115 000 km,1 499 cm3,105 cv,SUV / TT,Branco,Manual,6,5,5,Tracção dianteira,105 g/km,"4,40 l/100km","3,80 l/100km",Usados,16 200        EUR,8090604532,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PxlPu.html,,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Mercedes-Benz,A 180,CDi BE Edition AMG Line,Diesel,Julho,2013,141 000 km,1 461 cm3,109 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,105 g/km,"4,20 l/100km",,Usados,15 500        EUR,8089352245,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-edition-amg-line-ID8Ps63j.html,,,,Metalizado,17/07/2024,,,Sim,Sim,,,,,Nacional,Classe A,Classe 1,1,,,,,"148,58 €",,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Captur,1.0 TCe Techno Bi-Fuel,GPL,Fevereiro,2023,14 855 km,999 cm3,100 cv,SUV / TT,Branco,Manual,,5,5,,,,,Usados,26 250        EUR,8089607444,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-techno-bi-fuel-ID8Ptarq.html,,,,,,36 Meses,,,,,,Sim,,Nacional,,,,12/10/2026,,"7,70 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,116,d Advantage Auto,Diesel,Julho,2020,81 000 km,1 496 cm3,116 cv,Utilitário,Preto,Automática,,5,5,,,,,Usados,28 990        EUR,8090675640,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-auto-ID8PxEko.html,,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,Sim,,Nacional,Série 1,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Leaf,Acenta,Eléctrico,Abril,2018,54 000 km,,150 cv,Utilitário,Branco,Automática,,5,5,,,,,Usados,17 990        EUR,8090675629,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PxEkd.html,Sim,Sim,Sim,,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Junho,2019,70 000 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Usados,27 990        EUR,8090675621,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PxEk5.html,,Sim,Sim,,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A3 Sportback,30 TDI,Diesel,Setembro,2019,50 000 km,1 598 cm3,116 cv,Utilitário,Cinzento,Manual,6,5,5,,,,,Usados,23 990        EUR,8090411562,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-ID8PvxD4.html,,Sim,Sim,,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,A3 Sportback,1.6 TDI S tronic,Diesel,Novembro,2016,111 000 km,1 598 cm3,110 cv,Utilitário,Cinzento,Automática,,5,5,,,,,Usados,19 990        EUR,8089566247,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-tronic-ID8PsZIX.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,Sim,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Agosto,2022,20 652 km,1 199 cm3,100 cv,SUV / TT,Branco,Manual,,5,5,,,,,Usados,25 500        EUR,8090010810,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-elegance-ID8PuRnk.html,,,,,,18 Meses,,,,,,Sim,,Nacional,,,,,,"5,50 l/100km",,,,,,,StandVirtual,Yes,2023-10-12
Profissional,VW,Polo,1.4 TDi R-Line,Diesel,Abril,2016,178 099 km,1 422 cm3,90 cv,Citadino,Preto,Manual,5,5,5,,,,,Usados,16 900        EUR,8090326101,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-r-line-ID8PvboF.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,,,Importado,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Citroën,C4,1.2 PureTech Shine,Gasolina,Julho,2022,27 226 km,1 199 cm3,131 cv,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,,,,Usados,26 250        EUR,8090585030,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-2-puretech-shine-ID8PxgKV.html,,Sim,Sim,,,36 Meses,,,,,,,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Fevereiro,2021,83 763 km,1 499 cm3,102 cv,Carrinha,Branco,Manual,6,5,5,Tracção dianteira,121 g/km,"4,40 l/100km","3,30 l/100km",Usados,21 900        EUR,8090786602,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8Py7c6.html,,Sim,Sim,,,36 Meses,Sim,Sim,Sim,,,,,Nacional,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,508,1.5 BlueHDi Allure,Diesel,Março,2019,125 700 km,1 499 cm3,130 cv,Sedan,Preto,Manual,6,5,5,,,"4,70 l/100km",,Usados,25 200        EUR,8086444290,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-allure-ID8PfTyO.html,,Sim,Sim,,,24 Meses,Sim,Sim,Sim,,,,,Importado,,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Renault,Clio,,Gasolina,Fevereiro,2020,60 538 km,999 cm3,100 cv,Citadino,Cinzento,Manual,5,5,5,,116 g/km,,,Usados,15 850        EUR,8089795672,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-ID8PtXpm.html,,Sim,Sim,Metalizado,,18 Meses,,,Sim,,,Sim,,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d AMG Line,Diesel,Setembro,2015,179 892 km,1 461 cm3,109 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,,,,Usados,20 900        EUR,8090102089,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8Pwf7z.html,,Sim,Sim,Metalizado,,18 Meses,Sim,,Sim,,,,,Importado,Classe A,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,120,d,Diesel,Maio,2012,177 000 km,1 995 cm3,177 cv,Coupé,Branco,Manual,6,3,,,,"5,90 l/100km",,Usados,17 950        EUR,8090805067,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-120-d-ID8PybZW.html,,Sim,Sim,,,18 Meses,,,,,,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Audi,TT Coupé,1.8 TFSI,Gasolina,Maio,2012,230 000 km,1 798 cm3,160 cv,Coupé,Preto,Manual,,3,,,,9 l/100km,,Usados,17 500        EUR,8090069705,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-tt-coup-1-8-tfsi-ID8Pw6Hf.html,,,Sim,,,18 Meses,Sim,Sim,Sim,,,,,Importado,,,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,i3,120Ah,Eléctrico,Junho,2019,44 002 km,,170 cv,Utilitário,Branco,Automática,,5,4,Tracção traseira,,,,Usados,24 900        EUR,8090802654,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8Pybn0.html,Sim,Sim,Sim,Metalizado,28/06/2025,36 Meses,Sim,,Sim,300 km,42 kWh,Sim,,,Série i,Classe 1,1,28/06/2027,,,,,,14 kWh/100km,Própria,,StandVirtual,Yes,2023-10-12
Particular,Mercedes-Benz,C 300,h AMG Line,Híbrido (Diesel),Novembro,2015,153 000 km,2 143 cm3,231 cv,Carrinha,Preto,Automática,,5,,,,4 l/100km,,Usados,25 990        EUR,8090770151,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-h-amg-line-ID8Py2UL.html,,Sim,Sim,Metalizado,,,Sim,Sim,Sim,,,Sim,,Nacional,Classe C,,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Particular,Land Rover,Range Rover Evoque,2.2 SD4 Prestige,Diesel,Novembro,2012,177 000 km,2 179 cm3,190 cv,SUV / TT,Preto,Manual,,5,,,,"6,70 l/100km",,Usados,24 900        EUR,8090769981,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-sd4-prestige-ID8Py2S1.html,,Sim,Sim,,,,,,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Mercedes-Benz,C 220,BlueTEC AMG Line Aut.,Diesel,Junho,2014,146 000 km,2 143 cm3,170 cv,Sedan,Cinzento,Automática,7,4,5,Tracção traseira,113 g/km,"5,30 l/100km","3,60 l/100km",Usados,27 900        EUR,8090804952,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-amg-line-aut-ID8PybY4.html,,,,,,,,,,,,,,,Classe C,,,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium,Diesel,Setembro,2014,134 800 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,5 l/100km,4 l/100km,Usados,16 900        EUR,8087803983,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-ID8PlBhl.html,,,Sim,,,18 Meses,,,,,,,950 km,,,Classe 1,,,,4 l/100km,Sim,,,,,Sim,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Março,2019,133 500 km,1 499 cm3,130 cv,SUV / TT,Branco,Automática,7,5,5,,,"4,40 l/100km",,Usados,24 500        EUR,8087802969,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PlB0Z.html,,,,,,18 Meses,Sim,Sim,Sim,,,,950 km,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.5 dCi Tekna Premium 17 Pele,Diesel,Agosto,2016,138 500 km,1 461 cm3,110 cv,SUV / TT,Branco,Manual,,5,5,Tracção dianteira,,"4,20 l/100km",5 l/100km,Usados,16 900        EUR,8087803273,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-premium-17-pele-ID8PlB5T.html,,,Sim,Pérola,,18 Meses,Sim,Sim,Sim,,,,850 km,,,Classe 1,,,,4 l/100km,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,X2,16 d sDrive Advantage,Diesel,Janeiro,2020,82 400 km,1 496 cm3,116 cv,SUV / TT,Preto,Manual,6,5,,Tracção traseira,132 g/km,,,Usados,27 450        EUR,8090603741,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-advantage-ID8PxlCJ.html,Sim,Sim,Sim,,,18 Meses,Sim,Sim,Sim,,,Sim,,,Série X,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.5 dCi Acenta Connect,Diesel,Janeiro,2018,114 662 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Manual,,5,5,,99 g/km,,,Usados,21 400        EUR,8087770064,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-connect-ID8Plssg.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Nissan,Qashqai,1.5 dCi TEKNA,Diesel,Janeiro,2015,134 500 km,1 500 cm3,110 cv,SUV / TT,Cinzento,Manual,6,5,5,Tracção dianteira,,"4,30 l/100km",,Usados,16 900        EUR,8090298324,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-tekna-ID8Pv4aE.html,,,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,950 km,,,Classe 1,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,BMW,116,d Line Sport,Diesel,Agosto,2017,125 000 km,1 496 cm3,116 cv,Utilitário,Preto,Manual,,5,5,,89 g/km,,,Usados,18 900        EUR,8090158760,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8PwtRC.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,Série 1,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2021,71 069 km,1 332 cm3,109 cv,Utilitário,Branco,Manual,,5,,,,,,Usados,27 999        EUR,8090256317,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PwTf7.html,,,Sim,,,36 Meses,,,,,,Sim,,Nacional,Classe A,,,,,,,,,,,,StandVirtual,Yes,2023-10-12
Particular,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Março,2016,140 000 km,1 461 cm3,109 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção dianteira,104 g/km,"4,60 l/100km","3,70 l/100km",Usados,21 650        EUR,8090715387,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PxOFt.html,,,,Mate,,,Sim,Sim,Sim,,,,,Nacional,Classe CLA,Classe 1,1,,,,,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Fevereiro,2020,104 000 km,1 499 cm3,130 cv,Monovolume,Preto,Automática,,5,7,,139 g/km,,,Usados,28 900        EUR,8090253237,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PwSrr.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Novembro,2020,89 000 km,1 461 cm3,116 cv,Utilitário,Preto,Automática,,5,5,,127 g/km,,,Usados,28 900        EUR,8089289792,12 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8PrPO0.html,,Sim,Sim,Metalizado,,18 Meses,Sim,Sim,Sim,,,,,,Classe A,Classe 1,1,,,,Sim,,,,,,StandVirtual,Yes,2023-10-12
